feature,importance
qb_TD%,0.5988584437119917
qb_Y/C,0.0741314759476099
qb_Yds,0.06869942283351367
qb_Cmp%,0.05062783229414129
qb_AY/A,0.05003420767148128
qb_Y/G,0.047244283228750905
qb_TD,0.029536564735366894
qb_Int,0.022642445222399943
qb_Y/A,0.02141206752451267
qb_Int%,0.01894436868740761
qb_Cmp,0.01057889626805783
qb_Att,0.007289991874766354
