feature,importance
weight,0.16363811077613202
height,0.16298830348958296
cone,0.11588121126870257
shuttle,0.10500898279548139
broad,0.0963003427428932
40yd,0.09106002380177286
vert,0.088955475286875
10yd,0.0813268732380573
20yd,0.0707974516932114
bench,0.024043224907291327
