feature,importance
height,0.17383641832447497
weight,0.15425220855960903
cone,0.11174825021651003
shuttle,0.10469045174879371
40yd,0.09230421223469103
vert,0.09101549725611886
broad,0.08924404349215458
10yd,0.08231150045250743
20yd,0.07839843440281552
bench,0.0221989833123248
