feature,importance
weight,0.16059716877317637
height,0.15556084035657725
bench,0.10509288989309798
cone,0.09621238844952053
shuttle,0.09007607339090987
40yd,0.08898936063569785
vert,0.08241590421087956
broad,0.07956623120481023
10yd,0.0729291187324476
20yd,0.06856002435288279
