feature,importance
rb_rush_Y/A,0.17656605302776687
rb_rec_Y/G,0.14336127117025738
rec_Y/R,0.13730006051644994
rb_rush_TD,0.124698049890665
rb_rush_Y/G,0.10052780137782305
rec_Y/G,0.052382673112877094
rec_TD,0.04726332725490927
rb_rec_TD,0.04231888206126015
rb_rec_Y/R,0.03499453615482652
rb_rec_Rec,0.03429476734033868
rec_Rec,0.03314015239791473
rb_rush_Yds,0.03052921586950169
rb_rush_Att,0.02218518387379444
rec_Yds,0.0204380259516151
