feature,importance
weight,0.1613364116946338
height,0.15134114061241455
bench,0.10320881415464504
cone,0.09813157591062144
shuttle,0.0938875817535235
40yd,0.087530330569988
vert,0.08413140473923308
broad,0.07928190420464301
10yd,0.07238015670525126
20yd,0.06877067965504623
