feature,importance
height,0.16353494356296275
weight,0.15877419524114023
bench,0.10158402430155336
40yd,0.08867837560887999
cone,0.0879432385086186
vert,0.0872846687353362
shuttle,0.08608775225835241
broad,0.08513416946066349
10yd,0.07101209990126363
20yd,0.06996653242122929
