feature,importance
height,0.15181820196939716
weight,0.1441712582906876
40yd,0.09803492349426293
cone,0.09796848328280791
shuttle,0.0952217735430007
vert,0.09205186763625335
broad,0.0880855648008723
bench,0.08342769156058
10yd,0.07642054955477265
20yd,0.07279968586736532
