position,model,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,recall_star
RB,XGBoost,0.2966101694915254,0.2946779797579812,0.29071411447803824,0.33153759820426487,0.3239851900891291,0.4074074074074074
RB,CatBoost,0.3220338983050847,0.32145639270157883,0.31126292135082195,0.33540507111935686,0.35496585628992117,0.48148148148148145
WR,Logistic,0.47593582887700536,0.4698618841475984,0.48356499624643245,0.49389295717456405,0.4713959212376934,0.3958333333333333
WR,RF,0.44919786096256686,0.4148325500280808,0.4340942877912974,0.4193650793650794,0.4207981715893108,0.3541666666666667
WR,ExtraTrees,0.42245989304812837,0.3871455540144861,0.40531199240508203,0.3830749354005168,0.39847046413502113,0.3958333333333333
WR,GB,0.42780748663101603,0.40840194448892736,0.4238244237139832,0.40743336328241986,0.41204289732770744,0.3958333333333333
WR,HistGB,0.39037433155080214,0.3640469738030714,0.3835485413677666,0.36082062454611474,0.3703762306610408,0.3541666666666667
WR,KNN,0.39037433155080214,0.32712213646844474,0.35295414824791393,0.3447774360441551,0.3472925457102672,0.20833333333333334
WR,NaiveBayes,0.45989304812834225,0.41173890862186796,0.44266741284969807,0.41106859410430835,0.42245077355836846,0.3125
WR,SVC,0.43315508021390375,0.2993231724813071,0.3298140324169937,0.26426426426426425,0.3771976090014065,0.2708333333333333
WR,XGBoost,0.37433155080213903,0.3588333206230816,0.3703726783469217,0.3572431351154755,0.3686181434599156,0.4375
WR,CatBoost,0.3850267379679144,0.36232361661138496,0.3769987843110982,0.3610874704491726,0.3674929676511955,0.3541666666666667
TE,Logistic,0.3855421686746988,0.37383988203660334,0.39124178211675736,0.428896397888646,0.40229885057471265,0.5555555555555556
TE,RF,0.3373493975903614,0.2979088862574659,0.29892417723569004,0.309589220303506,0.38186462324393355,0.7222222222222222
TE,ExtraTrees,0.3373493975903614,0.29051711141263376,0.30062175431713284,0.3317652329749104,0.3633461047254151,0.6111111111111112
TE,GB,0.3493975903614458,0.28906714200831846,0.2932156433219509,0.2644444444444444,0.38888888888888884,0.7222222222222222
TE,HistGB,0.3373493975903614,0.3098525298754132,0.32204653855697385,0.32944832944832947,0.34929757343550444,0.5
TE,KNN,0.42168674698795183,0.3323284918242441,0.3477962273869388,0.2857533497402242,0.39814814814814814,0.4444444444444444
TE,NaiveBayes,0.3614457831325301,0.33313625945204894,0.3444305852676176,0.3765006385696041,0.38633461047254153,0.6111111111111112
TE,SVC,0.3253012048192771,0.26756874727193364,0.27129732373404575,0.27347242921013415,0.3796296296296296,0.7777777777777778
TE,XGBoost,0.3253012048192771,0.27459207459207463,0.2772263880697616,0.25177304964539005,0.3611111111111111,0.6666666666666666
TE,CatBoost,0.3614457831325301,0.30323629917950407,0.3223078157705104,0.3171052631578947,0.3633461047254151,0.5
DL,Logistic,0.4230769230769231,0.38054359677134375,0.43322821537148803,0.40811965811965806,0.4524081393646611,0.6521739130434783
DL,RF,0.3791208791208791,0.3695822228968833,0.39014482642362686,0.3843396412644575,0.4407919777484995,0.6521739130434783
DL,ExtraTrees,0.35714285714285715,0.3526906526573969,0.36866106444781843,0.39593570843570847,0.44063826672522327,0.6956521739130435
DL,GB,0.38461538461538464,0.37142857142857144,0.3980376766091052,0.42217946154871383,0.43266725223246966,0.5217391304347826
DL,HistGB,0.36813186813186816,0.36339158439364344,0.3758855578717255,0.4047619047619047,0.4471892841458059,0.6521739130434783
DL,KNN,0.4175824175824176,0.35115181815439894,0.440779086889582,0.37107733258615855,0.36441223832528186,0.30434782608695654
DL,NaiveBayes,0.3956043956043956,0.3844257317900119,0.41597304284165026,0.4259259259259259,0.4574586444151662,0.6521739130434783
DL,SVC,0.44505494505494503,0.30963717340528935,0.4147276755972409,0.35374476472037447,0.3188698580002928,0.043478260869565216
DL,XGBoost,0.3956043956043956,0.3848384622759083,0.41152811094571234,0.41303222172763693,0.4574586444151662,0.6521739130434783
DL,CatBoost,0.3956043956043956,0.38898550927090025,0.4099058943319693,0.43397683397683395,0.47515005123700776,0.6956521739130435
LB,Logistic,0.2846153846153846,0.2807476231633535,0.27172162755135965,0.29389896463067194,0.32098765432098764,0.5
LB,RF,0.33076923076923076,0.33465036848739715,0.33746732860417367,0.38876006441223837,0.36221340388007056,0.5357142857142857
LB,ExtraTrees,0.3076923076923077,0.3059660645867542,0.3014273083238601,0.33618128547134635,0.3471119929453263,0.5714285714285714
LB,GB,0.25384615384615383,0.2546296296296296,0.25128205128205133,0.271692054958184,0.28097442680776014,0.42857142857142855
LB,HistGB,0.3,0.2982535757396139,0.3033202745130727,0.31682876510462715,0.3180114638447971,0.42857142857142855
LB,KNN,0.3230769230769231,0.3145123521835851,0.3288643916673421,0.3242742742742743,0.3205467372134039,0.2857142857142857
LB,NaiveBayes,0.33076923076923076,0.32292303166089575,0.3282859037900113,0.3767951625094483,0.3526234567901234,0.5
LB,SVC,0.34615384615384615,0.2531932582571234,0.3008947518357238,0.22617005635873558,0.29012345679012347,0.0
LB,XGBoost,0.34615384615384615,0.3442939024315003,0.3544582409649876,0.37142612566341376,0.36232363315696653,0.4642857142857143
LB,CatBoost,0.33076923076923076,0.3299077733860342,0.3320522955305564,0.35998774509803927,0.3606701940035273,0.5357142857142857
DB,Logistic,0.4,0.39270639095303034,0.3943143056712357,0.4074829642852083,0.41504431782209555,0.5769230769230769
DB,RF,0.37073170731707317,0.36995344312417483,0.37441693741515275,0.375884939265221,0.3745647356758468,0.4230769230769231
DB,ExtraTrees,0.36585365853658536,0.35675000838110565,0.36223729502064206,0.35732474305875134,0.36558246280468504,0.40384615384615385
DB,GB,0.3951219512195122,0.39104407114895373,0.4016902365042792,0.398901098901099,0.3920940170940171,0.38461538461538464
DB,HistGB,0.37073170731707317,0.36639284964993174,0.37096854282360014,0.36528238094178883,0.36946027223805,0.38461538461538464
DB,KNN,0.32682926829268294,0.3219171116196288,0.330504362709531,0.32533704903216093,0.3232431149097816,0.3076923076923077
DB,NaiveBayes,0.3951219512195122,0.18947368421052632,0.2245956354300385,0.1323529411764706,0.3333333333333333,0.0
DB,SVC,0.3951219512195122,0.18881118881118883,0.22381033600545794,0.13170731707317074,0.3333333333333333,0.0
DB,XGBoost,0.3463414634146341,0.33046386218640866,0.34501989907049385,0.32953618152623126,0.3317901234567901,0.25
DB,CatBoost,0.4,0.3960609441244373,0.3959478657657665,0.39312165767582125,0.40689300411522633,0.5
OL,Logistic,0.40145985401459855,0.3852053812864253,0.420570955517888,0.4435300372142477,0.41340956932354783,0.47619047619047616
OL,RF,0.3357664233576642,0.31481879048625006,0.34007168201762206,0.4037634408602151,0.35944700460829493,0.47619047619047616
OL,ExtraTrees,0.40875912408759124,0.40442070055816653,0.42339030107614833,0.4731453841901603,0.47126927234454113,0.7142857142857143
OL,GB,0.3284671532846715,0.32002904457405196,0.3336193680189285,0.3763828763828763,0.3863571713034079,0.6190476190476191
OL,HistGB,0.35766423357664234,0.3436157634827448,0.3649730218634796,0.39189333904476337,0.38846219491380785,0.5238095238095238
OL,KNN,0.35036496350364965,0.35238183642527837,0.36714100161770435,0.4272605939272606,0.41776184786937476,0.6666666666666666
OL,NaiveBayes,0.32116788321167883,0.3188300371296507,0.34460453022667725,0.36754643206256116,0.34456960801046826,0.42857142857142855
OL,SVC,0.39416058394160586,0.18848167539267016,0.22287614170520123,0.13138686131386862,0.3333333333333333,0.0
OL,XGBoost,0.34306569343065696,0.32948754899974414,0.34824887984937836,0.3734181470971907,0.36721283495477036,0.47619047619047616
OL,CatBoost,0.32116788321167883,0.322789296473507,0.3336204922835733,0.40995190995191,0.39386698526483466,0.6666666666666666
