Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,dr_av,PosGroup
Stephone Anthony,,NOR,1,31,2015,Clemson,2011,2014,51.0,,,,,,,,,,,,,,LB,Clemson,,,,,,,,,,,,,,,10.0,151.0,104.0,255.0,35.0,0.196078431372549,,,,9.0,Front7
Malcom Brown,,NWE,1,32,2015,Texas,2012,2014,28.0,,,,,,,,,,,,,,DL,Texas,,,,,,,,,,,,,,,6.0,49.0,46.0,95.0,16.0,0.2142857142857142,,,,27.0,Front7
Mario Edwards Jr.,,RAI,2,35,2015,Florida State,2012,2014,35.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,8.0,54.0,41.0,95.0,23.0,0.2285714285714285,,,,10.0,Front7
Preston Smith,,WAS,2,38,2015,Mississippi State,2011,2014,47.0,,,,,,,,,,,,,,DL,Mississippi State,,,,,,,,,,,,,,,16.0,73.0,61.0,134.0,27.0,0.3404255319148936,,,,21.0,Front7
Eddie Goldman,,CHI,2,39,2015,Florida State,2012,2014,33.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,6.0,31.0,31.0,62.0,12.0,0.1818181818181818,,,,32.0,Front7
Benardrick McKinney,,HTX,2,43,2015,Mississippi State,2012,2014,39.0,,,,,,,,,,,,,,LB,Mississippi State,,,,,,,,,,,,,,,7.0,122.0,121.0,243.0,19.5,0.1794871794871795,,,,42.0,Front7
Hau'oli Kikaha,,NOR,2,44,2015,Washington,2010,2014,43.0,,,,,,,,,,,,,,DL,Washington,,,,,,,,,,,,,,,35.0,139.0,67.0,206.0,51.0,0.813953488372093,,,,5.0,Front7
Eric Kendricks,,MIN,2,45,2015,UCLA,2011,2014,52.0,,,,,,,,,,,,,,LB,UCLA,,,,,,,,,,,,,,,10.0,307.0,174.0,481.0,26.0,0.1923076923076923,,,,55.0,Front7
Denzel Perryman,,SDG,2,48,2015,Miami (FL),2011,2014,47.0,,,,,,,,,,,,,,LB,Miami (FL),,,,,,,,,,,,,,,4.0,240.0,111.0,351.0,27.0,0.0851063829787234,,,,29.0,Front7
Nate Orchard,,CLE,2,51,2015,Utah,2013,2014,24.0,,,,,,,,,,,,,,DE,Utah,,,,,,,,,,,,,,,21.0,76.0,57.0,133.0,29.5,0.875,,,,7.0,Front7
Jordan Phillips,,MIA,2,52,2015,Oklahoma,2012,2014,28.0,,,,,,,,,,,,,,DL,Oklahoma,,,,,,,,,,,,,,,3.0,28.0,30.0,58.0,9.0,0.1071428571428571,,,,9.0,Front7
Markus Golden,,CRD,2,58,2015,Missouri,2012,2014,39.0,,,,,,,,,,,,,,LB,Missouri,,,,,,,,,,,,,,,16.0,77.0,66.0,143.0,33.0,0.4102564102564102,,,,23.0,Front7
Randy Gregory,,DAL,2,60,2015,Nebraska,2013,2014,24.0,,,,,,,,,,,,,,DE,Nebraska,,,,,,,,,,,,,,,16.0,62.0,57.0,119.0,25.5,0.6666666666666666,,,,11.0,Front7
Frank Clark,,SEA,2,63,2015,Michigan,2011,2014,45.0,,,,,,,,,,,,,,LB,Michigan,,,,,,,,,,,,,,,11.0,66.0,49.0,115.0,35.5,0.2444444444444444,,,,20.0,Front7
Owamagbe Odighizuwa,,NYG,3,74,2015,UCLA,2010,2014,51.0,,,,,,,,,,,,,,DL,UCLA,,,,,,,,,,,,,,,12.0,85.0,51.0,136.0,24.5,0.2352941176470588,,,,1.0,Front7
Eli Harold,,SFO,3,79,2015,Virginia,2012,2014,36.0,,,,,,,,,,,,,,DL,Virginia,,,,,,,,,,,,,,,17.0,75.0,66.0,141.0,36.5,0.4722222222222222,,,,11.0,Front7
Lorenzo Mauldin,,NYJ,3,82,2015,Louisville,2012,2014,36.0,,,,,,,,,,,,,,DL,Louisville,,,,,,,,,,,,,,,21.0,77.0,37.0,114.0,33.5,0.5833333333333334,,,,4.0,Front7
Jordan Hicks,,PHI,3,84,2015,Texas,2010,2014,47.0,,,,,,,,,,,,,,LB,Texas,,,,,,,,,,,,,,,5.0,128.0,111.0,239.0,20.5,0.1063829787234042,,,,18.0,Front7
Danielle Hunter,,MIN,3,88,2015,LSU,2012,2014,38.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,4.0,52.0,90.0,142.0,21.0,0.1052631578947368,,,,58.0,Front7
Carl Davis,,RAV,3,90,2015,Iowa,2011,2014,44.0,,,,,,,,,,,,,,DL,Iowa,,,,,,,,,,,,,,,3.0,31.0,63.0,94.0,14.5,0.0681818181818181,,,,7.0,Front7
Henry Anderson,,CLT,3,93,2015,Stanford,2011,2014,47.0,,,,,,,,,,,,,,DL,Stanford,,,,,,,,,,,,,,,17.0,77.0,65.0,142.0,31.5,0.3617021276595745,,,,8.0,Front7
Xavier Cooper,,CLE,3,96,2015,Washington State,2012,2014,36.0,,,,,,,,,,,,,,DL,Washington State,,,,,,,,,,,,,,,13.0,70.0,52.0,122.0,32.5,0.3611111111111111,,,,3.0,Front7
Geneo Grissom,,NWE,3,97,2015,Oklahoma,2011,2014,28.0,,,,,,,,,,,,,,DL,Oklahoma,,,,,,,,,,,,,,,7.0,52.0,32.0,84.0,16.5,0.25,,,,3.0,Front7
Paul Dawson,,CIN,3,99,2015,Texas Christian,2012,2014,37.0,,,,,,,,,,,,,,LB,Texas Christian,,,,,,,,,,,,,,,6.0,136.0,105.0,241.0,31.0,0.1621621621621621,,,,1.0,Front7
Angelo Blackson,,OTI,4,100,2015,Auburn,2011,2014,49.0,,,,,,,,,,,,,,DL,Auburn,,,,,,,,,,,,,,,4.0,32.0,33.0,65.0,17.0,0.0816326530612244,,,,1.0,Front7
Trey Flowers,,NWE,4,101,2015,Arkansas,2011,2014,49.0,,,,,,,,,,,,,,DL,Arkansas,,,,,,,,,,,,,,,18.0,97.0,93.0,190.0,47.5,0.3673469387755102,,,,24.0,Front7
T.J. Clemmings,,MIN,4,110,2015,Pitt,2010,2012,15.0,,,,,,,,,,,,,,DL,Pitt,,,,,,,,,,,,,,,0.0,15.0,8.0,23.0,2.0,0.0,,,,13.0,Front7
Gabe Wright,,DET,4,113,2015,Auburn,2011,2014,51.0,,,,,,,,,,,,,,DL,Auburn,,,,,,,,,,,,,,,6.0,43.0,40.0,83.0,20.5,0.1176470588235294,,,,1.0,Front7
Ramik Wilson,,KAN,4,118,2015,Georgia,2011,2014,43.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,6.0,138.0,115.0,253.0,19.0,0.1395348837209302,,,,12.0,Front7
Za'Darius Smith,,RAV,4,122,2015,Kentucky,2013,2014,24.0,,,,,,,,,,,,,,DE,Kentucky,,,,,,,,,,,,,,,11.0,50.0,70.0,120.0,14.5,0.4583333333333333,,,,10.0,Front7
Kwon Alexander,,TAM,4,124,2015,LSU,2012,2014,32.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,1.0,78.0,89.0,167.0,15.0,0.03125,,,,22.0,Front7
Damien Wilson,,DAL,4,127,2015,Minnesota,2013,2014,25.0,,,,,,,,,,,,,,LB,Minnesota,,,,,,,,,,,,,,,5.0,108.0,87.0,195.0,16.0,0.2,,,,10.0,Front7
Jake Ryan,,GNB,4,129,2015,Michigan,2011,2014,46.0,,,,,,,,,,,,,,LB,Michigan,,,,,,,,,,,,,,,9.0,166.0,101.0,267.0,45.5,0.1956521739130435,,,,14.0,Front7
Grady Jarrett,,ATL,5,137,2015,Clemson,2011,2014,48.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,5.0,78.0,66.0,144.0,28.5,0.1041666666666666,,,,56.0,Front7
Ben Heeney,,RAI,5,140,2015,Kansas,2011,2014,46.0,,,,,,,,,,,,,,LB,Kansas,,,,,,,,,,,,,,,3.0,217.0,117.0,334.0,35.0,0.0652173913043478,,,,3.0,Front7
Martrell Spaight,,WAS,5,141,2015,Arkansas,2013,2014,20.0,,,,,,,,,,,,,,LB,Arkansas,,,,,,,,,,,,,,,2.0,77.0,73.0,150.0,11.5,0.1,,,,6.0,Front7
David Parry,,CLT,5,151,2015,Stanford,2011,2014,48.0,,,,,,,,,,,,,,DL,Stanford,,,,,,,,,,,,,,,6.0,41.0,48.0,89.0,16.0,0.125,,,,13.0,Front7
Tyeler Davison,,NOR,5,154,2015,Fresno State,2011,2014,52.0,,,,,,,,,,,,,,DL,Fresno State,,,,,,,,,,,,,,,14.0,95.0,65.0,160.0,27.5,0.2692307692307692,,,,16.0,Front7
Neiron Ball,,RAI,5,161,2015,Florida,2010,2014,43.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,3.0,37.0,57.0,94.0,5.5,0.0697674418604651,,,,1.0,Front7
Ryan Russell,,DAL,5,163,2015,Purdue,2011,2014,50.0,,,,,,,,,,,,,,DL,Purdue,,,,,,,,,,,,,,,10.0,101.0,48.0,149.0,25.0,0.2,,,,0.0,Front7
David Mayo,,CAR,5,169,2015,Texas State,2013,2014,21.0,,,,,,,,,,,,,,LB,Texas State,,,,,,,,,,,,,,,2.0,135.0,108.0,243.0,9.0,0.0952380952380952,,,,4.0,Front7
D.J. Alexander,,KAN,5,172,2015,Oregon State,2012,2014,33.0,,,,,,,,,,,,,,LB,Oregon State,,,,,,,,,,,,,,,6.0,105.0,78.0,183.0,20.5,0.1818181818181818,,,,5.0,Front7
Deiontrez Mount,,OTI,6,177,2015,Louisville,2011,2014,43.0,,,,,,,,,,,,,,DL,Louisville,,,,,,,,,,,,,,,11.0,50.0,33.0,83.0,20.0,0.2558139534883721,,,,0.0,Front7
Michael Bennett,,JAX,6,180,2015,Ohio State,2011,2014,49.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,18.0,61.0,50.0,111.0,31.5,0.3673469387755102,,,,1.0,Front7
Tony Steward,,BUF,6,188,2015,Clemson,2011,2014,40.0,,,,,,,,,,,,,,LB,Clemson,,,,,,,,,,,,,,,4.0,59.0,43.0,102.0,12.5,0.1,,,,1.0,Front7
Darius Philon,,SDG,6,192,2015,Arkansas,2013,2014,25.0,,,,,,,,,,,,,,DT,Arkansas,,,,,,,,,,,,,,,7.0,46.0,46.0,92.0,20.5,0.28,,,,12.0,Front7
Leterrius Walton,,PIT,6,199,2015,Central Michigan,2011,2014,38.0,,,,,,,,,,,,,,DL,Central Michigan,,,,,,,,,,,,,,,6.0,46.0,60.0,106.0,19.5,0.1578947368421052,,,,4.0,Front7
Darius Kilgo,,DEN,6,203,2015,Maryland,2011,2014,42.0,,,,,,,,,,,,,,DL,Maryland,,,,,,,,,,,,,,,5.0,74.0,51.0,125.0,19.5,0.119047619047619,,,,2.0,Front7
Amarlo Herrera,,CLT,6,207,2015,Georgia,2011,2014,54.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,3.0,147.0,187.0,334.0,21.0,0.0555555555555555,,,,0.0,Front7
Christian Ringo,,GNB,6,210,2015,Louisiana,2011,2014,44.0,,,,,,,,,,,,,,DL,Louisiana,,,,,,,,,,,,,,,21.0,75.0,34.0,109.0,35.5,0.4772727272727273,,,,1.0,Front7
Anthony Chickillo,,PIT,6,212,2015,Miami (FL),2011,2014,50.0,,,,,,,,,,,,,,DL,Miami (FL),,,,,,,,,,,,,,,15.0,87.0,84.0,171.0,25.0,0.3,,,,9.0,Front7
Kristjan Sokoli,,SEA,6,214,2015,Buffalo,2011,2014,46.0,,,,,,,,,,,,,,DL,Buffalo,,,,,,,,,,,,,,,2.0,39.0,56.0,95.0,15.0,0.0434782608695652,,,,0.0,Front7
Christian Covington,,HTX,6,216,2015,Rice,2012,2014,33.0,,,,,,,,,,,,,,DL,Rice,,,,,,,,,,,,,,,11.0,78.0,44.0,122.0,23.0,0.3333333333333333,,,,8.0,Front7
Rakeem Nunez-Roches,,KAN,6,217,2015,Southern Mississippi,2012,2014,25.0,,,,,,,,,,,,,,DL,Southern Mississippi,,,,,,,,,,,,,,,4.0,56.0,47.0,103.0,20.5,0.16,,,,7.0,Front7
Bryce Hager,,RAM,7,224,2015,Baylor,2011,2014,48.0,,,,,,,,,,,,,,LB,Baylor,,,,,,,,,,,,,,,7.0,202.0,120.0,322.0,24.0,0.1458333333333333,,,,5.0,Front7
Mark Nzeocha,,DAL,7,236,2015,Wyoming,2011,2014,24.0,,,,,,,,,,,,,,LB,Wyoming,,,,,,,,,,,,,,,3.0,80.0,50.0,130.0,10.0,0.125,,,,0.0,Front7
Corey Robinson,,DET,7,240,2015,South Carolina,2012,2012,12.0,,,,,,,,,,,,,,DL,South Carolina,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,6.0,Front7
Joey Bosa,,SDG,1,3,2016,Ohio State,2013,2015,38.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,26.0,101.0,47.0,148.0,50.5,0.6842105263157895,,,,56.0,Front7
Deforest Buckner,,SFO,1,7,2016,Oregon,2012,2015,53.0,,,,,,,,,,,,,,DL,Oregon,,,,,,,,,,,,,,,18.0,109.0,122.0,231.0,35.5,0.3396226415094339,,,,34.0,Front7
Leonard Floyd,,CHI,1,9,2016,Georgia,2013,2015,38.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,17.0,92.0,92.0,184.0,28.5,0.4473684210526316,,,,21.0,Front7
Sheldon Rankins,,NOR,1,12,2016,Louisville,2012,2015,45.0,,,,,,,,,,,,,,DL,Louisville,,,,,,,,,,,,,,,19.0,73.0,61.0,134.0,32.5,0.4222222222222222,,,,15.0,Front7
Shaq Lawson,,BUF,1,19,2016,Clemson,2013,2015,41.0,,,,,,,,,,,,,,DE,Clemson,,,,,,,,,,,,,,,20.0,68.0,57.0,125.0,46.5,0.4878048780487805,,,,15.0,Front7
Darron Lee,,NYJ,1,20,2016,Ohio State,2014,2015,28.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,12.0,90.0,57.0,147.0,27.5,0.4285714285714285,,,,17.0,Front7
Kenneth Clark,,GNB,1,27,2016,UCLA,2013,2015,37.0,,,,,,,,,,,,,,DT,UCLA,,,,,,,,,,,,,,,7.0,91.0,64.0,155.0,20.0,0.1891891891891892,,,,60.0,Front7
Robert Nkemdiche,,CRD,1,29,2016,Ole Miss,2013,2015,33.0,,,,,,,,,,,,,,DE,Ole Miss,,,,,,,,,,,,,,,6.0,44.0,48.0,92.0,17.0,0.1818181818181818,,,,5.0,Front7
Vernon Butler,,CAR,1,30,2016,Louisiana Tech,2012,2015,48.0,,,,,,,,,,,,,,DL,Louisiana Tech,,,,,,,,,,,,,,,5.0,87.0,82.0,169.0,29.0,0.1041666666666666,,,,8.0,Front7
Emmanuel Ogbah,,CLE,2,32,2016,Oklahoma State,2013,2015,39.0,,,,,,,,,,,,,,DE,Oklahoma State,,,,,,,,,,,,,,,28.0,96.0,37.0,133.0,40.5,0.717948717948718,,,,14.0,Front7
Kevin Dodd,,OTI,2,33,2016,Clemson,2012,2015,35.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,12.0,53.0,29.0,82.0,26.0,0.3428571428571428,,,,2.0,Front7
Jaylon Smith,,DAL,2,34,2016,Notre Dame,2013,2015,38.0,,,,,,,,,,,,,,LB,Notre Dame,,,,,,,,,,,,,,,4.0,169.0,115.0,284.0,23.5,0.1052631578947368,,,,32.0,Front7
Myles Jack,,JAX,2,36,2016,UCLA,2013,2015,29.0,,,,,,,,,,,,,,LB,UCLA,,,,,,,,,,,,,,,1.0,117.0,61.0,178.0,15.0,0.0344827586206896,,,,36.0,Front7
Chris Jones,,KAN,2,37,2016,Mississippi State,2013,2015,39.0,,,,,,,,,,,,,,DL,Mississippi State,,,,,,,,,,,,,,,8.0,42.0,60.0,102.0,18.0,0.2051282051282051,,,,96.0,Front7
Noah Spence,,TAM,2,39,2016,,2012,2013,24.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,8.0,31.0,31.0,62.0,15.0,0.3333333333333333,,,,5.0,Front7
Kamalei Correa,,RAV,2,42,2016,Boise State,2013,2015,37.0,,,,,,,,,,,,,,DE,Boise State,,,,,,,,,,,,,,,20.0,69.0,41.0,110.0,31.5,0.5405405405405406,,,,3.0,Front7
Austin Johnson,,OTI,2,43,2016,Penn State,2013,2015,36.0,,,,,,,,,,,,,,DT,Penn State,,,,,,,,,,,,,,,8.0,63.0,91.0,154.0,24.0,0.2222222222222222,,,,8.0,Front7
Jihad Ward,,RAI,2,44,2016,Illinois,2014,2015,25.0,,,,,,,,,,,,,,DL,Illinois,,,,,,,,,,,,,,,4.0,45.0,59.0,104.0,12.0,0.16,,,,6.0,Front7
A'Shawn Robinson,,DET,2,46,2016,Alabama,2013,2015,41.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,9.0,51.0,82.0,133.0,22.0,0.2195121951219512,,,,17.0,Front7
Jarran Reed,,SEA,2,49,2016,Alabama,2014,2015,29.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,2.0,39.0,73.0,112.0,11.0,0.0689655172413793,,,,37.0,Front7
Deion Jones,,ATL,2,52,2016,LSU,2012,2015,45.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,5.0,80.0,85.0,165.0,21.0,0.1111111111111111,,,,39.0,Front7
Adam Gotsis,,DEN,2,63,2016,Georgia Tech,2013,2015,36.0,,,,,,,,,,,,,,DL,Georgia Tech,,,,,,,,,,,,,,,11.0,67.0,38.0,105.0,26.0,0.3055555555555556,,,,15.0,Front7
Carl Nassib,,CLE,3,65,2016,Penn State,2013,2015,32.0,,,,,,,,,,,,,,DE,Penn State,,,,,,,,,,,,,,,17.0,46.0,19.0,65.0,25.0,0.53125,,,,7.0,Front7
Maliek Collins,,DAL,3,67,2016,Nebraska,2013,2015,32.0,,,,,,,,,,,,,,DT,Nebraska,,,,,,,,,,,,,,,8.0,37.0,49.0,86.0,18.0,0.25,,,,23.0,Front7
Yannick Ngakoue,,JAX,3,69,2016,Maryland,2013,2015,30.0,,,,,,,,,,,,,,LB,Maryland,,,,,,,,,,,,,,,21.0,57.0,27.0,84.0,32.5,0.7,,,,32.0,Front7
Bronson Kaufusi,,RAV,3,70,2016,BYU,2012,2015,50.0,,,,,,,,,,,,,,DL,BYU,,,,,,,,,,,,,,,26.0,110.0,61.0,171.0,44.0,0.52,,,,1.0,Front7
Jonathan Bullard,,CHI,3,72,2016,Florida,2012,2015,50.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,12.0,91.0,87.0,178.0,33.5,0.24,,,,6.0,Front7
Shilique Calhoun,,RAI,3,75,2016,Michigan State,2012,2015,54.0,,,,,,,,,,,,,,DL,Michigan State,,,,,,,,,,,,,,,27.0,74.0,57.0,131.0,44.0,0.5,,,,2.0,Front7
Adolphus Washington,,BUF,3,80,2016,Ohio State,2012,2015,48.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,13.0,71.0,71.0,142.0,25.0,0.2708333333333333,,,,9.0,Front7
Jordan Jenkins,,NYJ,3,83,2016,Georgia,2012,2015,52.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,19.0,108.0,97.0,205.0,40.0,0.3653846153846153,,,,28.0,Front7
Nick Vigil,,CIN,3,87,2016,Utah State,2013,2015,40.0,,,,,,,,,,,,,,LB,Utah State,,,,,,,,,,,,,,,18.0,161.0,175.0,336.0,41.5,0.45,,,,17.0,Front7
Kyler Fackrell,,GNB,3,88,2016,Utah State,2012,2015,41.0,,,,,,,,,,,,,,LB,Utah State,,,,,,,,,,,,,,,12.0,104.0,149.0,253.0,36.0,0.2926829268292683,,,,9.0,Front7
Vincent Valentine,,NWE,3,96,2016,Nebraska,2013,2015,33.0,,,,,,,,,,,,,,DT,Nebraska,,,,,,,,,,,,,,,7.0,36.0,40.0,76.0,14.0,0.2121212121212121,,,,2.0,Front7
Joe Schobert,,CLE,4,99,2016,Wisconsin,2013,2015,37.0,,,,,,,,,,,,,,LB,Wisconsin,,,,,,,,,,,,,,,13.0,95.0,77.0,172.0,35.5,0.3513513513513513,,,,25.0,Front7
Charles Tapper,,DAL,4,101,2016,Oklahoma,2012,2015,44.0,,,,,,,,,,,,,,DL,Oklahoma,,,,,,,,,,,,,,,15.0,68.0,69.0,137.0,26.5,0.3409090909090909,,,,0.0,Front7
Joshua Perry,,SDG,4,102,2016,Ohio State,2012,2015,46.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,7.0,169.0,127.0,296.0,18.0,0.1521739130434782,,,,1.0,Front7
Sheldon Day,,JAX,4,103,2016,Notre Dame,2012,2015,47.0,,,,,,,,,,,,,,DL,Notre Dame,,,,,,,,,,,,,,,7.0,91.0,50.0,141.0,32.0,0.1489361702127659,,,,2.0,Front7
B.J. Goodson,,NYG,4,109,2016,Clemson,2012,2015,42.0,,,,,,,,,,,,,,LB,Clemson,,,,,,,,,,,,,,,6.0,77.0,60.0,137.0,17.5,0.1428571428571428,,,,9.0,Front7
Nick Kwiatkoski,,CHI,4,113,2016,West Virginia,2013,2015,36.0,,,,,,,,,,,,,,LB,West Virginia,,,,,,,,,,,,,,,6.0,187.0,87.0,274.0,29.5,0.1666666666666666,,,,14.0,Front7
De'Vondre Campbell,,ATL,4,115,2016,Minnesota,2013,2015,36.0,,,,,,,,,,,,,,LB,Minnesota,,,,,,,,,,,,,,,6.0,127.0,79.0,206.0,16.0,0.1666666666666666,,,,20.0,Front7
Hassan Ridgeway,,CLT,4,116,2016,Texas,2013,2015,30.0,,,,,,,,,,,,,,DT,Texas,,,,,,,,,,,,,,,9.0,62.0,38.0,100.0,17.0,0.3,,,,5.0,Front7
Andrew Billings,,CIN,4,122,2016,Baylor,2013,2015,36.0,,,,,,,,,,,,,,DL,Baylor,,,,,,,,,,,,,,,8.0,74.0,32.0,106.0,29.5,0.2222222222222222,,,,14.0,Front7
Antonio Morrison,,CLT,4,125,2016,Florida,2012,2015,47.0,,,,,,,,,,,,,,LB,Florida,,,,,,,,,,,,,,,4.0,130.0,164.0,294.0,21.0,0.0851063829787234,,,,9.0,Front7
Blake Martinez,,GNB,4,131,2016,Stanford,2012,2015,44.0,,,,,,,,,,,,,,LB,Stanford,,,,,,,,,,,,,,,6.0,138.0,119.0,257.0,13.5,0.1363636363636363,,,,29.0,Front7
Willie Henry,,RAV,4,132,2016,Michigan,2013,2015,32.0,,,,,,,,,,,,,,DT,Michigan,,,,,,,,,,,,,,,9.0,40.0,45.0,85.0,18.0,0.28125,,,,4.0,Front7
Dean Lowry,,GNB,4,137,2016,Northwestern,2012,2015,49.0,,,,,,,,,,,,,,DL,Northwestern,,,,,,,,,,,,,,,12.0,87.0,52.0,139.0,31.5,0.2448979591836734,,,,35.0,Front7
Ronald Blair,,SFO,5,142,2016,Appalachian State,2014,2015,25.0,,,,,,,,,,,,,,DL,Appalachian State,,,,,,,,,,,,,,,13.0,67.0,47.0,114.0,32.0,0.52,,,,6.0,Front7
Quinton Jefferson,,SEA,5,147,2016,Maryland,2012,2015,38.0,,,,,,,,,,,,,,DL,Maryland,,,,,,,,,,,,,,,10.0,52.0,55.0,107.0,21.5,0.2631578947368421,,,,12.0,Front7
Matt Ioannidis,,WAS,5,152,2016,Temple,2013,2015,37.0,,,,,,,,,,,,,,DL,Temple,,,,,,,,,,,,,,,10.0,76.0,39.0,115.0,30.0,0.2702702702702703,,,,19.0,Front7
Kentrell Brothers,,MIN,5,160,2016,Missouri,2012,2015,51.0,,,,,,,,,,,,,,LB,Missouri,,,,,,,,,,,,,,,4.0,182.0,176.0,358.0,23.5,0.0784313725490196,,,,4.0,Front7
D.J. Reader,,HTX,5,166,2016,Clemson,2012,2015,45.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,5.0,34.0,39.0,73.0,9.0,0.1111111111111111,,,,20.0,Front7
Antwione Williams,,DET,5,169,2016,Georgia Southern,2014,2015,25.0,,,,,,,,,,,,,,LB,Georgia Southern,,,,,,,,,,,,,,,7.0,94.0,78.0,172.0,18.5,0.28,,,,2.0,Front7
Jatavis Brown,,SDG,5,175,2016,Akron,2012,2015,46.0,,,,,,,,,,,,,,LB,Akron,,,,,,,,,,,,,,,17.0,196.0,149.0,345.0,41.5,0.3695652173913043,,,,14.0,Front7
Devante Bond,,TAM,6,183,2016,Oklahoma,2014,2015,21.0,,,,,,,,,,,,,,LB,Oklahoma,,,,,,,,,,,,,,,3.0,46.0,26.0,72.0,11.0,0.1428571428571428,,,,4.0,Front7
Josh Forrest,,RAM,6,190,2016,Kentucky,2012,2015,43.0,,,,,,,,,,,,,,LB,Kentucky,,,,,,,,,,,,,,,4.0,117.0,115.0,232.0,15.5,0.0930232558139534,,,,2.0,Front7
Cory James,,RAI,6,194,2016,Colorado State,2012,2015,51.0,,,,,,,,,,,,,,LB,Colorado State,,,,,,,,,,,,,,,24.0,114.0,115.0,229.0,41.5,0.4705882352941176,,,,7.0,Front7
Anthony Zettel,,DET,6,202,2016,Penn State,2012,2015,48.0,,,,,,,,,,,,,,DL,Penn State,,,,,,,,,,,,,,,20.0,69.0,51.0,120.0,38.0,0.4166666666666667,,,,8.0,Front7
Dadi Nicolas,,KAN,6,203,2016,Virginia Tech,2012,2015,47.0,,,,,,,,,,,,,,DL,Virginia Tech,,,,,,,,,,,,,,,17.0,87.0,79.0,166.0,36.0,0.3617021276595745,,,,1.0,Front7
Elandon Roberts,,NWE,6,214,2016,Houston,2013,2015,30.0,,,,,,,,,,,,,,LB,Houston,,,,,,,,,,,,,,,7.0,109.0,66.0,175.0,23.5,0.2333333333333333,,,,17.0,Front7
Aaron Wallace,,OTI,7,222,2016,UCLA,2012,2015,40.0,,,,,,,,,,,,,,LB,UCLA,,,,,,,,,,,,,,,7.0,49.0,43.0,92.0,13.0,0.175,,,,1.0,Front7
Stephen Weatherly,,MIN,7,227,2016,Vanderbilt,2013,2015,33.0,,,,,,,,,,,,,,DE,Vanderbilt,,,,,,,,,,,,,,,11.0,71.0,48.0,119.0,27.0,0.3333333333333333,,,,8.0,Front7
Tyler Matakevich,,PIT,7,246,2016,Temple,2012,2015,49.0,,,,,,,,,,,,,,LB,Temple,,,,,,,,,,,,,,,7.0,338.0,155.0,493.0,40.0,0.1428571428571428,,,,5.0,Front7
Joe Walker,,PHI,7,251,2016,Oregon,2013,2015,38.0,,,,,,,,,,,,,,LB,Oregon,,,,,,,,,,,,,,,5.0,120.0,85.0,205.0,17.0,0.131578947368421,,,,2.0,Front7
Myles Garrett,,CLE,1,1,2017,Texas A&M,2014,2016,36.0,,,,,,,,,,,,,,DL,Texas A&M,,,,,,,,,,,,,,,32.0,84.0,61.0,145.0,48.5,0.8888888888888888,,,,104.0,Front7
Solomon Thomas,,SFO,1,3,2017,Stanford,2015,2016,27.0,,,,,,,,,,,,,,DE,Stanford,,,,,,,,,,,,,,,11.0,65.0,36.0,101.0,25.5,0.4074074074074074,,,,15.0,Front7
Haason Reddick,,CRD,1,13,2017,Temple,2013,2016,46.0,,,,,,,,,,,,,,LB,Temple,,,,,,,,,,,,,,,18.0,99.0,49.0,148.0,46.0,0.391304347826087,,,,14.0,Front7
