Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,dr_av,PosGroup
Von Miller,,DEN,1,2,2011,Texas A&M,2007,2010,47.0,,,,,,,,,,,,,,DL,Texas A&M,,,,,,,,,,,,,,,33.0,104.0,77.0,181.0,50.5,0.7021276595744681,,,,97.0,Front7
Marcell Dareus,,BUF,1,3,2011,Alabama,2009,2010,25.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,11.0,39.0,27.0,66.0,20.0,0.44,,,,47.0,Front7
Aldon Smith,,SFO,1,7,2011,Missouri,2009,2010,23.0,,,,,,,,,,,,,,DL,Missouri,,,,,,,,,,,,,,,14.0,52.0,27.0,79.0,23.0,0.6086956521739131,,,,24.0,Front7
J.J. Watt,,HTX,1,11,2011,Wisconsin,2009,2010,26.0,,,,,,,,,,,,,,DL,Wisconsin,,,,,,,,,,,,,,,11.0,74.0,32.0,106.0,36.5,0.4230769230769231,,,,105.0,Front7
Nick Fairley,,DET,1,13,2011,Auburn,2009,2010,27.0,,,,,,,,,,,,,,DL,Auburn,,,,,,,,,,,,,,,13.0,50.0,38.0,88.0,27.5,0.4814814814814814,,,,16.0,Front7
Robert Quinn,,RAM,1,14,2011,North Carolina,2008,2009,25.0,,,,,,,,,,,,,,DL,North Carolina,,,,,,,,,,,,,,,13.0,57.0,29.0,86.0,25.5,0.52,,,,43.0,Front7
Ryan Kerrigan,,WAS,1,16,2011,Purdue,2007,2010,48.0,,,,,,,,,,,,,,DL,Purdue,,,,,,,,,,,,,,,33.0,134.0,76.0,210.0,57.0,0.6875,,,,62.0,Front7
Corey Liuget,,SDG,1,18,2011,Illinois,2008,2010,36.0,,,,,,,,,,,,,,DL,Illinois,,,,,,,,,,,,,,,8.0,57.0,68.0,125.0,25.5,0.2222222222222222,,,,41.0,Front7
Adrian Clayborn,,TAM,1,20,2011,Iowa,2007,2010,50.0,,,,,,,,,,,,,,DL,Iowa,,,,,,,,,,,,,,,19.0,73.0,119.0,192.0,37.5,0.38,,,,12.0,Front7
Phil Taylor,,CLE,1,21,2011,Baylor,2009,2010,25.0,,,,,,,,,,,,,,DL,Baylor,,,,,,,,,,,,,,,2.0,46.0,41.0,87.0,9.5,0.08,,,,19.0,Front7
Cameron Jordan,,NOR,1,24,2011,California,2007,2010,50.0,,,,,,,,,,,,,,DL,California,,,,,,,,,,,,,,,16.0,88.0,87.0,175.0,34.0,0.32,,,,109.0,Front7
Muhammad Wilkerson,,NYJ,1,30,2011,Temple,2008,2010,36.0,,,,,,,,,,,,,,DL,Temple,,,,,,,,,,,,,,,17.0,88.0,56.0,144.0,26.0,0.4722222222222222,,,,58.0,Front7
Cameron Heyward,,PIT,1,31,2011,Ohio State,2007,2010,52.0,,,,,,,,,,,,,,DL,Ohio State,,,,,,,,,,,,,,,15.0,80.0,83.0,163.0,37.5,0.2884615384615384,,,,115.0,Front7
Jabaal Sheard,,CLE,2,37,2011,Pitt,2007,2010,45.0,,,,,,,,,,,,,,DL,Pitt,,,,,,,,,,,,,,,19.0,82.0,60.0,142.0,35.5,0.4222222222222222,,,,22.0,Front7
Akeem Ayers,,OTI,2,39,2011,UCLA,2008,2010,37.0,,,,,,,,,,,,,,LB,UCLA,,,,,,,,,,,,,,,14.0,128.0,55.0,183.0,29.5,0.3783783783783784,,,,17.0,Front7
Bruce Carter,,DAL,2,40,2011,North Carolina,2007,2010,49.0,,,,,,,,,,,,,,LB,North Carolina,,,,,,,,,,,,,,,9.0,146.0,69.0,215.0,24.0,0.1836734693877551,,,,16.0,Front7
Jarvis Jenkins,,WAS,2,41,2011,Clemson,2007,2010,49.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,4.0,59.0,56.0,115.0,24.5,0.0816326530612244,,,,13.0,Front7
Brooks Reed,,HTX,2,42,2011,Arizona,2007,2010,45.0,,,,,,,,,,,,,,DL,Arizona,,,,,,,,,,,,,,,17.0,75.0,39.0,114.0,25.0,0.3777777777777777,,,,24.0,Front7
Da'Quan Bowers,,TAM,2,51,2011,Clemson,2008,2010,38.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,19.0,89.0,61.0,150.0,44.5,0.5,,,,7.0,Front7
Marvin Austin,,NYG,2,52,2011,North Carolina,2007,2009,38.0,,,,,,,,,,,,,,DL,North Carolina,,,,,,,,,,,,,,,9.0,59.0,47.0,106.0,13.5,0.2368421052631578,,,,1.0,Front7
Stephen Paea,,CHI,2,53,2011,Oregon State,2008,2010,38.0,,,,,,,,,,,,,,DL,Oregon State,,,,,,,,,,,,,,,14.0,56.0,73.0,129.0,29.5,0.3684210526315789,,,,15.0,Front7
Jonas Mouton,,SDG,2,61,2011,Michigan,2007,2010,44.0,,,,,,,,,,,,,,LB,Michigan,,,,,,,,,,,,,,,3.0,124.0,140.0,264.0,18.0,0.0681818181818181,,,,0.0,Front7
Terrell McClain,,CAR,3,65,2011,South Florida,2007,2010,48.0,,,,,,,,,,,,,,DL,South Florida,,,,,,,,,,,,,,,7.0,59.0,29.0,88.0,17.0,0.1458333333333333,,,,4.0,Front7
Dontay Moch,,CIN,3,66,2011,Nevada,2007,2010,53.0,,,,,,,,,,,,,,LB,Nevada,,,,,,,,,,,,,,,30.0,120.0,68.0,188.0,62.5,0.5660377358490566,,,,0.0,Front7
Nate Irving,,DEN,3,67,2011,North Carolina State,2007,2010,34.0,,,,,,,,,,,,,,LB,North Carolina State,,,,,,,,,,,,,,,9.0,116.0,98.0,214.0,40.0,0.2647058823529412,,,,9.0,Front7
Kelvin Sheppard,,BUF,3,68,2011,LSU,2007,2010,53.0,,,,,,,,,,,,,,LB,LSU,,,,,,,,,,,,,,,5.0,136.0,175.0,311.0,26.0,0.0943396226415094,,,,8.0,Front7
Justin Houston,,KAN,3,70,2011,Georgia,2008,2010,36.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,20.0,72.0,53.0,125.0,38.0,0.5555555555555556,,,,54.0,Front7
Martez Wilson,,NOR,3,72,2011,Illinois,2007,2010,39.0,,,,,,,,,,,,,,LB,Illinois,,,,,,,,,,,,,,,9.0,102.0,121.0,223.0,20.0,0.2307692307692307,,,,2.0,Front7
Jurrell Casey,,OTI,3,77,2011,USC,2008,2010,38.0,,,,,,,,,,,,,,DL,USC,,,,,,,,,,,,,,,9.0,59.0,79.0,138.0,22.0,0.2368421052631578,,,,71.0,Front7
Mason Foster,,TAM,3,84,2011,Washington,2007,2010,50.0,,,,,,,,,,,,,,LB,Washington,,,,,,,,,,,,,,,10.0,243.0,135.0,378.0,38.5,0.2,,,,21.0,Front7
Allen Bailey,,KAN,3,86,2011,Miami (FL),2007,2010,50.0,,,,,,,,,,,,,,LB,Miami (FL),,,,,,,,,,,,,,,19.0,58.0,49.0,107.0,31.0,0.38,,,,30.0,Front7
Drake Nevis,,CLT,3,87,2011,LSU,2007,2010,44.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,10.0,75.0,64.0,139.0,31.5,0.2272727272727272,,,,3.0,Front7
Akeem Dent,,ATL,3,91,2011,Georgia,2007,2010,47.0,,,,,,,,,,,,,,LB,Georgia,,,,,,,,,,,,,,,4.0,135.0,105.0,240.0,12.5,0.0851063829787234,,,,9.0,Front7
Sione Fua,,CAR,3,97,2011,Stanford,2006,2010,50.0,,,,,,,,,,,,,,DL,Stanford,,,,,,,,,,,,,,,9.0,37.0,43.0,80.0,16.0,0.18,,,,4.0,Front7
K.J. Wright,,SEA,4,99,2011,Mississippi State,2007,2010,47.0,,,,,,,,,,,,,,LB,Mississippi State,,,,,,,,,,,,,,,8.0,131.0,127.0,258.0,22.5,0.1702127659574468,,,,62.0,Front7
Sam Acho,,CRD,4,103,2011,Texas,2007,2010,49.0,,,,,,,,,,,,,,DL,Texas,,,,,,,,,,,,,,,21.0,93.0,44.0,137.0,32.5,0.4285714285714285,,,,19.0,Front7
Christian Ballard,,MIN,4,106,2011,Iowa,2007,2010,49.0,,,,,,,,,,,,,,DL,Iowa,,,,,,,,,,,,,,,12.0,60.0,93.0,153.0,21.5,0.2448979591836734,,,,3.0,Front7
Colin McCarthy,,OTI,4,109,2011,Miami (FL),2006,2010,48.0,,,,,,,,,,,,,,LB,Miami (FL),,,,,,,,,,,,,,,5.0,159.0,146.0,305.0,35.0,0.1041666666666666,,,,11.0,Front7
Casey Matthews,,PHI,4,116,2011,Oregon,2007,2010,50.0,,,,,,,,,,,,,,LB,Oregon,,,,,,,,,,,,,,,9.0,123.0,122.0,245.0,30.5,0.18,,,,10.0,Front7
Karl Klug,,OTI,5,142,2011,Iowa,2007,2010,39.0,,,,,,,,,,,,,,DL,Iowa,,,,,,,,,,,,,,,11.0,57.0,83.0,140.0,31.0,0.282051282051282,,,,13.0,Front7
Doug Hogue,,DET,5,157,2011,Syracuse,2009,2010,25.0,,,,,,,,,,,,,,LB,Syracuse,,,,,,,,,,,,,,,12.0,108.0,59.0,167.0,26.5,0.48,,,,1.0,Front7
Chris Carter,,PIT,5,162,2011,Fresno State,2007,2010,49.0,,,,,,,,,,,,,,LB,Fresno State,,,,,,,,,,,,,,,19.0,116.0,89.0,205.0,38.0,0.3877551020408163,,,,4.0,Front7
Pernell McPhee,,RAV,5,165,2011,Mississippi State,2009,2010,25.0,,,,,,,,,,,,,,DL,Mississippi State,,,,,,,,,,,,,,,7.0,46.0,45.0,91.0,22.0,0.28,,,,20.0,Front7
Chris White,,BUF,6,169,2011,Mississippi State,2009,2010,25.0,,,,,,,,,,,,,,LB,Mississippi State,,,,,,,,,,,,,,,6.0,98.0,87.0,185.0,19.5,0.24,,,,1.0,Front7
David Carter,,CRD,6,184,2011,UCLA,2007,2010,40.0,,,,,,,,,,,,,,DL,UCLA,,,,,,,,,,,,,,,6.0,42.0,24.0,66.0,9.5,0.15,,,,4.0,Front7
Greg Jones,,NYG,6,185,2011,Michigan State,2007,2010,52.0,,,,,,,,,,,,,,LB,Michigan State,,,,,,,,,,,,,,,16.0,236.0,229.0,465.0,46.5,0.3076923076923077,,,,3.0,Front7
Mike Mohamed,,DEN,6,189,2011,California,2007,2010,50.0,,,,,,,,,,,,,,LB,California,,,,,,,,,,,,,,,7.0,196.0,143.0,339.0,20.0,0.14,,,,0.0,Front7
Jason Kelce,,PHI,6,191,2011,Cincinnati,2007,2010,34.0,,,,,,,,,,,,,,LB,Cincinnati,,,,,,,,,,,,,,,0.0,4.0,1.0,5.0,0.0,0.0,,,,102.0,Front7
Brian Rolle,,PHI,6,193,2011,Ohio State,2007,2010,51.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,2.0,85.0,117.0,202.0,19.0,0.0392156862745098,,,,6.0,Front7
J.T. Thomas,,CHI,6,195,2011,West Virginia,2008,2010,39.0,,,,,,,,,,,,,,LB,West Virginia,,,,,,,,,,,,,,,6.0,93.0,121.0,214.0,24.0,0.1538461538461538,,,,1.0,Front7
Jerrell Powe,,KAN,6,199,2011,Ole Miss,2008,2010,37.0,,,,,,,,,,,,,,DL,Ole Miss,,,,,,,,,,,,,,,7.0,49.0,20.0,69.0,24.0,0.1891891891891892,,,,2.0,Front7
Jacquian Williams,,NYG,6,202,2011,South Florida,2009,2010,25.0,,,,,,,,,,,,,,LB,South Florida,,,,,,,,,,,,,,,2.0,61.0,38.0,99.0,12.0,0.08,,,,13.0,Front7
Lazarius Levingston,,SEA,7,205,2011,LSU,2007,2010,48.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,3.0,19.0,51.0,70.0,15.5,0.0625,,,,0.0,Front7
Bruce Miller,,SFO,7,211,2011,UCF,2007,2010,53.0,,,,,,,,,,,,,,LB,UCF,,,,,,,,,,,,,,,35.0,124.0,90.0,214.0,57.5,0.660377358490566,,,,7.0,Front7
Zach Clayton,,OTI,7,212,2011,Auburn,2007,2010,41.0,,,,,,,,,,,,,,DL,Auburn,,,,,,,,,,,,,,,5.0,41.0,24.0,65.0,17.0,0.1219512195121951,,,,0.0,Front7
D'Aundre Reed,,MIN,7,215,2011,Arizona,2007,2010,46.0,,,,,,,,,,,,,,DL,Arizona,,,,,,,,,,,,,,,6.0,56.0,27.0,83.0,11.5,0.1304347826086956,,,,0.0,Front7
Markus White,,WAS,7,224,2011,Florida State,2008,2010,40.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,11.0,81.0,50.0,131.0,28.5,0.275,,,,0.0,Front7
Cliff Matthews,,ATL,7,230,2011,South Carolina,2007,2010,51.0,,,,,,,,,,,,,,DL,South Carolina,,,,,,,,,,,,,,,15.0,108.0,41.0,149.0,26.0,0.2941176470588235,,,,3.0,Front7
Andrew Gachkar,,SDG,7,234,2011,Missouri,2007,2010,54.0,,,,,,,,,,,,,,LB,Missouri,,,,,,,,,,,,,,,4.0,121.0,87.0,208.0,13.0,0.074074074074074,,,,7.0,Front7
Malcolm Smith,,SEA,7,242,2011,USC,2007,2010,47.0,,,,,,,,,,,,,,LB,USC,,,,,,,,,,,,,,,1.0,101.0,73.0,174.0,14.5,0.0212765957446808,,,,11.0,Front7
Nate Bussey,,NOR,7,243,2011,Illinois,2009,2010,25.0,,,,,,,,,,,,,,LB,Illinois,,,,,,,,,,,,,,,1.0,78.0,48.0,126.0,9.0,0.04,,,,0.0,Front7
Tommie Campbell,,OTI,7,251,2011,Pitt,2006,2006,11.0,,,,,,,,,,,,,,LB,Pitt,,,,,,,,,,,,,,,0.0,32.0,17.0,49.0,4.0,0.0,,,,4.0,Front7
Chris Neild,,WAS,7,253,2011,West Virginia,2007,2010,50.0,,,,,,,,,,,,,,DL,West Virginia,,,,,,,,,,,,,,,6.0,58.0,72.0,130.0,11.0,0.12,,,,2.0,Front7
Luke Kuechly,,CAR,1,9,2012,Boston College,2009,2011,38.0,,,,,,,,,,,,,,LB,Boston College,,,,,,,,,,,,,,,2.0,299.0,233.0,532.0,35.5,0.0526315789473684,,,,91.0,Front7
Dontari Poe,,KAN,1,11,2012,Memphis,2009,2011,35.0,,,,,,,,,,,,,,DL,Memphis,,,,,,,,,,,,,,,5.0,57.0,44.0,101.0,21.5,0.1428571428571428,,,,41.0,Front7
Fletcher Cox,,PHI,1,12,2012,Mississippi State,2009,2011,36.0,,,,,,,,,,,,,,DL,Mississippi State,,,,,,,,,,,,,,,7.0,53.0,61.0,114.0,24.5,0.1944444444444444,,,,95.0,Front7
Michael Brockers,,RAM,1,14,2012,LSU,2010,2011,27.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,2.0,34.0,45.0,79.0,11.0,0.074074074074074,,,,53.0,Front7
Bruce Irvin,,SEA,1,15,2012,West Virginia,2010,2011,26.0,,,,,,,,,,,,,,DL,West Virginia,,,,,,,,,,,,,,,22.0,45.0,16.0,61.0,29.0,0.8461538461538461,,,,22.0,Front7
Quinton Coples,,NYJ,1,16,2012,North Carolina,2008,2011,51.0,,,,,,,,,,,,,,DL,North Carolina,,,,,,,,,,,,,,,24.0,80.0,64.0,144.0,40.5,0.4705882352941176,,,,17.0,Front7
Melvin Ingram,,SDG,1,18,2012,South Carolina,2007,2011,50.0,,,,,,,,,,,,,,LB,South Carolina,,,,,,,,,,,,,,,21.0,72.0,39.0,111.0,30.5,0.42,,,,52.0,Front7
Shea McClellin,,CHI,1,19,2012,Boise State,2008,2011,49.0,,,,,,,,,,,,,,DL,Boise State,,,,,,,,,,,,,,,20.0,64.0,66.0,130.0,33.0,0.4081632653061224,,,,13.0,Front7
Chandler Jones,,NWE,1,21,2012,Syracuse,2009,2011,32.0,,,,,,,,,,,,,,DL,Syracuse,,,,,,,,,,,,,,,10.0,101.0,46.0,147.0,27.0,0.3125,,,,25.0,Front7
Dont'a Hightower,,NWE,1,25,2012,Alabama,2008,2011,44.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,5.0,101.0,133.0,234.0,21.0,0.1136363636363636,,,,65.0,Front7
Whitney Mercilus,,HTX,1,26,2012,Illinois,2009,2011,37.0,,,,,,,,,,,,,,DL,Illinois,,,,,,,,,,,,,,,18.0,40.0,41.0,81.0,29.0,0.4864864864864865,,,,49.0,Front7
Nick Perry,,GNB,1,28,2012,USC,2009,2011,37.0,,,,,,,,,,,,,,DL,USC,,,,,,,,,,,,,,,21.0,62.0,41.0,103.0,29.5,0.5675675675675675,,,,22.0,Front7
Courtney Upshaw,,RAV,2,35,2012,Alabama,2008,2011,53.0,,,,,,,,,,,,,,LB,Alabama,,,,,,,,,,,,,,,17.0,88.0,53.0,141.0,36.5,0.320754716981132,,,,24.0,Front7
Derek Wolfe,,DEN,2,36,2012,Cincinnati,2008,2011,44.0,,,,,,,,,,,,,,DL,Cincinnati,,,,,,,,,,,,,,,19.0,89.0,73.0,162.0,37.0,0.4318181818181818,,,,45.0,Front7
Andre Branch,,JAX,2,38,2012,Clemson,2008,2011,48.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,17.0,89.0,90.0,179.0,34.0,0.3541666666666667,,,,9.0,Front7
Mychal Kendricks,,PHI,2,46,2012,California,2008,2011,51.0,,,,,,,,,,,,,,LB,California,,,,,,,,,,,,,,,13.0,155.0,104.0,259.0,36.5,0.2549019607843137,,,,32.0,Front7
Bobby Wagner,,SEA,2,47,2012,Utah State,2008,2011,48.0,,,,,,,,,,,,,,LB,Utah State,,,,,,,,,,,,,,,4.0,200.0,245.0,445.0,28.5,0.0833333333333333,,,,112.0,Front7
Kendall Reyes,,SDG,2,49,2012,Connecticut,2008,2011,49.0,,,,,,,,,,,,,,DL,Connecticut,,,,,,,,,,,,,,,11.0,78.0,64.0,142.0,32.5,0.2244897959183673,,,,22.0,Front7
Jerel Worthy,,GNB,2,51,2012,Michigan State,2009,2011,40.0,,,,,,,,,,,,,,DL,Michigan State,,,,,,,,,,,,,,,12.0,52.0,55.0,107.0,27.5,0.3,,,,3.0,Front7
Zach Brown,,OTI,2,52,2012,North Carolina,2008,2011,47.0,,,,,,,,,,,,,,LB,North Carolina,,,,,,,,,,,,,,,5.0,143.0,87.0,230.0,19.0,0.1063829787234042,,,,16.0,Front7
Devon Still,,CIN,2,53,2012,Penn State,2009,2011,39.0,,,,,,,,,,,,,,DL,Penn State,,,,,,,,,,,,,,,10.0,55.0,58.0,113.0,32.5,0.2564102564102564,,,,3.0,Front7
Lavonte David,,TAM,2,58,2012,Nebraska,2010,2011,27.0,,,,,,,,,,,,,,LB,Nebraska,,,,,,,,,,,,,,,11.0,150.0,135.0,285.0,24.5,0.4074074074074074,,,,93.0,Front7
Vinny Curry,,PHI,2,59,2012,Marshall,2008,2011,45.0,,,,,,,,,,,,,,DL,Marshall,,,,,,,,,,,,,,,26.0,111.0,128.0,239.0,49.0,0.5777777777777777,,,,19.0,Front7
Olivier Vernon,,MIA,3,72,2012,Miami (FL),2009,2011,30.0,,,,,,,,,,,,,,DL,Miami (FL),,,,,,,,,,,,,,,9.0,51.0,30.0,81.0,20.5,0.3,,,,20.0,Front7
Demario Davis,,NYJ,3,77,2012,Arkansas State,2008,2011,48.0,,,,,,,,,,,,,,LB,Arkansas State,,,,,,,,,,,,,,,7.0,129.0,100.0,229.0,22.5,0.1458333333333333,,,,23.0,Front7
Tyrone Crawford,,DAL,3,81,2012,Boise State,2010,2011,25.0,,,,,,,,,,,,,,DL,Boise State,,,,,,,,,,,,,,,13.0,33.0,43.0,76.0,27.0,0.52,,,,34.0,Front7
Mike Martin,,OTI,3,82,2012,Michigan,2008,2011,49.0,,,,,,,,,,,,,,DL,Michigan,,,,,,,,,,,,,,,10.0,70.0,102.0,172.0,25.0,0.2040816326530612,,,,6.0,Front7
Sean Spence,,PIT,3,86,2012,Miami (FL),2008,2011,47.0,,,,,,,,,,,,,,LB,Miami (FL),,,,,,,,,,,,,,,10.0,169.0,148.0,317.0,46.0,0.2127659574468085,,,,9.0,Front7
John Hughes,,CLE,3,87,2012,Cincinnati,2008,2011,50.0,,,,,,,,,,,,,,DL,Cincinnati,,,,,,,,,,,,,,,9.0,70.0,71.0,141.0,25.5,0.18,,,,8.0,Front7
Jake Bequette,,NWE,3,90,2012,Arkansas,2008,2011,48.0,,,,,,,,,,,,,,DL,Arkansas,,,,,,,,,,,,,,,23.0,63.0,63.0,126.0,31.0,0.4791666666666667,,,,0.0,Front7
Brandon Thompson,,CIN,3,93,2012,Clemson,2008,2011,53.0,,,,,,,,,,,,,,DL,Clemson,,,,,,,,,,,,,,,4.0,59.0,70.0,129.0,19.5,0.0754716981132075,,,,7.0,Front7
Frank Alexander,,CAR,4,103,2012,Oklahoma,2008,2011,48.0,,,,,,,,,,,,,,DL,Oklahoma,,,,,,,,,,,,,,,20.0,83.0,59.0,142.0,44.0,0.4166666666666667,,,,6.0,Front7
Nigel Bradham,,BUF,4,105,2012,Florida State,2008,2011,53.0,,,,,,,,,,,,,,LB,Florida State,,,,,,,,,,,,,,,9.0,188.0,117.0,305.0,21.5,0.1698113207547169,,,,16.0,Front7
Kyle Wilber,,DAL,4,113,2012,Wake Forest,2008,2011,43.0,,,,,,,,,,,,,,DL,Wake Forest,,,,,,,,,,,,,,,13.0,117.0,78.0,195.0,35.5,0.3023255813953488,,,,11.0,Front7
Jaye Howard,,SEA,4,114,2012,Florida,2008,2011,45.0,,,,,,,,,,,,,,DL,Florida,,,,,,,,,,,,,,,11.0,80.0,51.0,131.0,25.5,0.2444444444444444,,,,0.0,Front7
Keenan Robinson,,WAS,4,119,2012,Texas,2008,2011,51.0,,,,,,,,,,,,,,LB,Texas,,,,,,,,,,,,,,,5.0,167.0,108.0,275.0,20.5,0.0980392156862745,,,,13.0,Front7
James-Michael Johnson,,CLE,4,120,2012,Nevada,2007,2011,54.0,,,,,,,,,,,,,,LB,Nevada,,,,,,,,,,,,,,,7.0,169.0,126.0,295.0,37.5,0.1296296296296296,,,,4.0,Front7
Ronnell Lewis,,DET,4,125,2012,Oklahoma,2009,2011,34.0,,,,,,,,,,,,,,LB,Oklahoma,,,,,,,,,,,,,,,10.0,67.0,51.0,118.0,20.5,0.2941176470588235,,,,1.0,Front7
Jared Crick,,HTX,4,126,2012,Nebraska,2008,2011,40.0,,,,,,,,,,,,,,DL,Nebraska,,,,,,,,,,,,,,,20.0,75.0,92.0,167.0,29.5,0.5,,,,21.0,Front7
Miles Burris,,RAI,4,129,2012,San Diego State,2008,2011,50.0,,,,,,,,,,,,,,LB,San Diego State,,,,,,,,,,,,,,,19.0,141.0,94.0,235.0,47.0,0.38,,,,14.0,Front7
Mike Daniels,,GNB,4,132,2012,Iowa,2008,2011,47.0,,,,,,,,,,,,,,DL,Iowa,,,,,,,,,,,,,,,15.0,54.0,69.0,123.0,27.0,0.3191489361702128,,,,36.0,Front7
Josh Chapman,,CLT,5,136,2012,Alabama,2007,2011,49.0,,,,,,,,,,,,,,DL,Alabama,,,,,,,,,,,,,,,2.0,44.0,44.0,88.0,13.5,0.0408163265306122,,,,7.0,Front7
Malik Jackson,,DEN,5,137,2012,Tennessee,2010,2011,25.0,,,,,,,,,,,,,,DL,Tennessee,,,,,,,,,,,,,,,7.0,52.0,52.0,104.0,22.0,0.28,,,,14.0,Front7
Tahir Whitehead,,DET,5,138,2012,Temple,2010,2011,25.0,,,,,,,,,,,,,,LB,Temple,,,,,,,,,,,,,,,7.0,80.0,46.0,126.0,21.0,0.28,,,,26.0,Front7
Najee Goode,,TAM,5,140,2012,West Virginia,2008,2011,52.0,,,,,,,,,,,,,,LB,West Virginia,,,,,,,,,,,,,,,8.0,80.0,77.0,157.0,22.5,0.1538461538461538,,,,0.0,Front7
Brandon Marshall,,JAX,5,142,2012,Nevada,2008,2011,52.0,,,,,,,,,,,,,,LB,Nevada,,,,,,,,,,,,,,,6.0,147.0,112.0,259.0,33.5,0.1153846153846153,,,,0.0,Front7
Taylor Thompson,,OTI,5,145,2012,SMU,2008,2011,50.0,,,,,,,,,,,,,,DL,SMU,,,,,,,,,,,,,,,18.0,74.0,65.0,139.0,22.5,0.36,,,,0.0,Front7
Senio Kelemete,,CRD,5,151,2012,Washington,2008,2008,8.0,,,,,,,,,,,,,,DL,Washington,,,,,,,,,,,,,,,0.0,4.0,0.0,4.0,0.0,0.0,,,,0.0,Front7
Josh Kaddu,,MIA,5,155,2012,Oregon,2008,2011,40.0,,,,,,,,,,,,,,LB,Oregon,,,,,,,,,,,,,,,10.0,68.0,40.0,108.0,20.0,0.25,,,,0.0,Front7
Jack Crawford,,RAI,5,158,2012,Penn State,2009,2011,36.0,,,,,,,,,,,,,,DL,Penn State,,,,,,,,,,,,,,,14.0,35.0,50.0,85.0,26.5,0.3888888888888889,,,,1.0,Front7
Terrell Manning,,GNB,5,163,2012,North Carolina State,2009,2011,36.0,,,,,,,,,,,,,,LB,North Carolina State,,,,,,,,,,,,,,,10.0,112.0,81.0,193.0,27.5,0.2777777777777778,,,,0.0,Front7
Jonathan Massaquoi,,ATL,5,164,2012,Troy,2010,2011,25.0,,,,,,,,,,,,,,DL,Troy,,,,,,,,,,,,,,,19.0,81.0,47.0,128.0,31.0,0.76,,,,6.0,Front7
Danny Trevathan,,DEN,6,188,2012,Kentucky,2008,2011,51.0,,,,,,,,,,,,,,LB,Kentucky,,,,,,,,,,,,,,,6.0,198.0,176.0,374.0,32.5,0.1176470588235294,,,,19.0,Front7
Billy Winn,,CLE,6,205,2012,Boise State,2008,2011,53.0,,,,,,,,,,,,,,DL,Boise State,,,,,,,,,,,,,,,16.0,64.0,69.0,133.0,36.5,0.3018867924528302,,,,12.0,Front7
Audie Cole,,MIN,7,210,2012,North Carolina State,2008,2011,51.0,,,,,,,,,,,,,,LB,North Carolina State,,,,,,,,,,,,,,,14.0,147.0,129.0,276.0,32.0,0.2745098039215686,,,,7.0,Front7
Scott Solomon,,OTI,7,211,2012,Rice,2007,2011,47.0,,,,,,,,,,,,,,DL,Rice,,,,,,,,,,,,,,,24.0,130.0,77.0,207.0,43.5,0.5106382978723404,,,,1.0,Front7
Kheeston Randall,,MIA,7,215,2012,Texas,2008,2011,46.0,,,,,,,,,,,,,,DL,Texas,,,,,,,,,,,,,,,5.0,45.0,44.0,89.0,18.5,0.108695652173913,,,,1.0,Front7
Travis Lewis,,DET,7,223,2012,Oklahoma,2008,2011,53.0,,,,,,,,,,,,,,LB,Oklahoma,,,,,,,,,,,,,,,7.0,243.0,203.0,446.0,31.0,0.1320754716981132,,,,4.0,Front7
Jr Sweezy,,SEA,7,225,2012,North Carolina State,2008,2011,36.0,,,,,,,,,,,,,,DL,North Carolina State,,,,,,,,,,,,,,,10.0,41.0,56.0,97.0,22.0,0.2777777777777778,,,,32.0,Front7
Greg Scruggs,,SEA,7,232,2012,Louisville,2008,2011,42.0,,,,,,,,,,,,,,DL,Louisville,,,,,,,,,,,,,,,8.0,38.0,23.0,61.0,19.0,0.1904761904761904,,,,1.0,Front7
Deangelo Tyson,,RAV,7,236,2012,Georgia,2008,2011,50.0,,,,,,,,,,,,,,DL,Georgia,,,,,,,,,,,,,,,3.0,28.0,51.0,79.0,8.5,0.06,,,,6.0,Front7
Cam Johnson,,SFO,7,237,2012,Virginia,2008,2011,42.0,,,,,,,,,,,,,,LB,Virginia,,,,,,,,,,,,,,,12.0,74.0,56.0,130.0,32.5,0.2857142857142857,,,,0.0,Front7
