rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,star,draft_year
663.0,3570.0,5.4,53.0,19.0,178.0,9.4,1.0,72.0,218.0,4.45,17.0,36.5,123.0,7.07,4.28,21.0,0,2012
335.0,1918.0,5.7,15.0,28.0,181.0,6.5,1.0,71.0,212.0,4.34,19.0,33.0,120.0,7.005,4.23,21.0,1,2012
565.0,3315.0,5.9,40.0,67.0,845.0,12.6,11.0,70.0,222.0,4.42,28.0,36.0,122.0,7.16,4.31,22.0,0,2012
345.0,2098.0,6.1,11.0,44.0,579.0,13.2,3.0,68.0,180.0,4.36,16.0,36.5,120.0,6.5,3.93,24.0,0,2012
379.0,2157.0,5.7,29.0,30.0,293.0,9.8,2.0,70.0,219.0,4.59,23.0,33.0,115.0,7.03,4.19,22.0,0,2012
733.0,3529.0,4.8,27.0,30.0,300.0,10.0,4.0,70.0,219.0,4.63,16.0,35.5,117.0,7.01,4.19,23.0,1,2012
632.0,3298.0,5.2,30.0,103.0,776.0,7.5,6.0,70.0,206.0,4.4,21.0,32.5,114.0,7.17,4.23,22.0,0,2012
592.0,2869.0,4.8,32.0,44.0,309.0,7.0,1.0,70.0,213.0,4.57,22.0,35.0,117.0,6.97,4.04,23.0,0,2012
423.0,2481.0,5.9,25.0,92.0,852.0,9.3,6.0,68.0,202.0,4.53,19.0,33.5,122.0,6.91,4.12,21.0,1,2013
671.0,3346.0,5.0,33.0,78.0,531.0,6.8,1.0,73.0,230.0,4.6,24.0,31.5,118.0,6.75,4.24,21.0,1,2013
924.0,5140.0,5.6,77.0,59.0,598.0,10.1,6.0,70.0,214.0,4.66,15.0,32.0,118.0,6.88,4.4,22.0,0,2013
355.0,2402.0,6.8,30.0,35.0,338.0,9.7,2.0,71.0,231.0,4.55,19.0,35.0,120.0,7.005,4.23,23.0,1,2013
529.0,2791.0,5.3,34.0,44.0,323.0,7.3,1.0,70.0,220.0,4.54,27.0,43.0,125.0,6.69,4.02,22.0,0,2013
349.0,1862.0,5.3,19.0,32.0,297.0,9.3,2.0,71.0,227.0,4.37,31.0,33.5,121.0,6.96,4.38,21.0,0,2013
788.0,4403.0,5.6,31.0,58.0,517.0,8.9,3.0,70.0,205.0,4.49,18.0,31.5,115.0,6.89,4.31,23.0,0,2013
843.0,4300.0,5.1,40.0,97.0,778.0,8.0,5.0,69.0,214.0,4.76,17.0,30.0,110.0,7.13,4.5,22.0,0,2013
564.0,3085.0,5.5,40.0,108.0,917.0,8.5,3.0,72.0,204.0,4.63,19.0,35.0,123.0,7.005,4.23,21.0,0,2013
277.0,1735.0,6.3,14.0,45.0,430.0,9.6,1.0,67.0,192.0,4.42,21.0,35.0,120.0,7.005,4.23,22.0,1,2013
581.0,3143.0,5.4,30.0,46.0,415.0,9.0,0.0,68.0,216.0,4.55,27.0,33.0,122.0,6.7,4.17,22.0,0,2013
389.0,2072.0,5.3,20.0,23.0,182.0,7.9,2.0,71.0,208.0,4.55,15.0,30.5,119.0,7.12,4.4,22.0,0,2013
582.0,3623.0,6.2,41.0,54.0,591.0,10.9,7.0,69.0,196.0,4.52,20.0,35.5,122.0,6.87,4.2,24.0,0,2013
621.0,3436.0,5.5,33.0,59.0,505.0,8.6,2.0,69.0,199.0,4.61,19.0,34.0,122.0,7.005,4.23,24.0,0,2013
304.0,1340.0,4.4,17.0,67.0,585.0,8.7,5.0,70.0,223.0,4.53,28.0,35.0,115.0,7.005,4.62,22.0,0,2013
635.0,3329.0,5.2,30.0,60.0,507.0,8.5,5.0,70.0,214.0,4.73,21.0,39.0,125.0,6.85,4.09,23.0,0,2013
295.0,1249.0,4.2,10.0,39.0,404.0,10.4,2.0,70.0,228.0,4.62,19.0,35.0,120.0,7.005,4.23,21.0,0,2013
219.0,1077.0,4.9,5.0,42.0,413.0,9.8,2.0,70.0,201.0,4.68,19.0,32.0,118.0,7.005,4.23,22.0,1,2013
382.0,2515.0,6.6,22.0,64.0,870.0,13.6,5.0,68.0,195.0,4.48,17.0,35.0,118.0,7.15,4.15,22.0,0,2013
644.0,3496.0,5.4,37.0,67.0,567.0,8.5,1.0,69.0,209.0,4.49,26.0,35.5,126.0,6.75,4.0,21.0,0,2014
345.0,2156.0,6.2,28.0,26.0,254.0,9.8,0.0,73.0,233.0,4.56,20.0,29.0,113.0,7.005,4.23,21.0,1,2014
523.0,3198.0,6.1,37.0,34.0,271.0,8.0,4.0,72.0,230.0,4.62,19.0,34.5,114.0,7.005,4.23,23.0,1,2014
592.0,3465.0,5.9,40.0,203.0,2108.0,10.4,11.0,72.0,214.0,4.48,17.0,37.5,126.0,7.16,4.3,23.0,0,2014
516.0,2979.0,5.8,32.0,19.0,249.0,13.1,1.0,68.0,207.0,4.5,19.0,38.5,126.0,7.005,4.15,21.0,0,2014
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,225.0,4.56,16.0,33.5,120.0,7.005,4.23,23.0,0,2014
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,209.0,4.41,32.0,40.5,132.0,6.83,4.12,22.0,1,2014
404.0,2255.0,5.6,30.0,47.0,475.0,10.1,1.0,68.0,206.0,4.58,19.0,31.5,118.0,7.11,4.26,22.0,1,2014
704.0,3739.0,5.3,28.0,10.0,60.0,6.0,0.0,71.0,230.0,4.56,19.0,38.0,129.0,7.27,4.06,22.0,0,2014
743.0,4239.0,5.7,48.0,77.0,679.0,8.8,4.0,69.0,207.0,4.69,19.0,32.5,115.0,7.08,4.38,21.0,0,2014
243.0,1890.0,7.8,26.0,113.0,1296.0,11.5,15.0,69.0,174.0,4.39,8.0,32.0,124.0,7.005,4.23,21.0,0,2014
643.0,4015.0,6.2,45.0,73.0,670.0,9.2,3.0,69.0,204.0,4.57,23.0,32.0,114.0,7.05,4.2,22.0,1,2014
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,229.0,4.58,18.0,33.0,118.0,6.88,4.22,22.0,0,2014
209.0,1253.0,6.0,11.0,16.0,105.0,6.6,0.0,74.0,223.0,4.63,13.0,32.0,121.0,7.15,4.5,23.0,1,2014
335.0,1765.0,5.3,19.0,41.0,289.0,7.0,3.0,72.0,209.0,4.6,16.0,35.5,118.0,7.005,4.23,22.0,0,2014
510.0,3285.0,6.4,36.0,65.0,615.0,9.5,6.0,73.0,222.0,4.52,17.0,35.0,120.0,7.005,4.23,21.0,1,2015
631.0,4915.0,7.8,45.0,22.0,228.0,10.4,4.0,73.0,215.0,4.52,19.0,35.0,126.0,7.04,4.07,22.0,1,2015
576.0,3322.0,5.8,37.0,46.0,494.0,10.7,2.0,73.0,226.0,4.61,22.0,36.0,117.0,7.19,4.22,21.0,1,2015
813.0,4588.0,5.6,39.0,73.0,690.0,9.5,7.0,69.0,205.0,4.6,24.0,42.5,130.0,6.79,3.95,22.0,0,2015
452.0,3219.0,7.1,28.0,54.0,383.0,7.1,0.0,71.0,206.0,4.4,22.0,35.0,120.0,7.005,4.23,22.0,1,2015
526.0,3519.0,6.7,26.0,69.0,719.0,10.4,4.0,69.0,207.0,4.54,19.0,33.5,121.0,7.005,4.23,21.0,1,2015
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,73.0,224.0,4.5,25.0,41.5,127.0,6.82,4.27,23.0,1,2015
297.0,1431.0,4.8,11.0,19.0,100.0,5.3,1.0,74.0,231.0,4.61,20.0,31.5,112.0,7.005,4.2,22.0,0,2015
568.0,2944.0,5.2,40.0,39.0,219.0,5.6,1.0,72.0,208.0,4.42,19.0,34.5,118.0,7.22,4.32,23.0,0,2015
417.0,2306.0,5.5,25.0,63.0,710.0,11.3,2.0,72.0,221.0,4.53,11.0,35.5,121.0,6.96,4.28,24.0,0,2015
454.0,2440.0,5.4,22.0,70.0,755.0,10.8,2.0,69.0,217.0,4.61,17.0,34.0,116.0,7.0,4.18,22.0,0,2015
562.0,2893.0,5.1,20.0,34.0,339.0,10.0,0.0,71.0,229.0,4.81,17.0,38.5,121.0,7.005,4.23,22.0,0,2015
678.0,3796.0,5.6,50.0,73.0,771.0,10.6,5.0,72.0,221.0,4.57,19.0,39.0,121.0,7.1,4.1,22.0,0,2015
241.0,1419.0,5.9,22.0,37.0,328.0,8.9,1.0,73.0,230.0,4.48,16.0,33.5,117.0,7.16,4.46,22.0,0,2015
394.0,2218.0,5.6,19.0,14.0,151.0,10.8,0.0,70.0,212.0,4.53,19.0,36.5,118.0,7.13,4.23,25.0,0,2015
323.0,1997.0,6.2,15.0,43.0,493.0,11.5,1.0,68.0,217.0,4.7,21.0,32.0,113.0,7.005,4.23,23.0,0,2015
337.0,1957.0,5.8,16.0,50.0,318.0,6.4,2.0,69.0,198.0,4.61,11.0,29.0,109.0,7.005,4.4,23.0,0,2015
592.0,3961.0,6.7,43.0,58.0,449.0,7.7,1.0,72.0,225.0,4.47,19.0,32.5,118.0,7.005,4.23,21.0,1,2016
602.0,3591.0,6.0,42.0,17.0,285.0,16.8,3.0,75.0,247.0,4.54,22.0,37.0,130.0,7.2,4.38,22.0,1,2016
233.0,1495.0,6.4,18.0,46.0,570.0,12.4,4.0,73.0,210.0,4.45,10.0,34.5,123.0,7.04,4.21,22.0,0,2016
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,220.0,4.48,19.0,35.5,121.0,7.005,4.23,22.0,0,2016
483.0,2598.0,5.4,18.0,77.0,657.0,8.5,3.0,70.0,192.0,4.41,17.0,39.0,130.0,7.005,4.23,22.0,0,2016
801.0,4480.0,5.6,72.0,88.0,972.0,11.0,15.0,70.0,215.0,4.56,18.0,37.5,121.0,6.97,4.28,22.0,0,2016
560.0,2773.0,5.0,21.0,80.0,624.0,7.8,2.0,71.0,219.0,4.56,22.0,35.0,120.0,7.005,4.23,24.0,0,2016
605.0,3411.0,5.6,23.0,124.0,1091.0,8.8,4.0,68.0,204.0,4.49,24.0,34.5,116.0,7.03,4.2,23.0,0,2016
622.0,3491.0,5.6,29.0,80.0,739.0,9.2,3.0,70.0,208.0,4.54,19.0,32.0,124.0,7.005,4.23,21.0,0,2016
647.0,3681.0,5.7,24.0,24.0,261.0,10.9,3.0,72.0,230.0,4.57,16.0,34.0,122.0,7.005,4.23,21.0,1,2016
425.0,2462.0,5.8,12.0,68.0,618.0,9.1,0.0,70.0,208.0,4.47,14.0,33.5,120.0,6.83,4.28,22.0,0,2016
406.0,2321.0,5.7,16.0,26.0,345.0,13.3,6.0,71.0,220.0,4.56,16.0,35.0,120.0,7.005,4.23,22.0,0,2016
665.0,3703.0,5.6,36.0,27.0,167.0,6.2,0.0,70.0,217.0,4.59,18.0,28.5,113.0,7.005,4.23,22.0,0,2016
348.0,1872.0,5.4,18.0,48.0,458.0,9.5,2.0,72.0,209.0,4.46,23.0,41.5,135.0,7.22,4.26,23.0,0,2016
616.0,3830.0,6.2,40.0,41.0,526.0,12.8,1.0,72.0,240.0,4.51,19.0,28.5,120.0,7.005,4.23,22.0,1,2017
632.0,3922.0,6.2,21.0,99.0,1206.0,12.2,10.0,71.0,202.0,4.48,10.0,37.5,121.0,6.57,4.22,21.0,1,2017
687.0,4464.0,6.5,46.0,79.0,935.0,11.8,2.0,70.0,210.0,4.49,22.0,30.5,116.0,7.27,4.53,22.0,1,2017
210.0,1294.0,6.2,16.0,74.0,683.0,9.2,7.0,70.0,214.0,4.56,15.0,39.5,131.0,7.005,4.23,22.0,1,2017
782.0,4945.0,6.3,44.0,73.0,555.0,7.6,1.0,70.0,216.0,4.62,18.0,36.5,119.0,7.005,4.23,22.0,1,2017
433.0,2782.0,6.4,20.0,13.0,146.0,11.2,0.0,72.0,233.0,4.51,18.0,35.0,120.0,7.005,4.23,21.0,0,2017
668.0,3733.0,5.6,52.0,30.0,412.0,13.7,4.0,73.0,233.0,4.65,20.0,29.0,113.0,7.005,4.23,22.0,0,2017
685.0,4122.0,6.0,49.0,40.0,321.0,8.0,2.0,71.0,233.0,4.65,30.0,33.0,116.0,7.26,4.37,21.0,0,2017
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,66.0,179.0,4.42,11.0,31.5,118.0,7.005,4.23,22.0,1,2017
726.0,3901.0,5.4,35.0,60.0,567.0,9.5,1.0,72.0,212.0,4.59,19.0,30.0,123.0,7.25,4.53,22.0,1,2017
676.0,3429.0,5.1,34.0,65.0,473.0,7.3,2.0,72.0,215.0,4.6,21.0,29.5,120.0,7.17,4.28,22.0,0,2017
586.0,3609.0,6.2,32.0,65.0,498.0,7.7,1.0,71.0,213.0,4.5,15.0,35.5,125.0,7.005,4.23,21.0,1,2017
775.0,4287.0,5.5,35.0,41.0,403.0,9.8,0.0,73.0,219.0,4.54,15.0,34.0,125.0,7.03,4.32,21.0,0,2017
398.0,2165.0,5.4,19.0,76.0,663.0,8.7,4.0,69.0,196.0,4.37,17.0,33.5,121.0,7.005,4.23,23.0,0,2017
658.0,4114.0,6.3,33.0,71.0,646.0,9.1,7.0,69.0,208.0,4.56,16.0,37.5,127.0,6.82,4.2,22.0,1,2017
711.0,4312.0,6.1,42.0,129.0,1383.0,10.7,10.0,70.0,214.0,4.53,15.0,36.0,120.0,7.26,4.56,23.0,0,2017
431.0,2580.0,6.0,29.0,40.0,211.0,5.3,0.0,72.0,232.0,4.51,18.0,35.0,120.0,7.005,4.23,21.0,0,2017
213.0,1076.0,5.1,13.0,30.0,298.0,9.9,1.0,72.0,218.0,4.58,23.0,37.0,130.0,7.005,4.23,22.0,1,2017
550.0,2856.0,5.2,34.0,98.0,933.0,9.5,6.0,69.0,205.0,4.47,18.0,28.0,109.0,7.005,4.23,23.0,0,2017
671.0,3843.0,5.7,43.0,102.0,1195.0,11.7,8.0,72.0,233.0,4.4,29.0,41.0,120.0,7.005,4.24,21.0,1,2018
488.0,3656.0,7.5,38.0,42.0,479.0,11.4,6.0,71.0,220.0,4.46,13.0,32.5,120.0,7.005,4.23,22.0,0,2018
591.0,3638.0,6.2,33.0,64.0,621.0,9.7,6.0,71.0,214.0,4.54,22.0,35.0,120.0,7.005,4.21,23.0,0,2018
758.0,4769.0,6.3,44.0,31.0,361.0,11.6,4.0,71.0,227.0,4.52,29.0,38.5,128.0,7.09,4.25,22.0,1,2018
591.0,3619.0,6.1,39.0,32.0,302.0,9.4,3.0,71.0,205.0,4.65,19.0,36.5,120.0,7.005,4.23,21.0,0,2018
519.0,2494.0,4.8,32.0,55.0,478.0,8.7,2.0,71.0,213.0,4.51,11.0,40.0,126.0,7.07,4.29,21.0,0,2018
471.0,3074.0,6.5,29.0,32.0,250.0,7.8,3.0,70.0,224.0,4.49,15.0,31.5,120.0,7.005,4.23,21.0,0,2018
947.0,5621.0,5.9,60.0,79.0,814.0,10.3,4.0,71.0,229.0,4.54,17.0,34.0,118.0,6.9,4.16,22.0,0,2018
210.0,1156.0,5.5,12.0,69.0,677.0,9.8,0.0,68.0,198.0,4.38,19.0,35.5,119.0,7.18,4.35,21.0,1,2018
394.0,1995.0,5.1,26.0,56.0,624.0,11.1,2.0,70.0,202.0,4.6,18.0,31.5,118.0,7.005,4.23,21.0,0,2018
450.0,1984.0,4.4,27.0,82.0,684.0,8.3,2.0,73.0,228.0,4.46,15.0,33.5,122.0,6.91,4.35,22.0,0,2018
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,205.0,4.55,19.0,34.0,122.0,6.79,4.07,22.0,0,2018
279.0,1751.0,6.3,14.0,32.0,322.0,10.1,1.0,73.0,216.0,4.51,16.0,36.0,117.0,7.005,4.27,24.0,0,2018
327.0,1573.0,4.8,15.0,43.0,350.0,8.1,0.0,70.0,216.0,4.51,15.0,35.0,120.0,7.13,4.51,21.0,0,2018
1142.0,5440.0,4.8,41.0,122.0,858.0,7.0,1.0,72.0,199.0,4.52,13.0,38.5,122.0,6.81,4.07,22.0,0,2018
251.0,1491.0,5.9,16.0,48.0,571.0,11.9,5.0,70.0,220.0,4.51,19.0,35.0,120.0,7.005,4.23,21.0,1,2019
276.0,1649.0,6.0,12.0,32.0,193.0,6.0,1.0,71.0,211.0,4.49,20.0,36.0,124.0,6.89,4.19,22.0,1,2019
431.0,3545.0,8.2,36.0,63.0,758.0,12.0,8.0,68.0,208.0,4.49,22.0,33.5,121.0,7.005,4.23,22.0,0,2019
624.0,2925.0,4.7,26.0,71.0,582.0,8.2,0.0,70.0,222.0,4.63,15.0,28.5,121.0,7.005,4.23,22.0,1,2019
714.0,4289.0,6.0,66.0,51.0,397.0,7.8,1.0,67.0,203.0,4.66,15.0,35.0,117.0,7.32,4.4,22.0,1,2019
441.0,2779.0,6.3,21.0,52.0,407.0,7.8,2.0,70.0,216.0,4.57,16.0,37.0,121.0,7.005,4.23,22.0,0,2019
581.0,2829.0,4.9,33.0,60.0,511.0,8.5,1.0,71.0,221.0,4.67,22.0,35.0,127.0,7.13,4.29,21.0,1,2019
632.0,3539.0,5.6,30.0,49.0,304.0,6.2,1.0,70.0,198.0,4.4,21.0,40.0,130.0,7.005,4.23,21.0,0,2019
737.0,3873.0,5.3,48.0,29.0,216.0,7.4,0.0,70.0,224.0,4.66,16.0,29.5,119.0,7.07,4.33,21.0,0,2019
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,210.0,4.52,13.0,35.0,121.0,7.005,4.23,22.0,1,2019
573.0,2812.0,4.9,34.0,29.0,175.0,6.0,0.0,71.0,220.0,4.45,22.0,30.0,114.0,7.02,4.29,22.0,0,2019
529.0,2859.0,5.4,29.0,50.0,375.0,7.5,3.0,73.0,228.0,4.58,19.0,29.5,114.0,7.53,4.31,22.0,0,2019
344.0,1846.0,5.4,12.0,15.0,108.0,7.2,0.0,71.0,208.0,4.47,21.0,30.0,116.0,7.37,4.63,23.0,0,2019
600.0,3615.0,6.0,34.0,66.0,561.0,8.5,1.0,68.0,206.0,4.51,19.0,33.0,121.0,7.44,4.44,21.0,0,2019
257.0,1636.0,6.4,20.0,22.0,162.0,7.4,2.0,71.0,212.0,4.57,17.0,36.0,130.0,7.0,4.16,22.0,0,2019
334.0,1995.0,6.0,12.0,37.0,405.0,10.9,1.0,70.0,201.0,4.48,17.0,39.5,130.0,7.07,4.31,21.0,0,2019
945.0,5323.0,5.6,57.0,65.0,465.0,7.2,5.0,69.0,205.0,4.58,24.0,35.5,118.0,7.19,4.27,22.0,0,2019
370.0,2103.0,5.7,23.0,69.0,595.0,8.6,1.0,67.0,207.0,4.6,15.0,39.5,123.0,7.005,4.23,21.0,1,2020
440.0,2885.0,6.6,20.0,73.0,666.0,9.1,5.0,68.0,212.0,4.48,19.0,35.5,121.0,7.005,4.23,21.0,0,2020
926.0,6174.0,6.7,50.0,42.0,407.0,9.7,5.0,70.0,226.0,4.39,17.0,36.0,123.0,7.01,4.24,21.0,1,2020
586.0,2874.0,4.9,27.0,69.0,486.0,7.0,7.0,70.0,217.0,4.47,20.0,35.5,122.0,7.005,4.42,21.0,0,2020
725.0,4459.0,6.2,38.0,71.0,645.0,9.1,5.0,69.0,209.0,4.51,23.0,35.0,120.0,7.005,4.23,21.0,0,2020
845.0,4382.0,5.2,38.0,21.0,236.0,11.2,2.0,72.0,247.0,4.53,23.0,41.0,131.0,7.19,4.23,22.0,1,2020
572.0,3296.0,5.8,30.0,67.0,664.0,9.9,3.0,70.0,214.0,4.51,19.0,32.0,117.0,7.005,4.23,23.0,0,2020
712.0,4067.0,5.7,38.0,66.0,685.0,10.4,3.0,69.0,223.0,4.65,19.0,33.0,120.0,7.005,4.37,22.0,0,2020
482.0,2884.0,6.0,25.0,39.0,319.0,8.2,6.0,70.0,203.0,4.41,20.0,37.0,125.0,7.005,4.23,22.0,0,2020
454.0,2303.0,5.1,24.0,38.0,264.0,6.9,1.0,71.0,212.0,4.49,23.0,31.0,121.0,6.95,4.28,22.0,0,2020
493.0,2485.0,5.0,22.0,72.0,674.0,9.4,8.0,71.0,216.0,4.62,22.0,35.0,118.0,7.13,4.31,22.0,0,2020
245.0,1648.0,6.7,12.0,24.0,199.0,8.3,1.0,68.0,208.0,4.44,19.0,29.5,116.0,7.005,4.23,22.0,0,2020
265.0,1527.0,5.8,17.0,28.0,317.0,11.3,2.0,70.0,217.0,4.58,19.0,33.5,119.0,7.18,4.32,21.0,0,2020
576.0,2867.0,5.0,27.0,82.0,625.0,7.6,4.0,69.0,207.0,4.57,12.0,39.0,122.0,6.97,4.25,21.0,0,2020
686.0,4952.0,7.2,70.0,102.0,1155.0,11.3,8.0,70.0,215.0,4.45,18.0,33.5,128.0,7.005,4.23,22.0,1,2021
366.0,2297.0,6.3,29.0,50.0,539.0,10.8,4.0,69.0,212.0,4.55,22.0,36.0,123.0,6.97,4.09,21.0,1,2021
455.0,2946.0,6.5,26.0,48.0,486.0,10.1,3.0,72.0,215.0,4.57,19.0,37.0,125.0,6.83,4.28,22.0,0,2021
514.0,3403.0,6.6,22.0,82.0,656.0,8.0,6.0,67.0,201.0,4.5,16.0,34.0,119.0,6.81,3.98,22.0,0,2021
165.0,1180.0,7.2,13.0,28.0,298.0,10.6,0.0,71.0,231.0,4.64,15.0,31.5,112.0,7.09,4.15,23.0,1,2021
585.0,3459.0,5.9,33.0,53.0,479.0,9.0,3.0,72.0,210.0,4.48,20.0,36.0,120.0,7.24,4.26,22.0,1,2021
235.0,1550.0,6.6,14.0,57.0,662.0,11.6,3.0,71.0,201.0,4.42,21.0,35.0,120.0,7.005,4.23,22.0,0,2021
526.0,3259.0,6.2,41.0,49.0,597.0,12.2,5.0,70.0,201.0,4.38,17.0,37.5,128.0,6.94,4.19,23.0,0,2021
245.0,1305.0,5.3,9.0,19.0,121.0,6.4,1.0,70.0,218.0,4.62,17.0,34.5,118.0,7.51,4.48,22.0,0,2021
746.0,3720.0,5.0,40.0,47.0,289.0,6.1,0.0,71.0,214.0,4.62,19.0,30.0,120.0,6.96,4.23,22.0,0,2021
320.0,1795.0,5.6,15.0,49.0,479.0,9.8,2.0,71.0,211.0,4.5,20.0,40.5,127.0,6.83,4.12,23.0,0,2021
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,68.0,189.0,4.55,19.0,35.0,120.0,7.005,4.23,23.0,0,2021
474.0,2917.0,6.2,22.0,33.0,293.0,8.9,1.0,68.0,210.0,4.46,22.0,33.0,115.0,6.96,4.31,23.0,0,2021
135.0,968.0,7.2,10.0,23.0,134.0,5.8,3.0,70.0,204.0,4.49,22.0,38.0,122.0,6.71,4.12,23.0,0,2021
452.0,2535.0,5.6,16.0,67.0,631.0,9.4,6.0,70.0,214.0,4.51,22.0,36.0,122.0,7.13,4.35,23.0,0,2021
514.0,2923.0,5.7,27.0,43.0,299.0,7.0,2.0,70.0,206.0,4.57,13.0,31.0,115.0,7.38,4.38,21.0,0,2021
718.0,3933.0,5.5,50.0,82.0,734.0,9.0,6.0,71.0,217.0,4.39,19.0,40.0,126.0,7.005,4.23,21.0,1,2022
480.0,2794.0,5.8,35.0,19.0,136.0,7.2,1.0,69.0,211.0,4.38,19.0,34.0,122.0,7.005,4.23,21.0,1,2022
230.0,1503.0,6.5,14.0,67.0,730.0,10.9,6.0,71.0,199.0,4.42,19.0,33.0,124.0,7.005,4.23,22.0,1,2022
224.0,1426.0,6.4,20.0,51.0,607.0,11.9,2.0,72.0,214.0,4.48,19.0,38.0,125.0,7.005,4.23,23.0,1,2022
379.0,1744.0,4.6,15.0,28.0,185.0,6.6,0.0,72.0,211.0,4.48,19.0,30.0,117.0,7.005,4.23,21.0,0,2022
545.0,2704.0,5.0,29.0,52.0,446.0,8.6,2.0,74.0,225.0,4.53,19.0,30.0,119.0,7.005,4.23,23.0,0,2022
329.0,1806.0,5.5,23.0,45.0,422.0,9.4,5.0,70.0,218.0,4.59,21.0,34.5,119.0,7.005,4.23,22.0,0,2022
382.0,2043.0,5.3,25.0,17.0,132.0,7.8,0.0,72.0,214.0,4.4,19.0,33.5,128.0,7.005,4.23,22.0,0,2022
541.0,2993.0,5.5,25.0,74.0,585.0,7.9,1.0,72.0,217.0,4.51,19.0,30.0,114.0,7.005,4.23,21.0,0,2022
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,207.0,4.37,19.0,36.0,124.0,7.005,4.23,23.0,0,2022
452.0,2324.0,5.1,30.0,24.0,171.0,7.1,0.0,74.0,228.0,4.51,27.0,35.0,120.0,7.005,4.23,22.0,0,2022
435.0,2785.0,6.4,36.0,43.0,370.0,8.6,0.0,71.0,224.0,4.6,19.0,33.0,120.0,7.005,4.23,22.0,1,2022
304.0,1580.0,5.2,26.0,32.0,225.0,7.0,0.0,70.0,222.0,4.59,25.0,29.5,118.0,7.005,4.23,22.0,0,2022
318.0,1953.0,6.1,30.0,31.0,282.0,9.1,1.0,71.0,210.0,4.46,19.0,31.0,118.0,7.005,4.23,22.0,0,2022
419.0,2153.0,5.1,27.0,78.0,675.0,8.7,4.0,69.0,194.0,4.65,19.0,32.0,116.0,7.005,4.23,22.0,1,2022
603.0,3138.0,5.2,26.0,73.0,681.0,9.3,4.0,71.0,204.0,4.38,19.0,31.0,121.0,7.005,4.23,24.0,0,2022
358.0,1976.0,5.5,23.0,35.0,274.0,7.8,1.0,70.0,221.0,4.51,21.0,38.5,126.0,7.005,4.23,21.0,0,2022
495.0,2722.0,5.5,16.0,89.0,671.0,7.5,6.0,72.0,221.0,4.53,19.0,34.5,122.0,7.005,4.23,22.0,0,2022
343.0,1690.0,4.9,9.0,127.0,1515.0,11.9,11.0,71.0,206.0,4.43,19.0,30.0,120.0,7.005,4.23,23.0,0,2022
563.0,2442.0,4.3,18.0,47.0,249.0,5.3,1.0,70.0,216.0,4.37,19.0,33.0,118.0,7.005,4.23,23.0,1,2022
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,215.0,4.46,19.0,37.0,124.0,7.005,4.23,21.0,1,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,199.0,4.36,19.0,33.5,120.0,7.005,4.23,21.0,1,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,214.0,4.53,19.0,37.0,122.0,7.005,4.23,22.0,0,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,215.0,4.51,19.0,35.0,120.0,7.005,4.23,21.0,0,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,201.0,4.51,19.0,39.0,125.0,7.005,4.23,22.0,0,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,188.0,4.32,19.0,33.0,120.0,7.005,4.23,21.0,1,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,210.0,4.56,19.0,32.5,119.0,7.005,4.23,22.0,0,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,219.0,4.58,19.0,31.5,122.0,7.005,4.23,22.0,0,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,216.0,4.51,19.0,35.0,120.0,7.005,4.23,20.0,0,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,209.0,4.43,19.0,40.0,127.0,7.005,4.23,23.0,1,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,70.0,207.0,4.51,19.0,37.5,118.0,7.005,4.23,23.0,0,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,65.0,179.0,4.51,19.0,35.5,116.0,7.005,4.23,21.0,0,2023
519.0,2867.0,5.5,27.0,49.0,444.0,9.2,2.0,71.0,202.0,4.51,19.0,35.0,120.0,7.005,4.23,22.0,0,2023
