Sk,TFL,Solo,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,av_class_q,draft_year
19.5,39.0,83.0,80.0,290.0,5.04,16.0,29.5,111.0,7.45,4.69,22.0,2,2008
14.0,50.0,100.0,77.0,273.0,4.76,18.0,25.5,123.0,7.29,4.32,22.0,1,2008
11.5,24.0,58.0,77.0,287.0,4.95,24.0,27.0,114.0,7.72,4.69,22.0,2,2008
19.0,28.0,58.0,76.0,263.0,4.71,25.0,27.0,109.0,7.64,4.65,23.0,0,2008
7.5,16.5,38.0,74.0,310.0,5.06,20.0,27.0,112.0,7.44,4.49,22.0,2,2008
5.5,17.5,34.0,74.0,296.0,5.0,28.0,32.0,112.0,7.44,4.49,23.0,1,2008
4.0,15.5,82.0,75.0,317.0,5.06,26.0,32.0,112.0,7.44,4.49,24.0,1,2008
7.5,17.5,68.0,76.0,264.0,4.75,25.0,32.0,117.0,6.97,4.23,22.0,0,2008
9.5,17.5,58.0,76.0,305.0,4.84,31.0,28.0,105.0,7.73,4.55,23.0,0,2008
13.5,20.0,58.0,76.0,274.0,4.91,26.0,29.0,109.0,7.62,4.75,23.0,0,2008
2.0,8.5,21.0,76.0,318.0,5.0,20.0,28.0,111.0,7.75,4.64,24.0,2,2008
4.0,16.5,43.0,75.0,301.0,5.09,28.0,25.5,100.0,7.44,4.49,22.0,0,2008
7.5,15.0,45.0,76.0,347.0,5.32,32.0,23.0,104.0,8.07,4.95,22.0,0,2008
1.5,10.5,29.0,75.0,303.0,5.31,26.0,32.0,112.0,7.44,4.49,21.0,1,2008
10.0,21.5,70.0,76.0,291.0,5.14,34.0,27.0,108.0,7.55,4.54,22.0,1,2008
11.5,24.0,58.0,75.0,315.0,5.2,35.0,28.0,106.0,8.05,5.0,22.0,2,2008
7.5,11.0,61.0,76.0,296.0,5.38,25.0,25.0,99.0,7.62,4.75,23.0,0,2008
17.0,26.5,52.0,76.0,296.0,4.94,25.0,28.5,102.0,7.64,4.8,23.0,2,2009
12.0,29.0,53.0,73.0,337.0,5.12,33.0,32.0,103.0,7.9,4.69,23.0,2,2009
16.0,24.5,38.0,76.0,249.0,4.64,22.0,38.0,124.0,7.52,4.38,21.0,0,2009
23.0,34.5,75.0,75.0,263.0,4.63,31.0,39.5,112.0,7.44,4.49,23.0,2,2009
9.0,31.5,80.0,75.0,272.0,4.77,18.0,29.5,102.0,7.56,4.51,24.0,1,2009
11.5,33.0,79.0,74.0,299.0,4.98,25.0,32.0,112.0,7.44,4.49,25.0,1,2009
14.5,22.5,88.0,75.0,300.0,4.83,34.0,33.0,108.0,7.5,4.55,22.0,2,2009
5.0,22.0,50.0,75.0,330.0,5.48,32.0,28.0,99.0,8.15,4.73,22.0,1,2009
23.0,46.5,71.0,73.0,256.0,4.65,26.0,31.5,114.0,7.55,4.53,22.0,1,2009
18.0,28.0,77.0,74.0,257.0,4.75,35.0,33.0,110.0,7.2,4.46,23.0,0,2009
9.5,23.5,46.0,76.0,305.0,5.07,25.0,30.5,100.0,7.44,4.49,24.0,2,2009
10.5,24.0,55.0,76.0,263.0,4.79,24.0,32.5,108.0,7.52,4.47,23.0,1,2009
7.5,30.0,63.0,74.0,306.0,5.0,25.0,33.0,112.0,7.44,4.49,22.0,1,2009
6.0,14.0,68.0,75.0,298.0,4.82,30.0,29.5,103.0,7.52,4.55,22.0,0,2009
21.5,42.0,89.0,77.0,288.0,4.81,28.0,35.5,119.0,7.7,4.56,22.0,0,2009
19.0,30.5,70.0,79.0,266.0,4.61,28.0,38.5,128.0,7.42,4.37,22.0,2,2009
9.0,26.0,70.0,77.0,266.0,4.86,24.0,30.5,112.0,7.68,4.88,22.0,1,2009
6.0,26.0,105.0,75.0,321.0,4.93,25.0,28.0,103.0,7.9,4.78,23.0,2,2009
10.0,20.5,54.0,73.0,310.0,4.93,36.0,32.0,103.0,8.01,4.74,22.0,2,2009
3.5,11.0,32.0,75.0,301.0,4.96,24.0,24.5,97.0,7.44,4.73,24.0,0,2009
11.5,24.0,58.0,75.0,312.0,4.92,29.0,30.5,107.0,8.28,4.84,23.0,1,2009
7.0,13.0,40.0,77.0,272.0,4.76,22.0,30.5,105.0,7.4,4.47,22.0,1,2009
22.0,30.5,58.0,74.0,261.0,4.78,25.0,33.0,112.0,7.23,4.49,21.0,0,2009
11.5,24.0,58.0,74.0,266.0,4.53,28.0,35.0,120.0,7.46,4.43,23.0,1,2009
4.0,5.0,17.0,75.0,275.0,4.94,19.0,31.5,107.0,7.4,4.58,23.0,1,2009
15.0,23.0,53.0,74.0,261.0,4.84,27.0,33.0,115.0,7.38,4.45,23.0,0,2009
11.5,20.0,69.0,72.0,319.0,5.03,25.0,30.0,107.0,8.16,4.75,23.0,0,2009
13.0,26.5,69.0,74.0,304.0,5.32,29.0,33.0,112.0,7.44,4.49,22.0,1,2009
5.5,10.0,23.0,75.0,295.0,5.19,25.0,26.0,93.0,7.44,4.49,22.0,1,2009
24.0,49.5,125.0,76.0,307.0,5.03,32.0,35.5,105.0,7.21,4.44,23.0,2,2010
14.5,33.0,51.0,76.0,295.0,5.04,23.0,30.5,114.0,7.32,4.48,22.0,2,2010
16.0,26.0,80.0,74.0,295.0,4.87,21.0,35.5,116.0,7.15,4.43,23.0,2,2010
6.5,16.5,27.0,77.0,270.0,4.71,19.0,30.5,115.0,7.18,4.67,21.0,2,2010
19.5,29.5,74.0,75.0,266.0,4.77,25.0,34.0,112.0,7.12,4.43,21.0,2,2010
7.0,25.0,79.0,74.0,327.0,5.19,27.0,32.0,96.0,7.88,4.87,23.0,2,2010
14.5,25.5,47.0,77.0,304.0,5.03,26.0,29.0,106.0,7.22,4.59,22.0,2,2010
12.5,44.5,75.0,73.0,303.0,5.12,34.0,28.5,96.0,7.44,4.49,21.0,1,2010
11.5,24.0,58.0,75.0,314.0,5.12,34.0,29.0,98.0,7.61,4.73,21.0,0,2010
14.0,35.5,86.0,75.0,305.0,4.84,30.0,33.5,114.0,7.61,4.71,23.0,2,2010
6.5,29.5,57.0,76.0,328.0,5.09,39.0,30.0,100.0,8.12,4.71,21.0,2,2010
18.5,33.0,79.0,75.0,266.0,4.89,25.0,32.0,112.0,7.44,4.49,22.0,1,2010
19.5,26.0,56.0,78.0,277.0,4.68,21.0,31.5,111.0,7.21,4.61,21.0,2,2010
13.0,26.0,56.0,75.0,294.0,4.87,31.0,33.0,113.0,7.53,4.53,23.0,2,2010
0.5,10.5,19.0,76.0,354.0,5.71,25.0,20.5,90.0,8.19,5.03,22.0,1,2010
21.5,40.5,94.0,77.0,285.0,4.92,26.0,32.0,112.0,7.44,4.49,23.0,1,2010
12.5,23.5,72.0,74.0,304.0,5.01,25.0,32.0,112.0,7.44,4.49,22.0,0,2010
8.0,18.0,50.0,74.0,296.0,4.75,25.0,28.5,107.0,7.68,4.55,22.0,1,2010
11.5,27.0,87.0,75.0,300.0,4.98,25.0,33.0,98.0,7.56,4.76,22.0,2,2010
29.0,46.0,115.0,75.0,263.0,4.73,29.0,37.0,121.0,6.91,4.18,23.0,0,2010
18.0,21.0,48.0,75.0,273.0,4.65,32.0,32.0,112.0,7.44,4.49,22.0,2,2010
19.5,38.0,94.0,78.0,270.0,4.92,20.0,32.0,112.0,7.44,4.49,23.0,1,2010
11.0,33.5,76.0,73.0,293.0,4.75,34.0,33.0,117.0,7.33,4.43,22.0,2,2010
12.0,29.0,95.0,74.0,286.0,4.97,23.0,29.5,112.0,7.44,4.49,22.0,0,2010
3.5,8.5,44.0,76.0,330.0,5.16,31.0,29.0,102.0,7.68,4.78,23.0,1,2010
6.5,38.5,85.0,75.0,301.0,5.04,25.0,32.0,112.0,7.44,4.49,24.0,1,2010
26.5,39.5,90.0,76.0,281.0,4.82,21.0,35.0,117.0,7.25,4.65,22.0,2,2010
20.0,46.0,109.0,77.0,251.0,4.88,25.0,38.0,118.0,7.24,4.56,24.0,1,2010
28.5,69.0,145.0,76.0,252.0,4.93,24.0,30.5,109.0,7.48,4.63,23.0,0,2010
27.0,45.5,92.0,75.0,290.0,4.83,32.0,33.0,116.0,7.44,4.77,23.0,1,2010
1.5,4.5,14.0,73.0,304.0,4.97,44.0,30.0,101.0,7.44,4.68,23.0,0,2010
7.0,13.0,34.0,76.0,314.0,5.08,25.0,32.0,112.0,7.44,4.49,23.0,1,2010
6.0,17.0,50.0,75.0,281.0,4.86,25.0,32.0,112.0,7.44,4.49,23.0,0,2010
11.0,20.0,39.0,75.0,319.0,4.93,24.0,27.0,112.0,7.83,4.62,21.0,2,2011
14.5,23.0,52.0,76.0,263.0,4.74,20.0,34.0,118.0,7.19,4.5,21.0,2,2011
11.5,36.5,74.0,77.0,290.0,4.81,34.0,37.0,120.0,6.88,4.21,22.0,2,2011
13.0,27.5,50.0,76.0,291.0,4.84,25.0,31.0,113.0,7.14,4.56,23.0,2,2011
13.0,25.5,57.0,76.0,265.0,4.62,22.0,34.0,116.0,7.13,4.4,21.0,2,2011
33.5,57.0,134.0,76.0,267.0,4.67,31.0,33.5,122.0,7.18,4.39,23.0,2,2011
8.5,25.5,57.0,74.0,298.0,4.97,27.0,27.5,102.0,7.48,4.68,21.0,2,2011
19.0,37.5,73.0,75.0,281.0,4.78,25.0,33.0,113.0,7.3,4.13,23.0,1,2011
2.5,9.5,46.0,75.0,334.0,5.09,31.0,29.5,100.0,7.75,4.77,23.0,2,2011
16.5,34.0,88.0,76.0,287.0,4.74,25.0,31.0,117.0,7.07,4.37,22.0,2,2011
17.0,26.0,88.0,76.0,315.0,4.96,27.0,26.0,106.0,7.31,4.59,21.0,2,2011
15.5,37.5,80.0,77.0,294.0,4.95,25.0,30.0,112.0,7.44,4.49,22.0,2,2011
19.5,35.5,82.0,75.0,264.0,4.68,25.0,31.0,115.0,7.44,4.49,22.0,2,2011
4.5,24.5,59.0,76.0,310.0,5.03,17.0,26.5,98.0,7.42,4.83,23.0,1,2011
19.5,44.5,89.0,75.0,280.0,4.92,22.0,32.0,112.0,7.44,4.49,21.0,1,2011
9.0,13.5,59.0,74.0,309.0,4.84,38.0,30.5,112.0,7.33,4.4,22.0,0,2011
14.0,29.5,56.0,73.0,303.0,4.98,49.0,32.0,112.0,7.44,4.49,23.0,2,2011
7.5,17.0,59.0,74.0,297.0,4.98,29.0,28.0,104.0,7.48,4.56,23.0,1,2011
9.0,22.0,59.0,73.0,300.0,5.04,26.0,27.5,101.0,7.51,4.78,21.0,2,2011
19.0,31.0,58.0,75.0,285.0,4.71,27.0,36.5,117.0,7.43,4.56,22.0,2,2011
10.0,31.5,75.0,73.0,294.0,5.06,31.0,30.5,112.0,7.71,4.65,22.0,0,2011
11.5,24.0,58.0,77.0,346.0,5.19,26.0,32.0,112.0,7.44,4.49,23.0,1,2011
9.0,16.0,37.0,73.0,308.0,5.28,30.0,24.0,101.0,7.54,4.54,23.0,1,2011
12.0,21.5,60.0,76.0,283.0,4.75,25.0,31.5,111.0,7.54,4.51,22.0,0,2011
11.5,31.0,57.0,75.0,275.0,4.85,22.0,32.0,112.0,7.44,4.49,23.0,1,2011
7.0,22.0,46.0,75.0,278.0,4.91,20.0,28.5,107.0,7.13,4.59,22.0,2,2011
7.0,24.0,49.0,74.0,335.0,5.25,27.0,25.0,93.0,8.17,5.06,24.0,0,2011
6.0,11.5,56.0,76.0,261.0,4.84,30.0,35.5,119.0,7.24,4.32,23.0,0,2011
11.0,28.5,81.0,75.0,266.0,4.86,14.0,32.5,117.0,7.25,4.51,23.0,0,2011
15.5,26.0,108.0,75.0,257.0,4.81,17.0,32.0,112.0,7.21,4.37,22.0,0,2011
6.0,11.0,58.0,74.0,319.0,5.06,30.0,29.0,106.0,7.56,4.46,23.0,0,2011
5.0,21.5,57.0,75.0,346.0,4.89,44.0,29.5,105.0,7.9,4.56,22.0,2,2012
7.5,24.5,53.0,76.0,298.0,4.77,30.0,26.0,103.0,7.07,4.53,21.0,2,2012
2.0,11.0,34.0,77.0,322.0,5.31,25.0,26.5,105.0,7.46,4.81,21.0,2,2012
24.0,40.5,80.0,78.0,284.0,4.69,25.0,31.5,109.0,7.57,4.78,22.0,2,2012
10.0,27.0,101.0,77.0,266.0,4.77,22.0,35.0,120.0,7.07,4.38,22.0,2,2012
18.0,29.0,40.0,76.0,261.0,4.68,27.0,32.0,118.0,7.17,4.53,22.0,2,2012
21.5,29.5,62.0,75.0,271.0,4.55,35.0,38.5,124.0,7.25,4.66,22.0,2,2012
17.5,36.5,88.0,74.0,272.0,4.74,22.0,32.0,112.0,7.44,4.49,22.0,2,2012
19.5,37.0,89.0,77.0,295.0,4.93,33.0,33.5,108.0,7.26,4.44,22.0,2,2012
17.5,34.0,89.0,76.0,259.0,4.67,19.0,32.5,120.0,7.19,4.25,23.0,1,2012
11.5,32.5,78.0,76.0,299.0,4.82,36.0,34.5,113.0,7.43,4.53,22.0,2,2012
12.0,27.5,52.0,74.0,308.0,5.0,25.0,28.5,107.0,7.6,4.56,22.0,0,2012
10.5,32.5,55.0,77.0,303.0,5.01,26.0,29.5,112.0,7.44,4.49,23.0,0,2012
26.5,49.0,111.0,75.0,266.0,4.87,25.0,32.0,110.0,6.9,4.4,24.0,2,2012
9.0,20.5,51.0,74.0,261.0,4.73,31.0,34.5,122.0,7.39,4.5,21.0,2,2012
13.5,27.0,33.0,76.0,275.0,4.82,28.0,33.0,113.0,7.09,4.44,22.0,2,2012
10.0,25.0,70.0,73.0,306.0,4.8,36.0,33.5,113.0,7.19,4.25,22.0,1,2012
9.0,25.5,70.0,74.0,309.0,5.32,28.0,32.0,112.0,7.44,4.49,24.0,1,2012
23.5,31.0,63.0,77.0,274.0,4.75,25.0,34.0,113.0,6.9,4.07,23.0,0,2012
4.5,19.5,59.0,74.0,314.0,5.2,35.0,31.0,100.0,7.97,4.71,22.0,1,2012
20.5,44.0,83.0,76.0,270.0,4.8,25.0,32.0,112.0,7.44,4.49,22.0,1,2012
11.0,25.5,80.0,75.0,301.0,4.78,24.0,27.5,106.0,7.32,4.47,23.0,0,2012
20.0,29.5,75.0,76.0,279.0,4.91,25.0,31.0,104.0,7.47,4.4,23.0,2,2012
15.5,27.0,54.0,72.0,291.0,4.84,25.0,32.0,112.0,7.44,4.49,23.0,2,2012
2.5,13.5,44.0,73.0,316.0,5.02,25.0,32.0,112.0,7.44,4.49,23.0,1,2012
7.5,22.0,52.0,77.0,284.0,4.85,25.0,28.0,105.0,7.38,4.41,22.0,1,2012
14.0,26.5,35.0,77.0,274.0,4.74,25.0,33.0,116.0,7.15,4.25,24.0,0,2012
16.0,36.5,64.0,76.0,294.0,4.86,24.0,27.0,107.0,7.37,4.44,23.0,1,2012
24.0,43.5,130.0,75.0,262.0,4.88,34.0,35.0,124.0,7.17,4.25,23.0,0,2012
5.0,18.5,45.0,77.0,293.0,5.0,28.0,34.0,111.0,7.49,4.84,23.0,0,2012
10.5,22.0,41.0,77.0,298.0,4.97,21.0,36.0,113.0,7.4,4.41,23.0,2,2012
3.0,8.5,28.0,74.0,315.0,5.0,25.0,32.0,112.0,7.44,4.49,23.0,1,2012
12.5,32.5,74.0,75.0,268.0,4.75,25.0,35.0,105.0,7.2,4.38,22.0,0,2012
8.5,18.5,61.0,77.0,299.0,4.87,28.0,34.5,112.0,7.43,4.41,26.0,1,2012
6.5,21.0,71.0,76.0,302.0,5.12,30.0,26.0,102.0,7.44,4.49,23.0,0,2012
4.5,13.0,39.0,77.0,271.0,4.56,21.0,34.5,118.0,7.11,4.26,24.0,2,2013
6.0,18.5,54.0,74.0,294.0,5.02,30.0,32.0,116.0,7.44,4.49,22.0,2,2013
7.0,21.5,48.0,74.0,311.0,5.14,25.0,32.0,112.0,7.44,4.49,23.0,2,2013
4.5,19.5,48.0,75.0,297.0,4.92,25.0,30.0,106.0,7.4,4.75,21.0,1,2013
23.5,35.0,63.0,75.0,266.0,4.83,25.0,31.0,111.0,7.3,4.4,23.0,1,2013
12.5,36.5,90.0,76.0,283.0,4.8,29.0,31.5,112.0,7.32,4.32,23.0,1,2013
8.5,20.5,44.0,75.0,313.0,5.03,27.0,26.5,102.0,7.93,4.8,24.0,2,2013
16.5,21.0,71.0,76.0,276.0,4.9,28.0,32.0,112.0,7.44,4.49,23.0,1,2013
19.5,49.0,124.0,75.0,299.0,5.08,25.0,32.0,112.0,7.44,4.49,24.0,2,2013
5.0,16.5,58.0,75.0,320.0,5.31,25.0,26.0,104.0,7.59,4.61,21.0,2,2013
16.5,28.0,60.0,80.0,277.0,4.62,38.0,34.5,121.0,7.07,4.51,26.0,1,2013
5.0,12.5,38.0,74.0,309.0,5.08,30.0,25.0,104.0,7.53,4.67,23.0,2,2013
26.5,45.0,116.0,76.0,250.0,4.95,12.0,35.5,122.0,7.44,4.49,20.0,1,2013
4.0,8.0,36.0,76.0,346.0,5.21,30.0,32.0,112.0,7.44,4.49,24.0,1,2013
8.0,16.5,51.0,73.0,303.0,5.23,28.0,22.5,103.0,7.49,4.51,22.0,1,2013
17.0,24.0,57.0,75.0,255.0,4.6,27.0,33.0,119.0,7.14,4.4,21.0,0,2013
11.5,24.0,58.0,73.0,335.0,5.37,38.0,29.5,102.0,8.09,4.91,24.0,2,2013
3.5,16.5,65.0,73.0,307.0,5.15,37.0,30.0,107.0,7.82,4.72,21.0,1,2013
23.0,34.0,88.0,76.0,264.0,4.78,21.0,32.0,112.0,7.44,4.49,22.0,1,2013
10.0,30.0,62.0,78.0,281.0,4.96,23.0,28.5,110.0,7.2,4.59,22.0,2,2013
12.0,23.0,70.0,76.0,276.0,4.87,26.0,31.5,114.0,7.44,4.49,23.0,1,2013
18.5,35.5,107.0,79.0,266.0,4.72,14.0,35.0,128.0,6.89,4.3,23.0,1,2013
11.5,24.0,58.0,76.0,329.0,5.23,22.0,26.5,104.0,7.85,4.7,23.0,0,2013
10.5,20.0,41.0,76.0,277.0,4.8,25.0,33.0,119.0,7.03,4.51,23.0,0,2013
24.0,41.0,87.0,77.0,250.0,4.74,25.0,32.0,112.0,7.44,4.49,23.0,0,2013
15.5,23.0,63.0,74.0,256.0,4.78,30.0,32.0,112.0,7.44,4.49,22.0,0,2013
2.5,8.0,20.0,77.0,318.0,5.29,25.0,32.0,112.0,7.44,4.49,23.0,1,2013
22.5,37.5,81.0,74.0,251.0,5.07,18.0,32.0,112.0,7.44,4.49,23.0,0,2013
8.5,18.0,47.0,75.0,310.0,5.14,32.0,26.5,104.0,7.16,4.64,24.0,1,2013
18.0,45.0,84.0,75.0,260.0,4.92,25.0,33.0,112.0,7.44,4.49,22.0,1,2013
10.5,17.0,46.0,76.0,265.0,4.55,36.0,39.0,128.0,7.44,4.49,23.0,0,2013
12.0,22.0,79.0,76.0,298.0,4.95,25.0,32.0,112.0,7.44,4.49,23.0,0,2013
2.5,9.5,29.0,75.0,308.0,4.98,25.0,32.0,112.0,7.44,4.49,23.0,1,2013
11.5,24.0,58.0,76.0,263.0,4.86,25.0,31.5,118.0,7.32,5.0,23.0,1,2013
14.0,26.0,68.0,77.0,255.0,4.78,22.0,33.0,113.0,6.91,4.44,22.0,0,2013
24.0,47.0,85.0,77.0,266.0,4.53,21.0,37.5,124.0,7.27,4.43,21.0,2,2014
29.5,66.0,115.0,73.0,285.0,4.68,35.0,32.0,116.0,7.11,4.39,23.0,2,2014
20.5,27.5,60.0,74.0,252.0,4.89,25.0,32.0,112.0,7.44,4.49,23.0,2,2014
25.5,32.5,57.0,75.0,251.0,4.66,23.0,35.0,121.0,7.48,4.47,22.0,0,2014
5.5,18.0,38.0,74.0,288.0,4.93,26.0,32.0,112.0,7.44,4.49,22.0,1,2014
20.0,34.0,63.0,75.0,251.0,4.8,20.0,34.5,113.0,7.46,4.31,22.0,2,2014
10.0,24.0,57.0,78.0,310.0,4.92,32.0,35.5,114.0,7.87,4.5,24.0,1,2014
21.5,25.0,59.0,77.0,304.0,4.92,31.0,32.0,112.0,7.44,4.49,21.0,2,2014
32.5,52.5,102.0,77.0,250.0,4.86,19.0,35.5,118.0,6.78,4.2,23.0,1,2014
8.5,25.0,73.0,74.0,299.0,5.06,27.0,29.5,102.0,7.44,4.83,21.0,1,2014
1.0,5.0,24.0,75.0,315.0,4.98,24.0,32.0,112.0,7.44,4.49,22.0,0,2014
13.5,28.0,56.0,76.0,273.0,4.92,22.0,31.0,114.0,6.83,4.45,22.0,1,2014
23.5,51.0,100.0,75.0,273.0,4.84,24.0,31.5,108.0,7.19,4.29,22.0,0,2014
13.0,24.5,70.0,75.0,306.0,5.06,26.0,33.5,106.0,7.92,4.78,22.0,1,2014
20.5,45.5,95.0,72.0,303.0,5.36,24.0,28.5,99.0,7.93,4.82,22.0,1,2014
19.5,45.5,92.0,78.0,272.0,4.72,22.0,35.5,129.0,7.2,4.33,22.0,1,2014
11.5,24.0,58.0,78.0,271.0,4.77,22.0,32.0,112.0,7.26,4.57,23.0,1,2014
2.5,9.0,36.0,73.0,334.0,5.27,25.0,28.0,92.0,7.81,4.75,23.0,2,2014
15.0,22.5,96.0,76.0,252.0,4.89,14.0,32.0,108.0,7.08,4.25,22.0,1,2014
3.5,13.5,45.0,76.0,322.0,5.35,25.0,27.5,101.0,7.73,4.78,22.0,2,2014
3.0,16.0,26.0,79.0,295.0,4.98,25.0,32.0,112.0,7.44,4.49,23.0,2,2014
16.0,22.0,97.0,78.0,281.0,4.92,21.0,32.0,112.0,7.44,4.49,23.0,0,2014
10.5,19.0,36.0,77.0,249.0,4.76,18.0,32.0,112.0,7.44,4.49,21.0,1,2014
11.5,24.0,58.0,74.0,302.0,4.91,20.0,26.5,106.0,7.59,4.58,22.0,1,2014
5.5,15.5,57.0,75.0,287.0,4.98,25.0,32.0,112.0,7.44,4.49,24.0,1,2014
6.5,14.5,58.0,73.0,337.0,5.47,32.0,26.0,88.0,7.89,4.6,23.0,0,2014
3.5,7.5,27.0,75.0,310.0,4.92,25.0,32.0,112.0,7.44,4.49,21.0,0,2014
11.5,24.0,58.0,77.0,269.0,4.84,23.0,33.5,123.0,7.41,4.46,24.0,0,2014
17.5,32.0,71.0,73.0,261.0,4.86,28.0,34.0,112.0,7.67,4.65,23.0,0,2014
1.5,10.0,41.0,79.0,352.0,5.18,27.0,20.5,97.0,7.44,4.49,22.0,1,2014
5.0,17.0,55.0,77.0,309.0,5.25,25.0,30.5,103.0,7.44,4.49,23.0,2,2014
20.0,35.5,111.0,77.0,302.0,4.97,25.0,29.5,106.0,7.59,4.53,21.0,2,2015
10.5,23.0,104.0,74.0,339.0,5.64,34.0,30.5,95.0,7.99,4.65,22.0,2,2015
4.0,10.5,42.0,79.0,292.0,5.06,24.0,34.0,117.0,7.57,4.53,21.0,2,2015
23.5,37.0,145.0,76.0,269.0,4.56,25.0,42.0,138.0,7.44,4.49,22.0,2,2015
19.0,34.0,82.0,75.0,245.0,4.68,21.0,32.0,112.0,7.44,4.49,22.0,1,2015
6.5,16.0,49.0,74.0,319.0,5.05,26.0,29.5,98.0,7.84,4.59,21.0,2,2015
8.0,23.0,54.0,75.0,279.0,4.76,32.0,32.5,120.0,7.44,4.55,21.0,1,2015
16.0,27.0,73.0,77.0,271.0,4.74,24.0,34.0,121.0,7.07,4.28,22.0,2,2015
6.0,12.0,31.0,76.0,336.0,5.28,25.0,32.0,112.0,7.44,4.49,21.0,2,2015
21.5,29.5,76.0,75.0,250.0,4.8,25.0,31.5,115.0,7.28,4.43,22.0,1,2015
3.5,9.0,28.0,77.0,329.0,5.17,28.0,30.0,105.0,7.88,4.68,22.0,1,2015
16.5,25.5,62.0,77.0,235.0,4.64,24.0,36.5,125.0,7.44,4.49,22.0,1,2015
11.5,35.5,66.0,75.0,271.0,4.79,19.0,38.5,118.0,7.08,4.05,22.0,2,2015
12.5,24.5,85.0,75.0,267.0,4.62,25.0,39.0,127.0,7.36,4.19,23.0,0,2015
4.5,21.0,52.0,77.0,252.0,4.57,25.0,32.0,112.0,7.44,4.49,20.0,2,2015
3.5,14.5,31.0,77.0,320.0,5.07,25.0,33.0,103.0,7.91,4.47,23.0,1,2015
17.0,31.5,77.0,78.0,294.0,4.97,25.0,30.0,111.0,7.2,4.19,24.0,1,2015
13.0,32.5,70.0,75.0,293.0,4.86,29.0,29.0,110.0,7.23,4.37,23.0,0,2015
4.5,17.0,32.0,76.0,318.0,5.02,20.0,31.0,101.0,7.5,4.57,22.0,0,2015
18.0,47.5,97.0,74.0,266.0,4.93,28.0,36.5,121.0,7.34,4.4,22.0,2,2015
6.0,20.5,43.0,75.0,300.0,5.07,34.0,26.5,100.0,7.73,4.56,23.0,0,2015
11.0,14.5,50.0,76.0,274.0,4.83,23.0,29.0,113.0,7.42,4.66,22.0,1,2015
5.5,28.5,78.0,73.0,304.0,5.06,30.0,31.0,112.0,7.37,4.56,22.0,2,2015
6.5,16.0,41.0,73.0,308.0,5.38,34.0,29.0,103.0,7.44,4.49,23.0,1,2015
14.5,27.5,95.0,74.0,316.0,5.18,32.0,33.0,105.0,7.53,4.46,22.0,2,2015
10.0,25.0,101.0,76.0,269.0,4.75,25.0,32.5,119.0,7.25,4.47,23.0,0,2015
18.0,31.5,61.0,74.0,293.0,5.04,25.0,32.0,112.0,7.44,4.49,22.0,0,2015
7.5,20.5,46.0,73.0,298.0,5.0,26.0,31.0,107.0,8.0,4.49,21.0,1,2015
6.0,19.5,46.0,77.0,319.0,5.25,25.0,27.0,103.0,7.91,4.78,23.0,1,2015
15.5,25.0,87.0,75.0,267.0,4.79,27.0,34.5,114.0,7.17,4.25,22.0,1,2015
11.5,23.0,78.0,74.0,289.0,4.9,25.0,32.0,112.0,7.44,4.49,21.0,1,2015
4.0,20.5,56.0,74.0,307.0,5.02,26.0,34.0,114.0,7.67,4.69,22.0,1,2015
11.5,24.0,58.0,76.0,321.0,5.12,35.0,29.5,105.0,7.92,4.76,25.0,0,2015
26.0,50.5,101.0,77.0,269.0,4.86,24.0,32.0,120.0,6.89,4.21,21.0,2,2016
18.0,35.5,109.0,79.0,291.0,5.05,25.0,32.0,116.0,7.51,4.47,22.0,2,2016
19.0,32.5,73.0,73.0,299.0,5.03,28.0,34.5,118.0,7.44,4.59,22.0,2,2016
20.0,46.5,68.0,75.0,269.0,4.7,25.0,33.0,120.0,7.16,4.21,22.0,2,2016
7.0,20.0,91.0,75.0,314.0,5.06,29.0,28.5,102.0,7.44,4.62,20.0,2,2016
6.0,17.0,44.0,75.0,294.0,4.87,28.0,35.0,116.0,7.44,4.49,21.0,1,2016
5.0,29.0,87.0,76.0,323.0,5.33,26.0,29.5,104.0,7.82,4.76,22.0,1,2016
28.0,40.5,96.0,76.0,273.0,4.63,20.0,35.5,121.0,7.26,4.5,22.0,1,2016
12.0,26.0,53.0,77.0,277.0,4.86,25.0,32.0,112.0,7.44,4.49,24.0,0,2016
8.5,18.0,42.0,78.0,310.0,5.03,26.0,24.5,106.0,7.44,4.62,22.0,2,2016
8.5,15.0,31.0,74.0,251.0,4.8,25.0,35.0,121.0,7.21,4.35,22.0,1,2016
20.0,31.5,69.0,75.0,243.0,4.69,21.0,33.0,108.0,7.44,4.49,22.0,0,2016
8.5,24.0,63.0,76.0,314.0,5.32,25.0,26.0,96.0,7.84,4.75,22.0,1,2016
4.5,12.0,45.0,77.0,297.0,5.11,20.0,25.0,111.0,7.38,4.63,22.0,1,2016
9.0,22.0,51.0,76.0,307.0,5.2,22.0,26.0,106.0,7.8,4.74,21.0,2,2016
2.0,11.0,39.0,75.0,307.0,5.21,25.0,31.0,104.0,7.77,4.75,23.0,2,2016
11.5,26.0,67.0,76.0,287.0,4.88,25.0,32.0,112.0,7.44,4.49,23.0,2,2016
17.5,25.0,46.0,79.0,277.0,4.84,21.0,28.5,114.0,7.27,4.37,23.0,1,2016
8.0,18.0,37.0,74.0,311.0,5.03,25.0,29.5,109.0,7.53,4.52,21.0,2,2016
