ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,av_class_q,draft_year
76.0,308.0,5.18,30.0,25.5,98.0,7.73,4.62,23.0,0,2011
77.0,311.0,5.0,24.0,25.5,100.0,7.76,5.0,23.0,2,2011
75.0,318.0,5.39,18.0,28.5,104.0,7.75,4.7,23.0,0,2011
76.0,299.0,5.07,21.0,28.0,108.0,7.44,4.5,23.0,1,2011
78.0,317.0,5.5,20.0,29.0,95.0,7.74,4.65,22.0,0,2011
79.0,306.0,4.96,30.0,27.0,104.0,7.33,4.65,23.0,2,2012
78.0,313.0,5.16,23.0,26.5,98.0,7.87,4.75,23.0,2,2012
77.0,316.0,5.32,34.0,29.5,98.0,7.3,4.56,22.0,2,2012
76.0,314.0,5.32,32.0,29.0,101.0,7.77,4.61,22.0,2,2012
77.0,318.0,5.38,23.0,26.5,89.0,7.86,4.87,23.0,1,2012
76.0,311.0,5.33,28.0,31.5,107.0,7.95,4.87,23.0,1,2012
78.0,345.0,5.08,31.0,23.5,93.0,8.13,5.0,22.0,2,2012
77.0,312.0,5.27,25.0,28.5,104.0,7.75,4.7,22.0,1,2012
76.0,307.0,5.17,26.0,27.5,102.0,8.01,4.9,22.0,1,2012
77.0,314.0,5.16,18.0,28.5,104.0,7.75,4.7,23.0,1,2012
79.0,323.0,5.28,19.0,28.5,100.0,7.94,4.95,22.0,1,2012
77.0,333.0,5.22,32.0,26.5,104.0,7.91,4.87,23.0,1,2012
75.0,312.0,5.31,29.0,26.0,96.0,7.64,4.65,23.0,1,2012
77.0,312.0,4.94,19.0,35.5,114.0,7.52,4.78,23.0,1,2012
77.0,323.0,5.29,22.0,27.0,104.0,7.74,4.8,23.0,1,2012
77.0,313.0,5.19,32.0,29.5,101.0,7.95,4.84,26.0,0,2012
75.0,303.0,5.35,29.0,30.5,105.0,7.95,4.74,23.0,1,2012
78.0,316.0,5.18,22.0,27.5,103.0,7.7,4.95,23.0,1,2012
75.0,309.0,5.02,26.0,28.5,104.0,7.75,4.7,22.0,0,2012
78.0,314.0,5.14,30.0,27.0,103.0,7.43,4.78,23.0,0,2012
74.0,293.0,4.9,25.0,31.5,112.0,7.99,4.65,23.0,0,2012
76.0,325.0,5.52,31.0,27.5,104.0,7.96,5.0,24.0,1,2012
76.0,338.0,5.29,25.0,27.0,102.0,7.87,4.9,23.0,0,2012
76.0,307.0,5.39,21.0,25.0,101.0,7.77,4.58,22.0,0,2012
79.0,321.0,5.16,32.0,28.0,100.0,7.72,4.78,23.0,0,2012
78.0,319.0,5.32,23.0,28.5,104.0,7.75,4.7,26.0,0,2012
77.0,314.0,5.01,20.0,30.0,108.0,7.59,4.6,23.0,1,2012
78.0,303.0,5.26,22.0,28.5,100.0,7.49,4.67,24.0,0,2012
73.0,298.0,5.18,41.0,28.5,104.0,7.75,4.7,23.0,0,2012
75.0,303.0,5.38,19.0,28.5,101.0,7.79,4.8,23.0,1,2012
79.0,306.0,5.05,27.0,28.5,116.0,7.59,4.44,22.0,2,2013
78.0,306.0,5.3,27.0,28.5,106.0,7.4,4.68,21.0,1,2013
78.0,303.0,4.72,28.0,34.0,118.0,7.31,4.52,23.0,2,2013
74.0,311.0,5.07,35.0,27.0,108.0,7.78,4.84,23.0,1,2013
74.0,317.0,5.49,25.0,28.5,110.0,7.75,4.7,21.0,1,2013
77.0,339.0,5.31,21.0,28.5,104.0,7.75,4.7,22.0,2,2013
76.0,307.0,5.12,25.0,28.5,103.0,7.45,4.63,23.0,2,2013
78.0,313.0,4.91,25.0,28.0,107.0,7.83,4.63,24.0,2,2013
76.0,312.0,5.58,21.0,28.5,97.0,7.81,4.76,22.0,2,2013
77.0,310.0,5.29,25.0,24.5,103.0,8.31,5.01,24.0,1,2013
75.0,332.0,5.58,28.0,22.5,96.0,7.78,5.1,22.0,2,2013
76.0,320.0,5.22,9.0,28.5,104.0,7.75,4.7,22.0,2,2013
77.0,306.0,4.71,31.0,34.5,112.0,7.62,4.72,22.0,2,2013
77.0,306.0,5.08,25.0,28.5,104.0,7.75,4.7,23.0,1,2013
75.0,320.0,5.11,27.0,28.5,104.0,7.45,4.63,22.0,1,2013
75.0,314.0,4.99,31.0,26.5,108.0,7.31,4.74,22.0,1,2013
76.0,299.0,5.18,28.0,25.5,101.0,7.7,4.74,21.0,2,2013
76.0,306.0,5.43,25.0,28.5,104.0,7.75,4.7,23.0,0,2013
75.0,300.0,5.06,24.0,30.0,107.0,7.77,5.0,23.0,1,2013
75.0,302.0,5.29,13.0,28.5,104.0,7.75,4.7,23.0,0,2013
76.0,307.0,5.09,29.0,29.5,109.0,7.48,4.69,22.0,0,2013
77.0,308.0,5.41,17.0,23.5,100.0,7.92,4.84,22.0,0,2013
77.0,298.0,5.07,25.0,28.5,112.0,7.52,4.51,23.0,0,2013
77.0,316.0,5.37,20.0,28.5,101.0,8.1,4.88,22.0,1,2013
78.0,308.0,5.17,20.0,31.5,101.0,7.94,4.91,23.0,2,2013
77.0,302.0,5.08,25.0,29.5,112.0,7.49,4.45,23.0,0,2013
75.0,302.0,5.03,25.0,26.5,100.0,7.26,4.44,23.0,0,2013
78.0,318.0,5.29,28.0,30.0,108.0,7.65,4.75,23.0,0,2013
76.0,310.0,5.33,32.0,25.5,96.0,7.83,4.74,23.0,0,2013
77.0,332.0,4.92,32.0,28.5,113.0,7.8,4.86,21.0,1,2014
77.0,308.0,5.07,24.0,30.5,105.0,7.34,4.47,22.0,2,2014
79.0,309.0,4.87,29.0,30.5,117.0,7.39,4.49,23.0,2,2014
76.0,308.0,5.22,29.0,28.0,106.0,7.65,4.59,23.0,2,2014
78.0,311.0,5.26,22.0,29.0,103.0,7.42,4.56,22.0,2,2014
76.0,307.0,5.04,25.0,25.0,102.0,7.6,4.44,23.0,1,2014
76.0,302.0,4.92,22.0,32.0,114.0,7.37,4.44,22.0,2,2014
75.0,298.0,5.1,25.0,25.5,106.0,7.93,4.63,23.0,2,2014
79.0,322.0,5.59,21.0,27.5,96.0,7.71,4.84,21.0,0,2014
78.0,309.0,5.37,28.0,26.0,101.0,7.79,4.64,23.0,2,2014
78.0,325.0,5.19,23.0,27.5,100.0,8.14,4.69,23.0,2,2014
78.0,314.0,5.35,25.0,21.5,106.0,7.93,4.95,23.0,2,2014
77.0,315.0,5.16,25.0,28.0,108.0,7.92,4.71,22.0,0,2014
75.0,320.0,5.38,23.0,28.5,104.0,7.75,4.7,20.0,1,2014
77.0,312.0,5.28,20.0,26.0,95.0,7.73,4.65,23.0,1,2014
77.0,320.0,5.16,25.0,28.5,104.0,7.75,4.7,23.0,1,2014
75.0,336.0,5.34,30.0,29.0,108.0,8.25,4.78,23.0,2,2014
75.0,310.0,5.5,29.0,28.5,104.0,7.75,4.7,24.0,0,2014
75.0,310.0,4.93,25.0,27.5,104.0,7.75,4.7,21.0,2,2014
78.0,311.0,5.35,30.0,26.5,100.0,7.75,4.7,22.0,2,2014
78.0,301.0,5.01,25.0,24.0,93.0,7.62,4.57,23.0,1,2014
76.0,315.0,5.44,25.0,28.5,104.0,7.75,4.7,23.0,1,2014
75.0,310.0,5.18,42.0,29.0,109.0,8.26,4.66,22.0,2,2014
76.0,313.0,5.42,23.0,24.0,101.0,8.14,4.89,23.0,0,2014
77.0,323.0,5.28,26.0,23.5,97.0,8.24,5.0,22.0,1,2014
77.0,329.0,5.36,25.0,25.5,91.0,7.7,4.83,23.0,0,2014
75.0,296.0,5.24,36.0,27.0,104.0,7.75,4.7,23.0,2,2014
75.0,313.0,5.31,30.0,29.0,102.0,7.55,4.47,23.0,1,2014
77.0,316.0,5.16,25.0,24.5,98.0,7.87,5.16,22.0,2,2014
75.0,306.0,5.34,23.0,26.0,103.0,7.6,4.46,24.0,2,2014
79.0,331.0,5.04,25.0,24.0,95.0,8.15,4.77,22.0,1,2014
76.0,303.0,5.25,21.0,29.0,108.0,7.57,4.4,22.0,2,2014
77.0,319.0,5.05,23.0,28.5,104.0,7.75,4.7,23.0,2,2015
78.0,329.0,5.31,37.0,28.5,104.0,7.75,4.7,21.0,1,2015
79.0,313.0,5.18,25.0,31.0,105.0,8.01,4.62,21.0,2,2015
77.0,313.0,5.15,30.0,30.5,112.0,7.48,4.63,23.0,0,2015
77.0,306.0,4.98,23.0,28.5,104.0,7.75,4.7,23.0,1,2015
77.0,307.0,5.12,26.0,31.0,104.0,7.87,4.64,21.0,2,2015
75.0,323.0,5.33,25.0,31.5,103.0,8.17,4.87,23.0,1,2015
78.0,338.0,5.27,26.0,32.0,109.0,7.95,4.79,22.0,2,2015
77.0,305.0,5.14,36.0,31.0,112.0,7.6,4.5,23.0,1,2015
78.0,306.0,5.01,25.0,32.5,104.0,7.25,4.33,22.0,1,2015
79.0,321.0,5.46,16.0,28.5,96.0,8.28,4.87,23.0,2,2015
78.0,311.0,5.36,23.0,29.0,97.0,7.54,4.58,23.0,0,2015
76.0,307.0,4.98,30.0,30.5,108.0,7.33,4.47,22.0,2,2015
77.0,335.0,5.32,26.0,26.5,95.0,8.09,4.89,21.0,0,2015
75.0,313.0,5.47,26.0,28.5,104.0,7.75,4.7,23.0,2,2015
75.0,297.0,5.03,25.0,28.5,104.0,7.75,4.7,24.0,0,2015
76.0,323.0,5.08,25.0,28.5,104.0,7.75,4.7,22.0,1,2015
74.0,303.0,5.33,29.0,27.0,104.0,8.2,4.75,22.0,1,2015
77.0,314.0,5.16,21.0,29.5,106.0,8.0,4.7,23.0,0,2015
77.0,327.0,5.34,27.0,26.0,97.0,7.75,5.15,23.0,2,2015
77.0,309.0,5.14,22.0,32.5,111.0,7.68,4.54,23.0,1,2015
76.0,330.0,5.52,25.0,25.0,96.0,7.75,4.7,22.0,0,2015
77.0,310.0,5.48,25.0,28.5,104.0,7.75,4.7,23.0,0,2015
76.0,304.0,5.25,28.0,29.0,99.0,7.99,4.75,23.0,0,2015
78.0,313.0,5.31,17.0,32.0,101.0,7.84,4.77,23.0,0,2015
76.0,323.0,5.33,25.0,26.5,97.0,7.75,4.74,23.0,0,2015
76.0,309.0,5.24,25.0,28.5,104.0,7.75,4.7,23.0,1,2015
76.0,307.0,5.2,31.0,29.5,113.0,7.56,4.58,23.0,1,2015
78.0,353.0,5.55,25.0,29.5,104.0,7.75,4.77,24.0,0,2015
74.0,306.0,5.5,29.0,27.0,96.0,7.66,4.58,23.0,0,2015
77.0,329.0,5.61,25.0,28.5,104.0,7.75,4.7,21.0,1,2015
76.0,315.0,5.39,17.0,29.0,94.0,8.04,4.7,23.0,0,2015
79.0,324.0,5.34,28.0,28.5,104.0,7.75,4.7,23.0,0,2015
80.0,355.0,5.21,20.0,23.5,97.0,8.23,4.78,22.0,1,2015
78.0,312.0,5.2,25.0,28.5,104.0,8.03,4.9,22.0,2,2016
78.0,308.0,5.0,25.0,30.0,103.0,7.63,4.57,22.0,2,2016
77.0,310.0,5.23,25.0,28.5,104.0,7.75,4.7,22.0,1,2016
79.0,310.0,5.23,20.0,29.0,101.0,7.7,4.76,23.0,2,2016
76.0,311.0,5.03,26.0,30.0,103.0,7.58,4.59,23.0,2,2016
76.0,312.0,5.32,30.0,29.0,99.0,7.62,4.64,22.0,0,2016
78.0,324.0,5.27,24.0,32.5,109.0,7.75,4.75,22.0,2,2016
78.0,301.0,4.94,31.0,31.5,115.0,7.7,4.44,22.0,1,2016
76.0,299.0,5.22,28.0,28.0,97.0,7.57,4.72,23.0,2,2016
76.0,301.0,5.02,16.0,25.5,110.0,7.32,4.58,24.0,2,2016
77.0,307.0,5.18,22.0,28.5,104.0,7.75,4.7,24.0,0,2016
77.0,304.0,4.95,28.0,28.5,110.0,7.47,4.54,23.0,2,2016
76.0,303.0,5.19,25.0,26.0,105.0,7.4,4.52,22.0,2,2016
77.0,316.0,5.16,18.0,28.5,104.0,7.75,4.7,23.0,1,2016
78.0,307.0,5.13,23.0,25.0,106.0,7.63,4.63,24.0,2,2016
76.0,314.0,5.17,23.0,28.5,104.0,7.75,4.7,23.0,0,2016
78.0,310.0,5.26,25.0,27.5,97.0,7.75,4.7,23.0,0,2016
77.0,321.0,5.28,20.0,25.5,103.0,7.96,4.71,22.0,0,2016
78.0,305.0,5.23,23.0,23.5,100.0,8.19,4.89,22.0,0,2016
74.0,302.0,5.33,24.0,28.5,96.0,7.52,4.69,23.0,0,2016
78.0,312.0,5.22,27.0,29.5,100.0,7.94,4.72,24.0,1,2016
76.0,306.0,5.11,33.0,33.0,109.0,7.5,4.65,23.0,1,2016
78.0,313.0,5.22,25.0,28.0,103.0,7.9,4.78,22.0,0,2016
77.0,311.0,4.98,25.0,28.0,104.0,8.15,5.11,22.0,1,2016
76.0,304.0,5.18,28.0,31.0,109.0,7.64,4.77,23.0,1,2016
78.0,304.0,5.16,25.0,27.5,111.0,7.47,4.47,23.0,1,2016
77.0,324.0,5.22,22.0,30.5,112.0,7.75,4.7,24.0,1,2016
75.0,298.0,5.12,34.0,28.5,98.0,7.69,4.71,23.0,0,2016
78.0,320.0,5.26,23.0,29.0,113.0,8.26,5.0,23.0,1,2016
78.0,315.0,5.27,30.0,27.0,100.0,7.88,4.66,23.0,1,2016
77.0,306.0,5.32,22.0,26.0,103.0,7.88,4.59,22.0,0,2016
76.0,314.0,5.45,22.0,23.5,90.0,7.94,5.02,24.0,0,2016
78.0,305.0,5.19,23.0,28.5,104.0,7.75,4.7,22.0,0,2016
77.0,326.0,5.57,25.0,24.0,95.0,8.04,4.9,22.0,0,2016
74.0,298.0,5.36,29.0,27.5,99.0,7.52,4.53,24.0,0,2016
77.0,297.0,4.95,25.0,28.0,115.0,7.29,4.55,25.0,2,2017
78.0,310.0,5.22,25.0,28.5,104.0,7.75,4.7,23.0,2,2017
78.0,322.0,5.15,25.0,26.0,106.0,7.81,4.82,21.0,2,2017
76.0,309.0,5.0,34.0,27.5,111.0,7.55,4.62,23.0,1,2017
78.0,310.0,5.15,26.0,27.0,107.0,7.89,4.81,22.0,1,2017
76.0,314.0,5.11,26.0,26.0,106.0,7.3,4.78,23.0,2,2017
77.0,319.0,5.18,23.0,30.5,109.0,7.73,4.58,23.0,2,2017
75.0,303.0,5.32,22.0,23.5,99.0,7.94,4.71,23.0,1,2017
76.0,305.0,5.24,26.0,28.0,101.0,7.52,4.68,23.0,2,2017
78.0,343.0,5.44,19.0,20.5,97.0,7.87,4.78,21.0,0,2017
76.0,303.0,5.15,26.0,30.5,105.0,8.16,4.81,22.0,0,2017
79.0,311.0,5.47,23.0,28.0,111.0,7.71,4.72,23.0,0,2017
76.0,332.0,5.22,34.0,28.5,104.0,7.75,4.7,22.0,0,2017
75.0,323.0,5.34,35.0,25.5,102.0,7.83,4.93,24.0,0,2017
75.0,306.0,5.03,26.0,29.0,94.0,8.13,4.9,23.0,0,2017
77.0,311.0,5.27,15.0,26.0,107.0,7.84,4.6,22.0,2,2017
76.0,312.0,5.54,19.0,26.5,97.0,7.6,4.47,24.0,2,2017
78.0,304.0,5.23,23.0,29.5,96.0,8.02,4.94,23.0,0,2017
80.0,307.0,5.18,25.0,28.5,105.0,7.52,4.58,24.0,0,2017
76.0,307.0,5.16,26.0,26.5,106.0,7.55,4.73,23.0,1,2017
77.0,307.0,5.24,23.0,26.0,96.0,7.71,4.84,23.0,0,2017
77.0,325.0,5.22,35.0,26.5,105.0,7.65,4.62,22.0,2,2018
80.0,309.0,5.22,24.0,28.5,105.0,7.75,4.7,24.0,2,2018
81.0,309.0,4.95,24.0,31.5,121.0,7.34,4.49,23.0,2,2018
77.0,312.0,5.22,26.0,28.5,104.0,7.75,4.7,22.0,2,2018
76.0,305.0,5.22,25.0,28.5,104.0,7.75,4.7,23.0,1,2018
75.0,313.0,5.22,25.0,28.5,104.0,7.75,4.7,22.0,1,2018
76.0,306.0,5.15,19.0,28.0,106.0,7.87,4.5,23.0,0,2018
74.0,327.0,5.15,37.0,24.0,104.0,7.59,4.7,23.0,2,2018
78.0,315.0,5.22,35.0,33.5,113.0,7.75,4.77,22.0,2,2018
75.0,306.0,5.22,21.0,30.5,108.0,7.29,4.4,20.0,1,2018
77.0,296.0,5.05,26.0,34.0,112.0,7.83,4.63,21.0,1,2018
79.0,297.0,4.82,22.0,29.5,107.0,7.14,4.5,22.0,2,2018
80.0,305.0,5.4,25.0,28.5,113.0,7.82,4.68,22.0,1,2018
77.0,298.0,5.33,19.0,28.5,104.0,7.75,4.7,21.0,0,2018
80.0,345.0,5.85,14.0,19.5,82.0,7.87,5.38,22.0,2,2018
77.0,309.0,4.96,27.0,24.0,102.0,7.65,4.44,23.0,1,2018
78.0,320.0,5.31,19.0,23.5,102.0,7.87,4.8,21.0,2,2018
78.0,305.0,5.39,24.0,26.5,97.0,8.04,4.84,23.0,2,2018
76.0,307.0,5.23,23.0,23.5,104.0,7.77,4.78,22.0,1,2018
73.0,298.0,5.34,27.0,26.5,99.0,7.81,4.71,22.0,1,2018
78.0,306.0,5.26,25.0,31.5,108.0,7.8,4.83,22.0,0,2018
77.0,309.0,5.23,17.0,30.0,105.0,7.89,4.77,23.0,1,2018
76.0,310.0,5.09,25.0,33.5,111.0,7.5,4.69,23.0,1,2018
76.0,314.0,5.24,30.0,29.0,114.0,7.45,4.84,23.0,0,2018
76.0,299.0,5.5,25.0,24.0,102.0,8.32,4.99,22.0,1,2018
77.0,305.0,5.32,28.0,27.0,101.0,7.92,4.86,22.0,0,2018
76.0,319.0,5.58,17.0,23.5,98.0,7.86,4.95,22.0,0,2018
76.0,311.0,5.39,25.0,29.0,97.0,8.04,4.92,22.0,0,2018
76.0,302.0,5.12,23.0,28.0,100.0,8.01,4.79,21.0,2,2019
77.0,315.0,4.96,24.0,29.0,118.0,7.44,4.4,23.0,0,2019
77.0,322.0,5.05,21.0,29.5,103.0,8.34,4.87,23.0,2,2019
79.0,317.0,5.05,23.0,33.5,111.0,7.66,4.58,24.0,2,2019
77.0,312.0,5.22,24.0,28.5,104.0,7.75,4.7,21.0,2,2019
77.0,310.0,5.33,25.0,25.0,113.0,7.75,4.74,21.0,0,2019
76.0,329.0,5.21,19.0,28.5,104.0,8.27,4.87,22.0,1,2019
77.0,312.0,5.3,23.0,28.5,110.0,7.69,4.52,24.0,1,2019
78.0,327.0,5.22,27.0,28.0,108.0,7.77,4.69,23.0,1,2019
78.0,309.0,5.12,16.0,33.5,114.0,7.61,4.7,23.0,2,2019
75.0,308.0,5.19,21.0,28.5,104.0,7.75,4.7,22.0,0,2019
76.0,312.0,5.2,22.0,28.5,104.0,7.75,4.7,22.0,1,2019
77.0,312.0,5.22,32.0,28.5,104.0,7.75,4.7,23.0,0,2019
77.0,305.0,5.29,28.0,27.5,101.0,7.89,4.7,22.0,0,2019
78.0,312.0,5.27,19.0,32.5,116.0,7.71,4.71,21.0,1,2019
76.0,307.0,5.2,20.0,22.5,104.0,7.83,4.7,24.0,0,2019
78.0,308.0,5.28,25.0,25.5,99.0,7.69,4.77,22.0,2,2019
78.0,305.0,5.09,23.0,27.0,115.0,7.9,5.02,22.0,0,2019
77.0,317.0,5.23,20.0,26.5,103.0,7.95,4.92,23.0,1,2019
76.0,320.0,5.26,26.0,28.5,90.0,7.75,4.7,24.0,0,2019
77.0,314.0,5.32,25.0,36.0,109.0,8.07,4.75,23.0,0,2019
79.0,313.0,5.3,24.0,29.5,111.0,7.44,4.59,22.0,1,2021
76.0,317.0,5.22,25.0,28.5,104.0,7.75,4.7,21.0,0,2021
77.0,301.0,5.16,24.0,32.0,112.0,7.27,4.57,23.0,1,2021
77.0,310.0,5.22,29.0,28.5,104.0,7.75,4.7,23.0,2,2021
75.0,299.0,5.11,33.0,33.0,109.0,7.33,4.52,22.0,1,2021
78.0,310.0,5.0,34.0,30.5,108.0,7.7,4.89,24.0,1,2021
76.0,310.0,4.93,25.0,29.0,108.0,7.82,4.73,21.0,2,2022
80.0,337.0,5.22,25.0,28.5,104.0,7.75,4.7,21.0,1,2022
77.0,307.0,4.95,25.0,26.0,112.0,7.88,4.61,21.0,2,2022
76.0,323.0,5.24,20.0,26.0,102.0,7.75,5.12,21.0,1,2022
75.0,312.0,5.18,32.0,32.0,112.0,7.38,4.46,22.0,2,2022
79.0,325.0,4.89,25.0,28.0,111.0,7.25,4.62,23.0,1,2022
77.0,324.0,5.02,25.0,27.5,105.0,7.78,4.65,21.0,2,2022
74.0,296.0,5.22,25.0,28.5,104.0,7.75,4.7,22.0,2,2022
77.0,307.0,5.03,31.0,28.0,120.0,7.44,4.5,24.0,1,2022
75.0,303.0,4.92,25.0,28.5,104.0,7.75,4.7,23.0,1,2022
77.0,312.0,5.22,26.0,28.5,104.0,7.75,4.7,23.0,2,2022
75.0,307.0,5.02,25.0,20.5,102.0,7.81,4.76,23.0,1,2022
76.0,307.0,5.21,25.0,24.0,102.0,7.75,4.95,24.0,1,2022
76.0,308.0,5.19,25.0,28.5,105.0,7.83,4.56,22.0,0,2022
77.0,316.0,5.14,25.0,24.5,103.0,7.75,4.7,22.0,1,2022
78.0,315.0,4.92,24.0,27.0,107.0,7.25,4.4,23.0,2,2022
78.0,303.0,5.05,30.0,30.5,117.0,7.46,4.49,24.0,2,2022
75.0,311.0,4.93,25.0,26.5,108.0,7.78,4.7,23.0,1,2022
77.0,321.0,5.25,25.0,33.5,110.0,7.55,4.81,21.0,1,2022
77.0,309.0,5.32,25.0,31.0,112.0,7.57,4.55,23.0,0,2022
80.0,384.0,5.22,24.0,28.5,104.0,7.75,4.7,22.0,1,2022
78.0,307.0,5.32,25.0,25.0,106.0,8.09,4.65,22.0,1,2022
76.0,304.0,5.19,25.0,27.5,105.0,7.75,4.73,22.0,1,2022
78.0,315.0,5.27,25.0,25.0,104.0,8.31,4.93,24.0,2,2022
76.0,304.0,4.94,25.0,33.0,118.0,7.32,4.47,23.0,2,2022
77.0,322.0,5.31,25.0,25.0,99.0,8.11,4.96,22.0,0,2022
80.0,312.0,5.03,25.0,30.0,113.0,7.75,4.7,22.0,0,2022
77.0,310.0,4.97,25.0,25.5,108.0,7.75,4.84,23.0,1,2022
76.0,299.0,5.2,25.0,29.5,113.0,7.45,4.57,24.0,1,2022
79.0,340.0,5.31,27.0,27.5,110.0,7.81,4.99,23.0,0,2022
77.0,314.0,5.22,25.0,25.5,99.0,7.83,4.71,23.0,0,2022
78.0,316.0,5.13,27.0,28.5,110.0,7.75,4.71,23.0,0,2022
75.0,321.0,5.22,31.0,28.5,104.0,7.75,4.7,22.0,1,2022
77.0,311.0,5.24,25.0,26.0,102.0,7.57,4.71,23.0,1,2022
77.0,321.0,5.08,25.0,28.5,109.0,7.75,4.99,23.0,0,2022
75.0,314.0,5.18,23.0,28.5,99.0,7.88,4.78,24.0,0,2022
75.0,311.0,5.13,25.0,30.0,108.0,7.84,4.9,23.0,0,2022
76.0,323.0,4.89,25.0,27.0,109.0,7.74,4.83,23.0,1,2022
78.0,328.0,5.39,25.0,22.0,104.0,7.75,4.7,22.0,1,2022
78.0,313.0,5.22,25.0,28.5,104.0,7.75,4.7,22.0,2,2022
78.0,313.0,5.22,25.0,28.5,110.0,7.75,4.7,22.0,1,2023
77.0,333.0,5.01,25.0,29.0,114.0,7.75,4.7,22.0,2,2023
76.0,313.0,5.16,25.0,34.5,115.0,7.8,4.7,22.0,1,2023
77.0,311.0,4.97,25.0,30.0,108.0,7.75,4.7,22.0,1,2023
76.0,315.0,4.98,25.0,28.5,105.0,7.75,4.7,21.0,2,2023
77.0,318.0,5.22,25.0,30.5,103.0,7.75,4.7,23.0,1,2023
78.0,313.0,5.22,25.0,28.5,104.0,7.75,4.7,22.0,1,2023
77.0,330.0,5.31,25.0,23.5,101.0,7.75,4.81,23.0,2,2023
75.0,301.0,5.22,25.0,32.0,102.0,7.75,4.82,23.0,1,2023
78.0,321.0,5.22,25.0,29.5,109.0,7.75,4.59,23.0,1,2023
77.0,307.0,5.1,25.0,28.5,111.0,7.75,4.7,22.0,1,2023
75.0,306.0,5.26,25.0,32.5,111.0,7.75,4.7,22.0,0,2023
80.0,302.0,4.98,25.0,37.0,120.0,7.46,4.71,22.0,0,2023
75.0,305.0,5.15,25.0,26.0,102.0,7.75,4.73,23.0,0,2023
76.0,332.0,5.08,25.0,30.0,106.0,7.84,4.8,22.0,1,2023
80.0,374.0,5.35,25.0,28.5,104.0,7.75,4.7,22.0,1,2023
78.0,311.0,5.22,25.0,28.5,104.0,7.75,4.7,24.0,0,2023
74.0,303.0,4.99,25.0,28.5,104.0,7.7,4.81,23.0,0,2023
76.0,309.0,5.22,25.0,28.5,104.0,7.75,4.7,22.0,0,2023
76.0,306.0,5.22,25.0,28.5,104.0,7.75,4.7,22.0,1,2023
75.0,303.0,5.14,25.0,30.5,106.0,7.64,4.53,22.0,0,2023
78.0,317.0,5.23,25.0,28.5,106.0,7.65,4.75,24.0,0,2023
77.0,306.0,5.33,25.0,29.5,106.0,7.96,4.73,24.0,1,2023
78.0,310.0,5.22,25.0,29.0,105.0,7.75,4.7,24.0,1,2023
78.0,298.0,5.18,25.0,30.0,103.0,7.39,4.7,23.0,0,2023
76.0,303.0,5.22,25.0,20.5,95.0,7.75,4.7,24.0,0,2023
81.0,321.0,5.05,25.0,28.0,112.0,7.31,4.51,21.0,1,2024
78.0,342.0,5.22,25.0,28.5,104.0,7.75,4.7,21.0,1,2024
78.0,324.0,5.13,25.0,32.0,111.0,7.75,4.7,22.0,1,2024
80.0,340.0,5.07,25.0,25.5,111.0,7.75,4.7,21.0,1,2024
76.0,317.0,5.01,25.0,32.5,113.0,7.75,4.7,23.0,1,2024
77.0,311.0,5.04,25.0,28.0,110.0,7.75,4.7,23.0,1,2024
77.0,313.0,5.22,25.0,28.5,104.0,7.75,4.7,22.0,1,2024
80.0,322.0,5.19,25.0,34.5,107.0,7.5,4.71,23.0,1,2024
75.0,328.0,5.22,25.0,32.0,104.0,7.75,4.7,21.0,0,2024
75.0,313.0,5.22,25.0,28.5,104.0,7.75,4.7,23.0,1,2024
80.0,331.0,5.13,25.0,29.0,104.0,7.65,4.7,22.0,1,2024
78.0,310.0,5.2,25.0,28.0,114.0,7.76,4.73,21.0,1,2024
77.0,308.0,4.92,25.0,30.0,113.0,7.75,4.6,22.0,1,2024
77.0,326.0,5.04,25.0,28.0,110.0,7.75,4.7,21.0,1,2024
77.0,314.0,5.15,25.0,31.0,116.0,7.75,4.7,24.0,0,2024
76.0,315.0,5.21,25.0,25.5,104.0,7.75,4.7,22.0,1,2024
78.0,313.0,5.3,25.0,32.5,106.0,7.75,4.7,24.0,0,2024
75.0,317.0,5.22,25.0,28.5,104.0,7.75,4.7,23.0,0,2024
77.0,305.0,5.04,25.0,28.5,104.0,8.09,4.78,24.0,0,2024
75.0,308.0,5.09,25.0,29.5,108.0,7.75,4.7,23.0,0,2024
78.0,313.0,5.22,25.0,28.5,104.0,7.75,4.7,23.0,0,2024
78.0,306.0,4.95,25.0,36.5,117.0,7.75,4.7,24.0,0,2024
77.0,302.0,5.22,25.0,36.5,110.0,7.47,4.57,23.0,1,2024
78.0,319.0,4.98,25.0,32.0,113.0,7.75,4.7,21.0,1,2025
76.0,332.0,4.91,25.0,34.0,115.0,7.75,4.7,21.0,1,2025
77.0,315.0,5.16,25.0,32.0,104.0,7.81,4.66,21.0,0,2025
77.0,311.0,5.05,25.0,34.5,103.0,7.75,4.7,21.0,1,2025
77.0,317.0,5.22,25.0,28.5,104.0,7.75,4.7,22.0,0,2025
76.0,324.0,4.95,25.0,29.0,106.0,7.75,4.66,21.0,0,2025
78.0,331.0,5.01,25.0,29.5,111.0,7.81,4.82,23.0,1,2025
78.0,336.0,5.26,25.0,29.5,107.0,7.77,4.7,24.0,0,2025
80.0,316.0,5.21,25.0,28.5,106.0,7.71,4.7,23.0,0,2025
79.0,313.0,5.27,25.0,30.0,108.0,7.75,4.69,22.0,0,2025
