rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,79.0,731.0,9.3,8.0,17.0,76.0,272.0,4.78,19.0,30.5,109.0,7.0,4.245,23.0,0.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,133.0,2097.0,15.8,16.0,47.7,72.0,205.0,4.42,18.0,35.0,120.0,7.0,4.245,22.0,2.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,117.0,1740.0,14.9,11.0,49.7,71.0,201.0,4.38,18.0,38.5,127.0,7.0,4.245,24.0,7.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,118.0,1790.0,15.2,21.0,49.7,73.0,216.0,4.72,18.0,33.5,114.0,7.35,4.33,22.0,49.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,194.0,2636.0,13.6,17.0,58.6,76.0,223.0,4.34,18.0,38.0,127.0,6.73,4.26,22.0,5.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,122.0,1458.0,12.0,10.0,33.1,75.0,258.0,4.62,26.0,37.0,122.0,6.74,4.25,23.0,21.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,41.0,467.0,11.4,8.0,42.5,77.0,247.0,4.61,18.0,33.5,120.0,7.0,4.245,21.0,2.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,87.0,1453.0,16.7,6.0,90.8,74.0,223.0,4.42,18.0,35.0,120.0,7.0,4.245,24.0,7.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,68.0,797.0,11.7,7.0,22.1,78.0,264.0,4.65,25.0,31.0,120.0,7.0,4.245,21.0,79.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,248.0,3287.0,13.3,22.0,99.6,72.0,197.0,4.51,18.0,42.5,126.0,6.96,4.16,22.0,17.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,174.0,2789.0,16.0,19.0,126.8,71.0,186.0,4.42,18.0,36.0,122.0,6.76,3.99,25.0,13.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,59.0,956.0,16.2,7.0,21.2,76.0,261.0,4.8,20.0,35.0,120.0,7.0,4.245,22.0,1.0,2003
454.0,2202.0,4.9,19.0,27.0,187.0,6.9,0.0,122.0,1807.0,14.4,14.5,46.2,73.0,232.0,4.45,18.0,35.5,123.0,7.0,4.245,21.0,6.0,2003
334.0,1509.0,4.5,17.0,78.0,728.0,9.3,4.0,122.0,1807.0,14.4,14.5,46.2,74.0,241.0,4.6,18.0,35.0,120.0,7.0,4.245,23.0,1.0,2003
493.0,2787.0,5.7,35.0,11.0,76.0,6.9,0.0,122.0,1807.0,14.4,14.5,46.2,75.0,220.0,4.46,18.0,35.0,120.0,7.0,4.245,22.0,23.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,210.0,2978.0,14.2,24.0,62.0,76.0,210.0,4.61,18.0,35.0,120.0,7.0,4.245,23.0,2.0,2003
256.0,1077.0,4.2,8.0,9.0,106.0,11.8,0.0,122.0,1807.0,14.4,14.5,46.2,73.0,219.0,4.35,27.0,35.0,137.0,7.0,4.245,23.0,20.0,2003
438.0,2105.0,4.8,17.0,58.0,407.0,7.0,2.0,122.0,1807.0,14.4,14.5,46.2,70.0,229.0,4.68,18.0,35.0,120.0,7.0,4.245,25.0,7.0,2003
455.0,2056.0,4.5,20.0,41.0,393.0,9.6,1.0,122.0,1807.0,14.4,14.5,46.2,69.0,213.0,4.63,22.0,32.5,112.0,7.32,4.47,22.0,33.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,52.0,691.0,13.3,7.0,28.8,74.0,249.0,4.89,16.0,34.5,115.0,7.24,4.245,22.0,8.0,2003
436.0,2337.0,5.4,23.0,23.0,166.0,7.2,2.0,122.0,1807.0,14.4,14.5,46.2,70.0,220.0,4.48,19.0,35.0,120.0,7.0,4.245,22.0,14.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,152.0,2806.0,18.5,24.0,77.9,68.0,169.0,4.43,18.0,35.0,120.0,7.0,4.245,22.0,8.0,2003
702.0,3756.0,5.4,43.0,146.0,1217.0,8.3,6.0,122.0,1807.0,14.4,14.5,46.2,67.0,195.0,4.48,21.0,38.0,123.0,7.0,4.08,22.0,6.0,2003
535.0,2767.0,5.2,53.0,15.0,171.0,11.4,3.0,122.0,1807.0,14.4,14.5,46.2,72.0,202.0,4.44,18.0,35.0,120.0,7.0,4.245,23.0,8.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,152.0,2470.0,16.3,19.0,72.6,72.0,184.0,4.62,18.0,36.0,120.0,7.0,4.245,22.0,11.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,146.0,2195.0,15.0,15.0,47.7,74.0,209.0,4.59,18.0,39.5,121.0,7.22,4.245,22.0,3.0,2003
511.0,2149.0,4.2,26.0,25.0,233.0,9.3,1.0,122.0,1807.0,14.4,14.5,46.2,71.0,233.0,4.6,19.0,35.0,120.0,7.0,4.245,22.0,5.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,230.0,3351.0,14.6,23.0,74.5,70.0,193.0,4.66,18.0,34.5,115.0,7.01,4.11,22.0,5.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,200.0,2704.0,13.5,18.0,79.5,76.0,217.0,4.45,18.0,35.0,120.0,7.0,4.245,22.0,6.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,61.0,611.0,10.0,3.0,13.9,75.0,249.0,4.82,26.0,39.0,120.0,7.42,4.42,23.0,2.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,82.0,1343.0,16.4,7.0,61.0,71.0,215.0,4.49,18.0,32.0,119.0,7.32,4.26,23.0,0.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,56.0,716.0,12.8,9.0,15.6,78.0,252.0,4.72,24.0,33.5,115.0,7.57,4.3,23.0,2.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,97.0,1869.0,19.3,20.0,85.0,74.0,213.0,4.52,18.0,35.5,116.0,7.05,4.16,23.0,10.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,89.0,1229.0,13.8,11.0,37.2,71.0,196.0,4.52,18.0,34.0,122.0,7.41,4.35,23.0,0.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,63.0,826.0,13.1,5.0,41.3,73.0,217.0,4.58,18.0,35.0,117.0,6.74,4.06,23.0,18.0,2003
216.0,939.0,4.3,8.0,76.0,676.0,8.9,7.0,122.0,1807.0,14.4,14.5,46.2,70.0,233.0,4.67,18.0,35.0,120.0,7.0,4.245,24.0,0.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,162.0,2552.0,15.8,22.0,55.5,70.0,178.0,4.56,18.0,31.5,114.0,7.34,4.28,22.0,0.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,69.0,1058.0,15.3,7.0,46.0,77.0,214.0,4.54,18.0,39.0,121.0,6.9,4.25,23.0,0.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,90.0,1595.0,17.7,19.0,33.9,73.0,205.0,4.44,18.0,34.5,116.0,7.54,4.43,23.0,0.0,2003
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,161.0,2677.0,16.6,34.0,103.0,75.0,225.0,4.48,18.0,35.0,120.0,7.0,4.245,21.0,93.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,119.0,1365.0,11.5,9.0,37.9,76.0,251.0,4.55,24.0,35.0,120.0,7.0,4.245,21.0,19.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,241.0,3866.0,16.0,36.0,80.5,74.0,212.0,4.48,18.0,35.0,120.0,7.0,4.245,22.0,30.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,238.0,3536.0,14.9,22.0,98.2,76.0,229.0,4.56,18.0,35.0,120.0,7.0,4.245,21.0,23.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,172.0,3382.0,19.7,26.0,80.5,71.0,197.0,4.39,18.0,34.5,120.0,7.0,4.245,23.0,47.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,182.0,2582.0,14.2,21.0,66.2,75.0,209.0,4.67,18.0,32.5,116.0,6.77,4.09,21.0,22.0,2004
743.0,3625.0,4.9,39.0,66.0,680.0,10.3,6.0,122.0,1807.0,14.4,14.5,46.2,73.0,241.0,4.55,18.0,35.0,120.0,7.0,4.245,21.0,68.0,2004
794.0,3657.0,4.6,39.0,64.0,569.0,8.9,2.0,122.0,1807.0,14.4,14.5,46.2,72.0,224.0,4.56,19.0,35.0,120.0,7.0,4.245,22.0,9.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,157.0,2746.0,17.5,16.0,72.3,76.0,218.0,4.4,18.0,35.0,120.0,7.0,4.245,22.0,33.0,2004
616.0,3475.0,5.6,35.0,24.0,229.0,9.5,0.0,122.0,1807.0,14.4,14.5,46.2,72.0,227.0,4.38,18.0,38.0,120.0,7.0,4.245,22.0,26.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,293.0,4414.0,15.1,42.0,92.0,74.0,202.0,4.47,18.0,39.0,125.0,6.93,3.97,23.0,1.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,73.0,945.0,12.9,7.0,19.7,75.0,258.0,4.5,34.0,35.5,123.0,7.38,4.11,23.0,19.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,64.0,958.0,15.0,7.0,24.6,76.0,265.0,4.65,18.0,35.0,120.0,7.0,4.245,22.0,8.0,2004
634.0,3409.0,5.4,34.0,36.0,258.0,7.2,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,212.0,4.37,25.0,38.5,117.0,7.0,4.245,23.0,20.0,2004
634.0,3018.0,4.8,26.0,28.0,250.0,8.9,1.0,122.0,1807.0,14.4,14.5,46.2,70.0,217.0,4.47,18.0,37.5,121.0,6.97,4.12,23.0,29.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,76.0,1308.0,17.2,19.0,52.3,71.0,198.0,4.41,18.0,35.0,120.0,7.0,4.245,22.0,36.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,272.0,4031.0,14.8,47.0,85.8,73.0,188.0,4.5,18.0,35.0,120.0,7.0,4.245,22.0,4.0,2004
480.0,2535.0,5.3,23.0,24.0,153.0,6.4,0.0,122.0,1807.0,14.4,14.5,46.2,73.0,249.0,4.55,18.0,35.0,120.0,7.0,4.245,23.0,9.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,88.0,1431.0,16.3,15.0,29.8,74.0,248.0,4.62,24.0,35.0,119.0,6.88,4.1,23.0,2.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,205.0,2926.0,14.3,19.0,59.7,73.0,207.0,4.6,18.0,30.0,120.0,7.0,4.245,22.0,13.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,24.0,225.0,9.4,3.0,6.4,76.0,263.0,4.8,23.0,35.0,117.0,7.1,3.98,24.0,0.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,163.0,2218.0,13.6,15.0,59.9,75.0,196.0,4.54,18.0,35.0,120.0,7.0,4.245,22.0,0.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,182.0,2588.0,14.2,23.0,57.5,73.0,183.0,4.58,18.0,38.0,128.0,7.34,4.18,23.0,14.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,96.0,1255.0,13.1,11.0,44.8,75.0,265.0,4.87,22.0,33.0,115.0,7.21,4.19,22.0,34.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,106.0,1666.0,15.7,19.0,55.5,73.0,213.0,4.52,18.0,37.0,129.0,7.0,4.245,22.0,2.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,216.0,3031.0,14.0,21.0,61.9,69.0,198.0,4.33,18.0,38.5,114.0,6.97,4.06,23.0,0.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,169.0,2599.0,15.4,18.0,54.1,70.0,179.0,4.39,18.0,36.0,120.0,7.0,4.245,23.0,13.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,200.0,3119.0,15.6,21.0,65.0,72.0,212.0,4.54,18.0,36.0,121.0,6.93,3.91,22.0,37.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,98.0,1346.0,13.7,9.0,36.4,77.0,260.0,4.93,25.0,34.5,115.0,6.99,4.13,23.0,1.0,2004
735.0,3474.0,4.7,19.0,156.0,1709.0,11.0,14.0,122.0,1807.0,14.4,14.5,46.2,71.0,209.0,4.65,18.0,35.0,118.0,7.05,4.12,22.0,17.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,126.0,2052.0,16.3,11.0,41.9,76.0,226.0,4.79,18.0,40.5,130.0,7.0,4.17,25.0,22.0,2004
589.0,3018.0,5.1,26.0,26.0,138.0,5.3,1.0,122.0,1807.0,14.4,14.5,46.2,72.0,223.0,4.75,18.0,40.0,123.0,7.0,4.245,23.0,0.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,88.0,1535.0,17.4,7.0,48.0,76.0,229.0,4.51,18.0,41.0,130.0,7.34,4.22,22.0,0.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,75.0,950.0,12.7,12.0,25.7,76.0,268.0,4.97,22.0,32.5,115.0,7.0,4.245,24.0,0.0,2004
940.0,4941.0,5.3,43.0,43.0,451.0,10.5,3.0,122.0,1807.0,14.4,14.5,46.2,70.0,237.0,4.49,22.0,31.0,114.0,7.5,4.15,22.0,9.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,96.0,1224.0,12.8,11.0,49.0,74.0,199.0,4.53,18.0,41.0,131.0,6.79,4.08,23.0,12.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,41.0,632.0,15.4,1.0,20.4,76.0,204.0,4.36,18.0,35.0,120.0,7.0,4.245,23.0,8.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,76.0,1066.0,14.0,7.0,30.5,75.0,210.0,4.54,18.0,34.5,120.0,7.04,4.245,20.0,0.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,108.0,1705.0,15.8,10.0,65.6,73.0,197.0,4.46,18.0,35.0,120.0,7.0,4.245,23.0,1.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,90.0,1072.0,11.9,9.0,24.4,71.0,199.0,4.51,18.0,38.0,124.0,7.06,4.17,22.0,0.0,2004
306.0,1434.0,4.7,16.0,33.0,264.0,8.0,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,226.0,4.58,15.0,35.0,120.0,7.0,4.245,23.0,0.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,174.0,2238.0,12.9,12.0,49.7,70.0,194.0,4.78,18.0,32.5,114.0,7.0,4.35,22.0,2.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,55.0,649.0,11.8,3.0,13.2,76.0,263.0,5.0,21.0,28.0,109.0,7.4,4.32,23.0,2.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,22.0,306.0,13.9,3.0,12.2,74.0,275.0,5.06,18.0,33.0,109.0,7.44,4.18,24.0,3.0,2004
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,36.0,477.0,13.3,7.0,19.9,78.0,269.0,4.89,17.0,30.0,106.0,7.86,4.45,23.0,6.0,2004
513.0,2707.0,5.3,28.0,58.0,668.0,11.5,2.0,122.0,1807.0,14.4,14.5,46.2,72.0,233.0,4.43,18.0,34.0,117.0,7.1,4.08,23.0,36.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,252.0,3541.0,14.1,39.0,80.5,75.0,211.0,4.45,18.0,35.0,120.0,7.0,4.245,22.0,27.0,2005
1112.0,5540.0,5.0,64.0,69.0,621.0,9.0,3.0,122.0,1807.0,14.4,14.5,46.2,70.0,222.0,4.62,18.0,35.0,120.0,7.0,4.245,22.0,10.0,2005
741.0,3831.0,5.2,45.0,45.0,342.0,7.6,1.0,122.0,1807.0,14.4,14.5,46.2,71.0,217.0,4.43,19.0,35.5,118.0,6.94,4.15,23.0,27.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,91.0,1754.0,19.3,13.0,51.6,73.0,203.0,4.32,18.0,35.0,120.0,6.99,4.245,22.0,8.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,176.0,2579.0,14.7,30.0,99.2,77.0,229.0,4.56,18.0,36.5,120.0,7.0,4.245,21.0,4.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,220.0,3236.0,14.7,31.0,63.5,70.0,193.0,4.41,18.0,36.5,118.0,6.95,4.07,23.0,26.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,163.0,3112.0,19.1,26.0,69.2,73.0,207.0,4.46,18.0,35.0,120.0,7.0,4.245,23.0,88.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,144.0,1703.0,11.8,20.0,43.7,77.0,256.0,4.79,18.0,35.0,120.0,7.0,4.245,22.0,45.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,144.0,2008.0,13.9,12.0,38.6,74.0,196.0,4.45,18.0,41.5,128.0,6.99,3.94,24.0,20.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,23.0,491.0,21.3,7.0,37.8,73.0,201.0,4.37,18.0,39.5,128.0,6.96,3.98,23.0,5.0,2005
396.0,2625.0,6.6,20.0,42.0,299.0,7.1,3.0,122.0,1807.0,14.4,14.5,46.2,69.0,214.0,4.4,18.0,35.0,121.0,6.81,4.1,22.0,12.0,2005
341.0,1858.0,5.4,30.0,7.0,54.0,7.7,0.0,122.0,1807.0,14.4,14.5,46.2,73.0,246.0,4.53,18.0,38.5,124.0,7.44,4.08,22.0,0.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,86.0,1355.0,15.8,12.0,37.6,70.0,168.0,4.37,18.0,35.0,120.0,7.0,4.245,23.0,14.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,172.0,2600.0,15.1,10.0,57.8,73.0,202.0,4.39,18.0,35.0,120.0,7.0,4.245,22.0,0.0,2005
348.0,1975.0,5.7,17.0,23.0,225.0,9.8,0.0,122.0,1807.0,14.4,14.5,46.2,69.0,217.0,4.58,18.0,35.0,120.0,7.0,4.245,22.0,75.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,170.0,2524.0,14.8,12.0,56.1,72.0,189.0,4.41,18.0,36.5,126.0,6.6,3.94,22.0,3.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,107.0,1291.0,12.1,8.0,29.3,76.0,258.0,4.88,28.0,35.0,120.0,7.0,4.245,23.0,10.0,2005
451.0,2661.0,5.9,23.0,11.0,119.0,10.8,1.0,122.0,1807.0,14.4,14.5,46.2,70.0,212.0,4.66,19.0,33.5,108.0,7.02,4.12,25.0,2.0,2005
499.0,3112.0,6.2,28.0,48.0,441.0,9.2,2.0,122.0,1807.0,14.4,14.5,46.2,68.0,210.0,4.46,19.0,36.0,117.0,7.22,4.1,22.0,2.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,93.0,1878.0,20.2,22.0,81.7,76.0,197.0,4.5,18.0,35.0,120.0,7.0,4.245,22.0,16.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,32.0,400.0,12.5,3.0,16.7,77.0,241.0,4.72,18.0,35.0,120.0,7.0,4.245,23.0,0.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,82.0,1187.0,14.5,14.0,25.8,73.0,210.0,4.42,18.0,37.0,114.0,7.03,4.08,23.0,11.0,2005
575.0,3276.0,5.7,35.0,21.0,190.0,9.0,0.0,122.0,1807.0,14.4,14.5,46.2,71.0,221.0,4.49,20.0,40.0,127.0,7.0,4.245,22.0,37.0,2005
315.0,1877.0,6.0,14.0,46.0,408.0,8.9,5.0,122.0,1807.0,14.4,14.5,46.2,73.0,207.0,4.58,18.0,35.0,120.0,7.0,4.245,22.0,1.0,2005
500.0,2394.0,4.8,19.0,138.0,1396.0,10.1,8.0,122.0,1807.0,14.4,14.5,46.2,69.0,208.0,4.63,24.0,34.0,114.0,7.06,4.08,23.0,5.0,2005
815.0,4979.0,6.1,45.0,66.0,609.0,9.2,2.0,122.0,1807.0,14.4,14.5,46.2,66.0,187.0,4.47,23.0,33.0,105.0,6.96,3.96,22.0,25.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,137.0,2025.0,14.8,10.0,45.0,70.0,186.0,4.49,18.0,38.0,125.0,7.05,4.07,22.0,0.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,6.0,67.0,11.2,0.0,5.6,76.0,267.0,4.71,21.0,35.0,118.0,7.0,4.245,23.0,0.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,75.0,997.0,13.3,5.0,22.7,75.0,249.0,4.75,24.0,32.5,114.0,7.21,4.12,24.0,20.0,2005
501.0,2634.0,5.3,17.0,39.0,369.0,9.5,1.0,122.0,1807.0,14.4,14.5,46.2,71.0,225.0,4.61,18.0,35.0,120.0,7.0,4.245,23.0,5.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,239.0,3031.0,12.7,29.0,68.9,67.0,183.0,4.62,18.0,37.0,116.0,6.7,3.94,23.0,0.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,84.0,1547.0,18.4,6.0,36.8,74.0,229.0,4.46,18.0,34.0,116.0,7.0,4.245,23.0,1.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,123.0,1295.0,10.5,10.0,29.4,76.0,260.0,4.72,22.0,36.0,113.0,7.09,4.01,23.0,0.0,2005
134.0,900.0,6.7,4.0,15.0,89.0,5.9,0.0,122.0,1807.0,14.4,14.5,46.2,70.0,196.0,4.49,17.0,34.0,118.0,7.13,4.25,24.0,0.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,156.0,1885.0,12.1,16.0,82.0,72.0,219.0,4.71,18.0,31.5,120.0,7.0,4.245,23.0,0.0,2005
462.0,2524.0,5.5,26.0,72.0,781.0,10.8,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,224.0,4.6,17.0,31.0,108.0,6.95,3.97,23.0,0.0,2005
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,52.0,709.0,13.6,4.0,15.4,77.0,261.0,4.74,16.0,31.5,113.0,7.05,4.25,22.0,0.0,2005
433.0,3169.0,7.3,25.0,95.0,1301.0,13.7,13.0,122.0,1807.0,14.4,14.5,46.2,71.0,201.0,4.37,18.0,35.0,120.0,7.0,4.245,21.0,34.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,83.0,1371.0,16.5,9.0,39.2,75.0,254.0,4.38,33.0,42.0,128.0,7.0,4.17,22.0,42.0,2006
660.0,3933.0,6.0,32.0,21.0,197.0,9.4,1.0,122.0,1807.0,14.4,14.5,46.2,72.0,217.0,4.48,18.0,35.0,120.0,7.0,4.245,21.0,25.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,140.0,2295.0,16.4,25.0,63.8,71.0,188.0,4.35,18.0,35.0,120.0,7.0,4.245,22.0,35.0,2006
969.0,6026.0,6.2,55.0,70.0,723.0,10.3,5.0,122.0,1807.0,14.4,14.5,46.2,69.0,214.0,4.45,25.0,35.5,121.0,7.0,4.245,23.0,51.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,126.0,1571.0,12.5,21.0,32.1,78.0,261.0,4.8,23.0,37.0,118.0,7.24,4.82,22.0,33.0,2006
490.0,2576.0,5.3,18.0,66.0,641.0,9.7,6.0,122.0,1807.0,14.4,14.5,46.2,71.0,214.0,4.4,18.0,38.5,125.0,7.09,4.47,23.0,50.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,120.0,1586.0,13.2,16.0,42.9,73.0,213.0,4.32,18.0,38.5,122.0,6.73,3.97,21.0,2.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,68.0,1106.0,16.3,9.0,23.0,68.0,185.0,4.38,18.0,35.0,120.0,7.0,4.245,22.0,4.0,2006
541.0,3159.0,5.8,52.0,31.0,331.0,10.7,5.0,122.0,1807.0,14.4,14.5,46.2,72.0,238.0,4.49,18.0,35.0,120.0,7.0,4.245,21.0,14.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,86.0,1076.0,12.5,13.0,29.1,78.0,255.0,4.63,27.0,36.0,112.0,7.39,4.21,22.0,3.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,238.0,3539.0,14.9,39.0,84.3,71.0,197.0,4.42,18.0,36.5,117.0,6.68,4.16,22.0,55.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,92.0,1112.0,12.1,8.0,32.7,76.0,259.0,4.72,19.0,33.5,112.0,6.94,4.34,22.0,2.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,10.0,196.0,19.6,0.0,6.1,71.0,190.0,4.41,16.0,38.0,124.0,7.0,4.245,23.0,43.0,2006
481.0,2503.0,5.2,26.0,64.0,819.0,12.8,7.0,122.0,1807.0,14.4,14.5,46.2,67.0,207.0,4.39,18.0,36.0,116.0,7.08,4.38,21.0,73.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,117.0,1345.0,11.5,13.0,38.4,77.0,254.0,4.54,17.0,33.5,115.0,6.81,4.01,23.0,16.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,65.0,1044.0,16.1,10.0,29.0,80.0,258.0,4.62,22.0,37.5,118.0,7.47,4.67,22.0,4.0,2006
619.0,2760.0,4.5,27.0,90.0,909.0,10.1,4.0,122.0,1807.0,14.4,14.5,46.2,69.0,201.0,4.57,18.0,31.5,124.0,7.05,4.2,22.0,1.0,2006
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,105.0,1315.0,12.5,17.0,29.9,74.0,214.0,4.47,18.0,36.5,120.0,6.7,3.99,22.0,0.0,2006
573.0,3222.0,5.6,15.0,43.0,186.0,4.3,2.0,122.0,1807.0,14.4,14.5,46.2,72.0,210.0,4.4,15.0,36.5,122.0,6.81,4.25,23.0,20.0,2006
