rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
374.0,1964.0,5.3,13.0,90.0,860.0,9.6,7.0,122.0,1807.0,14.4,14.5,46.2,72.0,208.0,4.43,14.0,39.5,118.0,6.89,4.22,22.0,4.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,157.0,2054.0,13.1,16.0,40.3,77.0,240.0,4.52,19.0,33.0,115.0,6.96,4.46,23.0,1.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,79.0,852.0,10.8,5.0,25.8,77.0,262.0,4.84,21.0,30.5,107.0,7.31,4.56,24.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,77.0,1245.0,16.2,13.0,25.9,74.0,203.0,4.32,12.0,35.0,120.0,7.0,4.245,22.0,11.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,215.0,3255.0,15.1,30.0,88.0,73.0,200.0,4.53,17.0,34.0,120.0,6.78,4.24,23.0,17.0,2009
523.0,2539.0,4.9,22.0,70.0,631.0,9.0,2.0,122.0,1807.0,14.4,14.5,46.2,72.0,224.0,4.37,24.0,37.0,115.0,7.35,4.33,22.0,7.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,207.0,2781.0,13.4,19.0,59.2,72.0,189.0,4.37,18.0,37.0,113.0,6.96,4.1,22.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,292.0,4138.0,14.2,60.0,84.4,70.0,191.0,4.5,13.0,42.5,129.0,7.1,4.41,23.0,4.0,2009
843.0,4398.0,5.2,34.0,96.0,719.0,7.5,1.0,122.0,1807.0,14.4,14.5,46.2,69.0,205.0,4.5,23.0,34.0,115.0,6.87,4.11,22.0,5.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,182.0,2756.0,15.1,17.0,61.2,72.0,210.0,4.59,18.0,35.0,120.0,7.0,4.245,22.0,0.0,2009
753.0,3881.0,5.2,47.0,51.0,441.0,8.6,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,218.0,4.45,17.0,32.0,109.0,7.15,4.37,23.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,67.0,643.0,9.6,4.0,17.9,77.0,251.0,4.78,20.0,33.5,112.0,6.84,4.27,22.0,2.0,2009
140.0,597.0,4.3,8.0,75.0,792.0,10.6,3.0,122.0,1807.0,14.4,14.5,46.2,72.0,220.0,4.57,19.0,35.0,111.0,6.85,4.29,23.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,119.0,1710.0,14.4,17.0,35.6,71.0,189.0,4.5,18.0,35.0,120.0,7.0,4.245,22.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,164.0,2653.0,16.2,14.0,52.0,69.0,189.0,4.45,13.0,30.0,110.0,7.03,4.28,23.0,5.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,153.0,2763.0,18.1,22.0,70.8,76.0,218.0,4.43,9.0,32.0,116.0,7.04,4.33,24.0,0.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,41.0,484.0,11.8,10.0,14.2,75.0,244.0,4.61,24.0,32.5,115.0,6.99,4.36,22.0,2.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,132.0,1931.0,14.6,16.0,38.6,73.0,184.0,4.31,7.0,41.5,129.0,6.62,4.11,22.0,1.0,2009
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,40.0,401.0,10.0,4.0,9.8,77.0,255.0,4.79,26.0,33.0,122.0,6.92,4.26,24.0,0.0,2009
606.0,3547.0,5.9,32.0,123.0,1420.0,11.5,11.0,122.0,1807.0,14.4,14.5,46.2,71.0,196.0,4.37,18.0,35.0,120.0,7.0,4.245,23.0,32.0,2010
534.0,3280.0,6.1,39.0,19.0,268.0,14.1,2.0,122.0,1807.0,14.4,14.5,46.2,72.0,218.0,4.37,19.0,36.0,121.0,7.0,4.33,22.0,37.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,111.0,1629.0,14.7,26.0,39.7,77.0,261.0,4.66,20.0,35.0,113.0,7.07,4.53,22.0,22.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,120.0,2339.0,19.5,15.0,60.0,75.0,224.0,4.52,18.0,35.0,120.0,7.0,4.245,22.0,65.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,147.0,2425.0,16.5,29.0,86.6,74.0,225.0,4.52,18.0,35.0,120.0,7.0,4.245,21.0,61.0,2010
364.0,2668.0,7.3,29.0,62.0,533.0,8.6,6.0,122.0,1807.0,14.4,14.5,46.2,70.0,199.0,4.34,18.0,32.5,113.0,6.75,4.17,21.0,13.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,115.0,1471.0,12.8,6.0,43.3,69.0,172.0,4.53,20.0,37.5,118.0,7.0,4.06,21.0,17.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,159.0,2221.0,14.0,7.0,60.0,73.0,219.0,4.57,20.0,37.0,118.0,7.0,4.245,21.0,7.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,75.0,1197.0,16.0,16.0,54.4,78.0,264.0,4.68,23.0,35.0,120.0,7.0,4.245,21.0,70.0,2010
671.0,3522.0,5.2,44.0,39.0,395.0,10.1,0.0,122.0,1807.0,14.4,14.5,46.2,72.0,231.0,4.5,22.0,38.0,118.0,6.94,4.25,23.0,13.0,2010
678.0,3321.0,4.9,24.0,53.0,336.0,6.3,0.0,122.0,1807.0,14.4,14.5,46.2,71.0,220.0,4.34,26.0,40.5,124.0,6.91,4.12,22.0,13.0,2010
560.0,2391.0,4.3,26.0,38.0,405.0,10.7,1.0,122.0,1807.0,14.4,14.5,46.2,72.0,225.0,4.49,21.0,41.0,124.0,6.87,4.14,23.0,4.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,157.0,2707.0,17.2,26.0,73.2,70.0,199.0,4.42,17.0,35.0,120.0,7.12,4.34,22.0,17.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,124.0,1557.0,12.6,12.0,29.9,76.0,249.0,4.59,23.0,34.0,115.0,7.32,4.59,23.0,9.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,147.0,2114.0,14.4,17.0,55.6,73.0,197.0,4.52,19.0,38.0,118.0,6.79,4.24,22.0,10.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,175.0,2517.0,14.4,25.0,49.4,74.0,211.0,4.58,18.0,36.0,115.0,6.81,4.23,23.0,19.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,285.0,3791.0,13.3,34.0,80.7,71.0,186.0,4.4,12.0,39.5,126.0,6.64,4.1,23.0,11.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,248.0,3191.0,12.9,33.0,60.2,71.0,193.0,4.6,16.0,36.5,116.0,7.0,4.245,24.0,5.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,227.0,3119.0,13.7,24.0,69.3,75.0,217.0,4.54,15.0,35.0,120.0,7.0,4.245,23.0,26.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,149.0,2019.0,13.6,14.0,38.8,72.0,204.0,4.4,16.0,37.0,114.0,6.82,4.34,22.0,1.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,76.0,953.0,12.5,11.0,19.9,75.0,245.0,4.69,18.0,34.0,113.0,7.1,4.42,23.0,9.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,17.0,213.0,12.5,5.0,16.4,78.0,260.0,4.53,18.0,38.5,120.0,6.9,4.45,23.0,39.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,204.0,3003.0,14.7,25.0,75.1,72.0,187.0,4.61,18.0,39.0,116.0,6.92,4.4,23.0,1.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,133.0,2044.0,15.4,20.0,70.5,73.0,221.0,4.53,8.0,33.5,116.0,6.9,4.31,23.0,25.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,53.0,997.0,18.8,8.0,29.3,75.0,210.0,4.39,16.0,34.0,123.0,6.94,4.6,22.0,1.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,143.0,1986.0,13.9,16.0,41.4,69.0,186.0,4.28,15.0,33.5,115.0,7.0,4.44,23.0,12.0,2010
347.0,2213.0,6.4,13.0,66.0,542.0,8.2,2.0,122.0,1807.0,14.4,14.5,46.2,71.0,198.0,4.4,18.0,36.5,120.0,7.0,4.245,22.0,6.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,111.0,1382.0,12.5,12.0,34.6,74.0,245.0,4.64,18.0,35.0,120.0,7.0,4.245,20.0,21.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,221.0,2901.0,13.1,21.0,58.0,76.0,245.0,4.68,27.0,34.0,113.0,6.72,4.17,25.0,16.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,121.0,1492.0,12.3,16.0,40.3,75.0,243.0,4.71,20.0,34.5,112.0,7.09,4.35,24.0,7.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,40.0,490.0,12.3,4.0,12.0,76.0,264.0,4.77,25.0,35.0,120.0,7.0,4.245,22.0,1.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,87.0,1146.0,13.2,8.0,24.4,76.0,254.0,4.68,23.0,32.0,112.0,7.0,4.245,21.0,9.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,106.0,1615.0,15.2,11.0,62.1,72.0,191.0,4.56,15.0,37.0,114.0,6.95,4.38,23.0,2.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,81.0,1496.0,18.5,18.0,29.3,75.0,222.0,4.53,18.0,33.0,114.0,7.0,4.245,22.0,17.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,13.0,98.0,7.5,1.0,2.0,77.0,261.0,4.72,18.0,31.5,120.0,7.0,4.245,23.0,0.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,199.0,2030.0,10.2,16.0,81.2,74.0,224.0,4.62,13.0,35.0,115.0,7.0,4.23,23.0,0.0,2010
910.0,3994.0,4.4,42.0,56.0,449.0,8.0,4.0,122.0,1807.0,14.4,14.5,46.2,73.0,233.0,4.67,15.0,33.0,121.0,7.09,4.49,22.0,3.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,105.0,1648.0,15.7,9.0,44.5,75.0,215.0,4.46,16.0,36.0,122.0,6.96,4.55,22.0,0.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,47.0,612.0,13.0,3.0,13.0,76.0,268.0,4.97,18.0,29.0,109.0,7.0,4.245,22.0,0.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,46.0,731.0,15.9,3.0,20.3,76.0,259.0,4.71,19.0,35.5,113.0,6.99,4.57,22.0,4.0,2010
517.0,3226.0,6.2,35.0,15.0,263.0,17.5,1.0,122.0,1807.0,14.4,14.5,46.2,71.0,229.0,4.64,15.0,33.0,107.0,7.56,4.67,21.0,8.0,2010
523.0,2436.0,4.7,28.0,93.0,672.0,7.2,3.0,122.0,1807.0,14.4,14.5,46.2,74.0,218.0,4.5,15.0,36.0,119.0,6.89,4.23,24.0,26.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,305.0,3199.0,10.5,22.0,78.0,70.0,186.0,4.56,13.0,33.5,105.0,6.98,4.18,22.0,86.0,2010
115.0,776.0,6.7,4.0,7.0,72.0,10.3,0.0,122.0,1807.0,14.4,14.5,46.2,65.0,166.0,4.34,10.0,42.0,116.0,6.54,4.48,24.0,0.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,116.0,1555.0,13.4,4.0,33.1,75.0,217.0,4.43,15.0,34.5,124.0,6.94,4.41,23.0,3.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,109.0,1626.0,14.9,18.0,39.7,70.0,188.0,4.4,11.0,33.0,118.0,7.0,4.19,22.0,6.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,63.0,708.0,11.2,12.0,21.5,73.0,226.0,4.4,24.0,43.5,125.0,6.96,4.3,22.0,0.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,41.0,455.0,11.1,7.0,11.7,77.0,246.0,4.82,17.0,35.0,120.0,7.0,4.245,23.0,2.0,2010
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,166.0,2619.0,15.8,23.0,81.8,76.0,211.0,4.48,18.0,34.5,126.0,6.91,4.21,23.0,71.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,179.0,2653.0,14.8,15.0,66.3,75.0,220.0,4.34,17.0,38.5,135.0,6.66,4.25,22.0,97.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,128.0,2337.0,18.3,16.0,59.9,76.0,228.0,4.49,20.0,42.0,129.0,7.07,4.34,22.0,4.0,2011
572.0,3261.0,5.7,42.0,60.0,670.0,11.2,4.0,122.0,1807.0,14.4,14.5,46.2,69.0,215.0,4.62,21.0,31.5,118.0,7.13,4.62,21.0,51.0,2011
403.0,2132.0,5.3,30.0,26.0,289.0,11.1,2.0,122.0,1807.0,14.4,14.5,46.2,69.0,212.0,4.59,19.0,40.0,123.0,6.96,4.18,21.0,1.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,90.0,1032.0,11.5,8.0,35.6,78.0,259.0,4.83,18.0,35.0,120.0,7.0,4.245,21.0,35.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,204.0,3063.0,15.0,25.0,71.2,71.0,174.0,4.43,18.0,35.0,123.0,7.0,4.245,22.0,8.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,78.0,1160.0,14.9,8.0,35.2,75.0,243.0,4.65,25.0,34.5,122.0,6.94,4.15,23.0,13.0,2011
556.0,2834.0,5.1,29.0,74.0,674.0,9.1,6.0,122.0,1807.0,14.4,14.5,46.2,70.0,210.0,4.49,31.0,34.0,115.0,6.95,4.28,22.0,16.0,2011
424.0,2557.0,6.0,23.0,37.0,439.0,11.9,5.0,122.0,1807.0,14.4,14.5,46.2,72.0,227.0,4.56,21.0,38.0,122.0,6.82,4.4,21.0,5.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,152.0,2215.0,14.6,19.0,58.3,73.0,204.0,4.41,19.0,41.0,126.0,6.72,4.13,22.0,28.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,75.0,823.0,11.0,6.0,34.3,74.0,231.0,4.51,27.0,40.5,129.0,6.8,4.21,22.0,12.0,2011
545.0,2850.0,5.2,30.0,52.0,428.0,8.2,0.0,122.0,1807.0,14.4,14.5,46.2,72.0,230.0,4.62,21.0,35.0,120.0,7.0,4.245,23.0,11.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,78.0,1228.0,15.7,8.0,25.1,77.0,248.0,4.46,22.0,37.0,117.0,6.9,4.21,23.0,9.0,2011
759.0,3685.0,4.9,50.0,157.0,1571.0,10.0,13.0,122.0,1807.0,14.4,14.5,46.2,72.0,213.0,4.37,21.0,34.5,124.0,7.28,4.18,23.0,40.0,2011
306.0,1419.0,4.6,19.0,17.0,94.0,5.5,0.0,122.0,1807.0,14.4,14.5,46.2,71.0,225.0,4.65,18.0,36.0,118.0,6.78,4.21,22.0,23.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,229.0,2838.0,12.4,39.0,54.6,75.0,209.0,4.56,14.0,33.5,120.0,6.68,3.88,23.0,8.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,134.0,2160.0,16.1,22.0,51.4,73.0,209.0,4.4,14.0,36.0,117.0,6.94,4.21,22.0,9.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,209.0,3110.0,14.9,23.0,70.7,71.0,187.0,4.68,12.0,33.5,121.0,6.64,4.25,22.0,8.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,262.0,3128.0,11.9,18.0,62.6,69.0,185.0,4.46,11.0,37.5,124.0,7.07,4.25,22.0,2.0,2011
232.0,1652.0,7.1,20.0,38.0,461.0,12.1,2.0,122.0,1807.0,14.4,14.5,46.2,72.0,225.0,4.45,20.0,34.0,114.0,6.91,4.15,23.0,5.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,16.0,126.0,7.9,1.0,10.5,77.0,254.0,4.53,23.0,37.5,119.0,6.82,4.03,23.0,10.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,85.0,956.0,11.2,8.0,18.4,77.0,258.0,4.68,27.0,33.0,115.0,7.03,4.4,23.0,3.0,2011
578.0,3404.0,5.9,28.0,54.0,501.0,9.3,0.0,122.0,1807.0,14.4,14.5,46.2,71.0,219.0,4.4,11.0,36.5,119.0,6.67,4.01,22.0,13.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,285.0,4345.0,15.2,26.0,90.5,73.0,210.0,4.53,15.0,37.0,120.0,6.65,4.1,23.0,1.0,2011
708.0,4181.0,5.9,37.0,63.0,519.0,8.2,2.0,122.0,1807.0,14.4,14.5,46.2,67.0,199.0,4.46,24.0,35.0,122.0,6.74,4.21,22.0,12.0,2011
646.0,3104.0,4.8,24.0,28.0,208.0,7.4,1.0,122.0,1807.0,14.4,14.5,46.2,69.0,222.0,4.54,27.0,37.0,120.0,6.92,4.07,24.0,3.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,154.0,1854.0,12.0,13.0,59.8,74.0,201.0,4.62,14.0,35.0,120.0,7.0,4.245,21.0,4.0,2011
436.0,2338.0,5.4,19.0,45.0,344.0,7.6,3.0,122.0,1807.0,14.4,14.5,46.2,70.0,207.0,4.51,18.0,35.0,120.0,7.0,4.245,22.0,26.0,2011
311.0,1311.0,4.2,12.0,50.0,398.0,8.0,3.0,122.0,1807.0,14.4,14.5,46.2,71.0,233.0,4.53,24.0,36.5,120.0,7.16,4.39,21.0,1.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,183.0,2242.0,12.3,21.0,62.3,70.0,199.0,4.42,19.0,35.0,120.0,7.0,4.245,23.0,1.0,2011
225.0,1119.0,5.0,7.0,39.0,447.0,11.5,0.0,122.0,1807.0,14.4,14.5,46.2,70.0,209.0,4.5,18.0,32.5,117.0,7.07,4.31,23.0,0.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,152.0,1855.0,12.2,10.0,36.4,74.0,245.0,4.59,20.0,33.5,111.0,7.29,4.51,22.0,3.0,2011
788.0,3877.0,4.9,46.0,151.0,1056.0,7.0,5.0,122.0,1807.0,14.4,14.5,46.2,66.0,196.0,4.59,18.0,33.0,113.0,7.31,4.26,21.0,17.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,112.0,2004.0,17.9,18.0,38.5,72.0,194.0,4.43,13.0,36.0,118.0,6.78,4.15,22.0,15.0,2011
544.0,2860.0,5.3,30.0,52.0,405.0,7.8,1.0,122.0,1807.0,14.4,14.5,46.2,67.0,193.0,4.56,17.0,34.5,112.0,6.9,4.18,20.0,1.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,120.0,1299.0,10.8,12.0,26.0,69.0,189.0,4.56,16.0,34.5,120.0,7.0,4.245,22.0,19.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,103.0,1532.0,14.9,5.0,33.3,73.0,224.0,4.45,24.0,34.5,117.0,6.9,4.14,22.0,6.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,140.0,1884.0,13.5,7.0,39.3,73.0,202.0,4.53,18.0,38.5,123.0,6.67,4.09,22.0,0.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,268.0,3001.0,11.2,20.0,60.0,70.0,203.0,4.53,10.0,34.0,111.0,6.77,4.21,23.0,6.0,2011
686.0,3932.0,5.7,29.0,61.0,562.0,9.2,3.0,122.0,1807.0,14.4,14.5,46.2,72.0,212.0,4.65,20.0,34.0,113.0,7.07,4.18,23.0,4.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,181.0,3314.0,18.3,30.0,72.0,70.0,184.0,4.35,17.0,40.0,126.0,6.65,4.09,22.0,5.0,2011
267.0,1585.0,5.9,16.0,14.0,176.0,12.6,4.0,122.0,1807.0,14.4,14.5,46.2,71.0,242.0,4.53,28.0,29.0,113.0,6.97,4.39,23.0,0.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,72.0,939.0,13.0,11.0,23.5,75.0,249.0,4.54,23.0,42.5,130.0,6.9,4.4,23.0,5.0,2011
430.0,2401.0,5.6,17.0,48.0,509.0,10.6,4.0,122.0,1807.0,14.4,14.5,46.2,71.0,211.0,4.4,19.0,34.0,117.0,7.15,4.2,23.0,1.0,2011
546.0,3036.0,5.6,33.0,33.0,401.0,12.2,5.0,122.0,1807.0,14.4,14.5,46.2,73.0,228.0,4.56,24.0,41.5,120.0,6.79,4.06,23.0,1.0,2011
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,146.0,2242.0,15.4,18.0,46.7,74.0,204.0,4.41,14.0,35.0,120.0,7.0,4.245,25.0,0.0,2011
540.0,3130.0,5.8,35.0,68.0,730.0,10.7,7.0,122.0,1807.0,14.4,14.5,46.2,69.0,228.0,4.48,18.0,35.0,120.0,7.0,4.245,22.0,7.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,253.0,3564.0,14.1,40.0,93.8,73.0,207.0,4.46,14.0,35.0,120.0,7.0,4.245,22.0,9.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,271.0,3686.0,13.6,37.0,85.7,75.0,220.0,4.4,16.0,36.5,122.0,7.0,4.245,22.0,27.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,302.0,4004.0,13.3,30.0,80.1,70.0,196.0,4.49,18.0,38.5,121.0,6.93,4.18,22.0,24.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,167.0,2432.0,14.6,19.0,52.9,72.0,190.0,4.37,12.0,38.5,124.0,7.0,4.245,22.0,0.0,2012
617.0,3431.0,5.6,43.0,67.0,715.0,10.7,4.0,122.0,1807.0,14.4,14.5,46.2,69.0,223.0,4.46,28.0,36.0,120.0,6.79,4.16,23.0,35.0,2012
462.0,2662.0,5.8,18.0,37.0,363.0,9.8,5.0,122.0,1807.0,14.4,14.5,46.2,70.0,206.0,4.38,18.0,41.0,132.0,7.09,4.12,21.0,5.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,96.0,1543.0,16.1,18.0,30.3,78.0,247.0,4.51,27.0,35.0,120.0,7.0,4.245,23.0,18.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,49.0,1248.0,25.5,9.0,32.8,76.0,215.0,4.36,14.0,39.5,133.0,6.88,4.48,21.0,4.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,183.0,3042.0,16.6,23.0,76.1,75.0,216.0,4.48,18.0,35.0,120.0,7.0,4.245,22.0,33.0,2012
545.0,3288.0,6.0,27.0,87.0,721.0,8.3,6.0,122.0,1807.0,14.4,14.5,46.2,70.0,197.0,4.39,18.0,33.0,116.0,6.95,4.32,22.0,1.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,349.0,4586.0,13.1,45.0,95.5,70.0,192.0,4.57,21.0,35.0,120.0,7.0,4.245,24.0,3.0,2012
771.0,5082.0,6.6,53.0,51.0,586.0,11.5,4.0,122.0,1807.0,14.4,14.5,46.2,68.0,194.0,4.35,15.0,35.0,123.0,6.88,4.12,22.0,2.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,97.0,1634.0,16.8,13.0,40.9,75.0,210.0,4.55,15.0,31.0,121.0,6.99,4.36,21.0,21.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,93.0,1079.0,11.6,12.0,26.3,75.0,255.0,4.85,27.0,32.0,110.0,7.12,4.37,22.0,11.0,2012
573.0,3243.0,5.7,36.0,33.0,338.0,10.2,2.0,122.0,1807.0,14.4,14.5,46.2,69.0,200.0,4.42,17.0,37.0,120.0,7.0,4.245,20.0,15.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,136.0,1955.0,14.4,18.0,46.5,74.0,211.0,4.39,14.0,36.5,123.0,7.03,4.15,22.0,2.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,99.0,1453.0,14.7,12.0,31.6,71.0,188.0,4.34,8.0,33.5,120.0,6.77,4.18,23.0,6.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,147.0,1332.0,9.1,8.0,26.6,77.0,252.0,4.52,21.0,36.0,131.0,7.03,4.32,22.0,0.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,210.0,2263.0,10.8,12.0,59.6,73.0,211.0,4.62,19.0,36.0,126.0,6.88,4.22,23.0,15.0,2012
663.0,3570.0,5.4,53.0,19.0,178.0,9.4,1.0,122.0,1807.0,14.4,14.5,46.2,72.0,218.0,4.45,17.0,36.5,123.0,7.07,4.28,21.0,10.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,229.0,3531.0,15.4,24.0,70.6,69.0,183.0,4.34,18.0,35.0,120.0,7.0,4.245,22.0,71.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,163.0,2473.0,15.2,21.0,68.7,71.0,198.0,4.35,19.0,33.5,118.0,6.97,4.23,22.0,11.0,2012
335.0,1918.0,5.7,15.0,28.0,181.0,6.5,1.0,122.0,1807.0,14.4,14.5,46.2,71.0,212.0,4.34,18.0,33.0,120.0,7.0,4.245,21.0,22.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,131.0,2146.0,16.4,13.0,43.8,70.0,172.0,4.31,14.0,38.0,119.0,7.0,4.245,22.0,13.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,164.0,2410.0,14.7,17.0,51.3,71.0,179.0,4.51,18.0,36.0,123.0,7.09,4.245,22.0,0.0,2012
565.0,3315.0,5.9,40.0,67.0,845.0,12.6,11.0,122.0,1807.0,14.4,14.5,46.2,70.0,222.0,4.42,28.0,36.0,122.0,7.16,4.31,22.0,12.0,2012
516.0,2856.0,5.5,27.0,49.0,444.0,9.2,2.0,98.0,1327.0,13.5,8.0,30.9,69.0,187.0,4.36,17.0,39.0,123.0,7.0,4.245,24.0,0.0,2012
