qb_Cmp,qb_Att,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_Y/A,qb_AY/A,qb_Y/G,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,av_class_q,draft_year
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,74.0,216.0,4.795,22.0,32.25,112.0,7.09,4.28,24.0,1,2024
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,75.0,219.0,4.795,22.0,32.25,112.0,6.82,4.23,21.0,1,2024
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,74.0,214.0,4.795,22.0,32.25,112.0,7.09,4.28,24.0,2,2024
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,72.0,211.0,4.95,22.0,32.0,108.0,7.21,4.37,23.0,1,2024
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,77.0,235.0,4.795,22.0,35.0,121.0,7.09,4.28,24.0,0,2024
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,74.0,219.0,4.795,22.0,32.25,112.0,7.09,4.28,23.0,1,2025
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,74.0,223.0,4.795,22.0,32.25,112.0,7.09,4.28,22.0,1,2025
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,77.0,219.0,4.63,22.0,32.0,117.0,7.09,4.28,25.0,1,2025
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,74.0,217.0,4.795,22.0,32.25,112.0,7.09,4.28,22.0,0,2025
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,71.0,205.0,4.795,22.0,32.25,112.0,7.09,4.28,24.0,0,2025
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,74.0,212.0,4.795,22.0,32.25,112.0,7.09,4.28,23.0,0,2025
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,76.0,216.0,4.795,22.0,32.25,112.0,7.09,4.28,22.0,0,2025
634.0,1023.0,61.849999999999994,8198.0,60.0,24.0,7.85,7.9,206.85,74.0,214.0,4.795,22.0,32.25,112.0,7.09,4.28,22.0,0,2025
