Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,dr_av,PosGroup
Donovan Wilson,,DAL,6,213,2019,Texas A&M,2014,2018,47.0,,,,,,,,,,,,,,DB,Texas A&M,,,,,,,,,,,,,,,,,,,,,8.0,1.0,8.0,23.0,DB
Kris Boyd,,MIN,7,217,2019,Texas,2015,2018,51.0,,,,,,,,,,,,,,CB,Texas,,,,,,,,,,,,,,,,,,,,,4.0,0.0,36.0,6.0,DB
Nick Scott,,RAM,7,243,2019,Penn State,2016,2018,39.0,,,,,,,,,,,,,,CB,Penn State,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,7.0,DB
Jeffrey Okudah,,DET,1,3,2020,Ohio State,2017,2019,41.0,,,,,,,,,,,,,,CB,Ohio State,,,,,,,,,,,,,,,,,,,,,3.0,0.0,18.0,7.0,DB
C.J. Henderson,,JAX,1,9,2020,Florida,2017,2019,33.0,,,,,,,,,,,,,,CB,Florida,,,,,,,,,,,,,,,,,,,,,6.0,2.0,22.0,4.0,DB
A.J. Terrell,,ATL,1,16,2020,Clemson,2017,2019,44.0,,,,,,,,,,,,,,CB,Clemson,,,,,,,,,,,,,,,,,,,,,6.0,1.0,14.0,31.0,DB
Damon Arnette,,RAI,1,19,2020,Ohio State,2016,2019,53.0,,,,,,,,,,,,,,CB,Ohio State,,,,,,,,,,,,,,,,,,,,,5.0,1.0,22.0,2.0,DB
Noah Igbinoghene,,MIA,1,30,2020,Auburn,2019,2019,13.0,,,,,,,,,,,,,,DB,Auburn,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,4.0,DB
Jeff Gladney,,MIN,1,31,2020,Texas Christian,2016,2019,50.0,,,,,,,,,,,,,,CB,Texas Christian,,,,,,,,,,,,,,,,,,,,,5.0,0.0,38.0,5.0,DB
Xavier McKinney,,NYG,2,36,2020,Alabama,2017,2019,41.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,5.0,2.0,15.0,15.0,DB
Grant Delpit,,CLE,2,44,2020,LSU,2017,2019,40.0,,,,,,,,,,,,,,S,LSU,,,,,,,,,,,,,,,,,,,,,8.0,0.0,24.0,26.0,DB
Antoine Winfield Jr.,,TAM,2,45,2020,Minnesota,2016,2019,34.0,,,,,,,,,,,,,,DB,Minnesota,,,,,,,,,,,,,,,,,,,,,9.0,2.0,6.0,44.0,DB
Jaylon Johnson,,CHI,2,50,2020,Utah,2017,2019,38.0,,,,,,,,,,,,,,DB,Utah,,,,,,,,,,,,,,,,,,,,,7.0,2.0,21.0,30.0,DB
Trevon Diggs,,DAL,2,51,2020,Alabama,2017,2019,31.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,4.0,1.0,17.0,33.0,DB
Kristian Fulton,,OTI,2,61,2020,LSU,2016,2019,28.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,2.0,0.0,23.0,13.0,DB
Ashtyn Davis,,NYJ,3,68,2020,California,2016,2019,48.0,,,,,,,,,,,,,,CB,California,,,,,,,,,,,,,,,,,,,,,7.0,1.0,12.0,10.0,DB
Brandon Jones,,MIA,3,70,2020,Texas,2016,2019,47.0,,,,,,,,,,,,,,DB,Texas,,,,,,,,,,,,,,,,,,,,,4.0,0.0,7.0,10.0,DB
Michael Ojemudia,,DEN,3,77,2020,Iowa,2016,2019,51.0,,,,,,,,,,,,,,DB,Iowa,,,,,,,,,,,,,,,,,,,,,6.0,0.0,17.0,4.0,DB
Julian Blackmon,,CLT,3,85,2020,Utah,2016,2019,49.0,,,,,,,,,,,,,,DB,Utah,,,,,,,,,,,,,,,,,,,,,9.0,2.0,20.0,20.0,DB
Cameron Dantzler,,MIN,3,89,2020,Mississippi State,2017,2019,35.0,,,,,,,,,,,,,,DB,Mississippi State,,,,,,,,,,,,,,,,,,,,,5.0,0.0,20.0,10.0,DB
Terrell Burgess,,RAM,3,104,2020,Utah,2016,2019,45.0,,,,,,,,,,,,,,DB,Utah,,,,,,,,,,,,,,,,,,,,,1.0,0.0,9.0,2.0,DB
Darnay Holmes,,NYG,4,110,2020,UCLA,2017,2019,35.0,,,,,,,,,,,,,,DB,UCLA,,,,,,,,,,,,,,,,,,,,,8.0,2.0,20.0,7.0,DB
Troy Pride Jr.,,CAR,4,113,2020,Notre Dame,2016,2019,46.0,,,,,,,,,,,,,,CB,Notre Dame,,,,,,,,,,,,,,,,,,,,,4.0,0.0,18.0,3.0,DB
Reginald Robinson II,,DAL,4,123,2020,Tulsa,2016,2018,29.0,,,,,,,,,,,,,,CB,Tulsa,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.0,0.0,DB
K'Von Wallace,,PHI,4,127,2020,Clemson,2016,2019,59.0,,,,,,,,,,,,,,DB,Clemson,,,,,,,,,,,,,,,,,,,,,5.0,1.0,16.0,4.0,DB
Jaylinn Hawkins,,ATL,4,134,2020,California,2015,2019,50.0,,,,,,,,,,,,,,CB,California,,,,,,,,,,,,,,,,,,,,,10.0,0.0,7.0,9.0,DB
Josiah Scott,,JAX,4,137,2020,Michigan State,2017,2019,30.0,,,,,,,,,,,,,,CB,Michigan State,,,,,,,,,,,,,,,,,,,,,7.0,0.0,24.0,0.0,DB
L'Jarius Sneed,,KAN,4,138,2020,Louisiana Tech,2016,2019,51.0,,,,,,,,,,,,,,CB,Louisiana Tech,,,,,,,,,,,,,,,,,,,,,8.0,3.0,20.0,19.0,DB
Amik Robertson,,RAI,4,139,2020,Louisiana Tech,2017,2019,38.0,,,,,,,,,,,,,,CB,Louisiana Tech,,,,,,,,,,,,,,,,,,,,,14.0,3.0,34.0,9.0,DB
John Reid,,HTX,4,141,2020,Penn State,2015,2019,51.0,,,,,,,,,,,,,,CB,Penn State,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,1.0,DB
Kenny Robinson,,CAR,5,152,2020,West Virginia,2017,2018,25.0,,,,,,,,,,,,,,S,West Virginia,,,,,,,,,,,,,,,,,,,,,7.0,2.0,7.0,1.0,DB
Daniel Thomas,,JAX,5,157,2020,Auburn,2016,2019,51.0,,,,,,,,,,,,,,DB,Auburn,,,,,,,,,,,,,,,,,,,,,5.0,1.0,8.0,5.0,DB
Bryce Hall,,NYJ,5,158,2020,Virginia,2016,2019,44.0,,,,,,,,,,,,,,DB,Virginia,,,,,,,,,,,,,,,,,,,,,5.0,0.0,39.0,10.0,DB
Kindle Vildor,,CHI,5,163,2020,Georgia Southern,2016,2019,48.0,,,,,,,,,,,,,,CB,Georgia Southern,,,,,,,,,,,,,,,,,,,,,9.0,0.0,24.0,7.0,DB
Harrison Hand,,MIN,5,169,2020,Temple,2017,2019,34.0,,,,,,,,,,,,,,CB,BaylorTemple,,,,,,,,,,,,,,,,,,,,,4.0,0.0,16.0,2.0,DB
Alohi Gilman,,SDG,6,186,2020,Notre Dame,2016,2019,40.0,,,,,,,,,,,,,,S,NavyNotre Dame,,,,,,,,,,,,,,,,,,,,,3.0,0.0,12.0,14.0,DB
Antoine Brooks,,PIT,6,198,2020,Maryland,2018,2019,24.0,,,,,,,,,,,,,,DB,Maryland,,,,,,,,,,,,,,,,,,,,,2.0,0.0,8.0,0.0,DB
Jordan Fuller,,RAM,6,199,2020,Ohio State,2016,2019,52.0,,,,,,,,,,,,,,S,Ohio State,,,,,,,,,,,,,,,,,,,,,6.0,0.0,10.0,15.0,DB
Josh Metellus,,MIN,6,205,2020,Michigan,2016,2019,46.0,,,,,,,,,,,,,,S,Michigan,,,,,,,,,,,,,,,,,,,,,5.0,1.0,16.0,20.0,DB
Isaiah Rodgers,,CLT,6,211,2020,Massachusetts,2016,2019,45.0,,,,,,,,,,,,,,CB,Massachusetts,,,,,,,,,,,,,,,,,,,,,11.0,3.0,35.0,7.0,DB
Kamren Curl,,WAS,7,216,2020,Arkansas,2017,2019,34.0,,,,,,,,,,,,,,DB,Arkansas,,,,,,,,,,,,,,,,,,,,,2.0,0.0,15.0,17.0,DB
Geno Stone,,RAV,7,219,2020,Iowa,2017,2019,38.0,,,,,,,,,,,,,,DB,Iowa,,,,,,,,,,,,,,,,,,,,,6.0,1.0,7.0,11.0,DB
Stantley Thomas-Oliver III,,CAR,7,221,2020,Florida International,2018,2019,26.0,,,,,,,,,,,,,,DB,Florida International,,,,,,,,,,,,,,,,,,,,,2.0,0.0,18.0,2.0,DB
Chris Claybrooks,,JAX,7,223,2020,Memphis,2018,2019,21.0,,,,,,,,,,,,,,DB,Memphis,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,5.0,DB
Vernon Scott,,GNB,7,236,2020,Texas Christian,2017,2019,34.0,,,,,,,,,,,,,,S,Texas Christian,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10.0,1.0,DB
Thakarius Keyes,,KAN,7,237,2020,Tulane,2016,2019,39.0,,,,,,,,,,,,,,DB,Tulane,,,,,,,,,,,,,,,,,,,,,2.0,0.0,18.0,1.0,DB
Dane Jackson,,BUF,7,239,2020,Pitt,2016,2019,50.0,,,,,,,,,,,,,,DB,Pitt,,,,,,,,,,,,,,,,,,,,,4.0,1.0,39.0,12.0,DB
Chris Jackson,,OTI,7,243,2020,Marshall,2016,2019,49.0,,,,,,,,,,,,,,DB,Marshall,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,2.0,DB
