Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,dr_av,PosGroup
Patrick Peterson,,CRD,1,5,2011,LSU,2008,2010,39.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,95.0,DB
Prince Amukamara,,NYG,1,19,2011,Nebraska,2007,2010,49.0,,,,,,,,,,,,,,DB,Nebraska,,,,,,,,,,,,,,,,,,,,,5.0,0.0,15.0,15.0,DB
Jimmy Smith,,RAV,1,27,2011,Colorado,2007,2010,41.0,,,,,,,,,,,,,,DB,Colorado,,,,,,,,,,,,,,,,,,,,,3.0,1.0,9.0,33.0,DB
Ras-I Dowling,,NWE,2,33,2011,Virginia,2007,2010,40.0,,,,,,,,,,,,,,DB,Virginia,,,,,,,,,,,,,,,,,,,,,8.0,0.0,1.0,1.0,DB
Aaron Williams,,BUF,2,34,2011,Texas,2008,2010,37.0,,,,,,,,,,,,,,DB,Texas,,,,,,,,,,,,,,,,,,,,,4.0,1.0,0.0,17.0,DB
Rahim Moore,,DEN,2,45,2011,UCLA,2008,2010,37.0,,,,,,,,,,,,,,DB,UCLA,,,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,18.0,DB
Marcus Gilchrist,,SDG,2,50,2011,Clemson,2007,2010,53.0,,,,,,,,,,,,,,DB,Clemson,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,15.0,DB
Jaiquawn Jarrett,,PHI,2,54,2011,Temple,2007,2010,49.0,,,,,,,,,,,,,,DB,Temple,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,1.0,DB
Brandon Harris,,HTX,2,60,2011,Miami (FL),2008,2010,39.0,,,,,,,,,,,,,,DB,Miami (FL),,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,2.0,DB
Chris Culliver,,SFO,3,80,2011,South Carolina,2008,2010,32.0,,,,,,,,,,,,,,DB,South Carolina,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,10.0,DB
Demarcus Van Dyke,,RAI,3,81,2011,Miami (FL),2007,2010,50.0,,,,,,,,,,,,,,DB,Miami (FL),,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,2.0,DB
Johnny Patrick,,NOR,3,88,2011,Louisville,2010,2010,13.0,,,,,,,,,,,,,,DB,Louisville,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,2.0,DB
Shareece Wright,,SDG,3,89,2011,USC,2006,2010,35.0,,,,,,,,,,,,,,DB,USC,,,,,,,,,,,,,,,,,,,,,1.0,0.0,10.0,10.0,DB
Curtis Marsh,,PHI,3,90,2011,Utah State,2009,2010,24.0,,,,,,,,,,,,,,DB,Utah State,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,DB
Chris Conte,,CHI,3,93,2011,California,2007,2010,49.0,,,,,,,,,,,,,,DB,California,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,17.0,DB
Curtis Brown,,PIT,3,95,2011,Texas,2007,2010,52.0,,,,,,,,,,,,,,DB,Texas,,,,,,,,,,,,,,,,,,,,,2.0,1.0,6.0,2.0,DB
Brandon Hogan,,CAR,4,98,2011,West Virginia,2010,2010,11.0,,,,,,,,,,,,,,DB,West Virginia,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,DB
Da'Norris Searcy,,BUF,4,100,2011,North Carolina,2007,2010,35.0,,,,,,,,,,,,,,DB,North Carolina,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,12.0,DB
Quinton Carter,,DEN,4,108,2011,Oklahoma,2006,2010,44.0,,,,,,,,,,,,,,DB,Oklahoma,,,,,,,,,,,,,,,,,,,,,8.0,0.0,2.0,5.0,DB
Chimdi Chekwa,,RAI,4,113,2011,Ohio State,2007,2010,52.0,,,,,,,,,,,,,,DB,Ohio State,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,2.0,DB
Jalil Brown,,KAN,4,118,2011,Colorado,2008,2010,36.0,,,,,,,,,,,,,,DB,Colorado,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,2.0,DB
Chris Prosinski,,JAX,4,121,2011,Wyoming,2007,2010,49.0,,,,,,,,,,,,,,DB,Wyoming,,,,,,,,,,,,,,,,,,,,,5.0,0.0,7.0,6.0,DB
Rashad Carmichael,,HTX,4,127,2011,Virginia Tech,2007,2010,54.0,,,,,,,,,,,,,,DB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,10.0,2.0,3.0,0.0,DB
Davon House,,GNB,4,131,2011,New Mexico State,2007,2010,49.0,,,,,,,,,,,,,,DB,New Mexico State,,,,,,,,,,,,,,,,,,,,,11.0,3.0,0.0,9.0,DB
Robert Sands,,CIN,5,134,2011,West Virginia,2008,2010,39.0,,,,,,,,,,,,,,DB,West Virginia,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,DB
Brandon Burton,,MIN,5,139,2011,,2008,2010,37.0,,,,,,,,,,,,,,DB,Utah,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,DB
Shiloh Keo,,HTX,5,144,2011,Idaho,2006,2010,55.0,,,,,,,,,,,,,,DB,Idaho,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,6.0,DB
Dejon Gomes,,WAS,5,146,2011,Nebraska,2009,2010,27.0,,,,,,,,,,,,,,DB,Nebraska,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,4.0,DB
Rod Issac,,JAX,5,147,2011,Middle Tennessee State,2007,2010,46.0,,,,,,,,,,,,,,DB,Middle Tennessee State,,,,,,,,,,,,,,,,,,,,,5.0,1.0,7.0,0.0,DB
Jason Pinkston,,CLE,5,150,2011,Pitt,2009,2012,42.0,,,,,,,,,,,,,,DB,Ball State,,,,,,,,,,,,,,,,,,,,,8.0,0.0,4.0,10.0,DB
Ahmad Black,,TAM,5,151,2011,Florida,2007,2010,48.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,13.0,3.0,0.0,3.0,DB
Richard Sherman,,SEA,5,154,2011,Stanford,2010,2010,13.0,,,,,,,,,,,,,,DB,Stanford,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,82.0,DB
Chykie Brown,,RAV,5,164,2011,Texas,2007,2010,44.0,,,,,,,,,,,,,,DB,Texas,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6.0,3.0,DB
Mistral Raymond,,MIN,6,170,2011,South Florida,2009,2010,25.0,,,,,,,,,,,,,,DB,South Florida,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,4.0,DB
Byron Maxwell,,SEA,6,173,2011,Clemson,2007,2010,53.0,,,,,,,,,,,,,,DB,Clemson,,,,,,,,,,,,,,,,,,,,,4.0,0.0,6.0,13.0,DB
Colin Jones,,SFO,6,190,2011,Texas Christian,2007,2010,45.0,,,,,,,,,,,,,,DB,Texas Christian,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,DB
Tyler Sash,,NYG,6,198,2011,Iowa,2008,2010,38.0,,,,,,,,,,,,,,DB,Iowa,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,1.0,DB
Brandyn Thompson,,WAS,7,213,2011,Boise State,2007,2010,48.0,,,,,,,,,,,,,,DB,Boise State,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,1.0,DB
Malcolm Williams,,NWE,7,219,2011,Texas Christian,2009,2010,26.0,,,,,,,,,,,,,,DB,Texas Christian,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,DB
Anthony Gaitor,,TAM,7,222,2011,Florida International,2007,2010,49.0,,,,,,,,,,,,,,DB,Florida International,,,,,,,,,,,,,,,,,,,,,11.0,3.0,0.0,1.0,DB
Eric Hagg,,CLE,7,248,2011,Nebraska,2007,2010,48.0,,,,,,,,,,,,,,DB,Nebraska,,,,,,,,,,,,,,,,,,,,,6.0,0.0,7.0,3.0,DB
Morris Claiborne,,DAL,1,6,2012,LSU,2009,2011,33.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,11.0,1.0,9.0,13.0,DB
Mark Barron,,TAM,1,7,2012,Alabama,2008,2011,52.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,12.0,1.0,11.0,11.0,DB
Stephon Gilmore,,BUF,1,10,2012,South Carolina,2009,2011,40.0,,,,,,,,,,,,,,DB,South Carolina,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,18.0,DB
Dre Kirkpatrick,,CIN,1,17,2012,Alabama,2009,2011,38.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,3.0,0.0,16.0,25.0,DB
Harrison Smith,,MIN,1,29,2012,Notre Dame,2008,2011,51.0,,,,,,,,,,,,,,DB,Notre Dame,,,,,,,,,,,,,,,,,,,,,7.0,0.0,20.0,72.0,DB
Janoris Jenkins,,RAM,2,39,2012,,2008,2010,40.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,22.0,DB
Tavon Wilson,,NWE,2,48,2012,Illinois,2008,2011,50.0,,,,,,,,,,,,,,DB,Illinois,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,5.0,DB
Casey Hayward,,GNB,2,62,2012,Vanderbilt,2008,2011,50.0,,,,,,,,,,,,,,DB,Vanderbilt,,,,,,,,,,,,,,,,,,,,,15.0,1.0,3.0,7.0,DB
Josh Robinson,,MIN,3,66,2012,UCF,2009,2011,38.0,,,,,,,,,,,,,,DB,UCF,,,,,,,,,,,,,,,,,,,,,10.0,2.0,0.0,9.0,DB
Brandon Taylor,,SDG,3,73,2012,LSU,2008,2011,49.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,4.0,0.0,11.0,1.0,DB
Jamell Fleming,,CRD,3,80,2012,Oklahoma,2008,2011,51.0,,,,,,,,,,,,,,DB,Oklahoma,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,2.0,DB
Jayron Hosley,,NYG,3,94,2012,Virginia Tech,2009,2011,39.0,,,,,,,,,,,,,,DB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,8.0,DB
Omar Bolden,,DEN,4,101,2012,Arizona State,2007,2010,41.0,,,,,,,,,,,,,,DB,Arizona State,,,,,,,,,,,,,,,,,,,,,7.0,2.0,7.0,5.0,DB
Coty Sensabaugh,,OTI,4,115,2012,Clemson,2008,2011,52.0,,,,,,,,,,,,,,DB,Clemson,,,,,,,,,,,,,,,,,,,,,4.0,0.0,14.0,12.0,DB
Brandon Boykin,,PHI,4,123,2012,Georgia,2008,2011,53.0,,,,,,,,,,,,,,DB,Georgia,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,7.0,DB
Ron Brooks,,BUF,4,124,2012,LSU,2008,2011,53.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,3.0,3.0,9.0,4.0,DB
Robert Blanton,,MIN,5,139,2012,Notre Dame,2008,2011,50.0,,,,,,,,,,,,,,DB,Notre Dame,,,,,,,,,,,,,,,,,,,,,8.0,1.0,10.0,9.0,DB
George Iloka,,CIN,5,167,2012,Boise State,2008,2011,53.0,,,,,,,,,,,,,,DB,Boise State,,,,,,,,,,,,,,,,,,,,,7.0,0.0,1.0,27.0,DB
Keith Tandy,,TAM,6,174,2012,West Virginia,2008,2011,45.0,,,,,,,,,,,,,,DB,West Virginia,,,,,,,,,,,,,,,,,,,,,13.0,0.0,20.0,8.0,DB
Mike Harris,,JAX,6,176,2012,Florida State,2010,2011,27.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,5.0,DB
Winston Guy,,SEA,6,181,2012,Kentucky,2008,2011,51.0,,,,,,,,,,,,,,DB,Kentucky,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,DB
Isaiah Frey,,CHI,6,184,2012,Nevada,2008,2011,51.0,,,,,,,,,,,,,,DB,Nevada,,,,,,,,,,,,,,,,,,,,,7.0,0.0,27.0,3.0,DB
Josh Bush,,NYJ,6,187,2012,Wake Forest,2008,2011,46.0,,,,,,,,,,,,,,DB,Wake Forest,,,,,,,,,,,,,,,,,,,,,7.0,0.0,8.0,2.0,DB
Charles Mitchell,,ATL,6,192,2012,Mississippi State,2008,2011,50.0,,,,,,,,,,,,,,DB,Mississippi State,,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,1.0,DB
Jonte Green,,DET,6,196,2012,New Mexico State,2009,2011,38.0,,,,,,,,,,,,,,DB,New Mexico State,,,,,,,,,,,,,,,,,,,,,2.0,0.0,29.0,4.0,DB
Nate Ebner,,NWE,6,197,2012,Ohio State,2009,2011,36.0,,,,,,,,,,,,,,DB,Ohio State,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.0,DB
Richard Crawford,,WAS,7,213,2012,SMU,2010,2011,27.0,,,,,,,,,,,,,,DB,SMU,,,,,,,,,,,,,,,,,,,,,6.0,0.0,21.0,1.0,DB
D.J. Campbell,,CAR,7,216,2012,California,2008,2011,46.0,,,,,,,,,,,,,,DB,California,,,,,,,,,,,,,,,,,,,,,2.0,0.0,7.0,2.0,DB
Jordan Bernstine,,WAS,7,217,2012,Iowa,2007,2011,36.0,,,,,,,,,,,,,,DB,Iowa,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,DB
Alfonzo Dennard,,NWE,7,224,2012,Nebraska,2008,2011,47.0,,,,,,,,,,,,,,DB,Nebraska,,,,,,,,,,,,,,,,,,,,,4.0,1.0,13.0,9.0,DB
Antonio Allen,,NYJ,7,242,2012,South Carolina,2010,2011,24.0,,,,,,,,,,,,,,DB,South Carolina,,,,,,,,,,,,,,,,,,,,,4.0,2.0,0.0,9.0,DB
Trevin Wade,,CLE,7,245,2012,Arizona,2008,2011,50.0,,,,,,,,,,,,,,DB,Arizona,,,,,,,,,,,,,,,,,,,,,12.0,2.0,0.0,1.0,DB
Dee Milliner,,NYJ,1,9,2013,Alabama,2010,2012,39.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,6.0,1.0,17.0,6.0,DB
D.J. Hayden,,RAI,1,12,2013,Houston,2011,2012,22.0,,,,,,,,,,,,,,DB,Houston,,,,,,,,,,,,,,,,,,,,,6.0,3.0,11.0,8.0,DB
Kenny Vaccaro,,NOR,1,15,2013,Texas,2009,2012,50.0,,,,,,,,,,,,,,DB,Texas,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,20.0,DB
Eric Reid,,SFO,1,18,2013,LSU,2010,2012,39.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,6.0,0.0,4.0,26.0,DB
Desmond Trufant,,ATL,1,22,2013,Washington,2009,2012,50.0,,,,,,,,,,,,,,DB,Washington,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,35.0,DB
Xavier Rhodes,,MIN,1,25,2013,Florida State,2010,2012,41.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,43.0,DB
Matt Elam,,RAV,1,32,2013,Florida,2010,2012,39.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,12.0,DB
Jonathan Cyprien,,JAX,2,33,2013,Florida International,2009,2012,50.0,,,,,,,,,,,,,,DB,Florida International,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,21.0,DB
Darius Slay,,DET,2,36,2013,Mississippi State,2011,2012,26.0,,,,,,,,,,,,,,DB,Mississippi State,,,,,,,,,,,,,,,,,,,,,6.0,2.0,0.0,39.0,DB
Johnthan Banks,,TAM,2,43,2013,Mississippi State,2009,2012,51.0,,,,,,,,,,,,,,DB,Mississippi State,,,,,,,,,,,,,,,,,,,,,16.0,3.0,0.0,11.0,DB
David Amerson,,WAS,2,51,2013,North Carolina State,2010,2012,39.0,,,,,,,,,,,,,,DB,North Carolina State,,,,,,,,,,,,,,,,,,,,,18.0,3.0,0.0,7.0,DB
Jamar Taylor,,MIA,2,54,2013,Boise State,2008,2012,49.0,,,,,,,,,,,,,,DB,Boise State,,,,,,,,,,,,,,,,,,,,,7.0,1.0,2.0,4.0,DB
D.J. Swearinger,,HTX,2,57,2013,South Carolina,2009,2012,52.0,,,,,,,,,,,,,,DB,South Carolina,,,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,8.0,DB
Dwayne Gratz,,JAX,3,64,2013,Connecticut,2009,2012,50.0,,,,,,,,,,,,,,DB,Connecticut,,,,,,,,,,,,,,,,,,,,,8.0,2.0,16.0,10.0,DB
Leon McFadden,,CLE,3,68,2013,San Diego State,2009,2012,51.0,,,,,,,,,,,,,,DB,San Diego State,,,,,,,,,,,,,,,,,,,,,8.0,2.0,23.0,1.0,DB
Tyrann Mathieu,,CRD,3,69,2013,LSU,2010,2011,26.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,4.0,0.0,16.0,21.0,DB
Blidi Wreh-Wilson,,OTI,3,70,2013,Connecticut,2009,2012,45.0,,,,,,,,,,,,,,DB,Connecticut,,,,,,,,,,,,,,,,,,,,,8.0,2.0,10.0,6.0,DB
T.J. McDonald,,RAM,3,71,2013,USC,2009,2012,50.0,,,,,,,,,,,,,,DB,USC,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,17.0,DB
Logan Ryan,,NWE,3,83,2013,Rutgers,2010,2012,37.0,,,,,,,,,,,,,,DB,Rutgers,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,14.0,DB
Shawn Williams,,CIN,3,84,2013,Georgia,2009,2012,54.0,,,,,,,,,,,,,,DB,Georgia,,,,,,,,,,,,,,,,,,,,,4.0,0.0,1.0,24.0,DB
Kayvon Webster,,DEN,3,90,2013,South Florida,2009,2012,47.0,,,,,,,,,,,,,,DB,South Florida,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,4.0,DB
Duron Harmon,,NWE,3,91,2013,Rutgers,2009,2012,50.0,,,,,,,,,,,,,,DB,Rutgers,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,16.0,DB
Will Davis,,MIA,3,93,2013,Utah State,2011,2012,26.0,,,,,,,,,,,,,,DB,Utah State,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,0.0,DB
Duke Williams,,BUF,4,105,2013,Nevada,2009,2012,50.0,,,,,,,,,,,,,,DB,Nevada,,,,,,,,,,,,,,,,,,,,,4.0,0.0,10.0,8.0,DB
Shamarko Thomas,,PIT,4,111,2013,Syracuse,2009,2012,48.0,,,,,,,,,,,,,,DB,Syracuse,,,,,,,,,,,,,,,,,,,,,2.0,0.0,5.0,4.0,DB
Phillip Thomas,,WAS,4,119,2013,Fresno State,2009,2012,38.0,,,,,,,,,,,,,,DB,Fresno State,,,,,,,,,,,,,,,,,,,,,13.0,4.0,0.0,2.0,DB
Gerald Hodges,,MIN,4,120,2013,Penn State,2009,2012,41.0,,,,,,,,,,,,,,DB,Penn State,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,8.0,DB
Sanders Commings,,KAN,5,134,2013,Georgia,2009,2012,51.0,,,,,,,,,,,,,,DB,Georgia,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,DB
Earl Wolff,,PHI,5,136,2013,North Carolina State,2009,2012,51.0,,,,,,,,,,,,,,DB,North Carolina State,,,,,,,,,,,,,,,,,,,,,6.0,0.0,2.0,4.0,DB
Tharold Simon,,SEA,5,138,2013,LSU,2010,2012,34.0,,,,,,,,,,,,,,DB,LSU,,,,,,,,,,,,,,,,,,,,,7.0,0.0,13.0,3.0,DB
Jonathan Meeks,,BUF,5,143,2013,Clemson,2009,2012,50.0,,,,,,,,,,,,,,DB,Clemson,,,,,,,,,,,,,,,,,,,,,7.0,1.0,6.0,2.0,DB
Steve Williams,,SDG,5,145,2013,California,2010,2012,37.0,,,,,,,,,,,,,,DB,California,,,,,,,,,,,,,,,,,,,,,6.0,0.0,14.0,4.0,DB
Brandon McGee,,RAM,5,149,2013,Miami (FL),2009,2012,45.0,,,,,,,,,,,,,,DB,Miami (FL),,,,,,,,,,,,,,,,,,,,,3.0,0.0,4.0,1.0,DB
Micah Hyde,,GNB,5,159,2013,Iowa,2009,2012,51.0,,,,,,,,,,,,,,DB,Iowa,,,,,,,,,,,,,,,,,,,,,8.0,2.0,15.0,13.0,DB
Josh Evans,,JAX,6,169,2013,Florida,2009,2012,47.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,13.0,DB
Nick Moody,,SFO,6,180,2013,Florida State,2009,2012,48.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,DB
Devonte Holloman,,DAL,6,185,2013,South Carolina,2009,2012,51.0,,,,,,,,,,,,,,DB,South Carolina,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,1.0,DB
Bacarri Rambo,,WAS,6,191,2013,Georgia,2009,2012,47.0,,,,,,,,,,,,,,DB,Georgia,,,,,,,,,,,,,,,,,,,,,16.0,3.0,0.0,1.0,DB
Khalid Wooten,,OTI,6,202,2013,Nevada,2009,2012,51.0,,,,,,,,,,,,,,DB,Nevada,,,,,,,,,,,,,,,,,,,,,10.0,2.0,5.0,0.0,DB
Jeremy Harris,,JAX,7,208,2013,New Mexico State,2011,2012,25.0,,,,,,,,,,,,,,DB,New Mexico State,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,DB
Jordan Poyer,,PHI,7,218,2013,Oregon State,2009,2012,49.0,,,,,,,,,,,,,,DB,Oregon State,,,,,,,,,,,,,,,,,,,,,13.0,3.0,16.0,0.0,DB
Kemal Ishmael,,ATL,7,243,2013,UCF,2009,2012,53.0,,,,,,,,,,,,,,DB,UCF,,,,,,,,,,,,,,,,,,,,,6.0,0.0,3.0,13.0,DB
Zeke Motta,,ATL,7,244,2013,Notre Dame,2009,2012,51.0,,,,,,,,,,,,,,DB,Notre Dame,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6.0,1.0,DB
Daimion Stafford,,OTI,7,248,2013,Nebraska,2011,2012,27.0,,,,,,,,,,,,,,DB,Nebraska,,,,,,,,,,,,,,,,,,,,,4.0,0.0,10.0,7.0,DB
Don Jones,,MIA,7,250,2013,Arkansas State,2008,2012,27.0,,,,,,,,,,,,,,DB,Arkansas State,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,DB
Justin Gilbert,,CLE,1,8,2014,Oklahoma State,2010,2013,51.0,,,,,,,,,,,,,,DB,Oklahoma State,,,,,,,,,,,,,,,,,,,,,12.0,2.0,18.0,3.0,DB
Kyle Fuller,,CHI,1,14,2014,Virginia Tech,2010,2013,46.0,,,,,,,,,,,,,,DB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,6.0,0.0,21.0,45.0,DB
Calvin Pryor,,NYJ,1,18,2014,Louisville,2011,2013,36.0,,,,,,,,,,,,,,DB,Louisville,,,,,,,,,,,,,,,,,,,,,7.0,0.0,9.0,13.0,DB
Ha Ha Clinton-Dix,,GNB,1,21,2014,Alabama,2011,2013,38.0,,,,,,,,,,,,,,DB,Alabama,,,,,,,,,,,,,,,,,,,,,7.0,0.0,15.0,24.0,DB
Darqueze Dennard,,CIN,1,24,2014,Michigan State,2010,2013,43.0,,,,,,,,,,,,,,DB,Michigan State,,,,,,,,,,,,,,,,,,,,,10.0,1.0,13.0,12.0,DB
Jason Verrett,,SDG,1,25,2014,Texas Christian,2011,2013,37.0,,,,,,,,,,,,,,DB,Texas Christian,,,,,,,,,,,,,,,,,,,,,9.0,0.0,17.0,13.0,DB
Deone Bucannon,,CRD,1,27,2014,Washington State,2010,2013,49.0,,,,,,,,,,,,,,DB,Washington State,,,,,,,,,,,,,,,,,,,,,15.0,0.0,9.0,29.0,DB
Jimmie Ward,,SFO,1,30,2014,Northern Illinois,2010,2013,54.0,,,,,,,,,,,,,,DB,Northern Illinois,,,,,,,,,,,,,,,,,,,,,11.0,1.0,14.0,25.0,DB
Bradley Roby,,DEN,1,31,2014,Ohio State,2011,2013,36.0,,,,,,,,,,,,,,DB,Ohio State,,,,,,,,,,,,,,,,,,,,,8.0,2.0,19.0,14.0,DB
Lamarcus Joyner,,RAM,2,41,2014,Florida State,2010,2013,55.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,8.0,0.0,10.0,15.0,DB
Stanley Jean-Baptiste,,NOR,2,58,2014,Nebraska,2012,2013,26.0,,,,,,,,,,,,,,DB,Nebraska,,,,,,,,,,,,,,,,,,,,,6.0,2.0,12.0,0.0,DB
Dezmen Southward,,ATL,3,68,2014,Wisconsin,2010,2013,52.0,,,,,,,,,,,,,,DB,Wisconsin,,,,,,,,,,,,,,,,,,,,,2.0,0.0,7.0,1.0,DB
Terrence Brooks,,RAV,3,79,2014,Florida State,2010,2013,49.0,,,,,,,,,,,,,,DB,Florida State,,,,,,,,,,,,,,,,,,,,,5.0,0.0,11.0,2.0,DB
Dexter McDougle,,NYJ,3,80,2014,Maryland,2010,2013,38.0,,,,,,,,,,,,,,DB,Maryland,,,,,,,,,,,,,,,,,,,,,6.0,1.0,11.0,1.0,DB
Phillip Gaines,,KAN,3,87,2014,Rice,2009,2013,51.0,,,,,,,,,,,,,,DB,Rice,,,,,,,,,,,,,,,,,,,,,4.0,0.0,38.0,6.0,DB
Jaylen Watkins,,PHI,4,101,2014,Florida,2010,2013,48.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,3.0,1.0,13.0,3.0,DB
Bashaud Breeland,,WAS,4,102,2014,Clemson,2011,2013,37.0,,,,,,,,,,,,,,DB,Clemson,,,,,,,,,,,,,,,,,,,,,6.0,0.0,17.0,20.0,DB
Ross Cockrell,,BUF,4,109,2014,Duke,2010,2013,49.0,,,,,,,,,,,,,,DB,Duke,,,,,,,,,,,,,,,,,,,,,12.0,1.0,28.0,0.0,DB
Maurice Alexander,,RAM,4,110,2014,Utah State,2013,2013,13.0,,,,,,,,,,,,,,S,Utah State,,,,,,,,,,,,,,,,,,,,,1.0,0.0,6.0,10.0,DB
Aaron Colvin,,JAX,4,114,2014,Oklahoma,2010,2013,50.0,,,,,,,,,,,,,,DB,Oklahoma,,,,,,,,,,,,,,,,,,,,,5.0,0.0,11.0,13.0,DB
Keith McGill,,RAI,4,116,2014,Utah,2011,2013,16.0,,,,,,,,,,,,,,DB,Utah,,,,,,,,,,,,,,,,,,,,,1.0,1.0,13.0,4.0,DB
Marqueston Huff,,OTI,4,122,2014,Wyoming,2010,2013,49.0,,,,,,,,,,,,,,DB,Wyoming,,,,,,,,,,,,,,,,,,,,,6.0,0.0,16.0,3.0,DB
Tre Boston,,CAR,4,128,2014,North Carolina,2010,2013,48.0,,,,,,,,,,,,,,DB,North Carolina,,,,,,,,,,,,,,,,,,,,,13.0,1.0,12.0,17.0,DB
