rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,star,draft_year
82.0,1757.0,21.4,13.0,47.5,73.0,212.0,4.43,23.0,41.0,131.0,6.98,4.06,22.0,0,2015
172.0,2125.0,12.4,15.0,43.4,72.0,221.0,4.55,15.0,40.5,121.0,6.97,4.21,22.0,0,2015
283.0,3641.0,12.9,23.0,70.0,68.0,185.0,4.56,10.0,37.0,115.0,7.17,4.32,22.0,1,2015
387.0,4541.0,11.7,35.0,92.7,70.0,192.0,4.56,11.0,36.5,114.0,6.63,4.21,23.0,0,2015
56.0,1060.0,18.9,11.0,44.2,74.0,226.0,4.52,15.0,36.0,122.0,6.93,4.2,23.0,0,2015
270.0,3830.0,14.2,29.0,75.1,71.0,182.0,4.53,15.0,36.5,122.0,6.88,4.12,22.0,0,2015
150.0,2227.0,14.8,14.0,79.5,72.0,195.0,4.46,15.0,35.0,115.0,7.03,4.32,21.0,1,2015
145.0,2203.0,15.2,15.0,58.0,74.0,192.0,4.61,10.0,36.0,114.0,6.92,4.13,23.0,0,2015
147.0,2224.5,14.9,17.0,57.4,70.0,156.0,4.28,15.0,36.0,127.0,7.02,4.15,23.0,0,2015
88.0,1348.0,15.3,7.0,25.9,72.0,215.0,4.54,15.0,32.5,121.0,7.07,4.25,23.0,0,2015
165.0,2292.0,13.9,7.0,48.8,74.0,216.0,4.49,23.0,36.5,124.0,6.86,4.18,23.0,0,2015
51.0,971.0,19.0,9.0,27.7,78.0,238.0,4.46,12.0,37.0,125.0,7.07,4.25,22.0,0,2015
92.0,1497.0,16.3,13.0,68.0,68.0,180.0,4.43,13.0,34.0,121.0,6.64,4.07,23.0,0,2015
147.0,2224.5,14.9,17.0,57.4,72.0,210.0,4.41,16.0,38.0,122.0,6.96,4.08,22.0,0,2015
173.0,3009.0,17.4,33.0,88.5,71.0,194.0,4.42,17.0,40.5,129.0,6.93,4.2,22.0,0,2016
144.0,2512.0,17.4,30.0,78.5,72.0,186.0,4.32,10.0,33.5,126.0,6.93,4.27,22.0,1,2016
215.0,3178.0,14.8,34.0,69.1,74.0,202.0,4.5,14.0,41.0,131.0,6.84,4.08,23.0,0,2016
202.0,2393.0,11.8,21.0,68.4,74.0,221.0,4.52,12.0,33.0,117.0,6.93,4.2,21.0,0,2016
233.0,3482.0,14.9,26.0,69.6,70.0,194.0,4.48,20.0,41.0,123.0,7.0,4.35,23.0,1,2016
113.0,1602.0,14.2,18.0,41.1,75.0,212.0,4.57,18.0,35.0,126.0,6.8,4.13,23.0,1,2016
254.0,3361.0,13.2,21.0,88.4,73.0,197.0,4.58,11.0,34.0,119.0,6.9,4.35,21.0,1,2016
147.0,2224.5,14.9,17.0,57.4,73.0,201.0,4.5,17.0,35.0,123.0,6.65,4.07,23.0,0,2016
122.0,2373.0,19.5,29.0,57.9,72.0,211.0,4.5,14.0,35.5,120.0,6.93,4.2,22.0,0,2016
119.0,2301.0,19.3,26.0,46.0,73.0,206.0,4.53,10.0,37.0,130.0,6.76,4.2,23.0,0,2016
174.0,2350.0,13.5,16.0,51.1,72.0,198.0,4.45,15.0,36.0,129.0,6.94,4.34,24.0,0,2016
98.0,1338.0,13.7,8.0,26.8,74.0,215.0,4.43,18.0,38.0,132.0,6.93,4.2,22.0,0,2016
135.0,2109.0,15.6,17.0,84.4,71.0,203.0,4.52,15.0,31.0,115.0,6.93,4.2,21.0,0,2016
107.0,1366.0,12.8,9.0,47.1,73.0,203.0,4.59,15.0,34.5,123.0,6.77,4.19,21.0,0,2016
277.0,3486.0,12.6,16.0,74.2,74.0,194.0,4.55,11.0,33.5,114.0,6.93,4.2,21.0,0,2016
201.0,2702.0,13.4,14.0,53.0,73.0,207.0,4.47,15.0,34.5,121.0,7.08,4.33,23.0,0,2016
109.0,1672.0,15.3,12.0,44.0,73.0,188.0,4.42,11.0,38.5,124.0,6.6,4.22,23.0,0,2016
239.0,3649.0,15.3,31.0,96.0,73.0,196.0,4.64,13.0,32.0,116.0,6.93,4.2,21.0,0,2016
83.0,1297.0,15.6,10.0,28.8,75.0,205.0,4.47,14.0,31.5,119.0,6.93,4.2,22.0,0,2016
165.0,2174.0,13.2,10.0,47.3,72.0,206.0,4.56,20.0,30.5,115.0,7.22,4.31,22.0,0,2016
142.0,1687.0,11.9,9.0,42.2,69.0,182.0,4.72,15.0,33.0,123.0,6.93,4.2,22.0,0,2016
99.0,1172.0,11.8,10.0,23.0,74.0,209.0,4.45,12.0,35.5,122.0,6.96,4.46,23.0,0,2016
332.0,5285.0,15.9,52.0,105.7,75.0,209.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,1,2017
177.0,2727.0,15.4,21.0,69.9,76.0,218.0,4.47,15.0,32.5,121.0,6.93,4.2,22.0,1,2017
114.0,1729.0,15.2,22.0,43.2,71.0,188.0,4.22,15.0,37.0,133.0,6.93,4.2,21.0,0,2017
399.0,4279.0,10.7,23.0,87.3,74.0,201.0,4.45,15.0,36.5,133.0,6.79,4.01,22.0,0,2017
147.0,2224.5,14.9,17.0,57.4,71.0,196.0,4.31,18.0,37.0,119.0,7.09,4.33,21.0,1,2017
213.0,3092.0,14.5,25.0,77.3,73.0,215.0,4.54,15.0,32.5,120.0,6.93,4.2,20.0,1,2017
147.0,2224.5,14.9,17.0,57.4,74.0,204.0,4.62,15.0,31.0,116.0,6.75,4.08,24.0,1,2017
253.0,4234.0,16.7,41.0,83.0,71.0,203.0,4.5,13.0,33.5,132.0,6.57,4.21,22.0,0,2017
129.0,1713.0,13.3,12.0,42.8,71.0,204.0,4.49,15.0,34.0,124.0,6.93,4.2,23.0,0,2017
154.0,2421.0,15.7,18.0,60.5,73.0,209.0,4.42,19.0,36.0,126.0,7.01,4.0,21.0,1,2017
160.0,2285.0,14.3,18.0,87.9,76.0,218.0,4.5,18.0,35.5,120.0,7.0,4.15,23.0,1,2017
151.0,2062.0,13.7,14.0,43.0,74.0,214.0,4.45,17.0,36.0,124.0,6.93,4.2,23.0,0,2017
126.0,2267.0,18.0,21.0,87.2,72.0,178.0,4.47,15.0,36.0,122.0,6.93,4.2,23.0,0,2017
164.0,2788.0,17.0,30.0,73.4,75.0,194.0,4.52,15.0,37.0,124.0,6.83,4.13,22.0,0,2017
81.0,1667.0,20.6,20.0,39.7,76.0,221.0,4.53,15.0,36.0,122.0,6.93,4.2,23.0,0,2017
104.0,1608.0,15.5,14.0,41.2,75.0,208.0,4.4,10.0,30.5,121.0,7.05,4.19,21.0,0,2017
244.0,2912.0,11.9,19.0,54.9,68.0,181.0,4.51,11.0,32.0,116.0,6.77,4.0,22.0,0,2017
114.0,1639.0,14.4,12.0,34.1,75.0,204.0,4.47,10.0,35.5,132.0,6.7,4.09,23.0,0,2017
111.0,1498.0,13.5,12.0,74.9,74.0,202.0,4.53,11.0,35.0,119.0,6.74,4.13,22.0,0,2017
84.0,1898.0,22.6,17.0,49.9,71.0,191.0,4.5,8.0,32.0,118.0,6.83,4.2,23.0,0,2017
60.0,823.0,13.7,7.0,23.5,67.0,173.0,4.42,11.0,36.0,123.0,6.64,4.15,22.0,0,2017
327.0,4179.0,12.8,32.0,81.9,68.0,181.0,4.63,13.0,33.0,117.0,6.74,4.01,23.0,0,2017
222.0,3391.0,15.3,17.0,69.2,75.0,219.0,4.44,19.0,41.0,136.0,6.82,4.28,22.0,0,2017
167.0,2222.0,13.3,20.0,46.3,73.0,195.0,4.45,10.0,34.0,122.0,6.93,4.2,23.0,0,2017
210.0,2967.0,14.1,24.0,74.2,73.0,194.0,4.61,14.0,35.5,127.0,6.94,4.34,21.0,0,2017
33.0,411.0,12.5,7.0,17.1,74.0,222.0,4.47,19.0,36.0,122.0,7.07,4.33,21.0,0,2017
146.0,2027.0,13.9,17.0,54.8,72.0,210.0,4.42,15.0,39.5,132.0,6.95,4.07,21.0,1,2018
224.0,2781.0,12.4,19.0,63.2,72.0,189.0,4.43,15.0,31.0,110.0,6.88,4.41,23.0,1,2018
193.0,3193.0,16.5,31.0,86.3,75.0,218.0,4.54,18.0,35.5,124.0,6.57,4.11,22.0,1,2018
163.0,2256.0,13.8,24.0,42.6,72.0,186.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,0,2018
234.0,2856.0,12.2,26.0,73.2,70.0,201.0,4.47,20.0,35.5,115.0,7.09,4.45,21.0,1,2018
238.0,3590.0,15.1,37.0,94.5,71.0,201.0,4.47,22.0,36.0,122.0,6.93,4.2,23.0,0,2018
226.0,4472.0,19.8,39.0,86.0,71.0,213.0,4.54,14.0,34.5,120.0,7.11,4.32,22.0,0,2018
66.0,1351.0,20.5,6.0,45.0,75.0,199.0,4.34,16.0,40.0,129.0,6.93,4.2,21.0,0,2018
176.0,2685.0,15.3,21.0,103.3,73.0,205.0,4.51,10.0,36.0,122.0,6.95,4.37,22.0,1,2018
159.0,2424.0,15.2,17.0,63.8,70.0,181.0,4.43,14.0,34.5,113.0,6.93,4.15,21.0,0,2018
89.0,1399.0,15.7,7.0,53.8,71.0,200.0,4.41,15.0,34.0,121.0,6.93,4.2,21.0,0,2018
214.0,2842.0,13.3,18.0,53.6,73.0,203.0,4.47,15.0,34.5,118.0,6.84,4.15,23.0,0,2018
99.0,1362.0,13.8,14.0,54.5,77.0,218.0,4.56,16.0,34.5,124.0,7.2,4.4,23.0,0,2018
119.0,1832.0,15.4,12.0,40.7,76.0,206.0,4.37,15.0,30.5,124.0,6.93,4.2,23.0,1,2018
130.0,2040.0,15.7,20.0,48.6,74.0,202.0,4.43,11.0,33.5,115.0,6.71,4.37,22.0,0,2018
127.0,1226.0,9.7,4.0,30.7,69.0,190.0,4.53,13.0,34.5,113.0,6.93,4.2,21.0,0,2018
92.0,1484.0,16.1,13.0,46.4,77.0,214.0,4.48,20.0,36.0,122.0,6.93,4.2,21.0,0,2018
147.0,2224.5,14.9,17.0,57.4,74.0,197.0,4.55,9.0,37.0,121.0,6.89,4.23,22.0,0,2018
62.0,910.0,14.7,8.0,33.7,75.0,215.0,4.53,15.0,33.5,113.0,7.0,4.2,23.0,0,2018
146.0,2466.0,16.9,13.0,51.4,76.0,216.0,4.62,13.0,34.0,121.0,7.07,4.25,23.0,0,2018
244.0,3261.0,13.4,23.0,105.2,70.0,183.0,4.48,6.0,35.5,122.0,6.87,4.16,23.0,0,2018
65.0,957.0,14.7,16.0,31.9,77.0,228.0,4.68,15.0,31.0,112.0,6.93,4.2,21.0,0,2018
136.0,1512.0,11.1,13.0,39.8,71.0,203.0,4.55,17.0,33.5,116.0,6.91,4.19,22.0,0,2018
132.0,2413.0,18.3,17.0,89.4,69.0,166.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,1,2019
213.0,2889.0,13.6,22.0,78.1,74.0,228.0,4.53,27.0,38.5,122.0,6.93,4.2,21.0,0,2019
148.0,2076.0,14.0,16.0,69.2,71.0,214.0,4.48,15.0,39.0,122.0,7.03,4.14,23.0,1,2019
189.0,2984.0,15.8,19.0,82.9,72.0,226.0,4.49,19.0,36.5,120.0,6.93,4.2,22.0,1,2019
59.0,950.0,16.1,11.0,32.8,70.0,187.0,4.33,17.0,36.5,119.0,6.93,4.2,21.0,1,2019
135.0,2219.0,16.4,28.0,61.6,74.0,225.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,0,2019
143.0,1768.0,12.4,15.0,36.8,72.0,205.0,4.31,11.0,40.0,135.0,6.93,4.03,22.0,0,2019
229.0,3519.0,15.4,30.0,97.8,69.0,188.0,4.31,15.0,36.5,121.0,6.95,4.15,22.0,0,2019
67.0,1228.0,18.3,14.0,58.5,75.0,228.0,4.33,27.0,40.5,134.0,7.38,4.5,21.0,1,2019
137.0,2276.0,16.6,24.0,59.9,70.0,183.0,4.53,15.0,33.5,123.0,7.09,4.45,23.0,1,2019
75.0,1251.0,16.7,19.0,23.6,72.0,208.0,4.35,18.0,37.5,125.0,7.01,4.15,23.0,1,2019
77.0,1206.0,15.7,11.0,33.5,76.0,220.0,4.42,12.0,43.5,140.0,6.77,4.07,22.0,0,2019
70.0,1026.0,14.7,13.0,26.3,73.0,199.0,4.58,13.0,30.5,124.0,7.22,4.28,23.0,0,2019
186.0,2133.0,11.5,15.0,38.8,70.0,184.0,4.59,7.0,35.0,116.0,6.8,4.19,23.0,1,2019
79.0,1605.0,20.3,11.0,42.2,73.0,190.0,4.39,11.0,40.5,135.0,7.0,4.15,22.0,1,2019
275.0,3463.0,12.6,24.0,66.6,73.0,201.0,4.6,14.0,30.0,117.0,7.28,4.23,22.0,0,2019
128.0,2044.0,16.0,18.0,43.5,74.0,215.0,4.58,15.0,36.5,126.0,6.93,4.2,23.0,0,2019
177.0,2665.0,15.1,16.0,70.1,74.0,221.0,4.6,18.0,32.5,117.0,7.15,4.32,22.0,0,2019
125.0,2019.0,16.2,11.0,41.2,72.0,204.0,4.51,14.0,38.0,124.0,6.88,4.16,22.0,0,2019
98.0,1716.0,17.5,24.0,41.9,71.0,188.0,4.27,15.0,42.0,131.0,6.93,4.2,21.0,0,2020
159.0,2742.0,17.2,26.0,65.3,73.0,193.0,4.45,15.0,35.0,120.0,6.93,4.53,21.0,1,2020
173.0,3292.0,19.0,32.0,80.3,74.0,198.0,4.5,11.0,34.5,124.0,6.93,4.2,21.0,1,2020
148.0,2248.0,15.2,22.0,57.6,71.0,206.0,4.47,17.0,42.0,138.0,7.31,4.46,21.0,0,2020
165.0,2415.0,14.6,24.0,71.0,73.0,202.0,4.43,15.0,37.5,126.0,6.93,4.2,21.0,1,2020
98.0,1666.0,17.0,11.0,66.6,72.0,205.0,4.5,11.0,40.0,128.0,6.93,4.2,22.0,1,2020
135.0,2448.0,18.1,27.0,56.9,76.0,216.0,4.47,15.0,36.0,122.0,6.93,4.2,21.0,1,2020
171.0,2519.0,14.7,19.0,52.5,76.0,223.0,4.52,13.0,36.5,121.0,6.96,4.14,22.0,1,2020
149.0,1943.0,13.0,10.0,60.7,73.0,227.0,4.58,17.0,36.0,122.0,6.93,4.2,21.0,0,2020
98.0,1658.0,16.9,13.0,63.8,69.0,178.0,4.47,15.0,36.0,122.0,6.93,4.2,21.0,0,2020
150.0,2159.0,14.4,19.0,44.1,76.0,238.0,4.42,19.0,40.5,126.0,6.93,4.2,22.0,1,2020
175.0,2159.0,12.3,16.0,45.0,73.0,200.0,4.47,15.0,36.0,122.0,6.93,4.2,24.0,0,2020
186.0,2925.0,15.7,28.0,60.9,75.0,207.0,4.38,16.0,38.5,131.0,6.66,4.43,22.0,0,2020
44.0,834.0,19.0,10.0,29.8,72.0,228.0,4.39,16.0,35.0,118.0,6.93,4.2,22.0,1,2020
234.0,3045.0,13.0,22.0,63.4,75.0,212.0,4.47,15.0,36.0,122.0,6.93,4.2,21.0,0,2020
176.0,2468.0,14.0,16.0,48.4,70.0,200.0,4.39,15.0,35.5,123.0,7.13,4.2,22.0,0,2020
152.0,2447.0,16.1,23.0,66.1,74.0,216.0,4.54,14.0,35.0,124.0,7.08,4.59,21.0,1,2020
150.0,2433.0,16.2,20.0,101.4,76.0,223.0,4.6,22.0,36.0,127.0,7.33,4.55,22.0,0,2020
129.0,1465.0,11.4,16.0,29.3,72.0,224.0,4.47,21.0,38.0,123.0,6.93,4.2,22.0,0,2020
199.0,3094.0,15.5,30.0,65.8,73.0,206.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,0,2020
188.0,2624.0,14.0,15.0,59.6,78.0,222.0,4.47,17.0,36.0,122.0,6.93,4.2,22.0,0,2020
93.0,1496.0,16.1,13.0,39.4,73.0,202.0,4.73,23.0,38.5,124.0,7.2,4.33,22.0,0,2020
82.0,1447.0,17.6,14.0,60.3,73.0,189.0,4.43,15.0,38.5,122.0,7.07,4.21,24.0,0,2020
147.0,2224.5,14.9,17.0,57.4,74.0,198.0,4.45,15.0,36.0,121.0,7.28,4.62,21.0,0,2020
154.0,2572.0,16.7,19.0,51.4,70.0,176.0,4.38,9.0,37.0,124.0,6.93,4.2,22.0,1,2020
146.0,2037.0,14.0,17.0,39.9,71.0,203.0,4.48,18.0,37.5,123.0,7.0,4.35,23.0,0,2020
103.0,1327.0,12.9,14.0,35.9,74.0,212.0,4.48,15.0,44.5,139.0,6.93,4.2,21.0,1,2020
159.0,2404.0,15.1,17.0,66.8,72.0,185.0,4.35,15.0,36.5,125.0,7.28,4.36,22.0,0,2020
301.0,3949.0,13.1,39.0,79.0,71.0,201.0,4.47,20.0,34.5,122.0,7.27,4.4,23.0,0,2020
176.0,2322.0,13.2,20.0,68.3,76.0,210.0,4.61,9.0,36.5,124.0,7.01,4.12,21.0,0,2020
156.0,1976.0,12.7,13.0,47.0,76.0,225.0,4.48,15.0,36.0,132.0,7.28,4.38,22.0,0,2020
68.0,996.0,14.6,15.0,21.2,72.0,197.0,4.46,16.0,36.5,124.0,7.05,4.26,22.0,0,2020
146.0,2153.0,14.7,18.0,42.2,75.0,215.0,4.72,15.0,29.0,119.0,6.93,4.2,23.0,1,2020
201.0,2332.0,11.6,20.0,44.0,72.0,196.0,4.6,17.0,32.5,114.0,6.93,4.2,22.0,0,2020
147.0,2224.5,14.9,17.0,57.4,69.0,186.0,4.63,10.0,36.0,122.0,7.12,4.31,23.0,0,2020
79.0,1271.0,16.1,8.0,27.6,74.0,209.0,4.46,13.0,39.5,126.0,6.93,4.2,22.0,0,2020
107.0,2093.0,19.6,23.0,77.5,72.0,201.0,4.34,15.0,41.0,132.0,6.96,3.99,21.0,1,2021
120.0,1590.0,13.3,12.0,41.8,71.0,193.0,4.39,9.0,39.5,136.0,6.88,4.25,22.0,0,2021
147.0,2395.0,16.3,19.0,77.3,72.0,190.0,4.39,15.0,36.0,123.0,6.93,4.2,21.0,1,2021
189.0,2441.0,12.9,16.0,76.3,73.0,201.0,4.35,17.0,36.0,121.0,6.63,4.07,21.0,0,2021
178.0,1915.0,10.8,14.0,95.8,67.0,180.0,4.28,15.0,42.5,122.0,6.65,4.06,21.0,0,2021
122.0,2260.0,18.5,15.0,50.2,68.0,190.0,4.38,15.0,35.0,124.0,6.93,4.22,24.0,0,2021
140.0,2307.0,16.5,21.0,67.9,68.0,155.0,4.42,15.0,33.0,117.0,6.89,4.14,21.0,1,2021
123.0,2306.0,18.7,21.0,67.8,72.0,189.0,4.46,18.0,35.0,128.0,6.87,4.35,21.0,0,2021
181.0,2144.0,11.8,15.0,39.0,69.0,212.0,4.52,19.0,33.0,121.0,7.07,4.31,21.0,0,2021
78.0,1388.0,17.8,13.0,47.9,76.0,215.0,4.43,14.0,37.5,125.0,6.78,4.29,22.0,1,2021
117.0,1433.0,12.2,6.0,39.8,72.0,186.0,4.27,15.0,32.0,123.0,7.13,4.25,21.0,0,2021
154.0,2589.0,16.8,21.0,52.8,73.0,208.0,4.43,15.0,35.0,122.0,7.09,4.26,23.0,0,2021
178.0,2270.0,12.8,16.0,73.2,71.0,197.0,4.51,20.0,38.5,127.0,6.88,4.17,21.0,1,2021
230.0,2782.0,12.1,38.0,58.0,67.0,174.0,4.47,15.0,35.5,122.0,6.66,3.98,22.0,0,2021
205.0,3434.0,16.8,26.0,76.3,71.0,194.0,4.48,11.0,33.0,112.0,6.97,4.25,22.0,0,2021
110.0,1615.0,14.7,13.0,36.7,72.0,181.0,4.43,15.0,37.0,124.0,7.0,4.2,22.0,0,2021
62.0,1146.0,18.5,9.0,54.6,75.0,222.0,4.44,16.0,34.5,120.0,6.78,4.26,23.0,0,2021
93.0,1211.0,13.0,10.0,22.4,72.0,204.0,4.53,16.0,36.5,128.0,7.03,4.21,23.0,0,2021
67.0,1317.0,19.7,13.0,32.9,72.0,201.0,4.56,19.0,34.5,117.0,7.05,4.25,23.0,0,2021
147.0,2269.0,15.4,22.0,70.9,70.0,180.0,4.48,15.0,33.0,122.0,6.76,4.14,23.0,0,2021
33.0,522.0,15.8,4.0,16.3,74.0,217.0,4.36,15.0,34.0,124.0,7.38,4.38,22.0,0,2021
132.0,2124.0,16.1,17.0,59.0,75.0,211.0,4.49,12.0,37.0,124.0,7.2,4.43,21.0,0,2021
188.0,2435.0,13.0,18.0,55.3,70.0,190.0,4.59,12.0,34.0,121.0,7.38,4.38,22.0,0,2021
101.0,1542.0,15.3,11.0,44.1,73.0,201.0,4.54,14.0,31.0,114.0,6.93,4.19,22.0,0,2021
160.0,2153.0,13.5,15.0,79.7,76.0,219.0,4.47,15.0,36.0,122.0,6.93,4.2,21.0,1,2022
143.0,2213.0,15.5,23.0,67.1,72.0,183.0,4.38,15.0,36.0,123.0,6.93,4.36,22.0,1,2022
176.0,2711.0,15.4,35.0,57.7,72.0,187.0,4.39,15.0,32.0,124.0,6.93,4.2,22.0,1,2022
94.0,1838.0,19.6,18.0,54.1,74.0,179.0,4.47,15.0,36.0,122.0,6.93,4.2,21.0,1,2022
183.0,2757.0,15.1,25.0,65.6,71.0,178.0,4.43,15.0,36.0,121.0,7.28,4.2,22.0,0,2022
146.0,2399.0,16.4,18.0,75.0,74.0,225.0,4.55,15.0,33.0,122.0,7.28,4.2,22.0,0,2022
147.0,2224.5,14.9,17.0,57.4,76.0,208.0,4.36,15.0,38.5,136.0,6.93,4.2,23.0,1,2022
195.0,2248.0,11.5,10.0,72.5,68.0,178.0,4.44,15.0,34.5,118.0,6.93,4.2,21.0,1,2022
155.0,2081.0,13.4,14.0,53.4,71.0,187.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,0,2022
143.0,2242.0,15.7,19.0,47.7,74.0,181.0,4.28,15.0,36.5,130.0,6.93,4.2,21.0,0,2022
90.0,1347.0,15.0,14.0,51.8,75.0,195.0,4.47,15.0,33.0,125.0,6.93,4.2,21.0,1,2022
106.0,1851.0,17.5,12.0,41.1,75.0,211.0,4.41,15.0,40.5,129.0,7.13,4.28,22.0,1,2022
171.0,2482.0,14.5,15.0,82.7,70.0,195.0,4.41,15.0,34.5,125.0,7.13,4.32,21.0,0,2022
120.0,1434.0,12.0,11.0,23.1,72.0,204.0,4.31,15.0,33.0,121.0,6.93,4.2,25.0,0,2022
178.0,3140.0,17.6,22.0,66.8,73.0,194.0,4.49,15.0,36.0,123.0,7.08,4.2,23.0,0,2022
232.0,2946.0,12.7,21.0,101.6,73.0,212.0,4.65,15.0,33.0,118.0,7.14,4.57,21.0,0,2022
82.0,1251.0,15.3,13.0,69.5,72.0,186.0,4.33,15.0,34.0,126.0,6.93,4.2,23.0,0,2022
138.0,2165.0,15.7,15.0,61.9,74.0,209.0,4.47,15.0,36.5,126.0,6.93,4.38,22.0,0,2022
225.0,3322.0,14.8,26.0,75.5,74.0,201.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,1,2022
156.0,2541.0,16.3,22.0,56.5,68.0,170.0,4.32,15.0,39.0,135.0,6.65,4.07,23.0,0,2022
208.0,2878.0,13.8,20.0,66.9,72.0,196.0,4.43,15.0,34.5,124.0,7.28,4.21,22.0,1,2022
163.0,1821.0,11.2,17.0,52.0,71.0,189.0,4.58,15.0,33.5,124.0,6.93,4.2,23.0,0,2022
86.0,1453.0,16.9,12.0,51.9,71.0,186.0,4.5,15.0,38.0,128.0,7.03,4.28,23.0,0,2022
147.0,2224.5,14.9,17.0,57.4,73.0,204.0,4.55,15.0,34.5,125.0,6.93,4.2,22.0,0,2022
147.0,2224.5,14.9,17.0,57.4,73.0,196.0,4.47,15.0,35.0,125.0,6.57,3.93,21.0,1,2023
147.0,2224.5,14.9,17.0,57.4,75.0,208.0,4.47,15.0,40.5,134.0,6.93,4.2,22.0,1,2023
147.0,2224.5,14.9,17.0,57.4,69.0,182.0,4.42,15.0,35.5,127.0,6.93,4.2,22.0,1,2023
147.0,2224.5,14.9,17.0,57.4,71.0,173.0,4.49,15.0,34.0,122.0,6.93,4.2,21.0,1,2023
147.0,2224.5,14.9,17.0,57.4,74.0,220.0,4.46,22.0,39.5,129.0,6.93,4.2,22.0,0,2023
147.0,2224.5,14.9,17.0,57.4,71.0,187.0,4.45,15.0,33.5,121.0,6.93,4.29,23.0,1,2023
147.0,2224.5,14.9,17.0,57.4,73.0,204.0,4.51,15.0,41.0,128.0,6.93,4.2,23.0,1,2023
147.0,2224.5,14.9,17.0,57.4,71.0,183.0,4.38,15.0,39.5,129.0,6.9,4.2,21.0,0,2023
147.0,2224.5,14.9,17.0,57.4,68.0,165.0,4.49,15.0,36.0,121.0,6.93,4.2,23.0,0,2023
147.0,2224.5,14.9,17.0,57.4,72.0,176.0,4.4,15.0,40.0,135.0,6.93,4.2,21.0,0,2023
147.0,2224.5,14.9,17.0,57.4,75.0,213.0,4.54,15.0,37.0,128.0,6.93,4.2,23.0,0,2023
147.0,2224.5,14.9,17.0,57.4,69.0,171.0,4.48,15.0,38.5,131.0,6.93,4.2,22.0,1,2023
147.0,2224.5,14.9,17.0,57.4,74.0,213.0,4.58,23.0,37.5,125.0,6.93,4.27,23.0,1,2023
147.0,2224.5,14.9,17.0,57.4,69.0,182.0,4.4,15.0,37.5,124.0,6.93,4.2,22.0,0,2023
147.0,2224.5,14.9,17.0,57.4,68.0,165.0,4.36,15.0,36.0,122.0,6.93,4.38,22.0,0,2023
147.0,2224.5,14.9,17.0,57.4,71.0,175.0,4.43,13.0,36.5,124.0,6.93,4.2,24.0,0,2023
147.0,2224.5,14.9,17.0,57.4,70.0,177.0,4.44,15.0,39.5,133.0,6.93,4.2,21.0,0,2023
147.0,2224.5,14.9,17.0,57.4,73.0,206.0,4.62,15.0,39.0,130.0,6.93,4.2,22.0,0,2023
147.0,2224.5,14.9,17.0,57.4,74.0,201.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,1,2023
147.0,2224.5,14.9,17.0,57.4,70.0,204.0,4.47,16.0,36.0,122.0,6.93,4.2,21.0,1,2023
147.0,2224.5,14.9,17.0,57.4,71.0,195.0,4.5,15.0,29.0,118.0,6.93,4.25,21.0,0,2023
147.0,2224.5,14.9,17.0,57.4,72.0,192.0,4.33,15.0,36.0,122.0,6.93,4.2,22.0,0,2023
147.0,2224.5,14.9,17.0,57.4,76.0,198.0,4.47,15.0,35.0,133.0,6.93,4.2,23.0,0,2023
147.0,2224.5,14.9,17.0,57.4,74.0,203.0,4.53,15.0,36.0,116.0,6.91,4.35,23.0,0,2023
147.0,2224.5,14.9,17.0,57.4,74.0,199.0,4.47,15.0,33.5,123.0,6.99,4.27,23.0,0,2023
147.0,2224.5,14.9,17.0,57.4,73.0,201.0,4.69,15.0,35.0,130.0,7.15,4.31,23.0,0,2023
147.0,2224.5,14.9,17.0,57.4,72.0,191.0,4.54,14.0,38.5,120.0,6.98,4.15,23.0,0,2023
147.0,2224.5,14.9,17.0,57.4,75.0,209.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,0,2024
147.0,2224.5,14.9,17.0,57.4,72.0,200.0,4.47,15.0,36.0,122.0,6.93,4.2,21.0,0,2024
147.0,2224.5,14.9,17.0,57.4,75.0,212.0,4.45,15.0,39.0,124.0,6.88,4.03,22.0,0,2024
147.0,2224.5,14.9,17.0,57.4,75.0,209.0,4.33,11.0,38.5,126.0,6.93,4.2,21.0,1,2024
147.0,2224.5,14.9,17.0,57.4,71.0,165.0,4.21,15.0,41.0,131.0,6.93,4.2,21.0,0,2024
147.0,2224.5,14.9,17.0,57.4,73.0,189.0,4.41,17.0,42.0,129.0,6.64,4.05,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,73.0,221.0,4.39,15.0,40.0,126.0,6.93,4.2,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,75.0,213.0,4.61,15.0,38.0,127.0,6.93,4.2,21.0,0,2024
147.0,2224.5,14.9,17.0,57.4,72.0,186.0,4.39,13.0,36.0,124.0,6.93,4.2,22.0,1,2024
