rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,star,draft_year
147.0,2224.5,14.9,17.0,57.4,73.0,203.0,4.52,15.0,37.5,129.0,6.93,4.2,22.0,0,2024
147.0,2224.5,14.9,17.0,57.4,74.0,205.0,4.34,15.0,39.5,136.0,6.93,4.2,21.0,0,2024
147.0,2224.5,14.9,17.0,57.4,71.0,215.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,0,2024
147.0,2224.5,14.9,17.0,57.4,72.0,196.0,4.45,15.0,38.5,133.0,6.93,4.2,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,71.0,185.0,4.39,12.0,36.0,122.0,6.93,4.2,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,73.0,197.0,4.47,15.0,37.0,127.0,6.94,4.18,22.0,0,2024
147.0,2224.5,14.9,17.0,57.4,74.0,198.0,4.46,15.0,36.0,121.0,6.7,4.02,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,74.0,176.0,4.41,15.0,39.0,124.0,6.9,4.31,21.0,0,2024
147.0,2224.5,14.9,17.0,57.4,73.0,202.0,4.54,15.0,37.0,121.0,6.93,4.2,22.0,0,2024
147.0,2224.5,14.9,17.0,57.4,74.0,193.0,4.36,15.0,40.5,134.0,6.93,4.2,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,68.0,168.0,4.38,15.0,36.0,119.0,7.02,4.32,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,68.0,174.0,4.39,15.0,39.5,129.0,6.93,4.16,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,69.0,190.0,4.47,21.0,36.0,122.0,6.93,4.2,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,72.0,188.0,4.46,15.0,34.0,120.0,7.16,4.2,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,73.0,212.0,4.43,19.0,39.5,122.0,6.93,4.2,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,69.0,188.0,4.42,12.0,32.0,118.0,6.93,4.2,24.0,0,2024
147.0,2224.5,14.9,17.0,57.4,69.0,191.0,4.47,19.0,42.5,126.0,6.93,4.2,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,78.0,231.0,4.52,15.0,37.0,128.0,6.93,4.11,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,73.0,205.0,4.47,18.0,36.0,122.0,6.93,4.2,23.0,0,2024
147.0,2224.5,14.9,17.0,57.4,74.0,208.0,4.5,13.0,36.5,119.0,6.93,4.2,22.0,0,2024
147.0,2224.5,14.9,17.0,57.4,76.0,203.0,4.47,15.0,36.0,126.0,6.93,4.2,26.0,0,2024
147.0,2224.5,14.9,17.0,57.4,76.0,219.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,73.0,202.0,4.47,15.0,36.0,122.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,71.0,191.0,4.29,15.0,36.0,122.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,76.0,214.0,4.47,15.0,39.0,128.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,72.0,206.0,4.41,15.0,36.0,122.0,6.93,4.2,21.0,0,2025
147.0,2224.5,14.9,17.0,57.4,74.0,205.0,4.54,15.0,38.5,125.0,6.93,4.2,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,73.0,214.0,4.47,19.0,34.5,125.0,6.84,4.21,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,71.0,190.0,4.4,15.0,36.5,119.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,76.0,214.0,4.43,17.0,39.5,129.0,6.85,4.05,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,74.0,204.0,4.61,15.0,37.5,124.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,70.0,194.0,4.39,23.0,41.5,134.0,6.82,4.17,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,76.0,222.0,4.48,15.0,36.0,122.0,6.93,4.2,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,73.0,183.0,4.37,15.0,39.5,130.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,73.0,196.0,4.34,15.0,38.5,128.0,6.82,4.27,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,77.0,205.0,4.3,15.0,33.0,126.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,72.0,179.0,4.36,15.0,38.0,127.0,6.82,4.19,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,70.0,191.0,4.34,14.0,40.0,132.0,6.75,4.12,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,72.0,205.0,4.42,13.0,36.0,122.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,74.0,206.0,4.44,15.0,38.5,127.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,73.0,190.0,4.37,15.0,34.5,124.0,6.93,4.2,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,75.0,196.0,4.41,15.0,37.5,122.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,70.0,163.0,4.46,15.0,32.0,121.0,6.93,4.2,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,68.0,174.0,4.46,15.0,38.0,128.0,6.93,4.41,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,70.0,154.0,4.51,15.0,37.0,131.0,6.65,4.15,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,73.0,184.0,4.61,15.0,36.0,123.0,6.93,4.2,23.0,0,2025
147.0,2224.5,14.9,17.0,57.4,71.0,186.0,4.59,15.0,36.0,124.0,6.93,4.2,22.0,0,2025
147.0,2224.5,14.9,17.0,57.4,70.0,185.0,4.4,15.0,33.5,120.0,6.93,4.27,22.0,0,2025
