pick,stuart,johnson,hill,otc,pff,dr_av
1,1.0,1.0,1.0,1.0,0.9999999999999999,107.0
1,1.0,1.0,1.0,1.0,0.9999999999999999,72.0
1,1.0,1.0,1.0,1.0,0.9999999999999999,56.0
1,1.0,1.0,1.0,1.0,0.9999999999999999,38.0
1,1.0,1.0,1.0,1.0,0.9999999999999999,54.0
1,1.0,1.0,1.0,1.0,0.9999999999999999,44.0
1,1.0,1.0,1.0,1.0,0.9999999999999999,104.0
1,1.0,1.0,1.0,1.0,0.9999999999999999,35.0
1,1.0,1.0,1.0,1.0,0.9999999999999999,71.0
1,1.0,1.0,1.0,1.0,0.9999999999999999,63.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,97.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,31.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,16.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,13.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,43.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,43.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,34.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,40.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,58.0
2,0.8728323699421965,0.8666666666666666,0.7168868868868868,0.8755115961800819,0.9669421487603306,20.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,47.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,7.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,3.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,44.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,5.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,56.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,15.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,14.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,54.0
3,0.7976878612716763,0.7333333333333333,0.5138438438438439,0.8025238744884039,0.933884297520661,7.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,71.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,29.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,89.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,20.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,22.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,65.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,19.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,49.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,12.0
4,0.7456647398843931,0.6,0.49001001001001,0.7510231923601638,0.9008264462809916,33.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,95.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,9.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,37.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,41.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,45.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,28.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,24.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,25.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,45.0
5,0.7023121387283237,0.5666666666666667,0.4672772772772773,0.7107776261937244,0.8677685950413223,52.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,97.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,13.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,10.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,75.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,26.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,64.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,29.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,79.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,40.0
6,0.6705202312138728,0.5333333333333333,0.4455955955955956,0.6780354706684857,0.8347107438016528,74.0
