Sk,Solo,Ast,Comb,TFL,Int,PD,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
26.0,103.0,101.0,204.0,60.0,,,76.0,269.0,4.65,24.0,36.0,121.0,7.37,4.41,22.0,25.0,2018
6.5,146.0,106.0,252.0,20.5,,,73.0,236.0,4.51,24.0,33.0,116.0,7.23,4.39,21.0,37.0,2018
9.5,66.0,34.0,100.0,15.0,,,76.0,347.0,5.1,41.0,33.0,116.0,7.23,4.39,23.0,51.0,2018
3.0,39.0,63.0,102.0,5.0,,,74.0,311.0,4.95,27.0,28.5,107.0,7.58,4.71,21.0,53.0,2018
21.5,100.0,86.0,186.0,37.0,,,78.0,264.0,4.58,22.0,33.5,124.0,7.2,4.41,22.0,18.0,2018
10.0,122.0,104.0,226.0,35.0,,,77.0,253.0,4.54,19.0,33.0,117.0,7.23,4.39,20.0,44.0,2018
5.0,128.0,60.0,188.0,13.0,,,76.0,256.0,4.65,20.0,39.5,124.0,6.88,4.15,21.0,35.0,2018
15.0,85.0,67.0,152.0,23.5,,,75.0,232.0,4.75,24.0,30.0,116.0,6.95,4.36,22.0,25.0,2018
0.0,61.0,62.0,123.0,4.0,,,74.0,220.0,4.47,24.0,41.5,134.0,7.23,4.39,21.0,25.0,2018
5.5,31.0,36.0,67.0,10.5,,,76.0,291.0,4.98,30.0,35.0,119.0,7.12,4.48,22.0,10.0,2018
26.0,100.0,60.0,160.0,47.5,,,75.0,252.0,4.64,24.0,36.0,119.0,6.88,4.19,22.0,39.0,2018
9.0,52.0,75.0,127.0,15.0,,,75.0,283.0,4.87,24.0,32.5,110.0,7.63,4.65,22.0,3.0,2018
12.5,94.0,74.0,168.0,20.5,,,75.0,251.0,4.65,20.0,32.0,119.0,7.23,4.39,21.0,13.0,2018
15.5,54.0,49.0,103.0,20.5,,,77.0,253.0,4.65,24.0,33.0,116.0,7.23,4.39,23.0,5.0,2018
23.5,63.0,49.0,112.0,36.5,,,75.0,265.0,4.75,24.0,35.5,122.0,7.23,4.39,23.0,13.0,2018
14.0,82.0,83.0,165.0,20.5,,,78.0,250.0,4.5,24.0,36.0,130.0,7.23,4.39,22.0,16.0,2018
10.5,51.0,52.0,103.0,26.0,,,78.0,281.0,4.92,24.0,29.0,116.0,7.23,4.39,22.0,5.0,2018
9.0,79.0,107.0,186.0,26.5,,,76.0,311.0,4.99,35.0,26.5,101.0,7.28,4.53,23.0,7.0,2018
6.5,158.0,106.0,264.0,32.0,,,75.0,236.0,4.64,21.0,38.5,119.0,6.9,4.28,21.0,82.0,2018
7.0,90.0,68.0,158.0,17.5,,,73.0,229.0,4.53,22.0,36.5,126.0,7.23,4.39,21.0,33.0,2018
11.5,74.0,91.0,165.0,24.0,,,73.0,317.0,5.38,25.0,27.0,96.0,8.15,5.02,22.0,38.0,2018
17.0,64.0,52.0,116.0,29.5,,,77.0,270.0,4.75,24.0,35.0,116.0,6.84,4.32,23.0,40.0,2018
12.0,158.0,72.0,230.0,25.5,,,75.0,236.0,4.52,27.0,36.0,125.0,7.23,4.39,21.0,1.0,2018
16.5,49.0,68.0,117.0,20.0,,,77.0,275.0,4.73,24.0,32.5,118.0,7.24,4.39,21.0,13.0,2018
7.5,55.0,52.0,107.0,21.5,,,74.0,309.0,5.09,24.0,29.0,104.0,7.82,4.74,22.0,14.0,2018
21.0,59.0,71.0,130.0,26.5,,,78.0,238.0,4.75,24.0,31.0,117.0,7.16,4.25,22.0,5.0,2018
4.5,85.0,56.0,141.0,13.5,,,75.0,233.0,4.59,18.0,39.5,131.0,6.82,4.15,23.0,6.0,2018
7.0,104.0,75.0,179.0,23.5,,,72.0,314.0,5.16,35.0,26.0,100.0,7.77,4.79,24.0,3.0,2018
15.5,60.0,97.0,157.0,28.0,,,76.0,307.0,5.21,42.0,32.0,103.0,7.28,4.5,22.0,8.0,2018
8.5,129.0,77.0,206.0,28.0,,,73.0,223.0,4.61,21.0,32.0,119.0,6.64,4.07,24.0,5.0,2018
5.0,40.0,44.0,84.0,14.0,,,77.0,283.0,4.82,25.0,32.0,116.0,7.23,4.39,22.0,5.0,2018
9.5,211.0,226.0,437.0,28.0,,,73.0,234.0,4.82,18.0,33.0,117.0,6.8,4.27,23.0,28.0,2018
6.5,107.0,93.0,200.0,22.5,,,73.0,229.0,4.6,19.0,35.0,117.0,7.06,4.28,22.0,4.0,2018
15.5,89.0,53.0,142.0,34.5,,,76.0,257.0,4.87,20.0,30.0,118.0,7.12,4.23,21.0,15.0,2018
6.5,193.0,111.0,304.0,22.0,,,73.0,236.0,4.6,23.0,36.0,117.0,7.38,4.48,23.0,5.0,2018
9.5,48.0,73.0,121.0,19.5,,,74.0,280.0,4.87,28.0,33.0,116.0,7.23,4.39,22.0,4.0,2018
14.5,77.0,61.0,138.0,29.0,,,76.0,251.0,4.53,24.0,39.5,124.0,7.23,4.28,21.0,32.0,2018
32.0,102.0,70.0,172.0,47.5,,,75.0,235.0,4.67,23.0,32.0,123.0,7.14,4.45,24.0,7.0,2018
5.5,51.0,52.0,103.0,23.0,,,76.0,286.0,4.75,24.0,33.0,116.0,7.23,4.39,22.0,1.0,2018
12.5,64.0,68.0,132.0,33.5,,,74.0,292.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,9.0,2018
18.5,101.0,65.0,166.0,33.5,,,73.0,227.0,4.38,20.0,33.0,117.0,7.23,4.39,23.0,4.0,2018
19.0,188.0,223.0,411.0,32.5,,,74.0,238.0,4.66,24.0,35.5,121.0,7.05,4.24,23.0,6.0,2018
21.5,170.0,63.0,233.0,45.5,,,73.0,248.0,4.59,26.0,36.0,124.0,6.9,4.36,23.0,4.0,2018
10.5,42.0,52.0,94.0,26.5,,,76.0,296.0,5.03,31.0,28.0,101.0,7.51,4.48,22.0,2.0,2018
20.0,105.0,58.0,163.0,33.5,,,73.0,253.0,4.77,27.0,38.0,121.0,7.23,4.39,23.0,2.0,2018
4.0,28.0,25.0,53.0,19.5,,,75.0,329.0,5.37,24.0,23.5,96.0,7.95,4.83,21.0,4.0,2018
23.5,79.0,54.0,133.0,43.0,,,76.0,264.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,1.0,2018
11.5,38.0,31.0,69.0,15.0,,,76.0,263.0,4.69,31.0,32.5,117.0,6.88,4.19,23.0,0.0,2018
5.0,70.0,48.0,118.0,15.0,,,74.0,245.0,4.78,23.0,33.0,116.0,7.23,4.39,22.0,0.0,2018
4.5,65.0,69.0,134.0,16.0,,,72.0,228.0,4.75,20.0,33.0,116.0,7.23,4.39,22.0,8.0,2018
6.5,78.0,43.0,121.0,15.0,,,74.0,238.0,4.75,18.0,33.0,116.0,7.23,4.39,23.0,0.0,2018
14.0,62.0,39.0,101.0,24.0,,,76.0,258.0,4.78,25.0,33.0,114.0,6.99,4.4,23.0,0.0,2018
18.5,111.0,79.0,190.0,28.0,,,75.0,252.0,4.57,19.0,34.0,121.0,7.13,4.36,23.0,3.0,2018
7.5,155.0,87.0,242.0,19.5,,,74.0,230.0,4.79,21.0,30.5,117.0,7.26,4.39,23.0,1.0,2018
5.5,62.0,43.0,105.0,14.5,,,75.0,246.0,4.48,26.0,34.5,122.0,7.14,4.44,22.0,7.0,2018
8.5,56.0,77.0,133.0,21.0,,,75.0,287.0,4.89,28.0,35.5,113.0,7.32,4.37,23.0,0.0,2018
2.0,90.0,97.0,187.0,8.5,,,72.0,237.0,4.63,19.0,33.0,116.0,7.23,4.39,21.0,1.0,2018
27.0,84.0,81.0,165.0,50.0,,,76.0,264.0,4.75,25.0,33.0,116.0,7.26,4.4,22.0,12.0,2019
8.5,114.0,172.0,286.0,29.0,,,72.0,237.0,4.42,22.0,39.5,118.0,7.07,4.17,21.0,45.0,2019
31.5,120.0,99.0,219.0,41.0,,,77.0,262.0,4.63,28.0,33.0,118.0,7.15,4.23,22.0,45.0,2019
10.0,83.0,108.0,191.0,19.0,,,71.0,234.0,4.43,21.0,40.5,124.0,6.93,4.23,21.0,21.0,2019
24.0,72.0,52.0,124.0,39.5,,,77.0,249.0,4.53,24.0,36.0,129.0,7.01,4.39,21.0,34.0,2019
22.5,50.0,55.0,105.0,30.0,,,78.0,260.0,4.41,21.0,36.0,125.0,7.0,4.29,23.0,28.0,2019
17.5,219.0,171.0,390.0,41.0,,,74.0,250.0,4.75,24.0,33.0,116.0,7.23,4.39,22.0,7.0,2019
22.0,96.0,55.0,151.0,49.0,,,75.0,250.0,4.62,23.0,40.0,134.0,7.02,4.27,23.0,4.0,2019
18.0,70.0,112.0,182.0,44.5,,,75.0,256.0,4.59,18.0,30.5,116.0,6.94,4.11,24.0,10.0,2019
14.5,143.0,94.0,237.0,32.5,,,73.0,238.0,4.63,24.0,37.0,125.0,7.21,4.28,24.0,18.0,2019
9.0,131.0,103.0,234.0,23.5,,,74.0,237.0,4.64,30.0,32.5,116.0,6.9,4.03,22.0,9.0,2019
10.5,114.0,126.0,240.0,19.0,,,73.0,239.0,4.58,24.0,33.5,122.0,7.25,4.26,23.0,21.0,2019
33.0,93.0,83.0,176.0,51.5,,,75.0,253.0,4.78,24.0,34.0,118.0,7.13,4.57,22.0,8.0,2019
11.5,25.0,33.0,58.0,16.0,,,75.0,247.0,4.75,24.0,38.5,118.0,7.23,4.39,23.0,1.0,2019
20.0,69.0,60.0,129.0,36.0,,,76.0,271.0,4.75,24.0,33.0,116.0,7.23,4.39,22.0,5.0,2019
5.0,107.0,64.0,171.0,19.5,,,74.0,234.0,4.57,31.0,37.5,122.0,6.94,4.14,24.0,13.0,2019
14.5,58.0,42.0,100.0,31.5,,,76.0,254.0,4.69,16.0,29.5,116.0,7.23,4.45,22.0,0.0,2019
4.0,190.0,148.0,338.0,11.5,,,72.0,230.0,4.56,21.0,34.5,121.0,6.85,4.09,21.0,2.0,2019
6.0,157.0,94.0,251.0,29.0,,,74.0,242.0,4.66,24.0,34.5,118.0,7.09,4.31,23.0,2.0,2019
4.0,158.0,162.0,320.0,13.0,,,71.0,237.0,4.75,24.0,33.0,117.0,7.23,4.39,22.0,28.0,2019
12.0,64.0,35.0,99.0,19.5,,,75.0,241.0,4.75,17.0,38.0,123.0,6.89,4.14,24.0,23.0,2019
1.0,62.0,57.0,119.0,7.5,,,73.0,240.0,4.75,24.0,32.0,117.0,7.23,4.39,21.0,12.0,2019
13.0,98.0,86.0,184.0,36.5,,,77.0,248.0,4.5,25.0,36.5,119.0,7.06,4.4,23.0,1.0,2019
12.0,113.0,66.0,179.0,30.5,,,73.0,237.0,4.5,18.0,37.5,124.0,6.95,4.12,23.0,3.0,2019
3.5,211.0,143.0,354.0,26.5,,,74.0,238.0,4.69,15.0,39.0,123.0,7.23,4.23,22.0,0.0,2019
5.0,99.0,65.0,164.0,13.0,,,74.0,245.0,4.65,20.0,33.0,119.0,7.38,4.38,22.0,2.0,2019
10.5,168.0,151.0,319.0,23.5,,,73.0,241.0,4.51,27.0,36.0,123.0,7.23,4.39,23.0,4.0,2019
9.5,46.0,46.0,92.0,19.0,,,75.0,254.0,4.75,24.0,33.0,116.0,7.23,4.39,21.0,7.0,2020
9.0,182.0,153.0,335.0,37.0,,,74.0,241.0,4.52,21.0,38.0,129.0,7.23,4.39,21.0,22.0,2020
7.0,220.0,147.0,367.0,33.0,,,72.0,240.0,4.54,24.0,33.0,116.0,7.23,4.39,22.0,20.0,2020
4.0,59.0,72.0,131.0,17.5,,,72.0,229.0,4.5,18.0,35.0,125.0,7.23,4.39,21.0,39.0,2020
19.5,76.0,42.0,118.0,26.0,,,76.0,267.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,9.0,2020
16.5,38.0,18.0,56.0,20.5,,,73.0,245.0,4.75,18.0,33.0,116.0,7.23,4.39,21.0,8.0,2020
6.0,46.0,53.0,99.0,11.0,,,73.0,243.0,4.46,21.0,39.5,136.0,7.08,4.3,22.0,21.0,2020
7.0,253.0,168.0,421.0,35.0,,,74.0,241.0,4.63,21.0,32.0,121.0,7.07,4.27,24.0,31.0,2020
15.0,99.0,55.0,154.0,30.5,,,74.0,238.0,4.65,24.0,32.5,115.0,7.0,4.31,23.0,9.0,2020
7.0,31.0,16.0,47.0,13.5,,,77.0,262.0,4.75,24.0,37.0,124.0,7.23,4.39,22.0,5.0,2020
14.5,98.0,95.0,193.0,33.5,,,74.0,256.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,22.0,2020
2.0,96.0,122.0,218.0,13.5,,,75.0,229.0,4.66,24.0,39.0,126.0,7.38,4.33,21.0,5.0,2020
10.0,136.0,69.0,205.0,29.0,,,75.0,247.0,4.66,24.0,36.0,122.0,6.83,4.32,22.0,16.0,2020
2.0,99.0,29.0,128.0,18.0,,,72.0,228.0,4.49,21.0,35.0,127.0,6.96,4.26,22.0,3.0,2020
6.5,121.0,119.0,240.0,25.5,,,73.0,224.0,4.75,21.0,33.0,116.0,7.23,4.39,22.0,9.0,2020
6.5,94.0,88.0,182.0,22.5,,,75.0,230.0,4.65,20.0,33.0,122.0,7.09,4.25,23.0,11.0,2020
15.0,237.0,160.0,397.0,44.0,,,75.0,231.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,6.0,2020
12.5,182.0,174.0,356.0,46.5,,,72.0,234.0,4.74,23.0,31.0,120.0,7.23,4.39,22.0,4.0,2020
4.0,65.0,82.0,147.0,8.0,,,71.0,224.0,4.56,30.0,33.0,120.0,7.23,4.39,22.0,7.0,2020
3.5,106.0,71.0,177.0,13.0,,,75.0,240.0,4.75,24.0,33.0,116.0,7.23,4.39,22.0,3.0,2020
8.0,145.0,99.0,244.0,22.5,,,75.0,238.0,4.74,24.0,29.0,113.0,7.23,4.49,24.0,14.0,2020
5.0,99.0,100.0,199.0,15.0,,,77.0,233.0,4.72,16.0,35.5,123.0,7.23,4.39,22.0,4.0,2020
2.0,168.0,88.0,256.0,22.0,,,73.0,235.0,4.51,14.0,32.5,121.0,7.07,4.24,23.0,3.0,2020
13.5,229.0,97.0,326.0,28.0,,,72.0,235.0,4.75,15.0,33.0,116.0,7.23,4.39,23.0,7.0,2020
22.5,107.0,52.0,159.0,40.0,,,75.0,236.0,4.57,24.0,36.0,126.0,7.23,4.39,23.0,5.0,2020
14.5,71.0,59.0,130.0,22.0,,,76.0,250.0,4.62,17.0,39.0,126.0,7.08,4.21,24.0,0.0,2020
3.0,151.0,86.0,237.0,19.5,,,74.0,236.0,4.69,21.0,35.0,121.0,7.38,4.41,23.0,1.0,2020
6.5,100.0,92.0,192.0,19.0,,,75.0,246.0,4.39,19.0,34.0,126.0,6.89,4.4,22.0,56.0,2021
7.5,129.0,107.0,236.0,29.0,,,76.0,259.0,4.67,19.0,35.0,122.0,7.23,4.36,22.0,24.0,2021
2.5,68.0,76.0,144.0,5.0,,,75.0,234.0,4.47,24.0,42.0,132.0,7.23,4.39,22.0,16.0,2021
7.0,37.0,26.0,63.0,13.5,,,77.0,257.0,4.36,21.0,39.5,134.0,6.83,4.21,22.0,14.0,2021
9.0,37.0,24.0,61.0,14.5,,,77.0,259.0,4.69,22.0,35.0,116.0,7.18,4.36,22.0,22.0,2021
14.0,41.0,30.0,71.0,19.5,,,74.0,249.0,4.63,26.0,30.0,127.0,7.27,4.34,21.0,16.0,2021
7.0,96.0,46.0,142.0,24.5,,,73.0,221.0,4.75,24.0,36.5,124.0,6.8,4.15,21.0,22.0,2021
4.0,141.0,83.0,224.0,16.5,,,71.0,237.0,4.6,24.0,32.0,116.0,7.4,4.5,21.0,30.0,2021
4.0,111.0,74.0,185.0,16.0,,,74.0,238.0,4.58,20.0,39.5,122.0,6.95,4.38,22.0,30.0,2021
11.0,101.0,64.0,165.0,30.5,,,75.0,256.0,4.63,19.0,41.5,131.0,7.23,4.39,21.0,10.0,2021
12.5,115.0,91.0,206.0,22.5,,,74.0,229.0,4.58,25.0,31.0,116.0,7.02,4.16,24.0,1.0,2021
18.0,61.0,49.0,110.0,22.5,,,74.0,249.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,9.0,2021
2.0,115.0,104.0,219.0,10.5,,,72.0,233.0,4.58,24.0,32.0,121.0,7.34,4.33,22.0,6.0,2021
2.0,111.0,88.0,199.0,10.5,,,73.0,230.0,4.65,24.0,38.5,116.0,7.23,4.39,21.0,13.0,2021
7.0,65.0,45.0,110.0,18.0,,,74.0,245.0,4.58,23.0,40.0,130.0,6.78,4.23,22.0,15.0,2021
10.5,158.0,67.0,225.0,25.0,,,72.0,238.0,4.57,29.0,37.0,119.0,7.23,4.27,22.0,17.0,2021
1.0,39.0,19.0,58.0,6.5,,,75.0,232.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,2.0,2021
17.5,56.0,69.0,125.0,34.0,,,74.0,244.0,4.75,18.0,33.0,116.0,7.23,4.39,22.0,3.0,2021
14.5,58.0,38.0,96.0,27.0,,,77.0,264.0,4.8,16.0,33.0,117.0,7.23,4.39,23.0,0.0,2021
1.5,15.0,33.0,48.0,4.5,,,74.0,350.0,5.4,24.0,28.5,97.0,8.15,5.05,23.0,0.0,2021
3.0,27.0,22.0,49.0,8.5,,,73.0,296.0,4.97,40.0,32.0,105.0,7.2,4.49,21.0,2.0,2021
9.5,215.0,160.0,375.0,21.0,,,72.0,222.0,4.64,17.0,34.0,114.0,7.15,4.48,22.0,9.0,2021
7.5,36.0,27.0,63.0,11.5,,,78.0,274.0,5.08,21.0,28.5,112.0,7.52,4.55,23.0,6.0,2021
8.5,41.0,33.0,74.0,19.0,,,75.0,313.0,4.9,24.0,28.5,106.0,7.68,4.7,22.0,1.0,2021
9.5,173.0,114.0,287.0,32.5,,,75.0,257.0,4.65,22.0,32.5,122.0,6.87,4.12,22.0,4.0,2021
2.5,64.0,55.0,119.0,13.0,,,72.0,235.0,4.76,24.0,32.5,118.0,7.38,4.4,22.0,10.0,2021
25.0,92.0,100.0,192.0,42.5,,,74.0,254.0,4.68,25.0,29.0,118.0,7.45,4.51,23.0,1.0,2021
21.5,79.0,88.0,167.0,37.0,,,73.0,262.0,4.87,28.0,34.5,115.0,7.25,4.35,21.0,6.0,2021
24.5,93.0,42.0,135.0,40.0,,,78.0,240.0,4.59,16.0,35.0,119.0,6.97,4.41,23.0,5.0,2021
10.0,45.0,31.0,76.0,15.0,,,74.0,253.0,4.69,28.0,33.0,108.0,6.99,4.31,23.0,32.0,2021
19.0,65.0,55.0,120.0,30.5,,,75.0,252.0,4.74,24.0,34.5,119.0,7.14,4.26,23.0,0.0,2021
21.5,59.0,57.0,116.0,30.5,,,74.0,242.0,4.51,24.0,39.0,128.0,6.95,4.28,23.0,2.0,2021
9.5,34.0,31.0,65.0,12.5,,,77.0,272.0,4.51,24.0,35.5,123.0,6.89,4.32,21.0,26.0,2022
18.5,84.0,75.0,159.0,27.5,,,79.0,260.0,4.74,24.0,36.0,117.0,6.73,4.15,22.0,31.0,2022
19.0,84.0,42.0,126.0,33.0,,,76.0,254.0,4.58,27.0,33.0,116.0,7.23,4.39,21.0,24.0,2022
7.0,37.0,54.0,91.0,12.0,,,78.0,341.0,4.78,24.0,32.0,123.0,7.23,4.39,22.0,24.0,2022
5.0,81.0,58.0,139.0,11.0,,,76.0,241.0,4.52,24.0,32.0,122.0,7.23,4.39,22.0,22.0,2022
18.5,54.0,52.0,106.0,26.0,,,77.0,254.0,4.58,24.0,32.0,125.0,7.23,4.39,23.0,19.0,2022
16.5,149.0,106.0,255.0,43.0,,,75.0,237.0,4.66,25.0,35.0,126.0,7.23,4.39,23.0,35.0,2022
5.0,49.0,64.0,113.0,11.0,,,75.0,304.0,4.77,24.0,29.0,111.0,7.23,4.39,24.0,10.0,2022
14.5,64.0,35.0,99.0,30.5,,,76.0,266.0,4.75,21.0,38.0,121.0,7.23,4.36,21.0,27.0,2022
8.0,50.0,49.0,99.0,20.5,,,78.0,283.0,4.88,24.0,30.0,116.0,7.25,4.44,22.0,19.0,2022
2.0,43.0,17.0,60.0,6.5,,,71.0,198.0,4.75,16.0,35.0,116.0,6.74,4.18,23.0,21.0,2022
15.5,76.0,45.0,121.0,28.0,,,74.0,250.0,4.75,21.0,38.0,128.0,7.23,4.39,23.0,10.0,2022
15.0,59.0,28.0,87.0,19.5,,,76.0,261.0,4.53,24.0,38.0,125.0,7.23,4.39,23.0,16.0,2022
11.0,25.0,11.0,36.0,12.0,,,76.0,250.0,4.55,24.0,35.0,122.0,7.23,4.45,22.0,3.0,2022
13.5,73.0,66.0,139.0,37.0,,,75.0,268.0,4.77,24.0,37.5,123.0,7.23,4.39,22.0,9.0,2022
10.5,53.0,76.0,129.0,17.5,,,76.0,310.0,4.75,24.0,23.5,109.0,7.23,4.91,24.0,2.0,2022
20.5,76.0,58.0,134.0,31.5,,,76.0,261.0,4.46,24.0,32.5,123.0,7.23,4.39,23.0,7.0,2022
12.5,56.0,47.0,103.0,25.0,,,75.0,254.0,4.75,24.0,36.5,127.0,7.23,4.39,21.0,3.0,2022
18.5,68.0,49.0,117.0,32.0,,,75.0,248.0,4.54,24.0,35.5,120.0,7.07,4.23,22.0,32.0,2022
5.0,100.0,79.0,179.0,13.0,,,72.0,226.0,4.56,24.0,36.5,124.0,7.23,4.39,22.0,3.0,2022
5.5,147.0,119.0,266.0,19.0,,,75.0,239.0,4.63,27.0,40.0,129.0,7.06,4.28,23.0,6.0,2022
10.0,126.0,95.0,221.0,27.0,,,73.0,226.0,4.44,24.0,34.5,132.0,7.23,4.39,21.0,14.0,2022
8.5,47.0,86.0,133.0,18.0,,,76.0,325.0,4.92,24.0,28.5,110.0,7.33,4.58,22.0,15.0,2022
11.5,48.0,42.0,90.0,20.0,,,77.0,271.0,4.75,15.0,33.0,116.0,7.23,4.39,22.0,11.0,2022
34.0,179.0,170.0,349.0,60.0,,,75.0,243.0,4.75,23.0,33.0,116.0,7.23,4.39,23.0,4.0,2022
7.5,90.0,78.0,168.0,13.5,,,71.0,229.0,4.75,24.0,33.0,116.0,7.23,4.39,21.0,14.0,2022
13.0,59.0,73.0,132.0,25.0,,,76.0,283.0,5.0,24.0,27.5,106.0,7.23,4.49,22.0,4.0,2022
21.0,71.0,84.0,155.0,39.0,,,76.0,267.0,4.75,24.0,33.0,116.0,7.23,4.39,22.0,3.0,2022
16.5,174.0,143.0,317.0,31.5,,,73.0,224.0,4.75,22.0,35.5,123.0,7.03,4.25,23.0,25.0,2022
17.5,39.0,68.0,107.0,27.0,,,76.0,282.0,4.99,19.0,27.5,110.0,7.23,4.39,23.0,9.0,2022
13.5,60.0,55.0,115.0,24.0,,,77.0,228.0,4.67,24.0,33.0,120.0,7.23,4.37,24.0,2.0,2022
12.0,54.0,54.0,108.0,16.0,,,74.0,230.0,4.47,24.0,42.0,129.0,7.23,4.39,22.0,3.0,2022
12.0,106.0,74.0,180.0,25.5,,,75.0,250.0,4.53,24.0,40.5,128.0,7.23,4.39,21.0,20.0,2022
7.0,21.0,22.0,43.0,18.0,,,76.0,290.0,4.89,24.0,33.0,116.0,7.23,4.39,22.0,1.0,2022
15.0,70.0,75.0,145.0,34.5,,,78.0,316.0,4.75,24.0,33.0,107.0,7.23,4.39,24.0,3.0,2022
12.5,52.0,41.0,93.0,21.0,,,77.0,263.0,4.75,24.0,33.0,116.0,7.23,4.39,25.0,13.0,2022
4.0,68.0,64.0,132.0,19.0,,,76.0,250.0,4.52,24.0,37.5,128.0,7.23,4.39,21.0,1.0,2022
7.5,55.0,89.0,144.0,23.0,,,76.0,330.0,5.41,24.0,21.5,116.0,8.41,4.39,23.0,1.0,2022
14.0,149.0,67.0,216.0,37.0,,,73.0,240.0,4.75,21.0,33.0,116.0,7.23,4.39,22.0,18.0,2022
5.0,62.0,75.0,137.0,15.5,,,75.0,327.0,4.75,23.0,28.0,116.0,7.85,4.72,22.0,5.0,2022
10.0,89.0,69.0,158.0,20.5,,,75.0,301.0,4.94,24.0,33.0,110.0,7.33,4.41,22.0,1.0,2022
7.0,28.0,27.0,55.0,11.0,,,75.0,254.0,4.86,24.0,34.0,117.0,7.23,4.39,22.0,0.0,2022
4.5,39.0,40.0,79.0,8.5,,,76.0,324.0,4.75,29.0,33.0,116.0,7.23,4.39,22.0,12.0,2022
11.5,134.0,160.0,294.0,34.0,,,73.0,233.0,4.55,24.0,33.0,125.0,7.23,4.39,24.0,3.0,2022
7.5,50.0,31.0,81.0,13.5,,,77.0,282.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,0.0,2022
9.5,69.0,83.0,152.0,16.5,,,76.0,297.0,5.0,17.0,32.0,112.0,7.89,4.81,23.0,1.0,2022
10.0,123.0,126.0,249.0,23.5,,,75.0,239.0,4.57,24.0,36.5,127.0,7.12,4.39,22.0,14.0,2022
15.0,73.0,48.0,121.0,24.0,,,76.0,258.0,4.87,24.0,36.5,117.0,7.23,4.39,22.0,12.0,2022
14.0,130.0,103.0,233.0,28.0,,,76.0,237.0,4.75,24.0,36.5,125.0,6.91,4.39,23.0,0.0,2022
10.0,48.0,30.0,78.0,21.5,,,77.0,246.0,4.36,24.0,37.0,131.0,7.23,4.45,23.0,2.0,2022
7.5,113.0,103.0,216.0,22.5,,,74.0,232.0,4.57,24.0,39.5,127.0,7.23,4.39,22.0,0.0,2022
4.0,32.0,29.0,61.0,15.0,,,73.0,302.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,9.0,2022
18.5,45.0,36.0,81.0,26.5,,,77.0,266.0,4.7,24.0,31.5,117.0,7.23,4.39,23.0,1.0,2022
9.0,99.0,93.0,192.0,22.0,,,72.0,233.0,4.6,24.0,36.0,122.0,7.23,4.39,23.0,5.0,2022
3.0,21.0,39.0,60.0,8.0,,,77.0,333.0,4.75,24.0,29.0,102.0,7.23,4.39,22.0,0.0,2022
18.0,96.0,78.0,174.0,40.0,,,76.0,258.0,4.7,24.0,35.5,122.0,7.21,4.35,23.0,1.0,2022
0.5,85.0,66.0,151.0,11.5,,,75.0,253.0,4.89,24.0,37.5,114.0,7.23,4.39,23.0,3.0,2022
