Sk,Solo,Ast,Comb,TFL,Int,PD,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
19.5,56.0,28.0,84.0,26.0,,,78.0,277.0,4.68,21.0,31.5,111.0,7.21,4.61,21.0,62.0,2010
11.0,147.0,166.0,313.0,29.5,,,74.0,236.0,4.71,24.0,37.5,120.0,7.23,4.39,24.0,53.0,2010
13.0,56.0,43.0,99.0,26.0,,,75.0,294.0,4.87,31.0,33.0,113.0,7.53,4.53,23.0,17.0,2010
0.5,19.0,33.0,52.0,10.5,,,76.0,354.0,5.71,24.0,20.5,90.0,8.19,5.03,22.0,14.0,2010
6.5,178.0,129.0,307.0,31.5,,,75.0,249.0,5.05,24.0,29.0,111.0,6.97,4.39,23.0,19.0,2010
2.0,95.0,163.0,258.0,11.5,,,72.0,235.0,4.71,26.0,35.0,110.0,7.04,4.29,23.0,18.0,2010
21.5,94.0,52.0,146.0,40.5,,,77.0,285.0,4.92,26.0,33.0,116.0,7.23,4.39,23.0,6.0,2010
12.5,72.0,125.0,197.0,23.5,,,74.0,304.0,5.01,24.0,33.0,116.0,7.23,4.39,22.0,1.0,2010
3.0,159.0,79.0,238.0,26.5,,,73.0,245.0,4.61,35.0,33.0,116.0,7.23,4.39,21.0,26.0,2010
8.0,50.0,38.0,88.0,18.0,,,74.0,296.0,4.75,25.0,28.5,107.0,7.68,4.55,22.0,10.0,2010
11.5,87.0,65.0,152.0,27.0,,,75.0,300.0,4.98,24.0,33.0,98.0,7.56,4.76,22.0,23.0,2010
29.0,115.0,79.0,194.0,46.0,,,75.0,263.0,4.73,29.0,37.0,121.0,6.91,4.18,23.0,1.0,2010
8.0,117.0,98.0,215.0,36.0,,,72.0,242.0,4.7,26.0,29.5,115.0,6.91,4.59,22.0,67.0,2010
6.5,170.0,128.0,298.0,24.0,,,71.0,235.0,4.75,25.0,34.5,116.0,7.23,4.39,21.0,1.0,2010
18.0,48.0,36.0,84.0,21.0,,,75.0,273.0,4.65,32.0,33.0,116.0,7.23,4.39,22.0,66.0,2010
2.5,154.0,101.0,255.0,27.0,,,71.0,236.0,4.81,24.0,33.0,116.0,7.19,4.42,22.0,10.0,2010
2.0,87.0,98.0,185.0,13.0,,,73.0,239.0,4.69,24.0,35.5,119.0,6.97,4.25,22.0,27.0,2010
19.5,94.0,62.0,156.0,38.0,,,78.0,270.0,4.92,20.0,33.0,116.0,7.23,4.39,23.0,12.0,2010
3.5,90.0,83.0,173.0,13.5,,,72.0,245.0,4.65,24.0,31.5,106.0,7.16,4.43,23.0,0.0,2010
11.0,76.0,44.0,120.0,33.5,,,73.0,293.0,4.75,34.0,33.0,117.0,7.33,4.43,22.0,89.0,2010
29.0,176.0,79.0,255.0,55.0,,,73.0,245.0,4.71,24.0,36.5,115.0,7.08,4.23,22.0,2.0,2010
12.0,95.0,55.0,150.0,29.0,,,74.0,286.0,4.97,23.0,29.5,116.0,7.23,4.39,22.0,0.0,2010
17.0,77.0,33.0,110.0,33.0,,,74.0,221.0,4.63,24.0,33.0,116.0,7.23,4.39,23.0,8.0,2010
5.5,174.0,82.0,256.0,20.5,,,74.0,246.0,4.68,19.0,31.0,110.0,7.25,4.39,23.0,1.0,2010
14.5,89.0,51.0,140.0,29.0,,,74.0,257.0,4.92,24.0,33.0,115.0,7.23,4.53,22.0,1.0,2010
3.5,44.0,39.0,83.0,8.5,,,76.0,330.0,5.16,31.0,29.0,102.0,7.68,4.78,23.0,9.0,2010
6.5,85.0,60.0,145.0,38.5,,,75.0,301.0,5.04,24.0,33.0,116.0,7.23,4.39,24.0,14.0,2010
9.0,120.0,142.0,262.0,24.5,,,74.0,231.0,4.71,23.0,33.0,116.0,7.23,4.39,22.0,6.0,2010
26.5,90.0,57.0,147.0,39.5,,,76.0,281.0,4.82,21.0,35.0,117.0,7.25,4.65,22.0,27.0,2010
2.0,143.0,85.0,228.0,19.0,,,74.0,240.0,4.81,21.0,35.0,111.0,6.93,4.54,23.0,1.0,2010
11.5,111.0,93.0,204.0,26.5,,,71.0,203.0,4.55,11.0,35.5,117.0,6.58,4.39,23.0,5.0,2010
20.0,109.0,85.0,194.0,46.0,,,77.0,251.0,4.88,25.0,38.0,118.0,7.24,4.56,24.0,10.0,2010
11.5,113.0,71.0,184.0,32.5,,,73.0,240.0,4.55,24.0,40.0,134.0,7.06,4.11,22.0,8.0,2010
4.5,135.0,151.0,286.0,15.5,,,73.0,242.0,4.54,26.0,39.0,124.0,6.9,4.29,23.0,12.0,2010
28.5,145.0,61.0,206.0,69.0,,,76.0,252.0,4.93,24.0,30.5,109.0,7.48,4.63,23.0,2.0,2010
27.0,92.0,100.0,192.0,45.5,,,75.0,290.0,4.83,32.0,33.0,116.0,7.23,4.77,23.0,7.0,2010
31.0,85.0,51.0,136.0,45.0,,,73.0,244.0,4.62,25.0,35.0,109.0,7.08,4.3,23.0,1.0,2010
3.0,132.0,131.0,263.0,14.0,,,72.0,242.0,4.59,24.0,33.5,110.0,7.36,4.6,23.0,15.0,2010
1.5,14.0,19.0,33.0,4.5,,,73.0,304.0,4.97,44.0,30.0,101.0,7.23,4.68,23.0,0.0,2010
7.0,34.0,47.0,81.0,13.0,,,76.0,314.0,5.08,24.0,33.0,116.0,7.23,4.39,23.0,8.0,2010
6.0,50.0,39.0,89.0,17.0,,,75.0,281.0,4.86,24.0,33.0,116.0,7.23,4.39,23.0,2.0,2010
3.0,97.0,119.0,216.0,14.5,,,75.0,237.0,4.93,25.0,32.5,115.0,6.86,4.07,23.0,2.0,2010
33.0,104.0,77.0,181.0,50.5,,,75.0,246.0,4.42,21.0,37.0,126.0,6.7,4.06,22.0,97.0,2011
11.0,39.0,27.0,66.0,20.0,,,75.0,319.0,4.93,24.0,27.0,116.0,7.83,4.62,21.0,47.0,2011
14.5,52.0,27.0,79.0,23.0,,,76.0,263.0,4.74,20.0,34.0,118.0,7.19,4.5,21.0,24.0,2011
11.5,74.0,32.0,106.0,36.5,,,77.0,290.0,4.81,34.0,37.0,120.0,6.88,4.21,22.0,105.0,2011
13.0,50.0,38.0,88.0,27.5,,,76.0,291.0,4.84,24.0,31.0,113.0,7.14,4.56,23.0,16.0,2011
13.0,57.0,29.0,86.0,25.5,,,76.0,265.0,4.62,22.0,34.0,116.0,7.13,4.4,21.0,43.0,2011
33.5,134.0,76.0,210.0,57.0,,,76.0,267.0,4.67,31.0,33.5,122.0,7.18,4.39,23.0,62.0,2011
8.5,57.0,68.0,125.0,25.5,,,74.0,298.0,4.97,27.0,27.5,102.0,7.48,4.68,21.0,41.0,2011
19.0,73.0,119.0,192.0,37.5,,,75.0,281.0,4.78,24.0,33.0,113.0,7.3,4.13,23.0,12.0,2011
2.5,46.0,41.0,87.0,9.5,,,75.0,334.0,5.09,31.0,29.5,100.0,7.75,4.77,23.0,19.0,2011
16.5,88.0,87.0,175.0,34.0,,,76.0,287.0,4.74,25.0,31.0,117.0,7.07,4.37,22.0,109.0,2011
17.0,88.0,56.0,144.0,26.0,,,76.0,315.0,4.96,27.0,26.0,106.0,7.31,4.59,21.0,58.0,2011
15.5,80.0,83.0,163.0,37.5,,,77.0,294.0,4.95,24.0,30.0,116.0,7.23,4.39,22.0,115.0,2011
19.5,82.0,60.0,142.0,35.5,,,75.0,264.0,4.68,24.0,31.0,115.0,7.23,4.39,22.0,22.0,2011
14.0,128.0,55.0,183.0,29.5,,,74.0,254.0,4.81,18.0,31.0,116.0,7.49,4.28,22.0,17.0,2011
9.5,146.0,69.0,215.0,24.0,,,73.0,241.0,4.57,25.0,33.0,116.0,7.23,4.39,23.0,16.0,2011
4.5,59.0,56.0,115.0,24.5,,,76.0,310.0,5.03,17.0,26.5,98.0,7.42,4.83,23.0,13.0,2011
17.0,75.0,39.0,114.0,25.0,,,74.0,263.0,4.65,30.0,30.5,113.0,7.11,4.28,24.0,24.0,2011
19.5,89.0,61.0,150.0,44.5,,,75.0,280.0,4.92,22.0,33.0,116.0,7.23,4.39,21.0,7.0,2011
9.0,59.0,47.0,106.0,13.5,,,74.0,309.0,4.84,38.0,30.5,112.0,7.33,4.4,22.0,1.0,2011
14.0,56.0,73.0,129.0,29.5,,,73.0,303.0,4.98,49.0,33.0,116.0,7.23,4.39,23.0,15.0,2011
3.0,124.0,140.0,264.0,18.0,,,73.0,239.0,4.84,24.0,31.5,115.0,7.08,4.34,23.0,0.0,2011
7.5,59.0,29.0,88.0,17.0,,,74.0,297.0,4.98,29.0,28.0,104.0,7.48,4.56,23.0,4.0,2011
30.0,120.0,68.0,188.0,62.5,,,73.0,248.0,4.4,21.0,42.0,128.0,7.09,4.38,23.0,0.0,2011
9.0,116.0,98.0,214.0,40.0,,,73.0,240.0,4.74,24.0,33.0,116.0,7.23,4.39,23.0,9.0,2011
5.5,136.0,175.0,311.0,26.0,,,74.0,250.0,4.7,22.0,33.5,110.0,7.23,4.28,23.0,8.0,2011
20.0,72.0,53.0,125.0,38.0,,,75.0,270.0,4.62,30.0,36.5,125.0,6.95,4.37,22.0,54.0,2011
9.0,102.0,121.0,223.0,20.0,,,76.0,250.0,4.42,23.0,36.0,124.0,7.04,4.28,22.0,2.0,2011
9.0,59.0,79.0,138.0,22.0,,,73.0,300.0,5.04,26.0,27.5,101.0,7.51,4.78,21.0,71.0,2011
10.5,243.0,135.0,378.0,38.5,,,73.0,245.0,4.75,22.0,31.0,110.0,7.14,4.45,22.0,21.0,2011
19.0,58.0,49.0,107.0,31.0,,,75.0,285.0,4.71,27.0,36.5,117.0,7.43,4.56,22.0,30.0,2011
10.0,75.0,64.0,139.0,31.5,,,73.0,294.0,5.06,31.0,30.5,112.0,7.71,4.65,22.0,3.0,2011
4.5,135.0,105.0,240.0,12.5,,,73.0,242.0,4.73,24.0,37.5,123.0,7.23,4.39,23.0,9.0,2011
9.0,37.0,43.0,80.0,16.0,,,73.0,308.0,5.28,30.0,24.0,101.0,7.54,4.54,23.0,4.0,2011
8.0,131.0,127.0,258.0,22.5,,,75.0,246.0,4.71,20.0,32.0,120.0,7.26,4.46,22.0,62.0,2011
21.0,93.0,44.0,137.0,32.5,,,74.0,262.0,4.67,23.0,33.5,112.0,6.69,4.32,23.0,19.0,2011
12.0,60.0,93.0,153.0,21.5,,,76.0,283.0,4.75,24.0,31.5,111.0,7.54,4.51,22.0,3.0,2011
5.0,159.0,146.0,305.0,35.0,,,73.0,238.0,4.59,23.0,36.5,119.0,6.93,4.2,22.0,11.0,2011
9.0,123.0,122.0,245.0,30.5,,,73.0,231.0,4.78,13.0,33.0,116.0,7.23,4.39,22.0,10.0,2011
11.5,57.0,83.0,140.0,31.0,,,75.0,275.0,4.85,22.0,33.0,116.0,7.23,4.39,23.0,13.0,2011
12.5,108.0,59.0,167.0,26.5,,,74.0,235.0,4.62,18.0,36.0,121.0,7.09,4.57,22.0,1.0,2011
7.0,46.0,45.0,91.0,22.0,,,75.0,278.0,4.91,20.0,28.5,107.0,7.13,4.59,22.0,20.0,2011
6.5,98.0,87.0,185.0,19.5,,,75.0,240.0,4.65,17.0,34.0,115.0,6.95,4.25,22.0,1.0,2011
16.5,236.0,229.0,465.0,46.5,,,72.0,242.0,4.75,21.0,31.5,117.0,7.27,4.27,22.0,3.0,2011
7.0,196.0,143.0,339.0,20.0,,,75.0,239.0,4.65,21.0,32.0,115.0,6.7,4.0,23.0,0.0,2011
2.5,85.0,117.0,202.0,19.0,,,70.0,229.0,4.53,28.0,33.0,115.0,6.89,4.26,22.0,6.0,2011
6.0,93.0,121.0,214.0,24.0,,,73.0,241.0,4.65,23.0,30.5,114.0,7.23,4.28,23.0,1.0,2011
7.0,49.0,20.0,69.0,24.0,,,74.0,335.0,5.25,27.0,25.0,93.0,8.17,5.06,24.0,2.0,2011
35.5,124.0,90.0,214.0,57.5,,,73.0,254.0,4.81,35.0,31.0,113.0,7.05,4.34,24.0,7.0,2011
6.0,56.0,27.0,83.0,11.5,,,76.0,261.0,4.84,30.0,35.5,119.0,7.24,4.32,23.0,0.0,2011
11.0,81.0,50.0,131.0,28.5,,,75.0,266.0,4.86,14.0,32.5,117.0,7.25,4.51,23.0,0.0,2011
15.5,108.0,41.0,149.0,26.0,,,75.0,257.0,4.81,17.0,32.0,112.0,7.21,4.37,22.0,3.0,2011
6.0,58.0,72.0,130.0,11.0,,,74.0,319.0,5.06,30.0,29.0,106.0,7.56,4.46,23.0,2.0,2011
2.5,299.0,233.0,532.0,35.5,,,75.0,242.0,4.58,27.0,38.0,123.0,6.92,4.12,21.0,91.0,2012
5.0,57.0,44.0,101.0,21.5,,,75.0,346.0,4.89,44.0,29.5,105.0,7.9,4.56,22.0,41.0,2012
7.5,53.0,61.0,114.0,24.5,,,76.0,298.0,4.77,30.0,26.0,103.0,7.07,4.53,21.0,95.0,2012
2.0,34.0,45.0,79.0,11.0,,,77.0,322.0,5.31,24.0,26.5,105.0,7.46,4.81,21.0,53.0,2012
22.5,45.0,16.0,61.0,29.0,,,75.0,245.0,4.41,23.0,33.5,123.0,6.7,4.03,24.0,22.0,2012
24.0,80.0,64.0,144.0,40.5,,,78.0,284.0,4.69,25.0,31.5,109.0,7.57,4.78,22.0,17.0,2012
21.5,72.0,39.0,111.0,30.5,,,73.0,264.0,4.69,28.0,34.5,109.0,6.83,4.18,23.0,52.0,2012
20.5,64.0,66.0,130.0,33.0,,,75.0,260.0,4.62,19.0,31.5,118.0,7.07,4.33,23.0,13.0,2012
10.0,101.0,46.0,147.0,27.0,,,77.0,266.0,4.77,22.0,35.0,120.0,7.07,4.38,22.0,25.0,2012
5.0,101.0,133.0,234.0,21.0,,,74.0,265.0,4.62,24.0,32.0,116.0,7.23,4.39,22.0,65.0,2012
18.0,40.0,41.0,81.0,29.0,,,76.0,261.0,4.68,27.0,32.0,118.0,7.17,4.53,22.0,49.0,2012
21.5,62.0,41.0,103.0,29.5,,,75.0,271.0,4.55,35.0,38.5,124.0,7.25,4.66,22.0,22.0,2012
17.5,88.0,53.0,141.0,36.5,,,74.0,272.0,4.74,22.0,33.0,116.0,7.23,4.39,22.0,24.0,2012
19.5,89.0,73.0,162.0,37.0,,,77.0,295.0,4.93,33.0,33.5,108.0,7.26,4.44,22.0,45.0,2012
17.5,89.0,90.0,179.0,34.0,,,76.0,259.0,4.67,19.0,32.5,120.0,7.19,4.25,23.0,9.0,2012
13.5,155.0,104.0,259.0,36.5,,,71.0,239.0,4.44,24.0,39.5,127.0,7.23,4.19,21.0,32.0,2012
11.5,78.0,64.0,142.0,32.5,,,76.0,299.0,4.82,36.0,34.5,113.0,7.43,4.53,22.0,22.0,2012
12.0,52.0,55.0,107.0,27.5,,,74.0,308.0,5.0,24.0,28.5,107.0,7.6,4.56,22.0,3.0,2012
5.5,143.0,87.0,230.0,19.0,,,73.0,244.0,4.44,24.0,33.5,116.0,7.23,4.39,22.0,16.0,2012
10.5,55.0,58.0,113.0,32.5,,,77.0,303.0,5.01,26.0,29.5,116.0,7.23,4.39,23.0,3.0,2012
11.5,150.0,135.0,285.0,24.5,,,73.0,233.0,4.57,19.0,36.5,119.0,7.28,4.22,22.0,93.0,2012
26.5,111.0,128.0,239.0,49.0,,,75.0,266.0,4.87,24.0,32.0,110.0,6.9,4.4,24.0,19.0,2012
9.0,51.0,30.0,81.0,20.5,,,74.0,261.0,4.73,31.0,34.5,122.0,7.39,4.5,21.0,20.0,2012
7.0,129.0,100.0,229.0,22.5,,,74.0,235.0,4.49,32.0,38.5,124.0,7.19,4.28,23.0,23.0,2012
13.5,33.0,43.0,76.0,27.0,,,76.0,275.0,4.82,28.0,33.0,113.0,7.09,4.44,22.0,34.0,2012
10.0,70.0,102.0,172.0,25.0,,,73.0,306.0,4.8,36.0,33.5,113.0,7.19,4.25,22.0,6.0,2012
10.5,169.0,148.0,317.0,46.0,,,71.0,231.0,4.66,12.0,33.5,119.0,7.46,4.28,22.0,9.0,2012
9.0,70.0,71.0,141.0,25.5,,,74.0,309.0,5.32,28.0,33.0,116.0,7.23,4.39,24.0,8.0,2012
23.5,63.0,63.0,126.0,31.0,,,77.0,274.0,4.75,24.0,34.0,113.0,6.9,4.07,23.0,0.0,2012
4.5,59.0,70.0,129.0,19.5,,,74.0,314.0,5.2,35.0,31.0,100.0,7.97,4.71,22.0,7.0,2012
20.5,83.0,59.0,142.0,44.0,,,76.0,270.0,4.8,24.0,33.0,116.0,7.23,4.39,22.0,6.0,2012
9.0,188.0,117.0,305.0,21.5,,,74.0,241.0,4.56,24.0,37.0,121.0,7.18,4.37,23.0,16.0,2012
13.5,117.0,78.0,195.0,35.5,,,76.0,249.0,4.73,25.0,33.5,117.0,7.11,4.31,23.0,11.0,2012
11.0,80.0,51.0,131.0,25.5,,,75.0,301.0,4.78,24.0,27.5,106.0,7.32,4.47,23.0,0.0,2012
5.5,167.0,108.0,275.0,20.5,,,75.0,242.0,4.72,27.0,35.5,120.0,7.23,4.39,23.0,13.0,2012
7.5,169.0,126.0,295.0,37.5,,,73.0,241.0,4.6,23.0,37.0,124.0,7.34,4.37,23.0,4.0,2012
10.0,67.0,51.0,118.0,20.5,,,74.0,253.0,4.65,36.0,31.0,112.0,7.09,4.4,21.0,1.0,2012
20.0,75.0,92.0,167.0,29.5,,,76.0,279.0,4.91,24.0,31.0,104.0,7.47,4.4,23.0,21.0,2012
19.0,141.0,94.0,235.0,47.0,,,74.0,246.0,4.67,31.0,37.5,121.0,7.23,4.39,24.0,14.0,2012
15.5,54.0,69.0,123.0,27.0,,,72.0,291.0,4.84,24.0,33.0,116.0,7.23,4.39,23.0,36.0,2012
2.5,44.0,44.0,88.0,13.5,,,73.0,316.0,5.02,24.0,33.0,116.0,7.23,4.39,23.0,7.0,2012
7.5,52.0,52.0,104.0,22.0,,,77.0,284.0,4.85,25.0,28.0,105.0,7.38,4.41,22.0,14.0,2012
7.0,80.0,46.0,126.0,21.0,,,73.0,233.0,4.62,21.0,37.0,124.0,7.14,4.37,22.0,26.0,2012
8.0,80.0,77.0,157.0,22.5,,,72.0,244.0,4.55,24.0,35.5,117.0,7.23,4.39,23.0,0.0,2012
6.0,147.0,112.0,259.0,33.5,,,73.0,242.0,4.72,28.0,30.5,108.0,7.05,4.09,22.0,0.0,2012
10.0,68.0,40.0,108.0,20.0,,,75.0,239.0,4.67,20.0,34.0,119.0,7.23,4.39,22.0,0.0,2012
14.0,35.0,50.0,85.0,26.5,,,77.0,274.0,4.74,24.0,33.0,116.0,7.15,4.25,24.0,1.0,2012
10.0,112.0,81.0,193.0,27.5,,,74.0,237.0,4.71,22.0,32.5,114.0,7.18,4.43,22.0,0.0,2012
19.5,81.0,47.0,128.0,31.0,,,74.0,264.0,4.81,20.0,33.5,120.0,7.38,4.53,24.0,6.0,2012
6.0,198.0,176.0,374.0,32.5,,,72.0,237.0,4.84,18.0,31.5,111.0,7.23,4.39,22.0,19.0,2012
16.0,64.0,69.0,133.0,36.5,,,76.0,294.0,4.86,24.0,27.0,107.0,7.37,4.44,23.0,12.0,2012
14.0,147.0,129.0,276.0,32.0,,,76.0,246.0,4.76,15.0,35.0,114.0,6.96,4.29,23.0,7.0,2012
24.0,130.0,77.0,207.0,43.5,,,75.0,262.0,4.88,34.0,35.0,124.0,7.17,4.25,23.0,1.0,2012
5.0,45.0,44.0,89.0,18.5,,,77.0,293.0,5.0,28.0,34.0,111.0,7.49,4.84,23.0,1.0,2012
7.0,243.0,203.0,446.0,31.0,,,73.0,246.0,4.83,22.0,36.0,122.0,7.23,4.39,24.0,4.0,2012
10.5,41.0,56.0,97.0,22.0,,,77.0,298.0,4.97,21.0,36.0,113.0,7.4,4.41,23.0,32.0,2012
3.0,28.0,51.0,79.0,8.5,,,74.0,315.0,5.0,24.0,33.0,116.0,7.23,4.39,23.0,6.0,2012
12.5,74.0,56.0,130.0,32.5,,,75.0,268.0,4.75,24.0,35.0,105.0,7.2,4.38,22.0,0.0,2012
8.5,61.0,54.0,115.0,18.5,,,77.0,299.0,4.87,28.0,34.5,112.0,7.43,4.41,26.0,6.0,2012
6.5,71.0,52.0,123.0,21.0,,,76.0,302.0,5.12,30.0,26.0,102.0,7.23,4.39,23.0,1.0,2012
14.5,72.0,47.0,119.0,29.0,,,78.0,248.0,4.54,24.0,32.5,122.0,7.02,4.35,23.0,3.0,2013
4.5,39.0,33.0,72.0,13.0,,,77.0,271.0,4.56,21.0,34.5,118.0,7.11,4.26,24.0,37.0,2013
15.0,60.0,59.0,119.0,29.0,,,76.0,241.0,4.58,24.0,37.0,128.0,6.84,4.39,22.0,10.0,2013
6.0,54.0,58.0,112.0,18.5,,,74.0,294.0,5.02,30.0,32.0,116.0,7.23,4.39,22.0,32.0,2013
7.0,48.0,59.0,107.0,21.5,,,74.0,311.0,5.14,24.0,33.0,116.0,7.23,4.39,23.0,28.0,2013
28.0,96.0,72.0,168.0,45.5,,,74.0,245.0,4.74,24.0,33.0,116.0,7.23,4.39,23.0,17.0,2013
4.5,48.0,44.0,92.0,19.5,,,75.0,297.0,4.92,24.0,30.0,106.0,7.4,4.75,21.0,13.0,2013
23.5,63.0,36.0,99.0,35.0,,,75.0,266.0,4.83,25.0,31.0,111.0,7.3,4.4,23.0,10.0,2013
12.5,90.0,58.0,148.0,36.5,,,76.0,283.0,4.8,29.0,31.5,112.0,7.32,4.32,23.0,9.0,2013
8.5,44.0,52.0,96.0,20.5,,,75.0,313.0,5.03,27.0,26.5,102.0,7.93,4.8,24.0,22.0,2013
6.0,104.0,59.0,163.0,19.0,,,74.0,242.0,4.7,20.0,33.5,122.0,7.16,4.39,21.0,37.0,2013
8.5,212.0,225.0,437.0,34.0,,,73.0,241.0,4.82,24.0,33.0,113.0,7.13,4.27,22.0,14.0,2013
16.5,71.0,47.0,118.0,21.0,,,76.0,276.0,4.9,28.0,33.0,116.0,7.23,4.39,23.0,7.0,2013
19.5,124.0,62.0,186.0,49.0,,,75.0,299.0,5.08,24.0,33.0,116.0,7.23,4.39,24.0,41.0,2013
5.0,81.0,125.0,206.0,18.5,,,72.0,246.0,4.81,25.0,33.0,119.0,7.23,4.39,22.0,19.0,2013
3.5,99.0,45.0,144.0,21.0,,,75.0,238.0,4.74,24.0,33.0,116.0,7.23,4.39,23.0,10.0,2013
5.0,58.0,80.0,138.0,16.5,,,75.0,320.0,5.31,24.0,26.0,104.0,7.59,4.61,21.0,17.0,2013
7.5,141.0,78.0,219.0,19.0,,,73.0,245.0,4.59,22.0,32.5,118.0,6.99,4.24,22.0,5.0,2013
16.5,124.0,66.0,190.0,39.5,,,75.0,250.0,4.64,19.0,41.5,139.0,7.1,4.32,23.0,42.0,2013
16.5,60.0,52.0,112.0,28.0,,,80.0,277.0,4.62,38.0,34.5,121.0,7.07,4.51,26.0,4.0,2013
3.0,132.0,86.0,218.0,17.0,,,72.0,241.0,4.62,24.0,33.0,116.0,7.23,4.39,20.0,2.0,2013
16.0,174.0,100.0,274.0,44.0,,,73.0,245.0,4.65,29.0,38.0,127.0,7.49,4.31,23.0,9.0,2013
5.0,38.0,69.0,107.0,12.5,,,74.0,309.0,5.08,30.0,25.0,104.0,7.53,4.67,23.0,22.0,2013
26.5,116.0,81.0,197.0,45.0,,,76.0,250.0,4.95,12.0,35.5,122.0,7.23,4.39,20.0,4.0,2013
4.0,36.0,42.0,78.0,8.0,,,76.0,346.0,5.21,30.0,33.0,116.0,7.23,4.39,24.0,9.0,2013
8.0,51.0,72.0,123.0,16.5,,,73.0,303.0,5.23,28.0,22.5,103.0,7.49,4.51,22.0,6.0,2013
17.0,57.0,41.0,98.0,24.0,,,75.0,255.0,4.6,27.0,33.0,119.0,7.14,4.4,21.0,3.0,2013
4.0,161.0,95.0,256.0,20.5,,,73.0,234.0,4.47,27.0,34.0,131.0,6.71,4.18,23.0,3.0,2013
2.0,87.0,76.0,163.0,16.5,,,74.0,248.0,4.73,24.0,33.0,116.0,7.23,4.39,23.0,1.0,2013
3.5,65.0,121.0,186.0,16.5,,,73.0,307.0,5.15,37.0,30.0,107.0,7.82,4.72,21.0,14.0,2013
23.0,88.0,62.0,150.0,34.0,,,76.0,264.0,4.78,21.0,33.0,116.0,7.23,4.39,22.0,14.0,2013
6.0,109.0,73.0,182.0,16.5,,,72.0,243.0,4.65,27.0,33.0,116.0,7.23,4.39,21.0,14.0,2013
14.5,148.0,113.0,261.0,34.5,,,73.0,229.0,4.75,22.0,35.0,119.0,7.23,4.39,22.0,0.0,2013
10.0,62.0,80.0,142.0,30.0,,,78.0,281.0,4.96,23.0,28.5,110.0,7.2,4.59,22.0,39.0,2013
12.0,70.0,57.0,127.0,23.0,,,76.0,276.0,4.87,26.0,31.5,114.0,7.23,4.39,23.0,5.0,2013
20.5,81.0,73.0,154.0,42.0,,,73.0,257.0,4.62,24.0,33.0,116.0,7.23,4.39,22.0,1.0,2013
18.5,107.0,54.0,161.0,35.5,,,79.0,266.0,4.72,14.0,35.0,128.0,6.89,4.3,23.0,12.0,2013
10.5,41.0,55.0,96.0,20.0,,,76.0,277.0,4.8,24.0,33.0,119.0,7.03,4.51,23.0,1.0,2013
24.0,87.0,48.0,135.0,41.0,,,77.0,250.0,4.74,24.0,33.0,116.0,7.23,4.39,23.0,1.0,2013
3.0,181.0,180.0,361.0,20.0,,,73.0,250.0,4.66,20.0,33.0,113.0,7.23,4.39,22.0,9.0,2013
15.5,63.0,50.0,113.0,23.0,,,74.0,256.0,4.78,30.0,33.0,116.0,7.23,4.39,22.0,2.0,2013
2.5,20.0,26.0,46.0,8.0,,,77.0,318.0,5.29,24.0,33.0,116.0,7.23,4.39,23.0,13.0,2013
22.5,81.0,38.0,119.0,37.5,,,74.0,251.0,5.07,18.0,33.0,116.0,7.23,4.39,23.0,0.0,2013
8.5,47.0,78.0,125.0,18.0,,,75.0,310.0,5.14,32.0,26.5,104.0,7.16,4.64,24.0,4.0,2013
18.0,84.0,66.0,150.0,45.0,,,75.0,260.0,4.92,25.0,33.0,112.0,7.23,4.39,22.0,5.0,2013
10.5,46.0,30.0,76.0,17.0,,,76.0,265.0,4.55,36.0,39.0,128.0,7.23,4.39,23.0,3.0,2013
12.0,79.0,101.0,180.0,22.0,,,76.0,298.0,4.95,24.0,33.0,116.0,7.23,4.39,23.0,0.0,2013
2.5,29.0,34.0,63.0,9.5,,,75.0,308.0,4.98,24.0,33.0,116.0,7.23,4.39,23.0,10.0,2013
4.5,91.0,92.0,183.0,12.5,,,74.0,243.0,4.83,28.0,33.0,116.0,7.23,4.39,23.0,2.0,2013
14.0,68.0,93.0,161.0,26.0,,,77.0,255.0,4.78,22.0,33.0,113.0,6.91,4.44,22.0,2.0,2013
6.5,151.0,107.0,258.0,21.5,,,73.0,246.0,4.91,22.0,32.5,117.0,7.23,4.39,22.0,4.0,2013
12.5,128.0,146.0,274.0,35.0,,,73.0,240.0,4.84,19.0,33.0,118.0,6.99,4.2,23.0,0.0,2013
24.0,85.0,44.0,129.0,47.0,,,77.0,266.0,4.53,21.0,37.5,124.0,7.27,4.43,21.0,38.0,2014
28.5,185.0,142.0,327.0,74.5,,,75.0,251.0,4.65,23.0,40.0,128.0,7.08,4.18,23.0,41.0,2014
23.5,103.0,46.0,149.0,41.5,,,77.0,255.0,4.66,15.0,34.5,119.0,6.82,4.19,22.0,52.0,2014
29.5,115.0,66.0,181.0,66.0,,,73.0,285.0,4.68,35.0,32.0,116.0,7.11,4.39,23.0,123.0,2014
15.0,210.0,107.0,317.0,45.5,,,73.0,237.0,4.58,25.0,42.0,130.0,6.91,4.21,22.0,27.0,2014
6.5,175.0,142.0,317.0,23.0,,,74.0,234.0,4.65,24.0,35.0,118.0,7.3,4.4,22.0,59.0,2014
20.5,60.0,33.0,93.0,27.5,,,74.0,252.0,4.75,24.0,33.0,116.0,7.23,4.39,23.0,21.0,2014
