draft_year,pick,round,pos,G,age,avg_team_sp,qb_Cmp,qb_Att,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_Y/A,qb_AY/A,qb_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y_per_Att,rb_rush_TD,rb_rec_Rec,rb_rec_Yds,rb_rec_Y_per_Rec,rb_rec_TD,rec_Rec,rec_Yds,rec_Y/R,rec_TD,rec_Y/G,Sk,Solo,Ast,Comb,TFL,Int,PD
2020,20,1,LB,26.0,21.0,26.133333333333333,,,,,,,,,,,,,,,,,,,,,,,9.5,46.0,46.0,92.0,19.0,,
2006,177,6,DL,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,4.5,15.0,23.0,38.0,7.5,,
2014,212,6,LB,26.0,22.0,6.8,,,,,,,,,,,,,,,,,,,,,,,6.5,111.0,83.0,194.0,24.5,,
2021,199,6,DL,26.0,22.0,3.4,,,,,,,,,,,,,,,,,,,,,,,11.0,29.0,28.0,57.0,13.5,,
2012,8,1,QB,26.0,24.0,9.040579710144929,479.0,765.0,62.6,5382.0,42.0,21.0,7.0,6.9,207.0,,,,,,,,,,,,,,,,,,,,
2009,71,3,DL,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,70.0,30.0,100.0,26.0,,
2015,155,5,RB,26.0,22.0,31.731818181818184,,,,,,,,,,241.0,1419.0,5.9,22.0,37.0,328.0,8.9,1.0,,,,,,,,,,,,
2005,31,1,DL,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,148,5,OL,26.0,22.0,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,153,5,DB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2004,116,4,LB,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,4,1,OL,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,45,2,OL,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,213,6,OL,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,36,2,DB,26.0,22.0,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2015,25,1,LB,26.0,21.0,8.643749999999999,,,,,,,,,,,,,,,,,,,,,,,1.5,102.0,57.0,159.0,6.5,,
2016,50,2,C,26.0,23.0,-22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,48,2,OL,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,6,1,OL,26.0,22.0,-3.9909090909090903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,153,5,OL,26.0,24.0,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,53,2,WR,26.0,21.0,10.033333333333331,,,,,,,,,,,,,,,,,,233.0,3031.0,13.0,38.0,116.6,,,,,,,
2014,22,1,QB,26.0,21.0,25.548387096774192,595.0,863.0,68.9,7820.0,63.0,22.0,9.1,9.37,300.8,,,,,,,,,,,,,,,,,,,,
2020,162,5,LB,26.0,22.0,21.85111111111111,,,,,,,,,,,,,,,,,,,,,,,4.0,65.0,82.0,147.0,8.0,,
2020,58,2,OL,26.0,22.0,9.610526315789471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,2,WR,26.0,21.0,21.65,,,,,,,,,,,,,,,,,,98.0,1658.0,16.9,13.0,63.8,,,,,,,
2020,221,7,DB,26.0,22.0,-10.594444444444443,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0
2004,59,2,DB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2014,52,2,TE,26.0,21.0,16.2,,,,,,,,,,,,,,,,,,37.0,573.0,15.5,6.0,22.0,,,,,,,
2018,81,3,WR,26.0,22.0,1.9625,,,,,,,,,,,,,,,,,,176.0,2685.0,15.3,21.0,103.3,,,,,,,
2015,70,3,WR,26.0,21.0,16.166666666666668,,,,,,,,,,,,,,,,,,157.0,2287.0,14.6,17.0,88.0,,,,,,,
2015,67,3,OL,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,90,3,DB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
2014,238,7,LB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,4.5,120.0,55.0,175.0,12.0,,
2012,227,7,WR,26.0,22.0,6.0,,,,,,,,,,,,,,,,,,147.0,2243.0,15.3,13.0,86.3,,,,,,,
2016,17,1,DB,26.0,21.0,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0
2017,173,5,DB,26.0,23.0,10.926666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0
2017,164,5,OL,26.0,24.0,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,22,1,OL,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,182,6,DL,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.0,16.0,33.0,5.0,,
2013,93,3,DB,26.0,23.0,6.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0
2013,52,2,DL,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,16.5,124.0,66.0,190.0,39.5,,
2022,52,2,WR,26.0,21.0,22.950000000000003,,,,,,,,,,,,,,,,,,90.0,1347.0,15.0,14.0,51.8,,,,,,,
2014,7,1,WR,26.0,21.0,16.236363636363635,,,,,,,,,,,,,,,,,,151.0,2499.0,16.5,17.0,96.1,,,,,,,
2013,137,5,DL,26.0,22.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,1.5,17.0,44.0,61.0,6.5,,
2021,12,1,LB,26.0,22.0,22.11764705882353,,,,,,,,,,,,,,,,,,,,,,,6.5,100.0,92.0,192.0,19.0,,
2004,151,5,OL,26.0,23.0,-4.752941176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,168,6,WR,26.0,23.0,,,,,,,,,,,,,,,,,,,108.0,1705.0,15.8,10.0,65.6,,,,,,,
2004,3,1,WR,26.0,21.0,,,,,,,,,,,,,,,,,,,161.0,2677.0,16.6,34.0,103.0,,,,,,,
2021,213,6,CB,26.0,21.0,20.135714285714283,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0
2020,185,6,LS,26.0,23.0,22.376470588235296,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2008,191,6,WR,26.0,23.0,,,,,,,,,,,,,,,,,,,53.0,936.0,17.7,5.0,36.0,,,,,,,
2007,89,3,LB,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,59.0,75.0,134.0,6.5,,
2014,9,1,LB,26.0,22.0,5.92,,,,,,,,,,,,,,,,,,,,,,,23.5,103.0,46.0,149.0,41.5,,
2016,215,6,C,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,16,1,OL,26.0,23.0,-10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,141,5,TE,26.0,22.0,20.30588235294118,,,,,,,,,,,,,,,,,,49.0,817.0,16.7,4.0,31.4,,,,,,,
2019,130,4,LB,26.0,24.0,18.581818181818186,,,,,,,,,,,,,,,,,,,,,,,5.0,107.0,64.0,171.0,19.5,,
2007,83,3,DL,26.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,13.5,51.0,16.0,67.0,27.5,,
2019,79,3,DB,26.0,21.0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0
2019,72,3,S,26.0,23.0,11.43939393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0
2013,7,1,OL,26.0,23.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,191,6,DB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0
2007,135,4,DL,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,1.5,21.0,20.0,41.0,6.0,,
2021,103,3,LB,26.0,21.0,5.735483870967743,,,,,,,,,,,,,,,,,,,,,,,2.0,111.0,88.0,199.0,10.5,,
2007,15,1,LB,26.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,59.0,55.0,114.0,21.5,,
2007,13,1,DL,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,16.5,50.0,45.0,95.0,28.5,,
2017,202,6,DE,26.0,23.0,10.9,,,,,,,,,,,,,,,,,,,,,,,15.0,35.0,15.0,50.0,18.0,,
2017,205,6,DL,26.0,23.0,7.9,,,,,,,,,,,,,,,,,,,,,,,7.5,41.0,63.0,104.0,15.0,,
2017,208,6,DB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0
2010,238,7,DL,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,3.5,23.0,33.0,56.0,12.5,,
2008,91,3,TE,26.0,21.0,,,,,,,,,,,,,,,,,,,76.0,947.0,12.5,5.0,36.4,,,,,,,
2003,43,2,LB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,62,2,DB,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
2005,95,3,LB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,94,3,DB,26.0,22.0,23.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0
2019,54,2,CB,26.0,23.0,9.055555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0
2006,88,3,LB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,41.0,41.0,82.0,8.5,,
2006,91,3,DL,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,6.5,37.0,21.0,58.0,13.0,,
2007,172,5,WR,26.0,23.0,,,,,,,,,,,,,,,,,,,69.0,1024.0,14.8,12.0,39.4,,,,,,,
2013,69,3,DB,26.0,21.0,28.361538461538466,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,16.0
2019,41,2,OL,26.0,24.0,4.574999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,244,7,DL,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,5.5,23.0,33.0,56.0,10.0,,
2009,230,7,LB,26.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,91.0,70.0,161.0,19.0,,
2006,222,7,WR,26.0,23.0,,,,,,,,,,,,,,,,,,,28.0,338.0,12.1,1.0,13.0,,,,,,,
2020,119,4,DE,26.0,23.0,10.020689655172411,,,,,,,,,,,,,,,,,,,,,,,6.5,94.0,88.0,182.0,22.5,,
2005,104,4,DB,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
2017,29,1,WR,26.0,21.0,16.364705882352943,,,,,,,,,,,,,,,,,,64.0,1060.0,16.6,9.0,40.8,,,,,,,
2008,224,7,WR,26.0,21.0,,,,,,,,,,,,,,,,,,,72.0,1200.0,16.7,14.0,46.2,,,,,,,
2017,64,2,OL,26.0,23.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,15,1,OL,26.0,23.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,20,1,OL,26.0,22.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,8,1,TE,26.0,22.0,12.3,,,,,,,,,,,,,,,,,,73.0,1080.0,14.8,9.0,41.5,,,,,,,
2007,69,3,LB,26.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,95.0,105.0,200.0,18.5,,
2004,20,1,DL,26.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,5,1,DB,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,
2022,177,5,TE,25.0,23.0,8.03142857142857,,,,,,,,,,,,,,,,,,52.0,838.0,16.1,7.0,33.5,,,,,,,
2018,45,2,DB,25.0,22.0,9.95217391304348,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,22.0
2018,33,2,OL,25.0,23.0,-16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,23,1,G,25.0,22.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,85,3,OL,25.0,23.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,11,1,OL,25.0,20.0,5.358823529411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,6,1,OL,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,62,2,RB,25.0,23.0,14.894318181818182,,,,,,,,,,545.0,2850.0,5.2,30.0,52.0,428.0,8.2,0.0,,,,,,,,,,,,
2011,55,2,OL,25.0,22.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,117,4,QB,25.0,24.0,,286.0,478.0,59.8,4415.0,29.0,15.0,9.2,9.04,176.6,,,,,,,,,,,,,,,,,,,,
2018,231,7,LB,25.0,22.0,15.1,,,,,,,,,,,,,,,,,,,,,,,2.5,132.0,106.0,238.0,11.0,,
2018,211,6,TE,25.0,22.0,11.139506172839509,,,,,,,,,,,,,,,,,,31.0,311.0,10.0,4.0,12.4,,,,,,,
2005,184,6,DL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,154,5,LB,25.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,52,2,QB,25.0,21.0,18.44090909090909,423.0,696.0,60.8,5809.0,47.0,19.0,8.3,8.47,232.4,,,,,,,,,,,,,,,,,,,,
2017,50,2,DB,25.0,22.0,12.755999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0
2017,48,2,RB,25.0,21.0,24.90701754385965,,,,,,,,,,300.0,2027.0,6.8,17.0,65.0,894.0,13.8,9.0,,,,,,,,,,,,
2005,135,4,DB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
2006,67,3,LB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,96.0,62.0,158.0,11.0,,
2011,101,4,OL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,223,7,DB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,
2019,46,2,CB,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20.0
2011,140,5,DL,25.0,23.0,11.6,,,,,,,,,,,,,,,,,,,,,,,8.0,29.0,38.0,67.0,13.0,,
2017,15,1,S,25.0,21.0,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0
2019,83,3,CB,25.0,21.0,10.978947368421052,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0
2011,170,6,DB,25.0,24.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
2011,169,6,LB,25.0,22.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,6.5,98.0,87.0,185.0,19.5,,
2011,165,5,DL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,46.0,45.0,91.0,22.0,,
2011,157,5,LB,25.0,22.0,-9.035714285714286,,,,,,,,,,,,,,,,,,,,,,,12.5,108.0,59.0,167.0,26.5,,
2011,149,5,RB,25.0,20.0,14.6,,,,,,,,,,544.0,2860.0,5.3,30.0,52.0,405.0,7.8,1.0,,,,,,,,,,,,
2013,157,5,DL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,2.5,20.0,26.0,46.0,8.0,,
2003,234,7,TE,25.0,25.0,,,,,,,,,,,,,,,,,,,62.0,715.0,11.5,6.0,28.6,,,,,,,
2007,100,4,QB,25.0,23.0,,5.0,13.0,38.5,115.0,3.0,0.0,8.8,13.46,4.6,,,,,,,,,,,,,,,,,,,,
2016,245,7,DB,25.0,23.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0
2016,221,6,OL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,137,5,LB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,5.5,118.0,53.0,171.0,24.0,,
2016,210,6,S,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2016,206,6,WR,25.0,22.0,9.056140350877191,,,,,,,,,,,,,,,,,,112.0,1983.0,17.7,19.0,79.3,,,,,,,
2004,50,2,WR,25.0,22.0,,,,,,,,,,,,,,,,,,,76.0,1308.0,17.2,19.0,52.3,,,,,,,
2007,85,3,DL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,39.0,42.0,81.0,19.5,,
2019,131,4,OL,25.0,23.0,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,162,5,OL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,202,6,LB,25.0,23.0,1.7333333333333334,,,,,,,,,,,,,,,,,,,,,,,2.5,61.0,38.0,99.0,12.0,,
2016,169,5,LB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,94.0,78.0,172.0,18.5,,
2016,195,6,T,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,32,1,OL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,142,5,DL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,13.5,67.0,47.0,114.0,32.0,,
2005,44,2,RB,25.0,22.0,,,,,,,,,,,396.0,2625.0,6.6,20.0,42.0,299.0,7.1,3.0,,,,,,,,,,,,
2011,210,7,DL,25.0,22.0,-16.1,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,,
2005,45,2,LB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,130,4,OL,25.0,24.0,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,243,7,DB,25.0,22.0,3.4928571428571424,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
2016,158,5,T,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,24,1,QB,25.0,21.0,,424.0,665.0,63.8,5469.0,43.0,13.0,8.2,8.64,218.8,,,,,,,,,,,,,,,,,,,,
2016,117,4,WR,25.0,21.0,13.974647887323943,,,,,,,,,,,,,,,,,,135.0,2109.0,15.6,17.0,84.4,,,,,,,
2009,53,2,RB,25.0,21.0,,,,,,,,,,,584.0,2816.0,4.8,35.0,65.0,549.0,8.4,1.0,,,,,,,,,,,,
2006,154,5,DB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
2020,25,1,WR,25.0,22.0,5.709090909090909,,,,,,,,,,,,,,,,,,98.0,1666.0,17.0,11.0,66.6,,,,,,,
2005,14,1,DB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
2012,57,2,QB,25.0,21.0,10.9,412.0,680.0,60.6,5082.0,33.0,15.0,7.5,7.45,203.3,,,,,,,,,,,,,,,,,,,,
2012,44,2,OL,25.0,22.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,14,1,DL,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,57.0,29.0,86.0,25.5,,
2012,81,3,DL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,13.5,33.0,43.0,76.0,27.0,,
2005,1,1,QB,25.0,21.0,7.85,389.0,587.0,66.3,5203.0,47.0,8.0,8.9,9.85,208.1,,,,,,,,,,,,,,,,,,,,
2004,232,7,TE,25.0,24.0,,,,,,,,,,,,,,,,,,,22.0,306.0,13.9,3.0,12.2,,,,,,,
2007,114,4,DB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2007,109,4,LB,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,14.5,120.0,48.0,168.0,31.0,,
2013,128,4,WR,25.0,23.0,1.1714285714285717,,,,,,,,,,,,,,,,,,183.0,2594.0,14.2,24.0,103.8,,,,,,,
2016,44,2,DL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,4.5,45.0,59.0,104.0,12.0,,
2008,242,7,DL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,6.5,38.0,23.0,61.0,13.0,,
2008,240,7,RB,25.0,24.0,,,,,,,,,,,342.0,1770.0,5.2,12.0,10.0,56.0,5.6,1.0,,,,,,,,,,,,
2011,21,1,DL,25.0,23.0,23.3,,,,,,,,,,,,,,,,,,,,,,,2.5,46.0,41.0,87.0,9.5,,
2010,81,3,DL,25.0,22.0,1.7666666666666666,,,,,,,,,,,,,,,,,,,,,,,8.0,50.0,38.0,88.0,18.0,,
2018,152,5,CB,25.0,23.0,-0.8919999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0
2017,180,5,OL,25.0,23.0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,214,7,LB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,5.5,43.0,26.0,69.0,10.0,,
2008,208,7,DL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,40.0,53.0,93.0,25.0,,
2020,121,4,G,25.0,23.0,7.899999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,T,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,152,5,S,25.0,21.0,9.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0
2015,217,6,DL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,56.0,47.0,103.0,20.5,,
2004,222,7,LB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,206,7,WR,25.0,23.0,,,,,,,,,,,,,,,,,,,36.0,556.0,15.4,5.0,22.2,,,,,,,
2020,174,5,DT,25.0,23.0,2.858333333333334,,,,,,,,,,,,,,,,,,,,,,,11.0,40.0,42.0,82.0,20.0,,
2015,192,6,DT,25.0,21.0,-7.4,,,,,,,,,,,,,,,,,,,,,,,7.5,46.0,46.0,92.0,20.5,,
2012,154,5,LB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,44.0,33.0,77.0,10.5,,
2020,156,5,OL,25.0,22.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,138,5,LB,25.0,22.0,-5.2,,,,,,,,,,,,,,,,,,,,,,,7.0,80.0,46.0,126.0,21.0,,
2012,137,5,DL,25.0,22.0,-10.317241379310344,,,,,,,,,,,,,,,,,,,,,,,7.5,52.0,52.0,104.0,22.0,,
2006,197,6,DL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,33.0,31.0,64.0,11.0,,
2018,132,4,WR,25.0,23.0,-14.8,,,,,,,,,,,,,,,,,,99.0,1362.0,13.8,14.0,54.5,,,,,,,
2017,199,6,C,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,198,6,DT,25.0,22.0,2.4227272727272724,,,,,,,,,,,,,,,,,,,,,,,6.0,34.0,36.0,70.0,8.5,,
2015,166,5,OL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,249,7,RB,25.0,23.0,,,,,,,,,,,134.0,704.0,5.3,6.0,10.0,103.0,10.3,0.0,,,,,,,,,,,,
2012,146,5,DB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0
2008,113,4,DB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,
2013,141,5,OL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,53,2,LB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,158,5,DB,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
2004,157,5,WR,25.0,23.0,,,,,,,,,,,,,,,,,,,96.0,1224.0,12.8,11.0,49.0,,,,,,,
2012,170,5,RB,25.0,22.0,9.3,,,,,,,,,,379.0,2157.0,5.7,29.0,30.0,293.0,9.8,2.0,,,,,,,,,,,,
2012,164,5,DL,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,19.5,81.0,47.0,128.0,31.0,,
2015,127,4,LB,25.0,22.0,6.8,,,,,,,,,,,,,,,,,,,,,,,5.0,108.0,87.0,195.0,16.0,,
2011,3,1,DL,25.0,21.0,30.2,,,,,,,,,,,,,,,,,,,,,,,11.0,39.0,27.0,66.0,20.0,,
2018,119,4,S,25.0,22.0,7.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0
2015,98,3,CB,25.0,22.0,5.876923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,16.0
2021,32,1,LB,25.0,22.0,19.1,,,,,,,,,,,,,,,,,,,,,,,9.0,37.0,24.0,61.0,14.5,,
2015,55,2,TE,25.0,21.0,3.575,,,,,,,,,,,,,,,,,,61.0,986.0,16.2,13.0,39.4,,,,,,,
2021,52,2,LB,25.0,21.0,19.625,,,,,,,,,,,,,,,,,,,,,,,7.0,96.0,46.0,142.0,24.5,,
2021,83,3,TE,25.0,21.0,19.9,,,,,,,,,,,,,,,,,,35.0,396.0,11.3,4.0,15.8,,,,,,,
2015,40,2,WR,25.0,22.0,11.6,,,,,,,,,,,,,,,,,,87.0,1278.0,14.7,17.0,51.1,,,,,,,
2021,70,3,OL,25.0,24.0,13.783333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,106,4,DL,25.0,22.0,11.1,,,,,,,,,,,,,,,,,,,,,,,7.5,36.0,29.0,65.0,11.0,,
2007,33,2,DL,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,4.5,33.0,23.0,56.0,13.0,,
2007,138,5,DL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,20.0,16.0,36.0,10.5,,
2008,45,2,LB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,8.5,178.0,105.0,283.0,21.5,,
2007,8,1,DL,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,17.0,58.0,24.0,82.0,31.0,,
2003,92,3,DB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
2018,104,4,RB,25.0,21.0,10.82077922077922,,,,,,,,,,210.0,1156.0,5.5,12.0,69.0,677.0,9.8,0.0,,,,,,,,,,,,
2018,88,3,LB,25.0,23.0,-0.3862068965517241,,,,,,,,,,,,,,,,,,,,,,,4.5,85.0,56.0,141.0,13.5,,
2017,221,7,S,25.0,23.0,5.417391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0
2014,88,3,DB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0
2022,62,2,S,25.0,23.0,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0
2013,40,2,DL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,16.5,71.0,47.0,118.0,21.0,,
2007,28,1,OL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,26,1,DL,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,84.0,31.0,115.0,32.0,,
2007,21,1,DB,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2014,227,7,RB,25.0,25.0,11.55,,,,,,,,,,41.0,152.0,3.7,4.0,20.0,135.0,6.8,1.0,,,,,,,,,,,,
2007,253,7,DB,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
2007,240,7,LB,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,86.0,55.0,141.0,19.0,,
