Solo,Ast,Comb,TFL,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,age,dr_av,draft_year
117.0,98.0,215.0,36.0,72.0,242.0,4.7,26.0,29.5,115.0,6.91,4.59,22.0,67.0,2010
170.0,128.0,298.0,24.0,71.0,235.0,4.75,25.0,34.5,119.0,7.09,4.275,21.0,1.0,2010
154.0,101.0,255.0,27.0,71.0,236.0,4.81,24.0,34.5,119.0,7.19,4.42,22.0,10.0,2010
87.0,98.0,185.0,13.0,73.0,239.0,4.69,23.0,35.5,119.0,6.97,4.25,22.0,27.0,2010
90.0,83.0,173.0,13.5,72.0,245.0,4.65,23.0,31.5,106.0,7.16,4.43,23.0,0.0,2010
109.0,83.0,196.0,23.0,73.0,229.0,4.59,27.0,41.5,124.0,7.09,4.275,23.0,2.0,2010
176.0,79.0,255.0,55.0,73.0,245.0,4.71,23.0,36.5,115.0,7.08,4.23,22.0,2.0,2010
77.0,33.0,110.0,33.0,74.0,221.0,4.63,23.0,34.5,119.0,7.09,4.275,23.0,8.0,2010
174.0,82.0,256.0,20.5,74.0,246.0,4.68,19.0,31.0,110.0,7.25,4.39,23.0,1.0,2010
89.0,51.0,140.0,29.0,74.0,257.0,4.92,23.0,33.0,115.0,7.23,4.53,22.0,1.0,2010
120.0,142.0,262.0,24.5,74.0,231.0,4.71,23.0,34.5,119.0,7.09,4.275,22.0,6.0,2010
109.0,83.0,196.0,23.0,72.0,246.0,4.64,24.0,36.5,122.0,7.22,4.37,22.0,10.0,2010
109.0,83.0,196.0,23.0,75.0,248.0,4.76,20.0,35.5,110.0,7.08,4.34,23.0,1.0,2010
143.0,85.0,228.0,19.0,74.0,240.0,4.81,21.0,35.0,111.0,6.93,4.54,23.0,1.0,2010
113.0,71.0,184.0,32.5,73.0,240.0,4.55,24.0,40.0,134.0,7.06,4.11,22.0,8.0,2010
135.0,151.0,286.0,15.5,73.0,242.0,4.54,26.0,39.0,124.0,6.9,4.29,23.0,12.0,2010
85.0,51.0,136.0,45.0,73.0,244.0,4.62,25.0,35.0,109.0,7.08,4.3,23.0,1.0,2010
132.0,131.0,263.0,14.0,72.0,242.0,4.59,24.0,33.5,110.0,7.36,4.6,23.0,15.0,2010
97.0,119.0,216.0,14.5,75.0,237.0,4.93,25.0,32.5,115.0,6.86,4.07,23.0,2.0,2010
104.0,77.0,181.0,50.5,75.0,246.0,4.42,21.0,37.0,126.0,6.7,4.06,22.0,97.0,2011
128.0,55.0,183.0,29.5,74.0,254.0,4.81,18.0,31.0,116.0,7.49,4.28,22.0,17.0,2011
146.0,69.0,215.0,24.0,73.0,241.0,4.57,25.0,34.5,119.0,7.09,4.275,23.0,16.0,2011
75.0,39.0,114.0,25.0,74.0,263.0,4.65,30.0,30.5,113.0,7.11,4.28,24.0,24.0,2011
124.0,140.0,264.0,18.0,73.0,239.0,4.84,23.0,31.5,115.0,7.08,4.34,23.0,0.0,2011
120.0,68.0,188.0,62.5,73.0,248.0,4.4,21.0,42.0,128.0,7.09,4.38,23.0,0.0,2011
116.0,98.0,214.0,40.0,73.0,240.0,4.74,23.0,34.5,119.0,7.09,4.275,23.0,9.0,2011
136.0,175.0,311.0,26.0,74.0,250.0,4.7,22.0,33.5,110.0,7.09,4.28,23.0,8.0,2011
72.0,53.0,125.0,38.0,75.0,270.0,4.62,30.0,36.5,125.0,6.95,4.37,22.0,54.0,2011
102.0,121.0,223.0,20.0,76.0,250.0,4.42,23.0,36.0,124.0,7.04,4.28,22.0,2.0,2011
243.0,135.0,378.0,38.5,73.0,245.0,4.75,22.0,31.0,110.0,7.14,4.45,22.0,21.0,2011
135.0,105.0,240.0,12.5,73.0,242.0,4.73,24.0,37.5,123.0,7.09,4.275,23.0,9.0,2011
131.0,127.0,258.0,22.5,75.0,246.0,4.71,20.0,32.0,120.0,7.26,4.46,22.0,62.0,2011
93.0,44.0,137.0,32.5,74.0,262.0,4.67,23.0,33.5,112.0,6.69,4.32,23.0,19.0,2011
159.0,146.0,305.0,35.0,73.0,238.0,4.59,23.0,36.5,119.0,6.93,4.2,22.0,11.0,2011
123.0,122.0,245.0,30.5,73.0,231.0,4.78,13.0,34.5,119.0,7.09,4.275,22.0,10.0,2011
108.0,59.0,167.0,26.5,74.0,235.0,4.62,18.0,36.0,121.0,7.09,4.57,22.0,1.0,2011
98.0,87.0,185.0,19.5,75.0,240.0,4.65,17.0,34.0,115.0,6.95,4.25,22.0,1.0,2011
236.0,229.0,465.0,46.5,72.0,242.0,4.75,21.0,31.5,117.0,7.27,4.27,22.0,3.0,2011
109.0,83.0,196.0,23.0,71.0,239.0,4.71,20.0,31.0,104.0,7.35,4.45,22.0,5.0,2011
196.0,143.0,339.0,20.0,75.0,239.0,4.65,21.0,32.0,115.0,6.7,4.0,23.0,0.0,2011
85.0,117.0,202.0,19.0,70.0,229.0,4.53,28.0,33.0,115.0,6.89,4.26,22.0,6.0,2011
93.0,121.0,214.0,24.0,73.0,241.0,4.65,23.0,30.5,114.0,7.23,4.28,23.0,1.0,2011
124.0,90.0,214.0,57.5,73.0,254.0,4.81,35.0,31.0,113.0,7.05,4.34,24.0,7.0,2011
299.0,233.0,532.0,35.5,75.0,242.0,4.58,27.0,38.0,123.0,6.92,4.12,21.0,91.0,2012
45.0,16.0,61.0,29.0,75.0,245.0,4.41,23.0,33.5,123.0,6.7,4.03,24.0,22.0,2012
72.0,39.0,111.0,30.5,73.0,264.0,4.69,28.0,34.5,109.0,6.83,4.18,23.0,52.0,2012
64.0,66.0,130.0,33.0,75.0,260.0,4.62,19.0,31.5,118.0,7.07,4.33,23.0,13.0,2012
101.0,133.0,234.0,21.0,74.0,265.0,4.62,23.0,32.0,119.0,7.09,4.275,22.0,65.0,2012
155.0,104.0,259.0,36.5,71.0,239.0,4.44,24.0,39.5,127.0,7.09,4.19,21.0,32.0,2012
143.0,87.0,230.0,19.0,73.0,244.0,4.44,23.0,33.5,116.0,7.09,4.275,22.0,16.0,2012
150.0,135.0,285.0,24.5,73.0,233.0,4.57,19.0,36.5,119.0,7.28,4.22,22.0,93.0,2012
129.0,100.0,229.0,22.5,74.0,235.0,4.49,32.0,38.5,124.0,7.19,4.28,23.0,23.0,2012
169.0,148.0,317.0,46.0,71.0,231.0,4.66,12.0,33.5,119.0,7.46,4.28,22.0,9.0,2012
188.0,117.0,305.0,21.5,74.0,241.0,4.56,24.0,37.0,121.0,7.18,4.37,23.0,16.0,2012
117.0,78.0,195.0,35.5,76.0,249.0,4.73,25.0,33.5,117.0,7.11,4.31,23.0,11.0,2012
167.0,108.0,275.0,20.5,75.0,242.0,4.72,27.0,35.5,120.0,7.09,4.275,23.0,13.0,2012
169.0,126.0,295.0,37.5,73.0,241.0,4.6,23.0,37.0,124.0,7.34,4.37,23.0,4.0,2012
67.0,51.0,118.0,20.5,74.0,253.0,4.65,36.0,31.0,112.0,7.09,4.4,21.0,1.0,2012
141.0,94.0,235.0,47.0,74.0,246.0,4.67,31.0,37.5,121.0,7.09,4.275,24.0,14.0,2012
80.0,46.0,126.0,21.0,73.0,233.0,4.62,21.0,37.0,124.0,7.14,4.37,22.0,26.0,2012
80.0,77.0,157.0,22.5,72.0,244.0,4.55,23.0,35.5,117.0,7.09,4.275,23.0,0.0,2012
147.0,112.0,259.0,33.5,73.0,242.0,4.72,28.0,30.5,108.0,7.05,4.09,22.0,0.0,2012
68.0,40.0,108.0,20.0,75.0,239.0,4.67,20.0,34.0,119.0,7.09,4.275,22.0,0.0,2012
112.0,81.0,193.0,27.5,74.0,237.0,4.71,22.0,32.5,114.0,7.18,4.43,22.0,0.0,2012
81.0,47.0,128.0,31.0,74.0,264.0,4.81,20.0,33.5,120.0,7.38,4.53,24.0,6.0,2012
198.0,176.0,374.0,32.5,72.0,237.0,4.84,18.0,31.5,111.0,7.09,4.275,22.0,19.0,2012
147.0,129.0,276.0,32.0,76.0,246.0,4.76,15.0,35.0,114.0,6.96,4.29,23.0,7.0,2012
243.0,203.0,446.0,31.0,73.0,246.0,4.83,22.0,36.0,122.0,7.09,4.275,24.0,4.0,2012
72.0,47.0,119.0,29.0,78.0,248.0,4.54,23.0,32.5,122.0,7.02,4.35,23.0,3.0,2013
60.0,59.0,119.0,29.0,76.0,241.0,4.58,23.0,37.0,128.0,6.84,4.39,22.0,10.0,2013
96.0,72.0,168.0,45.5,74.0,245.0,4.74,23.0,34.5,119.0,7.09,4.275,23.0,17.0,2013
104.0,59.0,163.0,19.0,74.0,242.0,4.7,20.0,33.5,122.0,7.16,4.39,21.0,37.0,2013
212.0,225.0,437.0,34.0,73.0,241.0,4.82,23.0,33.0,113.0,7.13,4.27,22.0,14.0,2013
81.0,125.0,206.0,18.5,72.0,246.0,4.81,25.0,33.0,119.0,7.09,4.275,22.0,19.0,2013
99.0,45.0,144.0,21.0,75.0,238.0,4.74,23.0,34.5,119.0,7.09,4.275,23.0,10.0,2013
141.0,78.0,219.0,19.0,73.0,245.0,4.59,22.0,32.5,118.0,6.99,4.24,22.0,5.0,2013
124.0,66.0,190.0,39.5,75.0,250.0,4.64,19.0,41.5,139.0,7.1,4.32,23.0,42.0,2013
132.0,86.0,218.0,17.0,72.0,241.0,4.62,23.0,34.5,116.0,7.09,4.275,20.0,2.0,2013
174.0,100.0,274.0,44.0,73.0,245.0,4.65,29.0,38.0,127.0,7.49,4.31,23.0,9.0,2013
161.0,95.0,256.0,20.5,73.0,234.0,4.47,27.0,34.0,131.0,6.71,4.18,23.0,3.0,2013
87.0,76.0,163.0,16.5,74.0,248.0,4.73,23.0,34.5,119.0,7.09,4.275,23.0,1.0,2013
109.0,73.0,182.0,16.5,72.0,243.0,4.65,27.0,34.5,119.0,7.09,4.275,21.0,14.0,2013
109.0,83.0,196.0,23.0,73.0,241.0,4.71,17.0,30.0,116.0,7.58,4.2,24.0,3.0,2013
148.0,113.0,261.0,34.5,73.0,229.0,4.75,22.0,35.0,119.0,7.09,4.275,22.0,0.0,2013
109.0,83.0,196.0,23.0,73.0,243.0,4.78,22.0,34.5,119.0,7.09,4.275,22.0,8.0,2013
81.0,73.0,154.0,42.0,73.0,257.0,4.62,23.0,34.5,119.0,7.09,4.275,22.0,1.0,2013
181.0,180.0,361.0,20.0,73.0,250.0,4.66,20.0,34.5,113.0,7.09,4.275,22.0,9.0,2013
109.0,83.0,196.0,23.0,73.0,236.0,4.71,17.0,34.5,118.0,7.09,4.275,23.0,2.0,2013
109.0,83.0,196.0,23.0,73.0,243.0,4.76,15.0,33.0,113.0,7.3,4.26,22.0,1.0,2013
91.0,92.0,183.0,12.5,74.0,243.0,4.83,28.0,34.5,119.0,7.09,4.275,23.0,2.0,2013
151.0,107.0,258.0,21.5,73.0,246.0,4.91,22.0,32.5,117.0,7.09,4.275,22.0,4.0,2013
128.0,146.0,274.0,35.0,73.0,240.0,4.84,19.0,33.0,118.0,6.99,4.2,23.0,0.0,2013
185.0,142.0,327.0,74.5,75.0,251.0,4.65,23.0,40.0,128.0,7.08,4.18,23.0,41.0,2014
103.0,46.0,149.0,41.5,77.0,255.0,4.66,15.0,34.5,119.0,6.82,4.19,22.0,52.0,2014
210.0,107.0,317.0,45.5,73.0,237.0,4.58,25.0,42.0,130.0,6.91,4.21,22.0,27.0,2014
175.0,142.0,317.0,23.0,74.0,234.0,4.65,23.0,35.0,118.0,7.3,4.4,22.0,59.0,2014
157.0,69.0,226.0,61.5,75.0,243.0,4.71,21.0,32.5,112.0,7.22,4.2,23.0,4.0,2014
134.0,62.0,196.0,43.5,75.0,252.0,4.65,23.0,34.5,119.0,7.09,4.275,21.0,8.0,2014
151.0,164.0,315.0,13.5,74.0,233.0,4.72,16.0,32.0,122.0,7.09,4.275,22.0,22.0,2014
109.0,83.0,196.0,23.0,73.0,251.0,4.86,23.0,33.0,116.0,6.98,4.26,21.0,28.0,2014
233.0,187.0,420.0,50.0,71.0,248.0,4.83,27.0,31.0,114.0,7.18,4.27,23.0,6.0,2014
110.0,126.0,236.0,19.0,72.0,240.0,4.74,23.0,31.5,116.0,7.15,4.45,22.0,21.0,2014
110.0,44.0,154.0,43.0,73.0,250.0,4.76,23.0,37.5,122.0,7.25,4.3,22.0,0.0,2014
214.0,146.0,360.0,23.0,72.0,232.0,4.51,28.0,39.0,128.0,6.92,4.02,22.0,3.0,2014
71.0,74.0,145.0,24.5,73.0,253.0,4.71,26.0,38.5,122.0,7.29,4.31,22.0,2.0,2014
139.0,75.0,214.0,29.0,75.0,218.0,4.52,23.0,31.5,119.0,7.09,4.275,23.0,42.0,2014
147.0,149.0,296.0,10.0,73.0,246.0,4.66,25.0,30.5,120.0,7.11,4.07,22.0,25.0,2014
87.0,143.0,230.0,14.5,73.0,237.0,4.64,22.0,35.0,123.0,7.24,4.35,23.0,1.0,2014
61.0,61.0,122.0,30.5,73.0,266.0,4.66,28.0,37.0,121.0,7.55,4.46,22.0,3.0,2014
49.0,66.0,115.0,24.5,75.0,247.0,4.73,21.0,34.0,117.0,7.31,4.63,23.0,4.0,2014
53.0,26.0,79.0,18.5,75.0,237.0,4.65,21.0,35.5,114.0,7.09,4.275,23.0,1.0,2014
109.0,83.0,196.0,23.0,75.0,234.0,4.67,22.0,37.5,120.0,6.89,3.96,23.0,1.0,2014
96.0,99.0,195.0,26.0,75.0,249.0,4.7,23.0,30.0,113.0,7.25,4.32,23.0,13.0,2014
152.0,143.0,295.0,37.5,73.0,254.0,4.9,23.0,34.5,119.0,7.09,4.275,22.0,1.0,2014
131.0,104.0,235.0,37.5,77.0,245.0,4.67,26.0,34.5,119.0,7.09,4.275,26.0,3.0,2014
109.0,83.0,196.0,23.0,76.0,250.0,4.95,24.0,32.0,116.0,6.64,4.15,23.0,0.0,2014
73.0,67.0,140.0,33.0,75.0,261.0,4.6,19.0,32.5,112.0,7.4,4.32,21.0,5.0,2015
72.0,17.0,89.0,52.0,75.0,246.0,4.53,35.0,41.0,130.0,6.91,4.15,23.0,32.0,2015
102.0,57.0,159.0,6.5,72.0,228.0,4.64,23.0,33.5,117.0,6.99,4.08,21.0,41.0,2015
151.0,104.0,255.0,35.0,75.0,243.0,4.56,23.0,37.0,122.0,7.07,4.03,23.0,9.0,2015
122.0,121.0,243.0,19.5,76.0,246.0,4.66,16.0,40.5,121.0,7.21,4.27,22.0,42.0,2015
139.0,67.0,206.0,51.0,74.0,253.0,4.93,23.0,34.5,119.0,7.09,4.275,23.0,5.0,2015
307.0,174.0,481.0,26.0,72.0,232.0,4.61,19.0,38.0,124.0,7.09,4.275,23.0,55.0,2015
240.0,111.0,351.0,27.0,71.0,236.0,4.78,27.0,32.0,113.0,7.09,4.275,22.0,29.0,2015
77.0,66.0,143.0,33.0,74.0,260.0,4.9,23.0,34.5,119.0,7.09,4.275,24.0,23.0,2015
75.0,66.0,141.0,36.5,75.0,247.0,4.6,23.0,35.0,123.0,7.07,4.16,21.0,11.0,2015
77.0,37.0,114.0,33.5,76.0,259.0,4.85,23.0,32.0,112.0,7.47,4.58,22.0,4.0,2015
128.0,111.0,239.0,20.5,73.0,236.0,4.68,20.0,38.0,124.0,6.78,4.15,23.0,18.0,2015
52.0,32.0,84.0,16.5,75.0,262.0,4.81,20.0,37.0,117.0,7.24,4.38,23.0,3.0,2015
136.0,105.0,241.0,31.0,72.0,235.0,4.93,21.0,28.0,109.0,7.09,4.49,22.0,1.0,2015
138.0,115.0,253.0,19.0,74.0,237.0,4.77,23.0,35.0,111.0,7.09,4.51,23.0,12.0,2015
78.0,89.0,167.0,15.0,73.0,227.0,4.55,24.0,36.0,121.0,7.14,4.2,21.0,22.0,2015
108.0,87.0,195.0,16.0,72.0,245.0,4.77,22.0,37.0,119.0,7.21,4.2,22.0,10.0,2015
166.0,101.0,267.0,45.5,74.0,240.0,4.65,20.0,34.5,120.0,7.11,4.2,23.0,14.0,2015
217.0,117.0,334.0,35.0,72.0,231.0,4.59,19.0,33.5,120.0,6.68,4.0,23.0,3.0,2015
77.0,73.0,150.0,11.5,72.0,236.0,4.81,25.0,35.0,120.0,7.66,4.275,22.0,6.0,2015
109.0,83.0,196.0,23.0,75.0,255.0,4.77,27.0,34.0,120.0,7.1,4.25,24.0,16.0,2015
37.0,57.0,94.0,5.5,74.0,236.0,4.65,22.0,34.5,119.0,7.09,4.275,23.0,1.0,2015
147.0,187.0,334.0,21.0,73.0,244.0,4.83,23.0,32.0,111.0,7.35,4.27,23.0,0.0,2015
202.0,120.0,322.0,24.0,73.0,234.0,4.6,26.0,35.0,117.0,7.15,4.36,23.0,5.0,2015
109.0,83.0,196.0,23.0,75.0,245.0,4.61,20.0,37.0,121.0,7.49,4.38,23.0,2.0,2015
80.0,50.0,130.0,10.0,74.0,232.0,4.56,24.0,34.5,119.0,7.09,4.275,25.0,0.0,2015
92.0,92.0,184.0,28.5,78.0,244.0,4.6,23.0,39.5,127.0,7.09,4.275,23.0,21.0,2016
90.0,57.0,147.0,27.5,73.0,232.0,4.47,17.0,35.5,133.0,7.12,4.2,21.0,17.0,2016
169.0,115.0,284.0,23.5,74.0,223.0,4.67,23.0,34.5,119.0,7.09,4.275,21.0,32.0,2016
117.0,61.0,178.0,15.0,73.0,245.0,4.56,19.0,34.5,119.0,7.09,4.275,21.0,36.0,2016
80.0,85.0,165.0,21.0,73.0,222.0,4.59,23.0,33.0,120.0,7.09,4.275,21.0,39.0,2016
109.0,83.0,196.0,23.0,73.0,226.0,4.58,16.0,27.0,114.0,7.09,4.275,21.0,4.0,2016
108.0,97.0,205.0,40.0,75.0,259.0,4.8,16.0,36.5,121.0,7.09,4.275,22.0,28.0,2016
161.0,175.0,336.0,41.5,74.0,239.0,4.72,23.0,31.5,115.0,6.73,4.0,23.0,17.0,2016
104.0,149.0,253.0,36.0,77.0,245.0,4.72,15.0,34.5,121.0,7.09,4.275,24.0,9.0,2016
95.0,77.0,172.0,35.5,73.0,244.0,4.76,22.0,33.5,111.0,7.11,4.3,22.0,25.0,2016
169.0,127.0,296.0,18.0,76.0,254.0,4.68,20.0,33.5,124.0,7.09,4.275,22.0,1.0,2016
77.0,60.0,137.0,17.5,73.0,242.0,4.69,30.0,34.5,118.0,7.05,4.51,23.0,9.0,2016
187.0,87.0,274.0,29.5,74.0,243.0,4.73,19.0,32.0,120.0,7.16,4.22,23.0,14.0,2016
127.0,79.0,206.0,16.0,76.0,232.0,4.58,16.0,34.0,116.0,7.09,4.275,23.0,20.0,2016
130.0,164.0,294.0,21.0,73.0,232.0,4.76,23.0,34.5,119.0,7.09,4.275,21.0,9.0,2016
138.0,119.0,257.0,13.5,74.0,237.0,4.71,22.0,28.5,113.0,6.98,4.2,22.0,29.0,2016
182.0,176.0,358.0,23.5,72.0,245.0,4.89,19.0,28.5,110.0,6.99,4.11,23.0,4.0,2016
46.0,26.0,72.0,11.0,73.0,235.0,4.7,21.0,37.5,121.0,7.07,4.36,23.0,4.0,2016
117.0,115.0,232.0,15.5,75.0,249.0,4.91,11.0,30.5,118.0,7.09,4.275,24.0,2.0,2016
71.0,48.0,119.0,27.0,76.0,267.0,4.61,23.0,31.0,117.0,7.09,4.275,22.0,8.0,2016
338.0,155.0,493.0,40.0,72.0,238.0,4.81,22.0,31.0,112.0,7.19,4.5,23.0,5.0,2016
99.0,49.0,148.0,46.0,73.0,237.0,4.52,24.0,36.5,133.0,7.01,4.37,22.0,14.0,2017
102.0,103.0,205.0,20.0,73.0,238.0,4.65,23.0,34.5,119.0,7.09,4.275,22.0,20.0,2017
80.0,22.0,102.0,29.0,74.0,250.0,4.59,24.0,33.0,122.0,7.48,4.62,21.0,13.0,2017
42.0,29.0,71.0,17.0,76.0,252.0,4.69,21.0,37.0,128.0,6.79,4.13,22.0,96.0,2017
123.0,99.0,222.0,24.0,72.0,229.0,4.65,23.0,34.5,119.0,7.09,4.275,23.0,8.0,2017
70.0,67.0,137.0,28.0,75.0,247.0,4.65,21.0,37.5,127.0,6.75,4.275,22.0,18.0,2017
66.0,62.0,128.0,40.0,74.0,253.0,4.78,23.0,34.5,119.0,7.09,4.275,23.0,6.0,2017
136.0,139.0,275.0,17.5,74.0,240.0,4.61,23.0,33.0,121.0,7.15,4.39,21.0,9.0,2017
177.0,118.0,295.0,39.5,75.0,234.0,4.67,15.0,35.0,125.0,7.03,4.29,22.0,29.0,2017
59.0,85.0,144.0,10.0,72.0,232.0,4.58,18.0,34.5,122.0,6.89,4.21,23.0,7.0,2017
32.0,43.0,75.0,5.0,75.0,241.0,4.63,16.0,30.5,116.0,6.88,4.25,22.0,8.0,2017
39.0,19.0,58.0,31.0,75.0,244.0,4.68,23.0,33.5,124.0,7.36,4.57,23.0,2.0,2017
124.0,139.0,263.0,24.5,74.0,243.0,4.65,20.0,34.5,119.0,7.09,4.275,22.0,5.0,2017
111.0,71.0,182.0,37.5,75.0,246.0,4.67,21.0,33.5,118.0,6.92,4.3,24.0,1.0,2017
80.0,96.0,176.0,21.0,74.0,244.0,4.75,27.0,34.5,119.0,6.98,4.13,22.0,15.0,2017
141.0,85.0,226.0,27.0,72.0,230.0,4.65,23.0,34.5,119.0,7.09,4.275,22.0,15.0,2017
138.0,118.0,256.0,24.5,71.0,238.0,4.65,23.0,37.0,124.0,6.92,4.18,23.0,3.0,2017
136.0,87.0,223.0,9.0,72.0,231.0,4.7,17.0,31.5,120.0,7.09,4.275,22.0,23.0,2017
155.0,123.0,278.0,39.5,73.0,238.0,4.65,23.0,30.5,116.0,7.23,4.34,22.0,22.0,2017
104.0,32.0,136.0,31.5,72.0,223.0,4.67,24.0,35.0,126.0,7.09,4.275,23.0,57.0,2017
143.0,148.0,291.0,42.0,75.0,240.0,4.65,25.0,31.0,118.0,7.09,4.275,21.0,9.0,2017
109.0,83.0,196.0,23.0,75.0,248.0,4.75,26.0,29.5,116.0,7.02,4.46,25.0,0.0,2017
163.0,113.0,276.0,36.0,73.0,228.0,4.67,23.0,33.5,121.0,7.09,4.39,22.0,1.0,2017
35.0,15.0,50.0,18.0,73.0,243.0,4.67,24.0,28.5,112.0,6.91,4.33,23.0,0.0,2017
92.0,51.0,143.0,53.0,71.0,241.0,4.84,20.0,31.5,117.0,7.09,4.34,24.0,0.0,2017
146.0,106.0,252.0,20.5,73.0,236.0,4.51,23.0,34.5,119.0,7.09,4.275,21.0,37.0,2018
122.0,104.0,226.0,35.0,77.0,253.0,4.54,19.0,34.5,117.0,7.09,4.275,20.0,44.0,2018
128.0,60.0,188.0,13.0,76.0,256.0,4.65,20.0,39.5,124.0,6.88,4.15,21.0,35.0,2018
85.0,67.0,152.0,23.5,75.0,232.0,4.65,23.0,30.0,116.0,6.95,4.36,22.0,25.0,2018
109.0,83.0,196.0,23.0,74.0,234.0,4.7,17.0,34.5,119.0,7.09,4.275,23.0,59.0,2018
158.0,106.0,264.0,32.0,75.0,236.0,4.64,21.0,38.5,119.0,6.9,4.28,21.0,82.0,2018
90.0,68.0,158.0,17.5,73.0,229.0,4.53,22.0,36.5,126.0,7.09,4.275,21.0,33.0,2018
158.0,72.0,230.0,25.5,75.0,236.0,4.52,27.0,36.0,125.0,7.09,4.275,21.0,1.0,2018
85.0,56.0,141.0,13.5,75.0,233.0,4.59,18.0,39.5,131.0,6.82,4.15,23.0,6.0,2018
129.0,77.0,206.0,28.0,73.0,223.0,4.61,21.0,32.0,119.0,6.64,4.07,24.0,5.0,2018
211.0,226.0,437.0,28.0,73.0,234.0,4.82,18.0,33.0,117.0,6.8,4.27,23.0,28.0,2018
107.0,93.0,200.0,22.5,73.0,229.0,4.6,19.0,35.0,117.0,7.06,4.28,22.0,4.0,2018
193.0,111.0,304.0,22.0,73.0,236.0,4.6,23.0,36.0,117.0,7.38,4.48,23.0,5.0,2018
101.0,65.0,166.0,33.5,73.0,227.0,4.38,20.0,34.5,117.0,7.09,4.275,23.0,4.0,2018
188.0,223.0,411.0,32.5,74.0,238.0,4.66,23.0,35.5,121.0,7.05,4.24,23.0,6.0,2018
170.0,63.0,233.0,45.5,73.0,248.0,4.59,26.0,36.0,124.0,6.9,4.36,23.0,4.0,2018
70.0,48.0,118.0,15.0,74.0,245.0,4.78,23.0,34.5,119.0,7.09,4.275,22.0,0.0,2018
65.0,69.0,134.0,16.0,72.0,228.0,4.65,20.0,34.5,119.0,7.09,4.275,22.0,8.0,2018
78.0,43.0,121.0,15.0,74.0,238.0,4.65,18.0,34.5,119.0,7.09,4.275,23.0,0.0,2018
155.0,87.0,242.0,19.5,74.0,230.0,4.79,21.0,30.5,117.0,7.26,4.275,23.0,1.0,2018
90.0,97.0,187.0,8.5,72.0,237.0,4.63,19.0,34.5,119.0,7.09,4.275,21.0,1.0,2018
114.0,172.0,286.0,29.0,72.0,237.0,4.42,22.0,39.5,118.0,7.07,4.17,21.0,45.0,2019
83.0,108.0,191.0,19.0,71.0,234.0,4.43,21.0,40.5,124.0,6.93,4.23,21.0,21.0,2019
219.0,171.0,390.0,41.0,74.0,250.0,4.65,23.0,34.5,119.0,7.09,4.275,22.0,7.0,2019
109.0,83.0,196.0,23.0,74.0,240.0,4.57,24.0,32.5,116.0,7.09,4.275,23.0,37.0,2019
143.0,94.0,237.0,32.5,73.0,238.0,4.63,24.0,37.0,125.0,7.21,4.28,24.0,18.0,2019
131.0,103.0,234.0,23.5,74.0,237.0,4.64,30.0,32.5,116.0,6.9,4.03,22.0,9.0,2019
114.0,126.0,240.0,19.0,73.0,239.0,4.58,23.0,33.5,122.0,7.25,4.26,23.0,21.0,2019
107.0,64.0,171.0,19.5,74.0,234.0,4.57,31.0,37.5,122.0,6.94,4.14,24.0,13.0,2019
190.0,148.0,338.0,11.5,72.0,230.0,4.56,21.0,34.5,121.0,6.85,4.09,21.0,2.0,2019
157.0,94.0,251.0,29.0,74.0,242.0,4.66,23.0,34.5,118.0,7.09,4.31,23.0,2.0,2019
158.0,162.0,320.0,13.0,71.0,237.0,4.65,24.0,33.0,117.0,7.09,4.275,22.0,28.0,2019
64.0,35.0,99.0,19.5,75.0,241.0,4.65,17.0,38.0,123.0,6.89,4.14,24.0,23.0,2019
62.0,57.0,119.0,7.5,73.0,240.0,4.65,23.0,32.0,117.0,7.09,4.275,21.0,12.0,2019
113.0,66.0,179.0,30.5,73.0,237.0,4.5,18.0,37.5,124.0,6.95,4.12,23.0,3.0,2019
211.0,143.0,354.0,26.5,74.0,238.0,4.69,15.0,39.0,123.0,7.09,4.23,22.0,0.0,2019
99.0,65.0,164.0,13.0,74.0,245.0,4.65,20.0,33.0,119.0,7.38,4.38,22.0,2.0,2019
168.0,151.0,319.0,23.5,73.0,241.0,4.51,27.0,36.0,123.0,7.09,4.275,23.0,4.0,2019
109.0,83.0,196.0,23.0,76.0,238.0,4.39,23.0,39.0,132.0,7.09,4.275,22.0,17.0,2020
46.0,46.0,92.0,19.0,75.0,254.0,4.65,23.0,34.5,119.0,7.09,4.275,21.0,7.0,2020
182.0,153.0,335.0,37.0,74.0,241.0,4.52,21.0,38.0,129.0,7.09,4.275,21.0,22.0,2020
220.0,147.0,367.0,33.0,72.0,240.0,4.54,23.0,34.5,119.0,7.09,4.275,22.0,20.0,2020
59.0,72.0,131.0,17.5,72.0,229.0,4.5,18.0,35.0,125.0,7.09,4.275,21.0,39.0,2020
76.0,42.0,118.0,26.0,76.0,267.0,4.65,23.0,34.5,119.0,7.09,4.275,23.0,9.0,2020
38.0,18.0,56.0,20.5,73.0,245.0,4.65,18.0,34.5,119.0,7.09,4.275,21.0,8.0,2020
46.0,53.0,99.0,11.0,73.0,243.0,4.46,21.0,39.5,136.0,7.08,4.3,22.0,21.0,2020
253.0,168.0,421.0,35.0,74.0,241.0,4.63,21.0,32.0,121.0,7.07,4.27,24.0,31.0,2020
99.0,55.0,154.0,30.5,74.0,238.0,4.65,24.0,32.5,115.0,7.0,4.31,23.0,9.0,2020
